,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_40826,0,1,0,0,0,0,2,7,0,7,0,2,0,0,10,0,14,4,4,2,2,1,6,0,1,1,0,3
1,sequence_40787,0,1,0,0,0,0,0,6,8,1,8,11,4,7,7,10,1,5,5,6,8,17,18,3,8,7,16,9
2,sequence_40789,0,1,0,0,0,0,2,7,0,7,0,2,0,0,10,0,14,4,4,2,2,1,6,0,1,1,0,3
3,sequence_40794,0,1,0,0,0,0,0,6,8,1,8,2,12,7,7,0,1,5,5,6,16,4,7,17,18,7,11,15
4,sequence_40806,0,1,0,0,0,0,2,7,0,7,0,2,0,0,10,0,2,4,4,2,2,1,6,0,1,26,27,3
5,sequence_40807,0,1,0,0,0,0,2,7,0,7,0,2,0,0,10,0,14,4,16,2,2,1,17,0,1,23,26,22
6,sequence_40809,0,1,0,0,0,0,2,7,0,7,0,2,0,0,10,0,14,4,16,2,2,1,17,0,1,23,26,22
7,sequence_40811,0,1,0,0,0,0,2,7,0,7,0,2,0,0,10,12,11,18,12,16,9,1,23,19,21,18,23,16
8,sequence_40813,0,1,0,0,0,0,2,7,0,7,0,2,0,0,10,0,14,4,4,2,2,1,6,0,1,1,0,3
9,sequence_40814,0,1,0,0,0,6,2,5,7,10,6,7,9,8,14,8,12,16,9,12,17,11,14,9,17,12,10,10
10,sequence_40845,0,1,0,0,0,6,2,5,7,10,6,7,9,8,14,8,12,16,9,12,17,11,14,9,17,12,10,10
11,sequence_40855,0,1,0,0,0,0,2,7,0,7,0,2,0,0,10,0,14,4,4,2,2,1,6,0,1,1,0,3
12,sequence_40857,0,1,0,0,0,6,2,5,7,10,6,7,9,8,14,8,12,16,9,12,17,11,14,9,17,12,10,10
13,sequence_40840,0,1,0,0,0,0,2,7,0,7,0,2,0,0,10,0,14,4,8,2,2,6,6,0,1,1,0,3
14,sequence_40841,0,1,0,0,0,0,2,7,0,7,0,2,0,0,10,0,14,4,8,2,2,6,6,0,1,1,0,3
15,sequence_40842,0,1,0,0,0,0,2,7,0,7,0,2,0,9,10,13,14,15,4,11,13,15,20,18,22,17,12,23
16,sequence_40844,0,1,0,0,0,4,5,8,6,5,5,6,8,12,5,6,7,17,8,5,6,6,22,24,5,15,8,14
17,sequence_40838,0,1,0,0,0,0,2,7,0,7,0,2,0,0,10,0,14,4,4,2,2,1,6,0,1,1,0,3
18,sequence_40816,0,1,3,3,2,3,3,3,5,4,2,3,5,3,3,3,4,0,3,0,7,2,3,4,0,3,3,2
19,sequence_40817,0,1,0,0,0,0,2,7,0,7,0,2,0,0,10,0,14,4,4,2,2,1,6,0,1,1,0,3
20,sequence_40818,0,1,3,3,2,3,3,3,5,4,2,3,5,3,3,3,4,0,3,0,7,2,3,4,0,3,3,2
21,sequence_40827,0,0,0,4,4,5,7,1,3,2,3,0,13,11,2,7,3,3,2,1,11,0,10,6,3,9,25,26
22,sequence_40828,1,0,2,4,4,5,7,1,3,2,9,4,3,2,9,2,10,10,18,17,11,13,0,14,14,2,2,4
23,sequence_40829,1,0,2,4,4,5,7,1,3,2,9,4,3,2,9,2,10,10,18,17,11,13,0,14,14,2,2,4
24,sequence_40831,1,0,2,4,4,5,7,1,3,2,9,4,3,2,9,2,10,10,18,17,21,13,0,14,14,2,2,4
25,sequence_40856,1,2,1,1,1,1,1,2,1,0,1,12,1,13,8,11,15,11,13,15,1,12,15,13,11,11,7,18
26,sequence_40815,1,2,1,1,1,1,1,2,1,8,1,1,1,5,0,1,9,2,1,10,3,19,8,1,2,19,1,1
27,sequence_40851,0,0,0,4,4,4,5,8,6,5,5,6,8,12,5,6,7,7,11,5,18,10,11,8,16,6,8,5
28,sequence_40847,1,2,1,1,1,1,1,2,1,8,1,1,1,5,0,1,9,2,1,10,3,19,8,1,2,19,1,1
29,sequence_40858,1,2,1,1,1,1,1,2,1,8,1,1,1,5,0,1,9,2,1,10,3,19,8,1,2,19,1,1
30,sequence_40852,1,2,1,1,1,1,1,2,1,8,1,1,1,5,0,1,17,2,1,3,3,3,8,23,10,5,9,11
31,sequence_40843,1,2,1,1,1,1,1,2,1,0,1,12,1,13,8,11,15,11,13,15,1,12,15,13,11,11,7,18
32,sequence_40846,0,0,0,4,4,4,5,8,6,5,5,6,8,12,5,6,7,7,11,5,18,10,11,8,16,6,8,5
33,sequence_40791,1,2,1,1,1,1,1,2,1,8,1,1,1,5,0,1,17,9,1,20,3,20,2,16,15,22,24,27
34,sequence_40793,1,2,1,1,1,1,1,2,1,8,1,1,1,5,0,1,17,9,1,20,3,20,2,16,15,22,24,27
35,sequence_40861,1,2,1,1,1,1,1,2,1,8,1,1,1,5,0,1,17,2,1,3,3,3,8,23,10,5,9,11
36,sequence_40812,1,2,1,1,1,1,1,2,1,8,1,1,1,5,0,1,17,2,1,3,3,3,8,23,10,5,9,11
37,sequence_40854,1,2,1,1,1,1,1,2,1,8,1,1,1,1,0,1,0,2,1,3,3,3,8,23,10,5,9,11
38,sequence_40853,1,2,1,1,1,1,1,2,1,0,1,1,1,5,11,1,17,14,1,19,20,21,16,15,6,0,22,24
39,sequence_40848,1,2,1,1,1,1,1,2,1,8,1,1,1,1,0,1,17,2,1,3,3,3,8,23,10,5,9,11
40,sequence_40849,1,2,1,1,1,1,1,2,1,8,1,1,1,5,0,1,17,2,1,3,3,3,8,23,10,5,5,11
41,sequence_40850,1,2,1,1,1,1,1,2,1,8,1,1,1,5,0,1,17,2,1,3,3,3,8,23,10,5,9,11
42,sequence_40792,0,1,0,0,0,0,0,6,8,1,8,2,12,7,7,0,1,5,5,6,16,4,7,17,18,7,11,15
43,sequence_40790,0,1,0,0,0,0,0,6,8,1,8,2,12,7,7,0,1,5,5,6,16,4,7,17,18,7,11,15
44,sequence_40860,0,1,0,0,0,0,2,7,0,7,0,2,0,0,10,0,14,4,4,2,2,1,6,0,1,1,0,3
45,sequence_40839,0,1,0,0,0,0,2,7,0,7,0,2,0,0,10,0,14,4,4,2,2,1,6,0,1,1,0,3
46,sequence_40835,0,1,0,0,0,0,2,7,9,7,10,8,7,6,6,9,16,13,10,8,10,8,13,11,12,13,14,13
47,sequence_40819,0,1,0,0,0,0,2,7,0,7,0,2,0,0,10,0,14,4,4,2,2,1,6,0,1,1,0,0
48,sequence_40824,0,1,0,0,0,0,2,7,0,7,0,2,0,0,10,0,14,4,4,2,2,1,6,0,1,1,0,3
49,sequence_40825,0,1,0,0,0,0,2,7,0,7,0,2,0,0,10,0,14,4,4,2,2,1,6,0,1,1,0,3
50,sequence_40797,0,1,0,0,0,0,2,7,0,7,0,2,0,0,10,14,2,4,4,2,2,1,6,0,1,1,0,3
51,sequence_40800,0,1,0,0,0,0,2,7,0,7,11,2,0,0,10,0,14,4,14,2,2,1,1,21,24,25,19,25
52,sequence_40803,0,1,0,0,0,0,2,7,0,7,11,2,0,0,10,0,14,4,14,2,2,1,1,21,24,25,19,25
53,sequence_40804,0,1,0,0,0,0,2,7,0,7,0,2,0,0,10,0,14,4,4,2,2,1,6,0,1,1,0,3
54,sequence_40805,0,1,0,0,0,0,2,7,0,7,11,2,0,0,10,0,14,4,14,2,2,1,1,21,24,25,19,25
55,sequence_40864,0,1,0,0,0,0,2,7,0,7,0,2,0,0,10,14,2,4,4,2,2,1,6,0,1,1,0,3
56,sequence_40808,0,1,0,0,0,0,2,7,0,7,0,2,0,0,10,0,14,4,16,2,2,1,17,0,1,23,26,22
57,sequence_40810,0,1,0,0,0,0,2,7,0,7,0,2,0,0,10,0,14,4,4,2,2,16,6,0,1,16,0,20
58,sequence_40862,0,1,0,0,0,0,2,7,0,7,0,2,10,0,10,16,14,4,4,2,14,14,21,22,25,21,17,28
59,sequence_40859,0,1,0,2,3,2,4,4,2,6,4,5,2,4,4,4,5,6,7,4,5,5,4,5,4,4,6,6
60,sequence_40836,0,1,0,0,0,0,2,7,9,7,10,8,7,6,6,9,16,13,10,8,10,8,13,11,12,13,14,13
61,sequence_40837,0,1,0,0,0,0,2,7,9,7,10,8,7,6,6,9,16,13,10,8,10,8,13,11,12,13,14,13
62,sequence_40820,0,1,0,0,5,0,2,0,0,3,0,10,11,14,13,14,2,1,0,7,0,9,5,7,23,10,15,8
63,sequence_40821,0,1,0,0,5,0,2,0,0,3,0,10,11,14,13,14,2,1,0,7,0,9,5,7,23,10,15,8
64,sequence_40822,0,1,0,0,0,0,2,7,0,9,0,2,0,0,15,0,14,4,17,18,19,22,19,12,19,14,18,19
65,sequence_40823,0,1,0,0,0,0,2,7,0,7,0,2,0,0,10,0,14,4,4,2,2,1,6,0,1,1,0,3
66,sequence_40834,0,1,0,0,0,0,2,7,0,7,0,2,0,0,12,15,13,12,15,14,12,7,12,10,13,20,13,17
67,sequence_40832,0,1,0,0,0,0,2,7,0,7,0,2,0,0,1,0,14,4,4,2,2,1,6,20,20,24,21,21
68,sequence_40833,0,1,0,0,0,0,2,7,0,7,0,2,0,0,1,0,14,4,4,2,2,1,6,0,1,24,0,3
69,sequence_40830,0,0,2,4,4,5,7,1,3,2,3,0,13,2,2,7,3,10,2,1,11,0,0,6,3,9,25,26
70,sequence_40798,0,0,2,4,4,5,7,1,3,2,3,0,13,11,2,7,8,3,6,13,4,0,10,6,9,9,4,7
71,sequence_40865,0,0,2,4,4,5,7,1,3,2,3,0,13,11,2,7,8,3,6,13,4,0,10,6,9,9,4,7
72,sequence_40863,0,1,0,0,5,0,2,0,0,3,0,10,11,14,13,14,2,1,0,7,0,9,5,7,23,10,15,8
73,sequence_40801,0,0,2,4,4,5,7,1,3,2,3,0,3,2,9,2,3,10,2,1,11,13,0,14,3,2,25,26
74,sequence_40802,0,1,0,0,0,0,2,7,0,7,11,2,10,0,10,16,14,4,14,2,14,14,21,22,25,21,17,28
75,sequence_40796,0,0,2,4,4,5,7,1,3,2,3,0,13,11,2,7,8,3,6,13,4,0,10,6,9,9,4,7
76,sequence_40795,0,1,0,0,5,0,2,0,0,3,0,10,11,14,13,14,2,1,0,7,0,9,5,7,23,10,15,8
77,sequence_40866,0,0,2,4,4,5,6,1,4,2,7,9,6,10,2,5,6,8,19,9,15,18,9,2,7,8,20,12
78,sequence_40799,0,0,2,4,4,5,7,1,3,2,3,0,13,11,2,7,8,3,6,13,4,0,10,6,9,9,4,7
79,sequence_40788,0,0,2,4,4,5,7,1,3,2,3,0,13,11,2,7,8,3,6,13,4,0,10,6,9,9,4,7
80,sequence_40867,0,0,2,4,4,5,6,1,4,2,7,9,6,10,2,5,6,8,19,9,15,18,9,2,7,8,20,12
