,id,target,labels
0,sequence_40826,539,49
1,sequence_40787,510,2
2,sequence_40789,510,9
3,sequence_40794,519,3
4,sequence_40806,525,19
5,sequence_40807,528,75
6,sequence_40809,528,74
7,sequence_40811,534,21
8,sequence_40813,528,22
9,sequence_40814,510,23
10,sequence_40845,495,27
11,sequence_40855,522,66
12,sequence_40857,522,25
13,sequence_40840,528,62
14,sequence_40841,528,63
15,sequence_40842,522,37
16,sequence_40844,519,65
17,sequence_40838,531,38
18,sequence_40816,531,40
19,sequence_40817,528,41
20,sequence_40818,522,39
21,sequence_40827,525,50
22,sequence_40828,519,52
23,sequence_40829,528,53
24,sequence_40831,525,54
25,sequence_40856,498,67
26,sequence_40815,498,24
27,sequence_40851,477,31
28,sequence_40847,486,29
29,sequence_40858,495,26
30,sequence_40852,474,32
31,sequence_40843,495,64
32,sequence_40846,483,28
33,sequence_40791,454,4
34,sequence_40793,456,6
35,sequence_40861,464,70
36,sequence_40812,464,69
37,sequence_40854,465,36
38,sequence_40853,463,35
39,sequence_40848,461,30
40,sequence_40849,464,34
41,sequence_40850,462,33
42,sequence_40792,517,7
43,sequence_40790,523,5
44,sequence_40860,535,71
45,sequence_40839,538,61
46,sequence_40835,535,59
47,sequence_40819,532,42
48,sequence_40824,523,56
49,sequence_40825,532,55
50,sequence_40797,558,12
51,sequence_40800,558,76
52,sequence_40803,549,79
53,sequence_40804,561,18
54,sequence_40805,564,80
55,sequence_40864,549,16
56,sequence_40808,543,73
57,sequence_40810,549,20
58,sequence_40862,546,72
59,sequence_40859,543,68
60,sequence_40836,543,58
61,sequence_40837,543,60
62,sequence_40820,543,43
63,sequence_40821,549,44
64,sequence_40822,549,45
65,sequence_40823,546,46
66,sequence_40834,546,57
67,sequence_40832,555,47
68,sequence_40833,549,48
69,sequence_40830,558,51
70,sequence_40798,579,13
71,sequence_40865,580,17
72,sequence_40863,566,15
73,sequence_40801,561,77
74,sequence_40802,560,78
75,sequence_40796,567,11
76,sequence_40795,562,10
77,sequence_40866,620,0
78,sequence_40799,597,14
79,sequence_40788,510,8
80,sequence_40867,622,1
