,secuencia,meanshift2,meanshift3,meanshift4,meanshift5,meanshift6,meanshift7,meanshift8,meanshift9,meanshift10,meanshift11,meanshift12,meanshift13,meanshift14,meanshift15,meanshift16,meanshift17,meanshift18,meanshift19,meanshift20,meanshift21,meanshift22,meanshift23,meanshift24,meanshift25,meanshift26,meanshift27,meanshift28,meanshift29
0,sequence_40826,49,2,2,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,sequence_40787,2,7,7,7,15,15,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16
2,sequence_40789,9,10,10,10,18,18,19,19,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,sequence_40794,3,8,8,8,16,16,17,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,sequence_40806,19,20,20,20,22,22,22,22,21,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19
5,sequence_40807,75,70,70,70,64,64,61,59,58,58,58,58,55,55,55,55,55,55,55,55,55,55,55,55,55,53,53,52
6,sequence_40809,74,69,69,69,11,11,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,0
7,sequence_40811,21,22,22,22,24,24,24,24,23,23,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21
8,sequence_40813,22,2,2,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,sequence_40814,23,23,23,23,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3
10,sequence_40845,27,27,27,27,25,25,25,25,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,3,3,3
11,sequence_40855,66,61,61,61,57,57,56,54,53,53,53,53,50,50,50,50,50,50,50,50,50,50,50,50,50,48,48,47
12,sequence_40857,25,25,25,25,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3
13,sequence_40840,62,4,4,4,10,10,10,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13
14,sequence_40841,63,4,4,4,10,10,10,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13
15,sequence_40842,37,37,37,37,35,35,34,33,32,32,32,32,31,31,31,31,31,31,31,31,31,31,31,31,31,29,29,28
16,sequence_40844,65,60,60,60,56,56,55,53,52,52,52,52,49,49,49,49,49,49,49,49,49,49,49,49,49,47,47,46
17,sequence_40838,38,38,38,38,36,36,35,34,33,33,33,33,32,32,32,32,32,32,32,32,32,32,32,32,32,30,30,29
18,sequence_40816,40,40,40,40,38,38,37,36,35,35,35,35,34,34,34,34,34,34,34,34,34,34,34,34,34,32,32,31
19,sequence_40817,41,41,41,41,39,39,38,37,36,36,36,36,35,35,35,35,35,35,35,35,35,35,35,35,35,33,33,32
20,sequence_40818,39,39,39,39,37,37,36,35,34,34,34,34,33,33,33,33,33,33,33,33,33,33,33,33,33,31,31,30
21,sequence_40827,50,47,47,47,45,45,44,43,42,42,42,42,41,41,41,41,41,41,41,41,41,41,41,41,41,39,39,38
22,sequence_40828,52,49,49,49,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11
23,sequence_40829,53,50,50,50,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11
24,sequence_40831,54,51,51,51,47,47,46,45,44,44,44,44,43,43,43,43,43,43,43,43,43,43,43,43,43,41,41,40
25,sequence_40856,67,62,62,62,58,58,57,55,54,54,54,54,51,51,51,51,51,51,51,51,51,51,51,51,51,49,49,48
26,sequence_40815,24,24,24,24,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4
27,sequence_40851,31,31,31,31,29,29,29,29,28,28,28,28,27,27,27,27,27,27,27,27,27,27,27,27,27,25,25,24
28,sequence_40847,29,29,29,29,27,27,27,27,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,4,4,4
29,sequence_40858,26,26,26,26,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4
30,sequence_40852,32,32,32,32,30,30,11,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5
31,sequence_40843,64,59,59,59,55,55,54,52,51,51,51,51,48,48,48,48,48,48,48,48,48,48,48,48,48,46,46,45
32,sequence_40846,28,28,28,28,26,26,26,26,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,22
33,sequence_40791,4,0,0,0,0,0,1,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,6,7,7
34,sequence_40793,6,0,0,0,0,0,1,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,6,7,7
35,sequence_40861,70,65,65,65,61,61,11,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5
36,sequence_40812,69,64,64,64,60,60,59,57,56,56,56,56,53,53,53,53,53,53,53,53,53,53,53,53,53,51,51,50
37,sequence_40854,36,36,36,36,34,34,33,32,31,31,31,31,30,30,30,30,30,30,30,30,30,30,30,30,30,28,28,27
38,sequence_40853,35,35,35,35,33,33,32,31,30,30,30,30,29,29,29,29,29,29,29,29,29,29,29,29,29,27,27,26
39,sequence_40848,30,30,30,30,28,28,28,28,27,27,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,24,24,23
40,sequence_40849,34,34,34,34,32,32,31,30,29,29,29,29,28,28,28,28,28,28,28,28,28,28,28,28,28,26,26,25
41,sequence_40850,33,33,33,33,31,31,30,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5
42,sequence_40792,7,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43,sequence_40790,5,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44,sequence_40860,71,66,66,66,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,sequence_40839,61,58,58,58,54,54,53,51,50,50,50,50,47,47,47,47,47,47,47,47,47,47,47,47,47,45,45,44
46,sequence_40835,59,56,56,56,52,52,51,49,48,48,48,48,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12
47,sequence_40819,42,42,42,42,40,40,39,38,37,37,37,37,36,36,36,36,36,36,36,36,36,36,36,36,36,34,34,33
48,sequence_40824,56,53,53,53,49,49,48,46,45,45,45,45,44,44,44,44,44,44,44,44,44,44,44,44,44,42,42,41
49,sequence_40825,55,52,52,52,48,48,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,sequence_40797,12,13,13,13,3,3,4,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,8,9,9
51,sequence_40800,76,71,71,71,12,12,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,6
