id,label
sequence_40803,1
sequence_40825,0
sequence_40814,1
sequence_40816,0
sequence_40832,0
sequence_40861,1
sequence_40826,0
sequence_40841,1
sequence_40798,1
sequence_40802,1
sequence_40821,0
sequence_40824,0
sequence_40854,1
sequence_40797,0
sequence_40807,1
sequence_40829,0
sequence_40843,0
sequence_40842,1
sequence_40811,1
sequence_40823,0
sequence_40844,0
sequence_40867,1
sequence_40864,0
sequence_40853,0
sequence_40806,0
sequence_40850,1
sequence_40846,1
sequence_40835,1
sequence_40805,0
sequence_40792,0
sequence_40827,0
sequence_40851,1
sequence_40839,0
sequence_40857,0
sequence_40858,0
sequence_40812,1
sequence_40866,0
sequence_40804,0
sequence_40799,1
sequence_40818,1
sequence_40860,1
sequence_40845,0
sequence_40840,0
sequence_40859,0
sequence_40852,1
sequence_40837,1
sequence_40856,0
sequence_40815,0
sequence_40794,1
sequence_40819,0
sequence_40833,1
sequence_40831,0
sequence_40808,0
sequence_40822,0
sequence_40848,1
sequence_40820,0
sequence_40789,1
sequence_40791,1
sequence_40862,0
sequence_40813,0
sequence_40793,1
sequence_40834,0
sequence_40810,1
sequence_40838,0
sequence_40830,1
sequence_40795,0
sequence_40788,1
sequence_40849,1
sequence_40836,0
sequence_40809,0
sequence_40817,0
sequence_40796,1
sequence_40800,0
sequence_40790,0
sequence_40855,0
sequence_40865,0
sequence_40828,1
sequence_40787,0
sequence_40847,1
sequence_40863,0
sequence_40801,1
