,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_51016,0,2,3,1,3,6,2,3,1,0,10,6,10,13,0,4,5,16,5,8,6,7,4,8,5,2,4,18
1,sequence_51170,1,1,1,0,4,2,1,5,4,1,2,0,9,3,3,12,1,2,2,2,0,1,2,14,1,1,1,26
2,sequence_32130,1,0,2,3,5,0,0,1,7,5,1,2,3,2,1,10,2,4,1,0,5,16,1,3,8,0,27,2
3,sequence_51136,1,1,1,0,1,5,6,7,0,8,3,7,13,12,14,5,7,7,15,12,11,14,6,6,19,8,24,16
4,sequence_51191,1,1,1,0,1,5,7,2,8,10,7,8,5,7,7,14,4,10,4,18,9,22,15,16,7,23,15,14
5,sequence_51140,1,1,1,0,4,2,1,5,4,1,2,0,9,14,3,12,1,18,2,2,0,1,2,14,1,1,16,26
6,sequence_51149,1,1,1,0,4,2,1,5,4,1,9,0,9,3,3,12,1,2,2,2,0,1,2,14,1,1,1,26
7,sequence_51181,1,1,1,0,4,2,1,5,4,1,2,0,9,3,3,12,1,2,2,2,0,1,2,14,1,1,1,26
8,sequence_51159,1,1,1,0,4,2,1,5,4,1,2,0,9,3,3,12,1,2,2,2,0,1,2,14,1,1,1,26
9,sequence_51175,1,1,1,0,4,2,1,5,4,1,2,0,9,3,3,12,1,2,2,2,0,1,2,2,1,1,1,23
10,sequence_51174,1,1,1,0,4,2,1,5,4,1,2,0,9,3,3,12,1,2,2,2,0,1,2,14,1,1,1,1
11,sequence_51169,1,1,1,0,4,2,1,5,4,1,2,0,9,3,15,12,1,2,2,2,0,21,2,11,14,24,20,1
12,sequence_51199,1,1,1,0,4,2,1,5,4,1,2,0,9,14,3,12,1,18,2,2,0,1,2,14,1,1,16,26
13,sequence_51144,1,1,1,0,4,2,1,5,4,1,9,0,9,3,3,12,1,2,2,2,0,1,2,14,1,1,1,26
14,sequence_51183,1,1,1,0,4,2,1,5,4,1,2,0,9,3,3,12,1,2,2,2,0,1,2,14,1,1,1,26
15,sequence_51157,1,1,1,0,4,2,1,5,4,1,2,0,9,3,3,12,1,2,2,2,0,1,2,14,1,1,1,26
16,sequence_51163,1,1,1,0,4,2,1,5,4,1,2,0,9,3,3,12,1,2,14,2,0,1,2,2,1,1,1,23
17,sequence_51173,1,1,1,0,4,2,1,5,4,1,2,0,9,3,3,12,1,2,2,2,0,1,2,14,1,1,1,26
18,sequence_51168,1,1,1,0,4,2,1,5,4,1,2,0,9,3,3,12,1,2,2,2,0,1,2,14,1,1,1,26
19,sequence_51171,1,1,1,0,4,2,1,5,4,1,2,0,9,3,3,12,1,2,2,2,0,1,2,14,14,1,1,26
20,sequence_51182,1,1,1,0,1,5,7,2,8,10,7,8,5,7,7,14,4,10,14,7,9,11,8,16,7,23,15,9
21,sequence_51131,1,1,1,0,1,5,7,7,8,8,3,8,13,12,14,5,16,7,19,19,17,5,21,10,16,18,13,17
22,sequence_51138,1,1,1,0,1,5,6,7,0,8,3,7,0,12,11,5,11,7,15,20,20,9,16,23,22,12,7,10
23,sequence_51196,1,1,1,0,1,5,7,7,8,8,7,8,5,7,12,14,4,10,4,19,17,5,21,16,7,18,13,17
24,sequence_51202,1,1,1,0,1,5,7,7,8,8,7,8,13,7,12,11,16,10,9,20,4,9,21,23,7,20,13,23
25,sequence_51192,1,1,1,0,1,5,7,7,0,8,7,8,0,7,12,14,11,10,4,5,9,18,21,16,22,23,13,27
26,sequence_51147,1,1,1,0,1,5,7,7,8,8,9,8,13,1,7,14,4,7,9,18,13,21,8,16,6,20,15,23
27,sequence_51151,1,1,1,0,4,2,1,5,4,7,9,0,9,1,3,0,1,2,14,2,13,1,8,2,1,20,1,26
28,sequence_51145,1,1,1,0,1,5,7,2,8,10,7,8,5,7,7,14,4,10,4,18,9,22,15,16,7,23,15,9
29,sequence_51187,1,1,1,0,1,5,7,2,8,10,7,8,5,7,7,14,4,10,4,18,9,22,15,16,7,4,6,14
30,sequence_51148,1,1,1,0,4,2,6,7,0,7,9,7,0,12,15,5,1,7,9,2,20,21,16,23,19,24,20,1
31,sequence_51141,1,1,1,0,4,2,1,5,4,1,2,0,9,14,3,12,1,18,2,7,0,1,2,7,1,1,16,26
32,sequence_51137,1,1,1,0,1,5,6,7,0,7,9,7,0,11,12,11,11,18,9,5,13,18,8,23,22,20,23,27
33,sequence_32151,1,0,2,3,5,0,0,1,7,5,1,2,3,2,1,10,2,4,1,0,5,16,1,3,8,0,27,2
34,sequence_32148,1,0,2,3,5,0,0,1,7,5,1,2,3,2,1,10,2,4,1,0,5,16,1,3,8,0,27,2
35,sequence_32117,1,0,2,3,5,0,0,1,7,5,1,2,3,2,1,10,2,4,1,0,5,16,1,3,8,0,27,2
36,sequence_32141,1,0,2,3,5,0,0,1,7,5,1,2,3,2,1,10,2,4,1,0,5,16,1,3,8,16,27,2
37,sequence_32124,1,0,2,3,5,0,0,1,7,5,1,2,3,2,1,10,2,4,1,0,5,16,1,3,8,0,27,2
38,sequence_32126,1,0,2,3,5,0,0,1,3,5,1,2,1,2,1,10,2,1,17,16,2,0,13,12,24,19,27,28
39,sequence_32127,1,0,2,3,5,0,0,1,7,5,1,2,3,2,1,10,2,4,1,0,5,16,1,3,8,0,27,2
40,sequence_32133,1,0,2,3,5,0,0,1,7,5,1,2,3,2,1,10,2,4,1,0,5,16,1,3,8,0,27,2
41,sequence_32131,1,0,2,3,5,0,0,1,7,5,1,2,3,2,1,10,2,4,1,0,5,16,1,17,8,0,27,2
42,sequence_32174,1,0,2,3,5,0,0,1,7,5,1,2,3,2,1,10,2,4,1,0,5,16,1,3,8,0,27,2
43,sequence_32114,1,0,2,3,5,0,0,1,7,5,1,2,3,2,1,10,2,4,1,0,5,16,1,3,8,16,27,2
44,sequence_32147,1,0,2,3,5,0,0,1,7,5,1,2,3,2,1,10,2,4,1,0,5,16,1,3,8,0,27,2
45,sequence_32119,1,0,2,3,5,0,0,1,7,5,1,2,3,2,1,10,2,4,1,0,5,16,1,3,8,16,27,2
46,sequence_32122,1,0,2,3,5,0,0,1,7,5,1,2,3,2,1,10,2,4,1,0,5,16,1,3,8,0,27,2
47,sequence_32125,1,0,2,3,5,0,0,1,3,5,1,2,1,2,1,10,2,1,17,16,2,0,13,12,24,19,27,28
48,sequence_32128,1,0,2,3,5,0,0,1,7,5,1,2,3,2,1,10,2,4,1,0,5,16,1,3,8,0,27,2
49,sequence_32129,1,0,2,3,5,0,0,1,7,5,1,2,3,2,1,10,2,4,1,0,5,16,1,3,8,0,27,2
50,sequence_32132,1,0,2,3,5,0,0,1,7,5,1,2,3,2,1,10,2,4,1,0,5,16,1,17,8,0,27,2
51,sequence_32167,1,0,2,4,2,3,4,6,2,4,5,3,7,10,2,7,12,12,11,14,3,12,11,5,10,13,12,19
52,sequence_50970,0,2,3,1,3,6,2,3,1,0,10,6,10,13,0,4,5,16,5,8,6,7,4,8,5,2,4,18
53,sequence_51045,0,2,3,1,3,6,2,3,1,0,10,6,10,13,0,4,5,0,5,8,1,2,4,8,18,15,4,18
54,sequence_51003,0,2,3,1,3,6,2,3,1,0,10,6,10,13,0,4,5,16,5,8,6,7,4,8,5,2,4,18
55,sequence_51032,0,2,3,1,3,6,2,3,1,0,10,6,10,13,0,4,5,16,5,8,6,7,4,8,5,2,4,18
56,sequence_51028,0,2,3,1,3,6,2,3,1,0,10,6,10,13,0,4,5,16,5,8,6,7,4,8,5,2,4,6
57,sequence_51025,0,2,3,1,3,6,2,3,1,0,10,6,10,13,0,4,5,16,5,8,6,7,22,8,5,2,9,18
58,sequence_51019,0,2,3,1,3,6,2,3,1,0,10,6,10,13,0,4,5,16,5,8,6,7,4,8,5,2,4,18
59,sequence_51017,0,2,3,1,3,6,2,3,1,0,11,6,10,13,0,4,5,3,5,1,6,10,4,9,15,22,4,18
60,sequence_51014,0,2,3,1,3,6,2,3,1,0,0,6,10,0,6,16,13,16,10,8,15,15,14,13,9,21,9,13
61,sequence_50984,0,2,3,1,3,6,2,3,1,0,10,6,10,13,0,4,5,16,5,8,6,7,4,8,5,2,4,18
62,sequence_51054,0,2,3,1,3,6,2,3,1,0,10,6,10,13,0,4,15,0,5,8,1,2,4,8,18,15,4,18
63,sequence_51002,0,2,3,1,3,6,2,3,1,0,10,6,10,13,0,4,5,16,5,8,6,7,4,8,5,2,4,18
64,sequence_51033,0,2,3,1,3,6,2,3,1,0,10,6,10,13,0,4,5,16,5,8,6,7,4,8,5,2,4,18
65,sequence_51027,0,2,3,1,3,6,2,3,1,0,10,6,10,4,0,4,5,16,5,8,6,7,4,1,5,2,22,6
66,sequence_51023,0,2,3,1,3,6,2,3,1,0,10,6,10,13,0,4,5,16,5,8,6,7,4,8,5,2,4,18
67,sequence_51012,0,2,3,1,3,6,2,3,1,0,10,6,10,13,0,4,5,16,5,8,6,7,4,8,5,2,4,18
68,sequence_51018,0,2,3,1,3,6,2,3,1,0,11,6,10,13,0,4,5,3,5,1,6,10,4,8,15,22,4,18
69,sequence_51015,0,2,3,1,3,6,2,3,1,0,10,6,10,13,0,4,5,16,5,8,6,7,4,8,5,2,4,18
70,sequence_50973,0,2,0,2,0,1,3,8,5,3,4,4,12,8,4,3,10,8,7,17,12,10,19,4,4,9,0,5
71,sequence_32112,1,0,2,4,2,3,5,6,9,2,5,3,11,9,9,1,8,15,13,10,19,4,17,21,17,26,18,19
72,sequence_50978,0,2,0,2,0,1,3,8,6,3,8,4,12,8,8,3,14,8,7,17,8,20,5,4,25,25,26,5
73,sequence_32162,1,0,2,4,2,3,5,6,9,2,5,3,11,9,2,7,12,12,13,14,19,13,11,21,10,13,12,19
74,sequence_50995,0,2,0,2,0,1,3,0,5,9,11,1,4,6,5,9,0,0,0,9,7,3,9,15,0,10,10,7
75,sequence_50972,0,2,0,2,0,4,3,4,6,3,8,1,8,4,8,2,3,13,3,6,8,20,0,18,12,10,22,24
76,sequence_32115,1,0,2,4,2,3,5,6,9,4,5,3,11,9,2,7,8,11,13,14,10,13,11,21,10,6,11,19
77,sequence_50979,0,2,0,2,0,4,3,8,6,3,4,4,12,8,8,3,14,0,0,13,8,20,18,1,25,7,26,5
78,sequence_32152,1,0,2,4,2,3,5,6,9,2,6,9,11,9,10,7,8,15,17,10,14,13,20,0,17,6,18,8
79,sequence_32113,1,0,2,4,2,3,4,6,2,4,5,3,6,10,2,6,17,11,8,11,18,12,23,20,20,26,11,4
80,sequence_32182,1,0,2,4,2,3,5,6,9,2,6,2,11,9,9,1,8,15,13,10,19,4,17,17,2,6,2,22
81,sequence_50987,0,2,0,2,0,1,3,0,5,9,8,4,4,6,4,9,0,8,3,17,8,6,5,4,11,25,10,24
