id,label,target,labels,profile
sequence_19347,1,58.9,6-0-1-31,1-6-0-1-31
sequence_19511,0,62.4,9-0-0-26,0-9-0-0-26
sequence_19445,2,45.5,7-0-9-6,2-7-0-9-6
sequence_19351,0,60.9,2-0-0-28,0-2-0-0-28
sequence_53065,1,44.8,17-0-4-22,1-17-0-4-22
sequence_19426,2,56.3,2-0-0-28,2-2-0-0-28
sequence_19517,2,61.6,15-0-1-27,2-15-0-1-27
sequence_19410,0,49.9,19-0-0-8,0-19-0-0-8
sequence_19447,0,51.0,19-0-0-3,0-19-0-0-3
sequence_20040,1,47.2,23-0-3-16,1-23-0-3-16
sequence_19526,2,49.3,3-0-8-7,2-3-0-8-7
sequence_19437,2,46.7,0-0-9-10,2-0-0-9-10
sequence_19529,1,48.8,12-0-5-19,1-12-0-5-19
sequence_19470,2,61.0,20-0-1-29,2-20-0-1-29
sequence_19472,0,59.9,1-0-7-5,0-1-0-7-5
sequence_19403,1,50.9,1-0-7-21,1-1-0-7-21
sequence_20062,0,57.9,14-0-3-11,0-14-0-3-11
sequence_19429,2,50.9,7-0-9-6,2-7-0-9-6
sequence_19524,1,46.4,4-0-5-5,1-4-0-5-5
sequence_19459,0,59.2,9-0-0-26,0-9-0-0-26
sequence_19478,1,60.1,2-0-0-28,1-2-0-0-28
sequence_19467,0,64.4,9-0-0-26,0-9-0-0-26
sequence_20057,1,51.9,26-0-2-15,1-26-0-2-15
sequence_19432,2,51.0,7-0-9-6,2-7-0-9-6
sequence_53062,1,49.1,17-0-2-21,1-17-0-2-21
sequence_19353,0,64.3,9-0-0-25,0-9-0-0-25
sequence_19422,2,46.6,21-0-5-19,2-21-0-5-19
sequence_19378,0,52.4,0-0-9-10,0-0-0-9-10
sequence_19452,2,44.2,16-0-8-23,2-16-0-8-23
sequence_19417,1,47.9,21-0-5-21,1-21-0-5-21
sequence_19497,2,54.9,20-0-1-29,2-20-0-1-29
sequence_19488,2,51.3,3-0-8-18,2-3-0-8-18
sequence_19380,1,48.1,18-0-7-32,1-18-0-7-32
sequence_20048,1,39.8,26-0-2-15,1-26-0-2-15
sequence_19402,1,43.0,11-0-7-14,1-11-0-7-14
sequence_20073,1,51.0,5-0-2-15,1-5-0-2-15
sequence_19424,0,50.9,9-0-0-3,0-9-0-0-3
sequence_20066,1,49.9,23-0-3-16,1-23-0-3-16
sequence_19446,1,39.5,21-0-5-19,1-21-0-5-19
sequence_53098,1,42.0,10-0-6-30,1-10-0-6-30
sequence_19523,2,50.8,13-0-9-23,2-13-0-9-23
sequence_53083,1,51.0,25-0-6-0,1-25-0-6-0
sequence_19389,2,44.0,21-0-5-14,2-21-0-5-14
sequence_19480,1,62.8,20-0-1-29,1-20-0-1-29
sequence_19489,2,49.1,7-0-9-6,2-7-0-9-6
sequence_20051,1,42.5,26-0-2-22,1-26-0-2-22
