id,label,target,labels,profile
sequence_40803,1,549,1-0-0-0,1-1-0-0-0
sequence_40825,0,532,1-0-0-0,0-1-0-0-0
sequence_40814,1,510,1-0-0-2,1-1-0-0-2
sequence_40816,1,531,1-0-0-0,1-1-0-0-0
sequence_40832,0,555,1-0-0-0,0-1-0-0-0
sequence_40861,2,464,0-0-1-4,2-0-0-1-4
sequence_40826,2,539,1-0-0-0,2-1-0-0-0
sequence_40841,1,528,1-0-0-0,1-1-0-0-0
sequence_40798,2,579,1-0-0-6,2-1-0-0-6
sequence_40802,1,560,1-0-0-0,1-1-0-0-0
sequence_40821,1,549,1-0-0-5,1-1-0-0-5
sequence_40824,0,523,1-0-0-0,0-1-0-0-0
sequence_40854,2,465,0-0-1-4,2-0-0-1-4
sequence_40797,0,558,1-0-0-6,0-1-0-0-6
sequence_40807,1,528,1-0-0-0,1-1-0-0-0
sequence_40829,0,528,1-0-0-0,0-1-0-0-0
sequence_40843,2,495,0-0-1-3,2-0-0-1-3
sequence_40842,1,522,1-0-0-0,1-1-0-0-0
sequence_40811,1,534,1-0-0-0,1-1-0-0-0
sequence_40823,1,546,1-0-0-0,1-1-0-0-0
sequence_40844,2,519,0-0-1-0,2-0-0-1-0
sequence_40867,0,622,1-0-0-6,0-1-0-0-6
sequence_40864,0,549,1-0-0-0,0-1-0-0-0
sequence_40853,2,463,0-0-1-4,2-0-0-1-4
sequence_40806,2,525,1-0-0-0,2-1-0-0-0
sequence_40850,2,462,0-0-1-4,2-0-0-1-4
sequence_40846,2,483,0-0-1-3,2-0-0-1-3
sequence_40835,1,535,1-0-0-0,1-1-0-0-0
sequence_40805,1,564,1-0-0-0,1-1-0-0-0
sequence_40792,1,517,1-0-0-1,1-1-0-0-1
sequence_40827,1,525,1-0-0-6,1-1-0-0-6
sequence_40851,2,477,0-0-1-4,2-0-0-1-4
sequence_40839,2,538,1-0-0-0,2-1-0-0-0
sequence_40857,2,522,1-0-0-2,2-1-0-0-2
sequence_40858,2,495,0-0-1-3,2-0-0-1-3
sequence_40812,2,464,0-0-1-4,2-0-0-1-4
sequence_40866,0,620,1-0-0-6,0-1-0-0-6
sequence_40804,2,561,1-0-0-0,2-1-0-0-0
sequence_40799,1,597,1-0-0-6,1-1-0-0-6
sequence_40818,1,522,1-0-0-0,1-1-0-0-0
sequence_40860,1,535,1-0-0-0,1-1-0-0-0
sequence_40845,2,495,1-0-0-2,2-1-0-0-2
sequence_40840,2,528,1-0-0-0,2-1-0-0-0
sequence_40859,0,543,1-0-0-0,0-1-0-0-0
sequence_40852,2,474,0-0-1-4,2-0-0-1-4
sequence_40837,2,543,1-0-0-0,2-1-0-0-0
sequence_40856,2,498,0-0-1-3,2-0-0-1-3
sequence_40815,2,498,0-0-1-3,2-0-0-1-3
sequence_40794,1,519,1-0-0-1,1-1-0-0-1
sequence_40819,1,532,1-0-0-0,1-1-0-0-0
sequence_40833,1,549,1-0-0-0,1-1-0-0-0
sequence_40831,0,525,1-0-0-0,0-1-0-0-0
sequence_40808,1,543,1-0-0-0,1-1-0-0-0
sequence_40822,1,549,1-0-0-0,1-1-0-0-0
sequence_40848,2,461,0-0-1-4,2-0-0-1-4
sequence_40820,1,543,1-0-0-5,1-1-0-0-5
sequence_40789,1,510,1-0-0-1,1-1-0-0-1
sequence_40791,2,454,0-0-1-4,2-0-0-1-4
sequence_40862,1,546,1-0-0-0,1-1-0-0-0
sequence_40813,1,528,1-0-0-0,1-1-0-0-0
sequence_40793,2,456,0-0-1-4,2-0-0-1-4
sequence_40834,1,546,1-0-0-0,1-1-0-0-0
sequence_40810,1,549,1-0-0-0,1-1-0-0-0
sequence_40838,1,531,1-0-0-0,1-1-0-0-0
sequence_40830,1,558,1-0-0-0,1-1-0-0-0
sequence_40795,1,562,1-0-0-5,1-1-0-0-5
sequence_40788,0,510,1-0-0-6,0-1-0-0-6
sequence_40849,2,464,0-0-1-4,2-0-0-1-4
sequence_40836,1,543,1-0-0-0,1-1-0-0-0
sequence_40809,1,528,1-0-0-0,1-1-0-0-0
sequence_40817,1,528,1-0-0-0,1-1-0-0-0
sequence_40796,0,567,1-0-0-6,0-1-0-0-6
sequence_40800,1,558,1-0-0-0,1-1-0-0-0
sequence_40790,1,523,1-0-0-1,1-1-0-0-1
sequence_40855,1,522,1-0-0-2,1-1-0-0-2
sequence_40865,2,580,1-0-0-6,2-1-0-0-6
sequence_40828,1,519,1-0-0-0,1-1-0-0-0
sequence_40787,0,510,1-0-0-1,0-1-0-0-1
sequence_40847,2,486,0-0-1-3,2-0-0-1-3
sequence_40863,1,566,1-0-0-5,1-1-0-0-5
sequence_40801,0,561,1-0-0-0,0-1-0-0-0
