,secuencia,aglomerative-2,aglomerative-3,aglomerative-4,aglomerative-5,aglomerative-6,aglomerative-7,aglomerative-8,aglomerative-9,aglomerative-10,aglomerative-11,aglomerative-12,aglomerative-13,aglomerative-14,aglomerative-15,aglomerative-16,aglomerative-17,aglomerative-18,aglomerative-19,aglomerative-20,aglomerative-21,aglomerative-22,aglomerative-23,aglomerative-24,aglomerative-25,aglomerative-26,aglomerative-27,aglomerative-28,aglomerative-29
0,sequence_47787,0,2,2,0,5,5,5,2,0,4,1,1,1,0,0,16,16,7,7,7,7,7,7,7,7,7,3,3
1,sequence_47684,0,2,2,0,5,5,5,2,0,4,1,1,1,0,0,9,9,9,9,9,9,4,4,1,1,0,16,16
2,sequence_47789,0,2,2,0,5,5,5,2,0,4,1,1,1,0,0,16,16,7,7,7,7,7,7,7,7,7,3,3
3,sequence_47790,0,2,2,0,5,5,5,2,0,4,1,1,1,0,0,16,16,7,7,7,7,7,7,7,7,7,3,3
4,sequence_47781,0,1,0,4,4,1,1,1,1,0,4,4,4,4,4,1,0,16,16,16,16,16,16,16,16,16,7,7
5,sequence_47777,0,1,0,4,4,1,1,1,1,0,4,4,4,4,4,1,0,16,16,16,16,16,16,16,16,16,7,7
6,sequence_47779,0,1,0,4,4,1,1,1,1,0,4,4,4,4,4,1,0,16,16,16,16,16,16,16,16,16,7,7
7,sequence_47784,1,0,1,1,1,0,2,0,5,5,11,11,5,5,5,5,5,5,2,0,10,10,10,10,10,10,10,10
8,sequence_47786,0,2,2,0,2,2,0,5,2,2,2,0,11,11,11,11,11,11,11,11,11,11,11,11,5,5,5,5
9,sequence_47782,1,0,1,1,1,0,2,0,5,5,11,11,5,5,5,5,5,5,2,0,10,10,10,10,10,10,10,10
10,sequence_47772,0,2,2,0,5,5,5,2,0,10,10,10,10,10,10,10,10,10,10,10,4,1,1,0,25,25,25,25
11,sequence_47795,0,2,2,0,5,5,5,2,0,4,1,1,1,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15
12,sequence_47776,0,2,2,0,5,5,5,2,0,10,10,10,10,10,10,10,10,10,10,10,4,1,1,0,25,25,25,25
13,sequence_47685,0,2,2,0,5,5,5,2,0,4,1,1,1,0,0,9,9,9,9,9,9,4,4,1,1,0,16,16
14,sequence_47679,0,1,0,2,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,0,12,12,12
15,sequence_47695,0,2,2,0,5,5,5,2,0,4,1,1,1,0,0,9,9,9,9,9,9,4,4,1,1,0,16,16
16,sequence_47710,0,2,2,0,5,5,5,2,0,4,1,1,1,0,0,9,9,9,9,9,9,4,4,1,1,0,27,27
17,sequence_47686,0,2,2,0,5,5,5,2,0,4,1,1,1,0,0,9,9,9,9,9,9,4,4,1,1,0,16,16
18,sequence_47778,0,1,0,4,4,1,1,1,1,0,4,4,4,4,4,1,0,16,16,16,16,16,16,16,16,16,7,7
19,sequence_47780,0,1,0,4,4,1,1,1,1,0,4,4,4,4,4,1,0,16,16,16,16,16,16,16,16,16,7,7
20,sequence_47785,0,1,0,2,0,4,4,4,4,1,0,12,12,12,12,12,12,12,12,5,5,5,5,5,2,2,2,0
21,sequence_47803,0,2,2,0,5,5,5,2,0,4,1,1,1,0,0,16,16,7,7,7,7,7,7,7,7,7,3,3
22,sequence_47663,1,0,1,1,1,0,2,0,9,9,9,9,9,9,9,4,4,4,4,4,1,0,6,6,6,6,6,2
23,sequence_47757,1,0,1,1,1,0,2,0,9,9,9,9,9,9,9,4,4,4,4,4,1,0,6,6,6,6,6,2
24,sequence_47783,1,0,3,3,3,3,3,8,8,8,8,8,8,8,8,8,3,1,1,1,0,19,19,9,9,4,4,4
25,sequence_47796,1,0,1,1,1,0,2,0,5,5,11,11,5,5,5,5,5,5,2,0,10,10,10,10,10,10,10,10
26,sequence_47750,0,2,2,0,5,5,5,2,0,10,10,10,10,10,10,10,10,10,10,10,4,1,1,0,23,23,23,23
27,sequence_47760,0,2,2,0,2,2,0,3,3,3,3,3,3,1,1,0,8,18,18,18,18,18,18,18,18,18,18,18
28,sequence_47773,0,2,2,0,5,5,5,2,0,10,10,10,10,10,10,10,10,10,10,10,4,1,1,0,25,25,25,25
29,sequence_47768,0,1,0,4,4,1,1,1,1,0,5,5,2,2,2,2,2,2,0,20,20,20,20,20,20,20,20,20
30,sequence_47771,0,2,2,0,5,5,5,2,0,10,10,10,10,10,10,10,10,10,10,10,4,1,1,0,25,25,25,25
31,sequence_47681,0,1,0,2,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,0,12,12,12
32,sequence_47696,0,2,2,0,5,5,5,2,0,4,1,1,1,0,0,9,9,9,9,9,9,4,4,1,1,0,16,16
33,sequence_47680,0,1,0,2,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,0,12,12,12
34,sequence_47673,0,1,0,2,0,4,4,4,4,1,0,2,0,3,3,3,1,0,5,2,2,2,0,19,19,9,9,9
35,sequence_47700,0,1,0,2,0,4,4,4,4,1,0,2,0,3,3,3,1,0,5,2,2,2,0,19,19,9,9,9
36,sequence_47689,1,0,1,1,1,0,2,0,5,5,11,11,5,5,5,5,5,5,2,0,21,21,21,21,21,21,21,21
37,sequence_47683,0,1,0,2,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,0,12,12,12
38,sequence_47697,0,2,2,0,5,5,5,2,0,4,1,1,1,0,0,9,9,9,9,9,9,4,4,1,1,0,16,16
39,sequence_47678,0,2,2,0,5,5,5,2,0,10,10,10,10,10,10,10,10,10,10,10,4,1,1,0,23,23,23,23
40,sequence_47682,0,1,0,2,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,0,12,12,12
41,sequence_47724,0,1,0,4,4,1,1,1,1,0,4,4,4,4,4,1,0,8,8,8,8,8,8,8,8,8,8,8
42,sequence_47806,0,1,0,4,4,1,1,1,1,0,5,5,2,2,2,2,2,2,0,20,20,20,20,20,20,20,20,20
43,sequence_47807,0,1,0,4,4,1,1,1,1,0,4,4,4,4,4,1,0,16,16,16,16,16,16,16,16,16,7,7
44,sequence_47804,0,1,0,4,4,1,1,1,1,0,4,4,4,4,4,1,0,16,16,16,16,16,16,16,16,16,7,7
45,sequence_47800,0,1,0,4,4,1,1,1,1,0,4,4,4,4,4,1,0,16,16,16,16,16,16,16,16,16,7,7
46,sequence_47799,0,1,0,4,4,1,1,1,1,0,4,4,4,4,4,1,0,16,16,16,16,16,16,16,16,16,7,7
47,sequence_47664,1,0,1,1,1,0,2,0,9,9,9,9,9,9,9,4,4,4,4,4,1,0,6,6,6,6,6,2
48,sequence_47666,1,0,1,1,1,0,2,0,9,9,9,9,9,9,9,4,4,4,4,4,1,0,6,6,6,6,6,2
49,sequence_47671,1,0,1,1,1,0,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3,3,1,1
50,sequence_47727,1,0,3,3,3,3,3,8,8,8,8,8,8,8,8,8,3,1,1,1,0,19,19,9,9,4,4,4
51,sequence_47756,1,0,3,3,3,3,3,8,8,8,8,8,8,8,8,8,3,1,1,1,0,22,22,22,22,22,22,22
52,sequence_47775,1,0,3,3,3,3,3,8,8,8,8,8,8,8,8,8,3,1,1,1,0,19,19,9,9,4,4,4
53,sequence_47730,1,0,1,1,1,0,2,0,5,5,11,11,5,5,5,5,5,5,2,0,10,10,10,10,10,10,10,10
54,sequence_47758,1,0,1,1,1,0,2,0,9,9,9,9,9,9,9,4,4,4,4,4,1,0,6,6,6,6,6,2
55,sequence_47797,1,0,3,3,3,3,3,8,8,8,8,8,8,8,8,8,3,1,1,1,0,19,19,9,9,4,4,4
