,secuencia,birch-2,birch-3,birch-4,birch-5,birch-6,birch-7,birch-8,birch-9,birch-10,birch-11,birch-12,birch-13,birch-14,birch-15,birch-16,birch-17,birch-18,birch-19,birch-20,birch-21,birch-22,birch-23,birch-24,birch-25,birch-26,birch-27,birch-28,birch-29
0,sequence_40826,0,0,0,0,0,2,0,0,1,1,0,0,6,2,0,3,3,3,1,0,1,0,5,2,2,0,1,0
1,sequence_40787,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,0,24,24,24,24,24
2,sequence_40789,0,0,0,0,0,2,0,0,1,1,0,0,6,2,0,3,3,3,1,0,1,0,5,2,2,0,1,0
3,sequence_40794,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,0,11,11,11,11,11
4,sequence_40806,0,0,0,0,0,2,0,0,1,1,0,0,6,2,0,3,3,3,1,0,1,0,5,2,2,0,1,0
5,sequence_40807,0,0,0,0,0,2,0,0,1,1,0,0,6,2,0,2,0,9,19,19,19,19,19,19,19,19,19,19
6,sequence_40809,0,0,0,0,0,2,0,0,1,1,0,0,6,2,0,2,0,9,19,19,19,19,19,19,19,19,19,19
7,sequence_40811,0,0,0,0,0,2,0,0,1,1,0,0,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
8,sequence_40813,0,0,0,0,0,2,0,0,1,1,0,0,6,2,0,3,3,3,1,0,1,0,5,2,2,0,1,0
9,sequence_40814,0,0,0,0,0,2,0,0,1,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
10,sequence_40845,0,0,0,0,0,2,0,0,1,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
11,sequence_40855,0,0,0,0,0,2,0,0,1,1,0,0,6,2,0,3,3,3,1,0,1,0,5,2,2,0,1,0
12,sequence_40857,0,0,0,0,0,2,0,0,1,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
13,sequence_40840,0,0,0,4,4,4,4,4,4,4,1,1,1,1,1,1,1,0,3,3,3,3,3,3,3,3,3,3
14,sequence_40841,0,0,0,4,4,4,4,4,4,4,1,1,1,1,1,1,1,0,3,3,3,3,3,3,3,3,3,3
15,sequence_40842,0,0,0,0,0,2,0,0,1,1,0,0,0,13,13,13,13,13,13,13,13,13,13,13,13,13,27,27
16,sequence_40844,0,0,0,4,4,4,4,4,4,4,1,1,1,1,1,1,1,0,3,3,3,3,3,3,3,3,3,3
17,sequence_40838,0,0,0,0,0,2,0,0,1,1,0,0,6,2,0,3,3,3,1,0,1,0,5,2,2,0,1,0
18,sequence_40816,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7
19,sequence_40817,0,0,0,0,0,2,0,0,1,1,0,0,6,2,0,3,3,3,1,0,1,0,5,2,2,0,1,0
20,sequence_40818,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7
21,sequence_40827,0,2,2,2,2,6,2,2,2,0,4,4,4,4,4,4,4,1,0,1,0,9,9,9,9,9,9,9
22,sequence_40828,0,2,2,2,2,6,2,2,2,0,4,4,4,4,4,4,4,1,0,1,0,9,9,9,9,9,9,9
23,sequence_40829,0,2,2,2,2,6,2,2,2,0,4,4,4,4,4,4,4,1,0,1,0,9,9,9,9,9,9,9
24,sequence_40831,0,2,2,2,2,6,2,2,2,0,4,4,4,4,4,4,4,1,0,1,0,22,22,22,22,22,22,22
25,sequence_40856,1,1,1,1,1,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
26,sequence_40815,1,1,1,1,1,1,1,1,0,2,2,2,2,0,7,16,16,16,16,16,16,16,16,16,16,16,16,16
27,sequence_40851,0,0,0,4,4,4,4,4,4,4,1,1,1,1,1,1,1,0,9,20,20,20,20,20,20,20,20,20
28,sequence_40847,1,1,1,1,1,1,1,1,0,2,2,2,2,0,7,16,16,16,16,16,16,16,16,16,16,16,16,16
29,sequence_40858,1,1,1,1,1,1,1,1,0,2,2,2,2,0,7,16,16,16,16,16,16,16,16,16,16,16,16,16
30,sequence_40852,1,1,1,1,1,1,1,1,0,2,2,2,2,0,2,0,5,5,5,5,5,5,2,0,4,4,4,1
31,sequence_40843,1,1,1,1,1,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
32,sequence_40846,0,0,0,4,4,4,4,4,4,4,1,1,1,1,1,1,1,0,9,20,20,20,20,20,20,20,20,20
33,sequence_40791,1,1,1,1,1,1,1,1,0,2,2,2,2,0,2,0,5,5,5,5,5,5,2,0,25,25,25,25
34,sequence_40793,1,1,1,1,1,1,1,1,0,2,2,2,2,0,2,0,5,5,5,5,5,5,2,0,25,25,25,25
35,sequence_40861,1,1,1,1,1,1,1,1,0,2,2,2,2,0,2,0,5,5,5,5,5,5,2,0,4,4,4,1
36,sequence_40812,1,1,1,1,1,1,1,1,0,2,2,2,2,0,2,0,5,5,5,5,5,5,2,0,4,4,4,1
37,sequence_40854,1,1,1,1,1,1,1,1,0,2,2,2,2,0,2,0,5,5,5,5,5,5,2,0,4,4,4,1
38,sequence_40853,1,1,1,1,1,1,1,1,0,2,2,2,2,0,2,0,17,17,17,17,17,17,17,17,17,17,17,17
39,sequence_40848,1,1,1,1,1,1,1,1,0,2,2,2,2,0,2,0,5,5,5,5,5,5,2,0,4,4,4,1
40,sequence_40849,1,1,1,1,1,1,1,1,0,2,2,2,2,0,2,0,5,5,5,5,5,5,2,0,4,4,4,1
41,sequence_40850,1,1,1,1,1,1,1,1,0,2,2,2,2,0,2,0,5,5,5,5,5,5,2,0,4,4,4,1
42,sequence_40792,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,0,11,11,11,11,11
43,sequence_40790,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,0,11,11,11,11,11
44,sequence_40860,0,0,0,0,0,2,0,0,1,1,0,0,6,2,0,3,3,3,1,0,1,0,5,2,2,0,1,0
45,sequence_40839,0,0,0,0,0,2,0,0,1,1,0,0,6,2,0,3,3,3,1,0,1,0,5,2,2,0,1,0
46,sequence_40835,0,0,0,0,0,0,6,6,6,6,6,6,13,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
47,sequence_40819,0,0,0,0,0,2,0,0,1,1,0,0,6,2,0,3,3,3,1,0,1,0,5,2,2,0,1,0
48,sequence_40824,0,0,0,0,0,2,0,0,1,1,0,0,6,2,0,3,3,3,1,0,1,0,5,2,2,0,1,0
49,sequence_40825,0,0,0,0,0,2,0,0,1,1,0,0,6,2,0,3,3,3,1,0,1,0,5,2,2,0,1,0
50,sequence_40797,0,0,0,0,0,2,0,0,9,9,9,9,9,9,9,9,9,4,4,4,4,1,1,1,0,26,26,26
51,sequence_40800,0,0,0,0,0,2,0,0,1,1,0,0,6,2,0,3,3,3,1,0,1,0,5,2,2,0,1,0
52,sequence_40803,0,0,0,0,0,2,0,0,1,1,0,0,6,2,0,3,3,3,1,0,1,0,5,2,2,0,1,0
53,sequence_40804,0,0,0,0,0,2,0,0,1,1,0,0,6,2,0,3,3,3,1,0,1,0,5,2,2,0,1,0
54,sequence_40805,0,0,0,0,0,2,0,0,1,1,0,0,6,2,0,3,3,3,1,0,1,0,5,2,2,0,1,0
55,sequence_40864,0,0,0,0,0,2,0,0,9,9,9,9,9,9,9,9,9,4,4,4,4,1,1,1,0,26,26,26
56,sequence_40808,0,0,0,0,0,2,0,0,1,1,0,0,6,2,0,2,0,9,19,19,19,19,19,19,19,19,19,19
57,sequence_40810,0,0,0,0,0,2,0,0,1,1,0,0,6,2,0,3,3,3,1,0,21,21,21,21,21,21,21,21
58,sequence_40862,0,0,0,0,0,2,0,0,1,1,0,0,6,2,0,2,0,18,18,18,18,18,18,18,18,18,18,18
59,sequence_40859,0,0,0,0,0,0,7,7,7,7,7,7,7,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15
60,sequence_40836,0,0,0,0,0,0,6,6,6,6,6,6,13,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
61,sequence_40837,0,0,0,0,0,0,6,6,6,6,6,6,13,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
62,sequence_40820,0,0,0,0,0,2,0,0,9,9,9,9,9,9,9,9,9,4,4,4,4,1,1,1,0,2,2,2
63,sequence_40821,0,0,0,0,0,2,0,0,9,9,9,9,9,9,9,9,9,4,4,4,4,1,1,1,0,2,2,2
64,sequence_40822,0,0,0,0,0,2,0,0,1,1,0,0,6,2,0,3,3,3,1,0,1,0,23,23,23,23,23,23
65,sequence_40823,0,0,0,0,0,2,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
66,sequence_40834,0,0,0,0,0,2,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
67,sequence_40832,0,0,0,0,0,2,0,0,1,1,0,0,6,2,0,3,3,3,1,0,1,0,5,2,2,0,13,28
68,sequence_40833,0,0,0,0,0,2,0,0,1,1,0,0,6,2,0,3,3,3,1,0,1,0,5,2,2,0,1,0
69,sequence_40830,0,2,2,2,2,6,2,2,2,0,4,4,4,4,4,4,4,1,0,1,0,9,9,9,9,9,9,9
70,sequence_40798,0,2,2,2,2,6,2,2,2,0,4,4,4,4,4,4,4,1,0,9,9,4,4,4,1,1,0,4
71,sequence_40865,0,2,2,2,2,6,2,2,2,0,4,4,4,4,4,4,4,1,0,9,9,4,4,4,1,1,0,4
72,sequence_40863,0,0,0,0,0,2,0,0,9,9,9,9,9,9,9,9,9,4,4,4,4,1,1,1,0,2,2,2
73,sequence_40801,0,2,2,2,2,6,2,2,2,0,4,4,4,4,4,4,4,1,0,1,0,9,9,9,9,9,9,9
74,sequence_40802,0,0,0,0,0,2,0,0,1,1,0,0,6,2,0,2,0,18,18,18,18,18,18,18,18,18,18,18
75,sequence_40796,0,2,2,2,2,6,2,2,2,0,4,4,4,4,4,4,4,1,0,9,9,4,4,4,1,1,0,4
76,sequence_40795,0,0,0,0,0,2,0,0,9,9,9,9,9,9,9,9,9,4,4,4,4,1,1,1,0,2,2,2
77,sequence_40866,0,2,2,2,2,6,2,2,2,0,4,4,4,4,4,4,4,1,0,9,9,4,4,4,1,1,0,13
78,sequence_40799,0,2,2,2,2,6,2,2,2,0,11,11,11,11,11,11,11,11,11,11,11,11,11,5,5,5,5,5
79,sequence_40788,0,2,2,2,2,6,2,2,2,0,4,4,4,4,4,4,4,1,0,9,9,4,4,4,1,1,0,4
80,sequence_40867,0,2,2,2,2,6,2,2,2,0,11,11,11,11,11,11,11,11,11,11,11,11,11,5,5,5,5,5
