,id,target,labels
0,sequence_40826,539,7
1,sequence_40787,510,0
2,sequence_40789,510,7
3,sequence_40794,519,0
4,sequence_40806,525,7
5,sequence_40807,528,7
6,sequence_40809,528,7
7,sequence_40811,534,7
8,sequence_40813,528,7
9,sequence_40814,510,7
10,sequence_40845,495,7
11,sequence_40855,522,7
12,sequence_40857,522,7
13,sequence_40840,528,7
14,sequence_40841,528,7
15,sequence_40842,522,7
16,sequence_40844,519,2
17,sequence_40838,531,7
18,sequence_40816,531,1
19,sequence_40817,528,7
20,sequence_40818,522,1
21,sequence_40827,525,8
22,sequence_40828,519,8
23,sequence_40829,528,8
24,sequence_40831,525,8
25,sequence_40856,498,3
26,sequence_40815,498,3
27,sequence_40851,477,2
28,sequence_40847,486,3
29,sequence_40858,495,3
30,sequence_40852,474,3
31,sequence_40843,495,3
32,sequence_40846,483,2
33,sequence_40791,454,3
34,sequence_40793,456,3
35,sequence_40861,464,3
36,sequence_40812,464,3
37,sequence_40854,465,3
38,sequence_40853,463,3
39,sequence_40848,461,3
40,sequence_40849,464,3
41,sequence_40850,462,3
42,sequence_40792,517,0
43,sequence_40790,523,0
44,sequence_40860,535,7
45,sequence_40839,538,7
46,sequence_40835,535,4
47,sequence_40819,532,7
48,sequence_40824,523,7
49,sequence_40825,532,7
50,sequence_40797,558,7
51,sequence_40800,558,7
52,sequence_40803,549,7
53,sequence_40804,561,7
54,sequence_40805,564,7
55,sequence_40864,549,7
56,sequence_40808,543,7
57,sequence_40810,549,7
58,sequence_40862,546,7
59,sequence_40859,543,5
60,sequence_40836,543,4
61,sequence_40837,543,4
62,sequence_40820,543,7
63,sequence_40821,549,7
64,sequence_40822,549,7
65,sequence_40823,546,6
66,sequence_40834,546,6
67,sequence_40832,555,7
68,sequence_40833,549,7
69,sequence_40830,558,8
70,sequence_40798,579,8
71,sequence_40865,580,8
72,sequence_40863,566,7
73,sequence_40801,561,8
74,sequence_40802,560,7
75,sequence_40796,567,8
76,sequence_40795,562,7
77,sequence_40866,620,8
78,sequence_40799,597,8
79,sequence_40788,510,8
80,sequence_40867,622,8
