,secuencia,affinity-0.5,affinity-0.55,affinity-0.6000000000000001,affinity-0.6500000000000001,affinity-0.7000000000000002,affinity-0.7500000000000002,affinity-0.8000000000000003,affinity-0.8500000000000003,affinity-0.9000000000000004,affinity-0.9500000000000004
0,sequence_47787,0,0,0,0,0,0,0,0,0,0
1,sequence_47684,1,1,1,1,1,1,1,1,2,2
2,sequence_47789,4,4,4,4,4,4,4,4,4,4
3,sequence_47790,4,4,4,4,4,4,4,4,4,4
4,sequence_47781,16,16,16,16,16,16,16,16,1,1
5,sequence_47777,0,0,0,0,0,0,0,0,0,0
6,sequence_47779,0,0,0,0,0,0,0,0,0,0
7,sequence_47784,16,16,16,16,16,16,16,16,1,1
8,sequence_47786,16,16,16,16,16,16,16,16,1,1
9,sequence_47782,16,16,16,16,16,16,16,16,1,1
10,sequence_47772,3,3,3,3,3,3,3,3,3,3
11,sequence_47795,3,3,3,3,3,3,3,3,3,3
12,sequence_47776,0,0,0,0,0,0,0,0,0,0
13,sequence_47685,9,9,9,9,9,9,9,9,9,9
14,sequence_47679,1,1,1,1,1,1,1,1,2,2
15,sequence_47695,5,5,5,5,5,5,5,5,5,5
16,sequence_47710,5,5,5,5,5,5,5,5,5,5
17,sequence_47686,7,7,7,7,7,7,7,7,7,7
18,sequence_47778,10,10,10,10,10,10,10,10,10,10
19,sequence_47780,4,4,4,4,4,4,4,4,4,4
20,sequence_47785,8,8,8,8,8,8,8,8,8,8
21,sequence_47803,4,4,4,4,4,4,4,4,4,4
22,sequence_47663,1,1,1,1,1,1,1,1,2,2
23,sequence_47757,16,16,16,16,16,16,16,16,1,1
24,sequence_47783,2,2,2,2,2,2,2,2,1,1
25,sequence_47796,17,17,17,17,17,17,17,17,16,16
26,sequence_47750,3,3,3,3,3,3,3,3,3,3
27,sequence_47760,0,0,0,0,0,0,0,0,0,0
28,sequence_47773,4,4,4,4,4,4,4,4,4,4
29,sequence_47768,17,17,17,17,17,17,17,17,16,16
30,sequence_47771,17,17,17,17,17,17,17,17,16,16
31,sequence_47681,9,9,9,9,9,9,9,9,9,9
32,sequence_47696,11,11,11,11,11,11,11,11,11,11
33,sequence_47680,1,1,1,1,1,1,1,1,2,2
34,sequence_47673,5,5,5,5,5,5,5,5,5,5
35,sequence_47700,1,1,1,1,1,1,1,1,2,2
36,sequence_47689,5,5,5,5,5,5,5,5,5,5
37,sequence_47683,7,7,7,7,7,7,7,7,7,7
38,sequence_47697,6,6,6,6,6,6,6,6,6,6
39,sequence_47678,6,6,6,6,6,6,6,6,6,6
40,sequence_47682,7,7,7,7,7,7,7,7,7,7
41,sequence_47724,7,7,7,7,7,7,7,7,7,7
42,sequence_47806,10,10,10,10,10,10,10,10,10,10
43,sequence_47807,4,4,4,4,4,4,4,4,4,4
44,sequence_47804,8,8,8,8,8,8,8,8,8,8
45,sequence_47800,8,8,8,8,8,8,8,8,8,8
46,sequence_47799,4,4,4,4,4,4,4,4,4,4
47,sequence_47664,11,11,11,11,11,11,11,11,11,11
48,sequence_47666,12,12,12,12,12,12,12,12,12,12
49,sequence_47671,5,5,5,5,5,5,5,5,5,5
50,sequence_47727,2,2,2,2,2,2,2,2,13,13
51,sequence_47756,2,2,2,2,2,2,2,2,13,13
52,sequence_47775,2,2,2,2,2,2,2,2,1,1
53,sequence_47730,17,17,17,17,17,17,17,17,16,16
54,sequence_47758,17,17,17,17,17,17,17,17,16,16
55,sequence_47797,13,13,13,13,13,13,13,13,13,13
56,sequence_47798,17,17,17,17,17,17,17,17,16,16
57,sequence_47751,14,14,14,14,14,14,14,14,14,14
58,sequence_47741,3,3,3,3,3,3,3,3,3,3
59,sequence_47743,3,3,3,3,3,3,3,3,3,3
60,sequence_47752,3,3,3,3,3,3,3,3,3,3
61,sequence_47745,17,17,17,17,17,17,17,17,16,16
62,sequence_47747,3,3,3,3,3,3,3,3,3,3
63,sequence_47748,3,3,3,3,3,3,3,3,3,3
64,sequence_47749,3,3,3,3,3,3,3,3,3,3
65,sequence_47744,3,3,3,3,3,3,3,3,3,3
66,sequence_47721,6,6,6,6,6,6,6,6,6,6
67,sequence_47759,4,4,4,4,4,4,4,4,4,4
68,sequence_47774,8,8,8,8,8,8,8,8,8,8
69,sequence_47770,4,4,4,4,4,4,4,4,4,4
70,sequence_47713,3,3,3,3,3,3,3,3,3,3
71,sequence_47738,3,3,3,3,3,3,3,3,3,3
72,sequence_47769,4,4,4,4,4,4,4,4,4,4
73,sequence_47702,9,9,9,9,9,9,9,9,9,9
74,sequence_47672,9,9,9,9,9,9,9,9,9,9
75,sequence_47705,9,9,9,9,9,9,9,9,9,9
76,sequence_47694,11,11,11,11,11,11,11,11,11,11
77,sequence_47691,11,11,11,11,11,11,11,11,11,11
78,sequence_47701,1,1,1,1,1,1,1,1,2,2
79,sequence_47706,1,1,1,1,1,1,1,1,2,2
80,sequence_47675,5,5,5,5,5,5,5,5,5,5
81,sequence_47698,11,11,11,11,11,11,11,11,11,11
82,sequence_47688,12,12,12,12,12,12,12,12,12,12
83,sequence_47704,7,7,7,7,7,7,7,7,7,7
84,sequence_47708,7,7,7,7,7,7,7,7,7,7
85,sequence_47709,6,6,6,6,6,6,6,6,6,6
86,sequence_47677,6,6,6,6,6,6,6,6,6,6
87,sequence_47692,15,15,15,15,15,15,15,15,15,15
88,sequence_47703,7,7,7,7,7,7,7,7,7,7
89,sequence_47707,7,7,7,7,7,7,7,7,7,7
90,sequence_47762,10,10,10,10,10,10,10,10,10,10
91,sequence_47765,10,10,10,10,10,10,10,10,10,10
92,sequence_47767,10,10,10,10,10,10,10,10,10,10
93,sequence_47812,10,10,10,10,10,10,10,10,10,10
94,sequence_47761,10,10,10,10,10,10,10,10,10,10
95,sequence_47764,10,10,10,10,10,10,10,10,10,10
96,sequence_47763,10,10,10,10,10,10,10,10,10,10
97,sequence_47699,15,15,15,15,15,15,15,15,15,15
98,sequence_47687,15,15,15,15,15,15,15,15,15,15
99,sequence_47693,6,6,6,6,6,6,6,6,6,6
100,sequence_47690,15,15,15,15,15,15,15,15,15,15
101,sequence_47712,8,8,8,8,8,8,8,8,8,8
102,sequence_47714,8,8,8,8,8,8,8,8,8,8
103,sequence_47725,15,15,15,15,15,15,15,15,15,15
104,sequence_47669,11,11,11,11,11,11,11,11,11,11
105,sequence_47668,11,11,11,11,11,11,11,11,11,11
106,sequence_47670,11,11,11,11,11,11,11,11,11,11
107,sequence_47665,11,11,11,11,11,11,11,11,11,11
108,sequence_47661,11,11,11,11,11,11,11,11,11,11
109,sequence_47667,12,12,12,12,12,12,12,12,12,12
110,sequence_47726,13,13,13,13,13,13,13,13,13,13
111,sequence_47734,13,13,13,13,13,13,13,13,13,13
112,sequence_47811,2,2,2,2,2,2,2,2,1,1
113,sequence_47662,11,11,11,11,11,11,11,11,11,11
114,sequence_47731,17,17,17,17,17,17,17,17,16,16
115,sequence_47733,13,13,13,13,13,13,13,13,13,13
116,sequence_47732,13,13,13,13,13,13,13,13,13,13
117,sequence_47755,13,13,13,13,13,13,13,13,13,13
118,sequence_47746,13,13,13,13,13,13,13,13,13,13
119,sequence_47754,14,14,14,14,14,14,14,14,14,14
120,sequence_47753,13,13,13,13,13,13,13,13,13,13
121,sequence_47740,14,14,14,14,14,14,14,14,14,14
122,sequence_47742,4,4,4,4,4,4,4,4,4,4
123,sequence_47715,6,6,6,6,6,6,6,6,6,6
124,sequence_47718,15,15,15,15,15,15,15,15,15,15
125,sequence_47717,6,6,6,6,6,6,6,6,6,6
126,sequence_47720,15,15,15,15,15,15,15,15,15,15
127,sequence_47716,15,15,15,15,15,15,15,15,15,15
128,sequence_47719,6,6,6,6,6,6,6,6,6,6
129,sequence_47723,15,15,15,15,15,15,15,15,15,15
130,sequence_47722,15,15,15,15,15,15,15,15,15,15
131,sequence_47674,11,11,11,11,11,11,11,11,11,11
132,sequence_47676,6,6,6,6,6,6,6,6,6,6
133,sequence_47711,4,4,4,4,4,4,4,4,4,4
134,sequence_47739,4,4,4,4,4,4,4,4,4,4
135,sequence_47735,4,4,4,4,4,4,4,4,4,4
136,sequence_47793,16,16,16,16,16,16,16,16,1,1
137,sequence_47801,3,3,3,3,3,3,3,3,3,3
138,sequence_47805,17,17,17,17,17,17,17,17,16,16
139,sequence_47802,14,14,14,14,14,14,14,14,14,14
140,sequence_47794,2,2,2,2,2,2,2,2,8,8
141,sequence_47728,0,0,0,0,0,0,0,0,0,0
142,sequence_47808,0,0,0,0,0,0,0,0,0,0
143,sequence_47792,0,0,0,0,0,0,0,0,0,0
144,sequence_47791,16,16,16,16,16,16,16,16,1,1
145,sequence_47788,0,0,0,0,0,0,0,0,0,0
146,sequence_47729,3,3,3,3,3,3,3,3,3,3
147,sequence_47809,0,0,0,0,0,0,0,0,0,0
