,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_47787,0,1,0,1,2,2,1,1,0,6,3,11,11,4,12,5,6,18,5,17,8,18,13,9,9,21,23,1
1,sequence_47684,0,1,0,3,4,1,2,8,8,4,9,8,8,8,7,0,8,2,8,7,18,15,23,4,6,3,2,14
2,sequence_47789,1,2,3,0,5,4,7,6,9,7,8,9,9,3,6,1,7,8,1,10,12,5,8,2,0,17,1,17
3,sequence_47790,1,2,3,0,5,4,7,6,9,7,8,9,9,3,6,1,7,8,1,10,12,5,8,2,0,17,1,17
4,sequence_47781,0,1,0,1,2,2,1,1,0,6,3,4,4,4,11,5,13,11,10,6,11,7,0,1,18,6,25,11
5,sequence_47777,0,1,0,1,2,2,1,1,0,6,3,11,11,4,11,5,6,18,5,17,11,7,0,9,18,6,23,11
6,sequence_47779,0,1,0,1,2,2,1,1,0,6,3,11,11,4,12,5,6,18,5,17,8,18,13,9,9,21,23,1
7,sequence_47784,0,1,0,1,2,2,1,1,0,6,3,4,4,4,11,5,13,11,10,6,11,7,0,1,18,6,25,11
8,sequence_47786,0,1,0,1,2,2,1,1,0,6,3,4,4,4,11,5,13,11,10,6,11,7,0,1,18,6,7,11
9,sequence_47782,0,1,0,1,2,2,1,1,0,6,3,4,4,4,11,5,13,11,10,6,11,7,0,1,18,6,25,11
10,sequence_47772,0,1,0,1,2,6,6,3,4,1,10,1,1,7,3,13,11,9,0,4,9,1,16,23,2,11,3,16
11,sequence_47795,0,1,0,1,2,6,6,3,4,1,10,1,1,7,3,13,11,9,0,4,9,1,16,23,2,11,3,16
12,sequence_47776,0,1,0,1,2,2,1,1,0,6,3,11,11,4,12,5,6,18,5,17,8,18,13,9,9,21,23,1
13,sequence_47685,0,0,2,3,4,3,0,8,2,10,7,8,8,14,1,8,0,14,6,0,17,4,11,17,4,7,26,0
14,sequence_47679,0,1,0,3,4,1,2,8,8,4,9,8,8,8,7,0,8,2,8,7,18,15,23,4,6,3,2,14
15,sequence_47695,0,1,0,3,4,1,2,8,8,4,9,12,12,5,8,0,8,5,8,4,15,15,6,14,21,3,18,25
16,sequence_47710,0,1,0,3,4,1,2,8,8,4,9,12,12,5,8,0,8,5,8,4,15,15,6,14,21,3,18,25
17,sequence_47686,1,2,1,2,0,5,0,2,3,2,2,3,3,6,13,2,12,1,17,9,7,10,1,21,23,2,10,8
