,secuencia,affinity-0.5,affinity-0.55,affinity-0.6000000000000001,affinity-0.6500000000000001,affinity-0.7000000000000002,affinity-0.7500000000000002,affinity-0.8000000000000003,affinity-0.8500000000000003,affinity-0.9000000000000004,affinity-0.9500000000000004
0,sequence_47787,14,14,14,13,13,12,13,13,14,14
1,sequence_47684,13,13,13,12,12,14,15,15,16,16
2,sequence_47789,14,14,14,13,13,12,13,13,14,14
3,sequence_47790,14,14,14,13,13,12,13,13,14,14
4,sequence_47781,14,14,14,13,13,12,13,13,14,14
5,sequence_47777,14,14,14,13,13,12,13,13,14,14
6,sequence_47779,14,14,14,13,13,12,13,13,14,14
7,sequence_47784,14,4,4,13,13,12,13,13,14,14
8,sequence_47786,14,14,14,13,13,12,13,13,14,14
9,sequence_47782,14,4,4,13,13,12,13,13,14,14
10,sequence_47772,12,12,12,11,11,11,12,12,13,13
11,sequence_47795,12,12,12,11,11,11,12,12,13,13
12,sequence_47776,14,14,14,13,13,12,13,13,14,14
13,sequence_47685,13,13,13,12,12,14,15,15,16,16
14,sequence_47679,2,1,1,2,2,2,2,2,2,2
15,sequence_47695,0,0,0,0,0,0,0,0,0,0
16,sequence_47710,0,0,0,0,0,0,0,0,0,0
17,sequence_47686,2,1,1,2,2,2,2,2,2,2
18,sequence_47778,14,14,14,13,13,12,13,13,14,14
19,sequence_47780,14,14,14,13,13,12,13,13,14,14
20,sequence_47785,14,14,14,13,13,12,13,13,14,14
21,sequence_47803,12,12,12,11,11,11,12,12,13,13
22,sequence_47663,3,3,3,3,3,14,15,15,16,16
23,sequence_47757,5,10,10,9,9,9,10,10,10,10
24,sequence_47783,1,4,4,1,1,1,1,1,1,1
25,sequence_47796,1,4,4,1,1,1,1,1,1,1
26,sequence_47750,5,10,10,9,9,9,10,10,10,10
27,sequence_47760,5,10,10,9,9,9,10,10,10,10
28,sequence_47773,1,4,4,1,1,1,1,1,1,1
29,sequence_47768,1,2,2,1,1,1,1,1,1,1
30,sequence_47771,1,2,2,1,1,1,1,1,1,1
31,sequence_47681,2,1,1,2,2,2,2,2,2,2
32,sequence_47696,0,0,0,0,0,0,0,0,0,0
33,sequence_47680,2,1,1,2,2,2,2,2,2,2
34,sequence_47673,9,8,8,7,7,6,7,7,7,7
35,sequence_47700,6,5,5,4,4,3,3,3,3,3
36,sequence_47689,0,0,0,0,0,0,0,0,0,0
37,sequence_47683,2,1,1,2,2,2,2,2,2,2
38,sequence_47697,0,0,0,0,0,0,0,0,0,0
39,sequence_47678,0,0,0,0,0,0,0,0,0,0
40,sequence_47682,2,1,1,2,2,2,2,2,2,2
41,sequence_47724,2,10,10,9,9,9,10,10,10,10
42,sequence_47806,8,6,7,5,6,4,5,5,5,5
43,sequence_47807,6,5,5,4,4,3,3,3,3,3
44,sequence_47804,1,2,2,1,1,1,1,1,1,1
45,sequence_47800,1,2,2,1,1,1,1,1,1,1
46,sequence_47799,12,12,12,11,11,11,12,12,13,13
47,sequence_47664,3,3,3,3,3,9,10,10,10,10
48,sequence_47666,3,3,3,3,3,7,8,8,8,8
49,sequence_47671,3,3,3,3,3,7,8,8,8,8
50,sequence_47727,13,13,13,12,12,14,15,15,16,16
51,sequence_47756,5,10,10,9,9,9,10,10,10,10
52,sequence_47775,1,4,4,1,1,1,1,1,1,1
53,sequence_47730,12,12,12,11,11,11,12,12,13,13
54,sequence_47758,5,10,10,9,9,9,10,10,10,10
55,sequence_47797,1,4,4,1,1,1,1,1,1,1
56,sequence_47798,1,4,4,1,1,1,1,1,1,1
57,sequence_47751,5,9,9,8,8,8,9,9,9,9
58,sequence_47741,5,10,10,9,9,9,10,10,10,10
59,sequence_47743,5,10,10,9,9,9,10,10,10,10
60,sequence_47752,4,9,9,8,8,8,9,9,9,9
61,sequence_47745,4,9,9,8,8,8,9,9,9,9
62,sequence_47747,4,9,9,8,8,8,9,9,9,9
