,secuencia,aglomerative-2,aglomerative-3,aglomerative-4,aglomerative-5,aglomerative-6,aglomerative-7,aglomerative-8,aglomerative-9,aglomerative-10,aglomerative-11,aglomerative-12,aglomerative-13,aglomerative-14,aglomerative-15,aglomerative-16,aglomerative-17,aglomerative-18,aglomerative-19,aglomerative-20,aglomerative-21,aglomerative-22,aglomerative-23,aglomerative-24,aglomerative-25,aglomerative-26,aglomerative-27,aglomerative-28,aglomerative-29
0,sequence_47787,0,2,2,0,2,2,0,8,8,8,8,8,8,3,3,3,1,0,8,8,8,3,3,1,0,26,26,26
1,sequence_47684,0,2,2,0,2,2,0,4,1,0,2,0,13,13,13,13,13,13,13,6,2,2,0,24,24,24,24,24
2,sequence_47789,0,2,2,0,2,2,0,8,8,8,8,8,8,3,3,3,1,0,8,8,8,3,3,1,0,26,26,26
3,sequence_47790,0,2,2,0,2,2,0,8,8,8,8,8,8,3,3,3,1,0,8,8,8,3,3,1,0,26,26,26
4,sequence_47781,0,2,2,0,2,2,0,8,8,8,8,8,8,3,3,3,1,0,8,8,8,3,3,1,0,7,7,7
5,sequence_47777,0,2,2,0,2,2,0,8,8,8,8,8,8,3,3,3,1,0,8,8,8,3,3,1,0,7,7,7
6,sequence_47779,0,2,2,0,2,2,0,8,8,8,8,8,8,3,3,3,1,0,19,19,19,19,19,19,19,19,19,19
7,sequence_47784,0,2,2,0,2,2,0,8,8,8,8,8,8,3,3,3,1,0,19,19,19,19,19,19,19,19,19,19
8,sequence_47786,0,2,2,0,2,2,0,8,8,8,8,8,8,3,3,3,1,0,19,19,19,19,19,19,19,19,19,19
9,sequence_47782,0,2,2,0,2,2,0,8,8,8,8,8,8,3,3,3,1,0,19,19,19,19,19,19,19,19,19,19
10,sequence_47772,1,1,0,2,0,4,4,1,0,1,1,1,1,0,7,7,7,7,7,7,7,7,7,3,3,1,1,1
11,sequence_47795,1,1,0,2,0,4,4,1,0,1,1,1,1,0,7,7,7,7,7,7,7,7,7,3,3,1,1,1
12,sequence_47776,0,2,2,0,2,2,0,8,8,8,8,8,8,3,3,3,1,0,8,8,8,3,3,1,0,26,26,26
13,sequence_47685,0,2,2,0,2,2,0,4,1,0,2,0,13,13,13,13,13,13,13,6,2,2,0,24,24,24,24,24
14,sequence_47679,0,2,2,0,2,2,0,4,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5
15,sequence_47695,1,1,0,4,4,1,1,0,4,4,4,4,4,4,4,4,4,1,0,13,6,6,6,6,6,6,2,0
16,sequence_47710,1,1,0,4,4,1,1,0,4,4,4,4,4,4,4,4,4,1,0,13,6,6,6,6,6,6,2,0
17,sequence_47686,0,2,2,0,2,2,0,4,1,0,2,0,13,13,13,13,13,13,13,6,2,2,0,24,24,24,24,24
18,sequence_47778,0,0,1,1,1,0,3,3,3,3,3,3,3,1,1,1,0,18,18,18,18,18,18,18,18,18,18,18
19,sequence_47780,0,2,2,0,2,2,0,8,8,8,8,8,8,3,3,3,1,0,8,8,8,3,3,1,0,7,7,7
20,sequence_47785,0,2,2,0,2,2,0,8,8,8,8,8,8,3,3,3,1,0,8,8,8,3,3,1,0,7,7,7
21,sequence_47803,1,1,0,2,0,4,4,1,0,1,1,1,1,0,7,7,7,7,7,7,7,7,7,3,3,1,1,1
22,sequence_47663,0,2,2,0,2,2,0,4,1,0,2,0,13,13,13,13,13,13,13,6,2,2,0,16,16,16,16,16
23,sequence_47757,0,2,2,0,2,2,0,4,1,0,2,0,6,6,6,6,6,6,6,2,0,22,22,22,22,22,22,22
24,sequence_47783,0,2,2,0,2,2,0,8,8,8,8,8,8,3,3,3,1,0,19,19,19,19,19,19,19,19,19,19
25,sequence_47796,1,1,0,2,0,4,4,1,0,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,1,0,6,6
26,sequence_47750,0,2,2,0,5,5,2,2,2,2,0,2,0,8,8,8,3,3,1,1,1,0,5,5,5,5,5,2
27,sequence_47760,0,2,2,0,5,5,2,2,2,2,0,2,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
28,sequence_47773,1,1,0,2,0,4,4,1,0,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,1,0,27,27
29,sequence_47768,1,1,0,2,0,4,4,1,0,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,1,0,6,6
30,sequence_47771,1,1,0,2,0,4,4,1,0,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,1,0,6,6
31,sequence_47681,0,2,2,0,2,2,0,4,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5
32,sequence_47696,1,1,0,4,4,1,1,0,4,4,4,4,4,4,4,4,4,1,0,13,6,6,6,6,6,6,2,0
33,sequence_47680,0,2,2,0,2,2,0,4,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5
34,sequence_47673,1,1,0,4,4,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
35,sequence_47700,0,2,2,0,2,2,0,4,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5
36,sequence_47689,1,1,0,4,4,1,1,0,4,4,4,4,4,4,4,4,4,1,0,13,6,6,6,6,6,6,2,0
37,sequence_47683,0,2,2,0,2,2,0,4,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5
38,sequence_47697,1,1,0,4,4,1,1,0,4,4,4,4,4,4,4,4,4,1,0,13,6,6,6,6,6,6,2,0
39,sequence_47678,1,1,0,2,0,4,4,1,0,1,1,1,1,0,7,7,7,7,7,7,7,7,7,3,3,1,1,1
40,sequence_47682,0,2,2,0,2,2,0,4,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5
41,sequence_47724,0,2,2,0,2,2,0,4,1,0,2,0,6,6,6,6,6,6,6,2,0,8,8,8,8,8,8,8
42,sequence_47806,0,0,1,1,1,0,3,3,3,3,3,3,3,1,1,1,0,18,18,18,18,18,18,18,18,18,18,18
43,sequence_47807,0,0,1,1,1,0,3,3,3,3,3,3,3,1,1,1,0,18,18,18,18,18,18,18,18,18,18,18
44,sequence_47804,1,1,0,2,0,4,4,1,0,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,1,0,6,6
45,sequence_47800,1,1,0,2,0,4,4,1,0,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,1,0,6,6
46,sequence_47799,1,1,0,2,0,4,4,1,0,1,1,1,1,0,7,7,7,7,7,7,7,7,7,3,3,1,1,1
47,sequence_47664,0,2,2,0,2,2,0,4,1,0,2,0,13,13,13,13,13,13,13,6,2,2,0,16,16,16,16,16
48,sequence_47666,1,1,0,2,0,6,6,6,6,6,6,6,2,2,0,16,16,16,16,16,16,16,16,7,7,3,3,3
49,sequence_47671,1,1,0,2,0,6,6,6,6,6,6,6,2,2,0,16,16,16,16,16,16,16,16,7,7,3,3,3
50,sequence_47727,1,1,0,2,0,4,4,1,0,1,1,1,1,0,5,2,2,2,2,0,13,13,13,13,13,13,13,13
51,sequence_47756,0,2,2,0,2,2,0,4,1,0,2,0,6,6,6,6,6,6,6,2,0,22,22,22,22,22,22,22
52,sequence_47775,0,2,2,0,2,2,0,8,8,8,8,8,8,3,3,3,1,0,19,19,19,19,19,19,19,19,19,19
53,sequence_47730,1,1,0,2,0,4,4,1,0,1,1,1,1,0,5,2,2,2,2,0,21,21,21,21,21,21,21,21
54,sequence_47758,0,2,2,0,2,2,0,4,1,0,2,0,6,6,6,6,6,6,6,2,0,8,8,8,8,8,8,8
55,sequence_47797,1,1,0,2,0,4,4,1,0,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,1,0,6,6
56,sequence_47798,1,1,0,2,0,4,4,1,0,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,1,0,6,6
57,sequence_47751,0,2,2,0,5,5,2,2,2,2,0,2,0,8,8,8,3,3,1,1,1,0,5,5,5,5,5,2
58,sequence_47741,0,2,2,0,2,2,0,4,1,0,2,0,6,6,6,6,6,6,6,2,0,8,8,8,8,8,8,8
59,sequence_47743,0,2,2,0,2,2,0,4,1,0,2,0,6,6,6,6,6,6,6,2,0,8,8,8,8,8,8,8
60,sequence_47752,0,2,2,0,5,5,2,2,2,2,0,2,0,8,8,8,3,3,1,1,1,0,5,5,5,5,5,2
61,sequence_47745,0,2,2,0,5,5,2,2,2,2,0,2,0,8,8,8,3,3,1,1,1,0,5,5,5,5,5,2
62,sequence_47747,0,2,2,0,5,5,2,2,2,2,0,2,0,8,8,8,3,3,1,1,1,0,5,5,5,5,5,2
63,sequence_47748,0,2,2,0,5,5,2,2,2,2,0,2,0,8,8,8,3,3,1,1,1,0,5,5,5,5,5,2
64,sequence_47749,0,2,2,0,2,2,0,4,1,0,2,0,6,6,6,6,6,6,6,2,0,8,8,8,8,8,8,8
65,sequence_47744,0,2,2,0,5,5,2,2,2,2,0,2,0,8,8,8,3,3,1,1,1,0,5,5,5,5,5,2
66,sequence_47721,0,2,2,0,5,5,2,2,2,2,0,2,0,8,8,8,3,3,1,1,1,0,5,5,5,5,5,2
67,sequence_47759,1,1,0,2,0,4,4,1,0,1,1,1,1,0,7,7,7,7,7,7,7,7,7,3,3,1,1,1
68,sequence_47774,1,1,0,2,0,4,4,1,0,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,1,0,6,6
69,sequence_47770,1,1,0,2,0,4,4,1,0,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,1,0,27,27
70,sequence_47713,1,1,0,2,0,6,6,6,6,6,6,6,2,2,0,5,5,5,5,5,5,5,2,2,2,2,0,28
71,sequence_47738,0,2,2,0,2,2,0,4,1,0,2,0,6,6,6,6,6,6,6,2,0,8,8,8,8,8,8,8
72,sequence_47769,1,1,0,2,0,4,4,1,0,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,1,0,6,6
73,sequence_47702,0,0,1,1,1,0,3,3,3,3,3,3,3,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10
74,sequence_47672,0,2,2,0,2,2,0,4,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5
75,sequence_47705,0,0,1,1,1,0,3,3,3,3,3,3,3,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10
76,sequence_47694,1,1,0,4,4,1,1,0,4,4,4,4,4,4,4,4,4,1,0,13,6,6,6,6,6,6,2,0
77,sequence_47691,1,1,0,4,4,1,1,0,4,4,4,4,4,4,4,4,4,1,0,13,6,6,6,6,6,6,2,0
78,sequence_47701,0,0,1,1,1,0,3,3,3,3,3,3,3,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10
79,sequence_47706,0,0,1,1,1,0,3,3,3,3,3,3,3,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10
80,sequence_47675,1,1,0,4,4,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
81,sequence_47698,1,1,0,4,4,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
82,sequence_47688,1,1,0,4,4,1,1,0,4,4,4,4,4,4,4,4,4,1,0,13,6,6,6,6,6,6,2,0
83,sequence_47704,0,0,1,1,1,0,3,3,3,3,3,3,3,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10
84,sequence_47708,0,0,1,1,1,0,3,3,3,3,3,3,3,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10
85,sequence_47709,0,2,2,0,2,2,0,4,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5
86,sequence_47677,1,1,0,4,4,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
87,sequence_47692,1,1,0,4,4,1,1,0,4,4,4,4,4,4,4,4,4,1,0,13,6,6,6,6,6,6,2,0
88,sequence_47703,0,0,1,1,1,0,3,3,3,3,3,3,3,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10
89,sequence_47707,0,0,1,1,1,0,3,3,3,3,3,3,3,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10
90,sequence_47762,0,0,1,1,1,0,5,5,5,5,5,5,5,5,2,0,8,8,3,3,3,1,1,0,4,4,4,4
91,sequence_47765,0,0,3,3,3,3,7,7,7,7,7,7,7,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15
92,sequence_47767,0,0,1,1,1,0,5,5,5,5,5,5,5,5,2,0,8,8,3,3,3,1,1,0,25,25,25,25
93,sequence_47812,0,0,3,3,3,3,7,7,7,7,7,7,7,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15
94,sequence_47761,0,0,1,1,1,0,5,5,5,5,5,5,5,5,2,0,8,8,3,3,3,1,1,0,4,4,4,4
95,sequence_47764,0,0,1,1,1,0,5,5,5,5,5,5,5,5,2,0,8,8,3,3,3,1,1,0,4,4,4,4
96,sequence_47763,0,0,1,1,1,0,5,5,5,5,5,5,5,5,2,0,8,8,3,3,3,1,1,0,25,25,25,25
97,sequence_47699,1,1,0,4,4,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
98,sequence_47687,1,1,0,4,4,1,1,0,4,4,4,4,4,4,4,4,4,1,0,13,6,6,6,6,6,6,2,0
99,sequence_47693,1,1,0,4,4,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
100,sequence_47690,1,1,0,4,4,1,1,0,4,4,4,4,4,4,4,4,4,1,0,13,6,6,6,6,6,6,2,0
101,sequence_47712,1,1,0,2,0,6,6,6,6,6,6,6,2,2,0,5,5,5,5,5,5,5,2,2,2,2,0,11
102,sequence_47714,1,1,0,2,0,6,6,6,6,6,6,6,2,2,0,5,5,5,5,5,5,5,2,2,2,2,0,28
103,sequence_47725,1,1,0,2,0,6,6,6,6,6,6,6,2,2,0,5,5,5,5,5,5,5,2,2,2,2,0,11
104,sequence_47669,1,1,0,2,0,6,6,6,6,6,6,6,2,2,0,16,16,16,16,16,16,16,16,7,7,3,3,3
105,sequence_47668,1,1,0,2,0,6,6,6,6,6,6,6,2,2,0,16,16,16,16,16,16,16,16,7,7,3,3,3
106,sequence_47670,1,1,0,2,0,6,6,6,6,6,6,6,2,2,0,16,16,16,16,16,16,16,16,7,7,3,3,3
107,sequence_47665,1,1,0,2,0,6,6,6,6,6,6,6,2,2,0,16,16,16,16,16,16,16,16,7,7,3,3,3
108,sequence_47661,1,1,0,2,0,6,6,6,6,6,6,6,2,2,0,16,16,16,16,16,16,16,16,7,7,3,3,3
109,sequence_47667,1,1,0,2,0,6,6,6,6,6,6,6,2,2,0,16,16,16,16,16,16,16,16,7,7,3,3,3
110,sequence_47726,1,1,0,4,4,1,1,0,4,4,4,4,4,4,4,4,4,1,0,20,20,20,20,20,20,20,20,20
111,sequence_47734,1,1,0,4,4,1,1,0,4,4,4,4,4,4,4,4,4,1,0,20,20,20,20,20,20,20,20,20
112,sequence_47811,0,0,1,1,1,0,5,5,5,5,5,5,5,5,2,0,17,17,17,17,17,17,17,17,17,17,17,17
113,sequence_47662,0,2,2,0,2,2,0,4,1,0,2,0,13,13,13,13,13,13,13,6,2,2,0,16,16,16,16,16
114,sequence_47731,1,1,0,2,0,4,4,1,0,1,1,1,1,0,5,2,2,2,2,0,21,21,21,21,21,21,21,21
115,sequence_47733,1,1,0,2,0,4,4,1,0,1,1,1,1,0,5,2,2,2,2,0,21,21,21,21,21,21,21,21
116,sequence_47732,1,1,0,2,0,4,4,1,0,1,1,1,1,0,5,2,2,2,2,0,21,21,21,21,21,21,21,21
117,sequence_47755,0,2,2,0,5,5,2,2,2,2,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
118,sequence_47746,0,2,2,0,5,5,2,2,2,2,0,2,0,8,8,8,3,3,1,1,1,0,23,23,23,23,23,23
119,sequence_47754,0,2,2,0,5,5,2,2,2,2,0,2,0,8,8,8,3,3,1,1,1,0,23,23,23,23,23,23
120,sequence_47753,0,2,2,0,5,5,2,2,2,2,0,2,0,8,8,8,3,3,1,1,1,0,23,23,23,23,23,23
121,sequence_47740,0,2,2,0,2,2,0,4,1,0,2,0,6,6,6,6,6,6,6,2,0,8,8,8,8,8,8,8
122,sequence_47742,0,2,2,0,2,2,0,4,1,0,2,0,6,6,6,6,6,6,6,2,0,8,8,8,8,8,8,8
123,sequence_47715,0,2,2,0,2,2,0,4,1,0,2,0,6,6,6,6,6,6,6,2,0,8,8,8,8,8,8,8
124,sequence_47718,0,2,2,0,5,5,2,2,2,2,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
125,sequence_47717,0,2,2,0,5,5,2,2,2,2,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
126,sequence_47720,0,2,2,0,5,5,2,2,2,2,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
127,sequence_47716,0,2,2,0,5,5,2,2,2,2,0,2,0,8,8,8,3,3,1,1,1,0,5,5,5,5,5,2
128,sequence_47719,0,2,2,0,5,5,2,2,2,2,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
129,sequence_47723,1,1,0,2,0,6,6,6,6,6,6,6,2,2,0,5,5,5,5,5,5,5,2,2,2,2,0,11
130,sequence_47722,0,2,2,0,5,5,2,2,2,2,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
131,sequence_47674,1,1,0,4,4,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
132,sequence_47676,1,1,0,4,4,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
133,sequence_47711,1,1,0,2,0,6,6,6,6,6,6,6,2,2,0,5,5,5,5,5,5,5,2,2,2,2,0,11
134,sequence_47739,0,2,2,0,5,5,2,2,2,2,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
135,sequence_47735,1,1,0,2,0,6,6,6,6,6,6,6,2,2,0,5,5,5,5,5,5,5,2,2,2,2,0,11
136,sequence_47793,0,2,2,0,2,2,0,8,8,8,8,8,8,3,3,3,1,0,19,19,19,19,19,19,19,19,19,19
137,sequence_47801,1,1,0,2,0,4,4,1,0,1,1,1,1,0,7,7,7,7,7,7,7,7,7,3,3,1,1,1
138,sequence_47805,1,1,0,2,0,4,4,1,0,1,1,1,1,0,7,7,7,7,7,7,7,7,7,3,3,1,1,1
139,sequence_47802,1,1,0,2,0,4,4,1,0,1,1,1,1,0,7,7,7,7,7,7,7,7,7,3,3,1,1,1
140,sequence_47794,0,2,2,0,2,2,0,8,8,8,8,8,8,3,3,3,1,0,8,8,8,3,3,1,0,7,7,7
141,sequence_47728,1,1,0,2,0,4,4,1,0,1,1,1,1,0,5,2,2,2,2,0,13,13,13,13,13,13,13,13
142,sequence_47808,0,2,2,0,5,5,2,2,2,2,0,2,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
143,sequence_47792,0,2,2,0,2,2,0,8,8,8,8,8,8,3,3,3,1,0,19,19,19,19,19,19,19,19,19,19
144,sequence_47791,0,2,2,0,2,2,0,8,8,8,8,8,8,3,3,3,1,0,8,8,8,3,3,1,0,26,26,26
145,sequence_47788,0,2,2,0,2,2,0,8,8,8,8,8,8,3,3,3,1,0,8,8,8,3,3,1,0,26,26,26
146,sequence_47729,1,1,0,2,0,4,4,1,0,1,1,1,1,0,5,2,2,2,2,0,13,13,13,13,13,13,13,13
147,sequence_47809,0,2,2,0,5,5,2,2,2,2,0,2,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
148,sequence_47737,1,1,0,2,0,4,4,1,0,1,1,1,1,0,5,2,2,2,2,0,13,13,13,13,13,13,13,13
149,sequence_47810,0,0,1,1,1,0,5,5,5,5,5,5,5,5,2,0,17,17,17,17,17,17,17,17,17,17,17,17
150,sequence_47766,0,0,1,1,1,0,5,5,5,5,5,5,5,5,2,0,17,17,17,17,17,17,17,17,17,17,17,17
