,secuencia,aglomerative-2,aglomerative-3,aglomerative-4,aglomerative-5,aglomerative-6,aglomerative-7,aglomerative-8,aglomerative-9,aglomerative-10,aglomerative-11,aglomerative-12,aglomerative-13,aglomerative-14,aglomerative-15,aglomerative-16,aglomerative-17,aglomerative-18,aglomerative-19,aglomerative-20,aglomerative-21,aglomerative-22,aglomerative-23,aglomerative-24,aglomerative-25,aglomerative-26,aglomerative-27,aglomerative-28,aglomerative-29
0,sequence_53082,0,0,1,1,0,5,5,5,5,2,0,12,12,12,12,12,12,12,5,5,5,5,2,2,0,16,16,16
1,sequence_19402,1,1,0,2,2,0,3,3,3,3,3,3,3,3,1,1,1,0,19,19,19,19,19,19,19,19,19,19
2,sequence_20054,1,1,0,4,4,4,4,1,0,10,10,10,10,10,10,10,10,10,10,10,21,21,21,10,10,10,10,10
3,sequence_20048,1,1,0,4,4,4,4,1,0,10,10,10,10,10,10,10,10,10,10,10,21,21,21,10,10,10,10,10
4,sequence_20036,0,0,1,1,0,6,6,6,6,6,2,0,13,13,13,13,6,6,6,6,6,2,0,21,21,21,21,21
5,sequence_19525,1,1,0,2,2,0,1,0,4,4,4,4,4,1,0,16,16,16,16,16,16,16,16,16,16,7,7,7
6,sequence_20061,0,0,1,1,0,6,6,6,6,6,2,0,11,11,11,5,5,5,2,2,0,13,13,13,13,13,6,6
7,sequence_19496,1,1,0,2,2,0,1,0,4,4,4,4,4,1,0,16,16,16,16,16,16,16,16,16,16,7,7,7
8,sequence_19477,0,2,2,0,1,1,0,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,1,1,0
9,sequence_19363,0,2,2,0,5,2,2,2,2,0,11,11,5,5,5,2,0,18,18,18,18,18,18,18,18,18,18,18
10,sequence_19500,0,0,3,3,3,3,7,7,7,7,7,7,7,7,3,3,3,3,3,1,4,4,4,1,1,0,13,13
11,sequence_19453,1,1,0,2,2,0,1,0,9,9,9,9,9,4,4,4,4,1,1,0,1,1,1,0,23,23,23,23
12,sequence_53075,0,0,1,1,0,5,5,5,5,2,0,6,6,6,6,6,2,2,0,20,20,20,20,20,20,20,20,20
13,sequence_19522,1,1,0,2,2,0,3,3,3,3,3,3,3,3,1,1,1,0,12,12,12,12,5,5,2,2,0,8
14,sequence_19523,1,1,0,2,2,0,1,0,4,4,4,4,4,1,0,16,16,16,16,16,16,16,16,16,16,7,7,7
15,sequence_53078,1,1,0,4,4,4,4,1,0,5,5,5,2,2,2,0,13,13,13,13,13,6,6,6,6,6,2,2
16,sequence_20069,0,0,1,1,0,6,6,6,6,6,2,0,11,11,11,5,5,5,2,2,0,22,22,22,22,22,22,22
17,sequence_53062,0,0,1,1,0,5,5,5,5,2,0,6,6,6,6,6,2,2,0,8,8,8,8,8,8,8,8,3
18,sequence_20060,0,0,1,1,0,6,6,6,6,6,2,0,11,11,11,5,5,5,2,2,0,13,13,13,13,13,6,6
19,sequence_53066,1,1,0,4,4,4,4,1,0,5,5,5,2,2,2,0,13,13,13,13,13,6,6,6,6,6,2,2
20,sequence_19417,1,1,0,2,2,0,3,3,3,3,3,3,3,3,1,1,1,0,12,12,12,12,5,5,2,2,0,28
