,id,target,labels
0,sequence_53082,55.0,1-0-0-0
1,sequence_19402,43.0,0-0-1-5
2,sequence_20054,49.0,0-0-1-3
3,sequence_20048,39.8,0-0-1-3
4,sequence_20036,52.9,1-0-0-12
5,sequence_19525,48.8,0-0-1-4
6,sequence_20061,45.0,1-0-0-7
7,sequence_19496,48.3,0-0-1-5
8,sequence_19477,61.5,1-0-0-15
9,sequence_19363,54.6,1-0-0-13
10,sequence_19500,51.2,1-0-0-9
11,sequence_19453,47.3,0-0-1-8
12,sequence_53075,51.6,1-0-0-7
13,sequence_19522,45.4,0-0-1-10
14,sequence_19523,50.8,0-0-1-4
15,sequence_53078,43.3,0-0-1-1
16,sequence_20069,53.4,1-0-0-7
17,sequence_53062,49.1,1-0-0-2
18,sequence_20060,52.6,1-0-0-7
19,sequence_53066,39.2,0-0-1-1
20,sequence_19417,47.9,0-0-1-10
21,sequence_19391,46.8,0-0-1-8
22,sequence_19447,51.0,1-0-0-15
23,sequence_53079,47.8,0-0-1-1
24,sequence_20042,49.4,0-0-1-3
25,sequence_19419,53.3,0-0-1-8
26,sequence_19425,56.9,1-0-0-6
27,sequence_19450,46.0,1-0-0-13
28,sequence_53085,51.2,1-0-0-0
29,sequence_19509,50.6,0-0-1-4
30,sequence_53059,47.1,0-0-1-1
31,sequence_19430,45.7,0-0-1-8
32,sequence_20052,42.9,0-0-1-3
33,sequence_19369,47.9,0-0-1-5
34,sequence_53064,48.4,1-0-0-2
35,sequence_20072,48.7,1-0-0-7
36,sequence_20038,49.1,1-0-0-2
37,sequence_20039,52.6,1-0-0-12
38,sequence_19506,49.3,0-0-1-10
39,sequence_20064,47.3,0-0-1-8
40,sequence_19530,45.6,0-0-1-10
41,sequence_19498,63.2,1-0-0-15
42,sequence_19504,50.6,0-0-1-4
43,sequence_19386,50.7,1-0-0-13
44,sequence_19519,50.3,1-0-0-6
45,sequence_19404,51.3,1-0-0-13
46,sequence_19446,39.5,0-0-1-10
47,sequence_20063,48.9,1-0-0-7
48,sequence_20043,46.6,1-0-0-12
49,sequence_19497,54.9,1-0-0-9
50,sequence_19490,52.9,0-0-1-10
51,sequence_19376,53.0,0-0-1-8
52,sequence_19406,53.8,1-0-0-13
53,sequence_19405,48.7,1-0-0-11
54,sequence_19382,52.0,1-0-0-11
55,sequence_20067,50.8,1-0-0-9
56,sequence_19409,51.1,1-0-0-17
57,sequence_19354,60.0,1-0-0-13
