,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_51016,1,1,1,4,2,3,6,1,3,1,5,1,3,4,15,5,14,12,14,1,1,11,4,18,19,2,22,7
1,sequence_51170,0,0,3,3,4,6,5,2,8,4,3,6,8,3,2,2,10,2,0,4,5,1,10,7,14,1,2,12
2,sequence_32130,0,2,2,2,3,4,2,5,4,3,2,2,4,2,6,3,6,10,4,20,8,18,15,2,6,19,3,26
3,sequence_51136,0,0,3,3,0,5,0,7,2,10,9,0,2,9,11,12,0,16,10,5,13,14,1,24,5,16,5,8
4,sequence_51191,0,0,3,3,0,2,3,6,6,9,10,3,6,5,13,16,7,14,9,13,17,16,13,13,0,7,26,9
5,sequence_51140,0,0,3,3,4,6,5,2,8,4,3,6,8,3,2,10,10,2,0,4,5,1,10,7,14,1,2,12
6,sequence_51149,0,0,3,3,4,6,5,2,8,4,3,6,8,3,2,2,10,2,0,4,20,1,9,7,14,1,2,12
7,sequence_51181,0,0,3,3,4,6,5,2,8,4,3,6,8,3,2,2,10,2,0,4,5,1,10,7,14,1,2,12
8,sequence_51159,0,0,3,3,4,6,5,2,8,4,3,6,8,3,2,2,10,2,0,4,5,1,10,7,14,1,2,12
9,sequence_51175,0,0,3,3,4,6,5,2,8,4,3,6,8,3,2,2,10,2,0,4,5,1,23,0,4,1,25,12
10,sequence_51174,0,0,3,3,4,6,5,2,8,4,3,6,8,3,2,2,10,2,0,4,5,1,10,7,14,1,2,12
11,sequence_51169,0,0,3,3,4,6,5,2,8,4,3,6,8,3,2,2,17,2,0,4,0,22,7,11,20,18,2,22
12,sequence_51199,0,0,3,3,4,6,5,2,8,4,3,6,8,3,2,10,10,2,0,4,5,1,10,7,14,1,2,12
13,sequence_51144,0,0,3,3,4,6,5,2,8,4,3,6,8,3,2,2,10,2,0,4,20,1,10,7,14,1,2,12
14,sequence_51183,0,0,3,3,4,6,5,2,8,4,3,6,8,3,2,2,10,2,0,4,5,1,10,7,14,1,2,12
15,sequence_51157,0,0,3,3,4,6,5,2,8,4,3,6,8,3,2,2,10,2,0,4,5,1,10,7,14,1,2,12
16,sequence_51163,0,0,3,3,4,6,5,2,8,4,3,6,8,3,2,2,10,2,0,4,5,1,23,0,4,1,25,12
17,sequence_51173,0,0,3,3,4,6,5,2,8,4,3,6,8,3,2,2,10,2,0,4,5,1,10,7,14,1,2,12
18,sequence_51168,0,0,3,3,4,6,5,2,8,4,3,6,8,3,2,2,10,2,0,0,5,1,21,7,14,1,2,12
19,sequence_51171,0,0,3,3,4,6,5,2,8,4,3,6,8,3,2,2,10,2,0,4,5,1,10,7,14,1,2,2
20,sequence_51182,0,0,3,3,0,2,3,6,6,9,10,3,6,5,13,7,7,11,9,0,17,1,23,0,4,1,25,6
21,sequence_51131,0,0,3,3,0,2,0,6,2,10,10,0,10,11,9,12,0,16,15,16,13,6,8,20,15,12,16,20
22,sequence_51138,0,0,3,3,0,5,0,7,2,0,4,0,2,9,11,9,3,4,17,5,13,9,11,16,5,4,12,21
23,sequence_51196,0,0,3,3,0,2,3,6,6,9,9,3,10,11,9,16,7,14,15,16,17,6,13,16,0,12,17,20
24,sequence_51202,0,0,3,3,0,2,0,6,2,9,4,3,2,9,9,9,17,14,9,13,17,6,8,16,0,12,12,22
25,sequence_51192,0,0,3,3,0,2,0,7,2,9,10,0,10,9,9,16,7,4,9,13,17,6,8,16,0,12,17,6
26,sequence_51147,0,0,3,3,0,2,0,6,2,10,4,0,10,1,13,7,9,11,15,19,20,6,23,0,4,12,25,6
27,sequence_51151,0,0,3,3,4,6,5,2,8,4,3,5,8,1,2,2,10,2,0,19,20,1,9,7,8,22,2,12
28,sequence_51145,0,0,3,3,0,2,3,6,6,9,10,3,10,5,13,16,7,14,9,13,17,16,13,13,0,7,26,9
29,sequence_51187,0,0,3,3,0,2,3,6,6,9,10,3,10,5,13,16,7,14,7,13,2,16,13,13,0,7,26,9
30,sequence_51148,0,0,3,3,0,5,0,7,2,10,4,5,2,1,11,12,17,16,10,5,0,22,7,11,20,18,5,22
31,sequence_51141,0,0,3,3,4,6,5,2,8,4,3,6,8,3,2,10,10,2,0,0,15,1,21,7,14,11,14,10
32,sequence_51137,0,0,3,3,0,5,0,7,2,0,4,5,2,1,11,7,9,11,17,19,20,9,23,16,8,4,27,6
33,sequence_32151,0,2,2,2,3,4,2,5,4,3,2,2,4,2,6,3,6,10,4,20,8,15,15,2,6,19,3,26
34,sequence_32148,0,2,2,2,3,4,2,5,4,3,2,2,4,2,6,3,6,10,4,20,8,18,15,2,6,19,3,26
35,sequence_32117,0,2,2,2,3,4,2,5,4,3,2,2,4,2,6,3,6,10,4,20,8,18,15,2,6,19,3,26
36,sequence_32141,0,2,2,2,3,4,2,5,4,3,2,2,4,2,6,3,6,10,4,3,8,18,15,2,6,19,3,26
37,sequence_32124,0,2,2,2,3,4,2,5,4,3,2,2,4,2,6,3,6,10,4,20,8,18,15,2,6,19,3,26
38,sequence_32126,0,2,2,2,3,4,2,5,4,3,2,2,4,2,3,3,2,0,4,20,18,0,6,19,18,20,24,14
39,sequence_32127,0,2,2,2,3,4,2,5,4,3,2,2,4,2,6,3,6,10,4,10,8,18,15,2,6,19,3,26
40,sequence_32133,0,2,2,2,3,4,2,5,4,3,2,2,4,2,6,3,6,10,4,20,8,18,15,2,6,19,3,26
41,sequence_32131,0,2,2,2,3,4,2,5,4,3,2,2,4,2,6,3,6,10,4,2,18,18,3,2,2,24,3,25
42,sequence_32174,0,2,2,2,3,4,2,5,4,3,2,2,4,2,6,3,6,10,4,20,8,18,15,2,6,19,3,26
43,sequence_32114,0,2,2,2,3,4,2,5,4,3,2,2,4,2,6,3,6,10,4,20,8,18,15,2,6,19,3,26
44,sequence_32147,0,2,2,2,3,4,2,5,4,3,2,2,4,2,6,3,6,10,4,20,8,18,15,2,6,19,3,26
45,sequence_32119,0,2,2,2,3,4,2,5,4,3,2,2,4,2,6,3,6,10,4,3,8,18,15,2,6,19,3,26
46,sequence_32122,0,2,2,2,3,4,2,5,4,3,2,2,4,2,6,3,6,10,4,20,8,18,15,2,6,19,3,26
47,sequence_32125,0,2,2,2,3,4,2,5,4,3,2,2,4,2,3,3,2,0,4,20,18,0,6,19,18,20,24,14
48,sequence_32128,0,2,2,2,3,4,2,5,4,3,2,2,4,2,6,3,6,10,4,10,8,18,15,2,6,19,3,26
49,sequence_32129,0,2,2,2,3,4,2,5,4,3,2,2,4,2,6,3,6,10,2,20,6,18,2,2,6,19,3,26
50,sequence_32132,0,2,2,2,3,4,2,5,4,3,2,2,4,2,6,3,6,10,4,2,18,18,3,2,2,24,3,25
51,sequence_32167,0,2,0,0,1,0,4,0,0,5,6,7,0,8,10,14,8,5,6,7,12,5,12,8,11,8,8,0
52,sequence_50970,1,1,1,4,2,3,6,1,3,1,5,1,3,4,15,5,14,12,14,1,1,11,4,18,19,2,22,7
53,sequence_51045,1,1,1,4,2,3,6,1,3,1,5,1,3,4,5,5,14,12,14,1,11,11,4,23,19,2,22,7
54,sequence_51003,1,1,1,4,2,3,6,1,3,1,5,1,3,4,15,5,14,12,14,1,1,11,4,18,19,2,22,7
55,sequence_51032,1,1,1,4,2,3,6,1,3,1,5,1,3,4,15,5,14,12,14,1,1,2,4,18,19,2,22,7
56,sequence_51028,1,1,1,4,2,3,6,1,3,1,5,1,3,4,15,5,14,12,14,1,1,11,4,6,19,2,4,7
57,sequence_51025,1,1,1,4,2,3,6,1,3,1,5,1,3,4,15,5,14,12,14,1,1,11,4,18,19,15,22,7
58,sequence_51019,1,1,1,4,2,3,6,1,3,1,5,1,3,4,15,5,14,12,14,1,1,11,4,18,19,2,22,7
59,sequence_51017,1,1,1,4,2,3,6,1,3,1,5,1,3,4,15,5,14,12,14,1,11,11,4,3,13,2,22,7
60,sequence_51014,1,1,1,4,2,3,6,1,3,1,7,10,11,0,1,1,11,17,12,18,14,8,14,18,10,15,20,23
61,sequence_50984,1,1,1,4,2,3,6,1,3,1,5,1,3,4,15,5,14,12,14,1,1,11,4,18,19,2,22,7
62,sequence_51054,1,1,1,4,2,3,6,1,3,1,5,1,3,4,5,5,14,12,14,1,11,11,4,23,19,2,22,4
63,sequence_51002,1,1,1,4,2,3,6,1,3,1,5,1,3,4,15,5,14,12,14,1,1,11,4,18,19,2,22,7
64,sequence_51033,1,1,1,4,2,3,6,1,3,1,5,1,3,4,15,5,14,12,14,1,1,11,4,18,19,2,22,7
65,sequence_51027,1,1,1,4,2,3,6,1,3,1,5,1,3,4,15,5,4,12,14,1,1,11,4,6,19,2,4,7
66,sequence_51023,1,1,1,4,2,3,6,1,3,1,5,1,3,4,15,5,14,12,14,1,1,11,4,18,19,2,22,7
67,sequence_51012,1,1,1,4,2,3,6,1,3,1,5,1,3,4,15,5,14,12,14,1,1,11,4,18,19,2,22,7
68,sequence_51018,1,1,1,4,2,3,6,1,3,1,5,1,3,4,15,5,14,12,14,1,11,11,4,3,13,2,22,7
69,sequence_51015,1,1,1,4,2,3,6,1,3,1,5,1,3,4,15,5,14,12,14,1,1,11,4,18,19,2,22,7
70,sequence_50973,1,1,1,1,5,1,1,4,5,8,8,4,13,10,4,4,1,15,11,6,4,20,18,12,16,26,9,5
71,sequence_32112,0,2,0,0,1,0,7,3,9,2,0,8,9,7,8,11,12,5,8,3,3,4,17,4,23,24,11,18
72,sequence_50978,1,1,1,1,5,1,1,4,5,8,8,4,13,10,4,4,1,15,11,6,4,7,18,12,16,26,0,15
73,sequence_32162,0,2,0,0,1,0,7,3,9,2,0,8,9,7,8,14,12,5,8,7,12,5,17,8,7,8,11,0
74,sequence_50995,1,1,1,1,5,1,1,8,7,6,11,9,7,6,14,6,1,9,3,9,7,3,5,21,1,13,13,24
75,sequence_50972,1,1,1,1,5,1,1,8,5,7,11,12,13,14,5,15,4,8,1,8,16,7,0,23,9,10,15,24
76,sequence_32115,0,2,0,0,1,0,7,3,9,5,6,11,12,13,10,14,12,5,8,7,12,5,17,15,23,6,11,19
77,sequence_50979,1,1,1,1,5,1,1,4,5,8,8,4,11,6,12,4,11,6,11,6,19,3,16,14,10,10,7,15
78,sequence_32152,0,2,0,0,1,0,7,3,9,2,0,8,12,7,8,0,12,18,8,11,18,4,19,15,18,6,6,13
79,sequence_32113,0,2,0,0,1,0,4,0,0,5,6,11,0,8,0,14,5,3,19,12,10,12,12,8,25,23,1,19
80,sequence_32182,0,2,0,0,1,0,7,3,9,2,0,8,12,7,8,11,12,18,8,10,3,4,17,4,23,24,11,3
81,sequence_50987,1,1,1,1,5,1,1,8,7,6,11,9,13,10,4,6,13,9,5,8,4,7,5,21,16,26,10,24
82,sequence_51052,1,1,1,1,5,1,1,8,7,7,11,12,7,14,14,15,13,6,1,8,7,3,16,21,1,17,15,24
83,sequence_50988,1,1,1,1,5,1,1,4,5,8,8,4,13,10,4,4,4,15,11,6,4,20,18,12,16,10,9,5
84,sequence_32158,0,2,0,0,1,0,7,0,0,5,0,8,0,7,10,8,8,7,13,12,10,4,22,5,23,25,23,11
85,sequence_32180,0,2,0,0,1,0,7,3,9,2,0,8,12,7,3,0,2,18,8,3,3,4,6,4,18,0,24,14
86,sequence_51046,1,1,1,1,5,1,1,8,7,7,11,9,5,6,14,6,13,6,5,8,7,3,16,21,22,5,13,24
87,sequence_32181,0,2,0,0,1,0,7,3,9,2,0,8,12,7,8,11,12,18,8,11,3,4,19,15,23,6,11,28
88,sequence_32163,0,2,0,0,1,0,4,3,0,5,6,8,9,13,10,8,8,5,8,7,12,5,17,8,11,3,11,0
89,sequence_50980,1,1,1,1,5,1,1,8,7,6,1,9,7,6,12,6,1,13,3,9,11,10,5,3,17,13,19,1
90,sequence_50969,1,1,1,4,2,3,6,1,3,8,7,10,11,0,1,1,4,17,12,18,14,8,14,14,10,10,20,23
91,sequence_50996,1,1,1,1,5,1,1,8,7,6,1,9,7,6,5,6,1,13,3,9,19,10,5,17,17,13,10,16
92,sequence_50989,1,1,1,1,5,1,1,4,1,8,8,4,13,10,4,4,1,15,11,6,4,20,18,12,16,26,9,5
93,sequence_32150,0,2,2,2,3,4,2,5,4,3,2,2,4,13,3,3,2,0,2,20,6,0,6,19,18,20,24,14
94,sequence_51053,1,1,1,1,5,1,1,4,5,7,11,4,5,6,14,13,13,6,5,15,7,3,16,1,1,5,13,17
95,sequence_50966,1,1,1,4,2,3,6,8,1,1,8,9,1,4,7,6,16,1,1,1,11,2,4,3,13,14,19,1
96,sequence_32116,0,2,0,0,1,0,4,0,0,5,6,11,0,8,0,14,5,5,19,7,12,12,2,8,25,8,1,19
97,sequence_32159,0,2,2,2,3,4,7,5,4,3,0,2,4,7,6,11,6,18,4,3,3,15,15,4,6,0,3,3
98,sequence_32149,0,2,0,0,1,0,7,3,9,2,0,8,12,7,8,0,12,5,18,11,9,4,19,15,7,6,6,28
99,sequence_51133,0,0,3,3,0,5,0,7,2,10,9,0,2,9,11,12,0,16,10,5,13,14,1,24,5,16,5,8
100,sequence_51189,0,0,3,3,0,2,3,6,6,9,10,3,6,5,13,16,7,14,9,13,17,16,13,13,0,7,26,9
101,sequence_51167,0,0,3,3,4,6,5,2,8,4,3,6,8,3,2,2,10,2,0,4,5,1,10,7,14,1,2,12
102,sequence_51130,0,0,3,3,4,6,5,2,8,4,3,6,8,3,2,10,10,2,0,4,5,1,10,7,14,1,2,12
103,sequence_51186,0,0,3,3,4,6,5,2,8,4,3,6,8,3,2,2,10,2,0,4,20,1,10,7,14,1,2,12
104,sequence_51178,0,0,3,3,4,6,5,2,8,4,3,6,8,3,2,2,10,2,0,4,5,1,10,7,14,1,2,12
105,sequence_51158,0,0,3,3,4,6,5,2,2,4,3,6,2,3,2,2,17,2,10,4,0,22,7,11,20,18,2,22
