id,label,target,labels,profile
sequence_51160,0,-7.359947635110199,0-2-2-7,0-0-2-2-7
sequence_51144,0,-7.6062267387969245,0-2-2-3,0-0-2-2-3
sequence_51142,0,-7.121316080640148,0-2-2-16,0-0-2-2-16
sequence_51188,0,-7.477058965090089,0-2-2-2,0-0-2-2-2
sequence_51191,0,-4.187052068679792,0-2-2-2,0-0-2-2-2
sequence_51174,0,-8.191804956045784,0-2-2-7,0-0-2-2-7
sequence_51005,2,-5.462621475453159,2-1-1-0,2-2-1-1-0
sequence_32131,1,-6.7244621963556055,1-0-0-1,1-1-0-0-1
sequence_32142,1,-5.589646359982146,1-0-0-1,1-1-0-0-1
sequence_51006,2,-4.088195248253983,2-1-1-0,2-2-1-1-0
sequence_32178,1,-7.97958130655809,1-0-0-11,1-1-0-0-11
sequence_50963,2,-4.781440038086389,2-1-1-13,2-2-1-1-13
sequence_32171,1,-6.784871272007103,1-0-0-11,1-1-0-0-11
sequence_32162,2,-7.3445848975979535,1-0-0-5,2-1-0-0-5
sequence_51194,0,-5.951019832085327,0-2-2-8,0-0-2-2-8
sequence_51189,0,-4.558817450583756,0-2-2-2,0-0-2-2-2
sequence_32129,1,-8.31556501084656,1-0-0-1,1-1-0-0-1
sequence_32159,2,-6.970724932862983,1-0-0-1,2-1-0-0-1
sequence_51131,0,-7.774340977997347,0-2-2-17,0-0-2-2-17
sequence_50979,2,-6.9793484717108525,2-1-1-4,2-2-1-1-4
sequence_32149,1,-7.516758509933092,1-0-0-14,1-1-0-0-14
sequence_50998,2,-5.944204158002268,2-1-1-10,2-2-1-1-10
sequence_32173,0,-7.412850678006673,1-0-0-1,0-1-0-0-1
sequence_32176,1,-7.495966273349671,1-0-0-1,1-1-0-0-1
sequence_51003,1,-4.688170977244142,2-1-1-0,1-2-1-1-0
sequence_51153,0,-7.196744445638808,0-2-2-3,0-0-2-2-3
sequence_51164,0,-5.675591751285612,0-2-2-7,0-0-2-2-7
sequence_51054,2,-5.902809074204358,2-1-1-4,2-2-1-1-4
sequence_32113,1,-9.174039097210208,1-0-0-6,1-1-0-0-6
sequence_51145,0,-7.832019468805971,0-2-2-2,0-0-2-2-2
sequence_51009,2,-4.573850042256471,2-1-1-0,2-2-1-1-0
sequence_50981,2,-7.512823751591346,2-1-1-13,2-2-1-1-13
sequence_50997,2,-7.490956320392341,2-1-1-9,2-2-1-1-9
sequence_32141,1,-5.887274565323308,1-0-0-1,1-1-0-0-1
sequence_51008,0,-4.585620137449986,2-1-1-15,0-2-1-1-15
sequence_51038,2,-5.012320997946479,2-1-1-12,2-2-1-1-12
sequence_51049,0,-5.345308323514202,2-1-1-15,0-2-1-1-15
sequence_51173,0,-7.430867304520878,0-2-2-7,0-0-2-2-7
sequence_51168,0,-7.697662542801202,0-2-2-7,0-0-2-2-7
sequence_51014,2,-4.875093284104756,2-1-1-15,2-2-1-1-15
sequence_50966,2,-7.12754277570154,2-1-1-0,2-2-1-1-0
sequence_51159,0,-5.319842748072733,0-2-2-7,0-0-2-2-7
sequence_51199,0,-6.996026362092827,0-2-2-7,0-0-2-2-7
sequence_51129,0,-8.402091964503104,0-2-2-7,0-0-2-2-7
sequence_50976,2,-7.644636157990131,2-1-1-13,2-2-1-1-13
sequence_51180,0,-6.304185064160062,0-2-2-7,0-0-2-2-7
sequence_51019,2,-6.115112568237896,2-1-1-0,2-2-1-1-0
sequence_32118,1,-5.976481335612996,1-0-0-1,1-1-0-0-1
sequence_51157,0,-7.993079403043451,0-2-2-7,0-0-2-2-7
sequence_51135,0,-7.603076627631569,0-2-2-3,0-0-2-2-3
sequence_51044,2,-7.448598078099795,2-1-1-4,2-2-1-1-4
sequence_50986,2,-6.800648200608334,2-1-1-9,2-2-1-1-9
sequence_51165,0,-8.135108482126563,0-2-2-7,0-0-2-2-7
sequence_50987,1,-8.15482384172899,2-1-1-10,1-2-1-1-10
sequence_51167,1,-6.709785800218548,0-2-2-7,1-0-2-2-7
sequence_32124,1,-6.481163109642129,1-0-0-1,1-1-0-0-1
sequence_51197,0,-6.969794378455091,0-2-2-17,0-0-2-2-17
sequence_50965,0,-8.132680322148055,2-1-1-4,0-2-1-1-4
sequence_51035,0,-6.5243104484277685,2-1-1-0,0-2-1-1-0
sequence_50985,2,-4.308443704891928,2-1-1-0,2-2-1-1-0
sequence_51170,0,-5.599110392902725,0-2-2-7,0-0-2-2-7
sequence_51046,2,-7.53760401737095,2-1-1-9,2-2-1-1-9
sequence_50962,2,-7.232986764011962,2-1-1-9,2-2-1-1-9
sequence_51161,0,-8.29923749627917,0-2-2-7,0-0-2-2-7
sequence_51048,1,-8.515067054902179,2-1-1-0,1-2-1-1-0
sequence_51021,0,-5.061021415988704,2-1-1-15,0-2-1-1-15
sequence_51002,2,-5.509785716570097,2-1-1-0,2-2-1-1-0
sequence_51146,0,-3.958357370465748,0-2-2-2,0-0-2-2-2
sequence_50984,2,-4.153545460917198,2-1-1-0,2-2-1-1-0
sequence_32165,0,-6.872613250606912,1-0-0-6,0-1-0-0-6
sequence_51017,2,-7.84298595409709,2-1-1-0,2-2-1-1-0
sequence_51177,0,-6.222235866357328,0-2-2-7,0-0-2-2-7
sequence_32156,1,-7.327994265882848,1-0-0-14,1-1-0-0-14
sequence_32139,1,-6.187468874223483,1-0-0-1,1-1-0-0-1
sequence_50993,2,-7.312336322903731,2-1-1-9,2-2-1-1-9
sequence_51041,0,-6.943692311648196,2-1-1-12,0-2-1-1-12
sequence_51012,2,-5.769612631669962,2-1-1-0,2-2-1-1-0
sequence_50983,2,-7.874339064617118,2-1-1-9,2-2-1-1-9
sequence_51127,0,-4.999097941049065,0-2-2-17,0-0-2-2-17
sequence_32163,1,-6.436780987668787,1-0-0-5,1-1-0-0-5
sequence_51013,2,-4.687136967133388,2-1-1-0,2-2-1-1-0
sequence_32147,2,-6.122695079257531,1-0-0-1,2-1-0-0-1
sequence_51037,2,-4.148785252262823,2-1-1-4,2-2-1-1-4
sequence_51158,0,-6.222980712367778,0-2-2-7,0-0-2-2-7
sequence_32172,1,-6.702704094610732,1-0-0-11,1-1-0-0-11
sequence_51155,0,-5.6881928391837775,0-2-2-7,0-0-2-2-7
sequence_51148,0,-6.975393550316428,0-2-2-3,0-0-2-2-3
sequence_32182,1,-8.313000601877945,1-0-0-5,1-1-0-0-5
sequence_51154,0,-7.492004982128037,0-2-2-3,0-0-2-2-3
sequence_51141,1,-6.2807344442384325,0-2-2-8,1-0-2-2-8
sequence_32164,1,-7.229515353903711,1-0-0-5,1-1-0-0-5
sequence_50980,2,-5.395644495280823,2-1-1-4,2-2-1-1-4
sequence_51181,0,-6.128408684508713,0-2-2-7,0-0-2-2-7
sequence_51056,2,-5.850855450691768,2-1-1-15,2-2-1-1-15
sequence_50995,1,-6.569508668935794,2-1-1-9,1-2-1-1-9
sequence_32168,1,-7.637377800222538,1-0-0-11,1-1-0-0-11
sequence_51183,0,-7.546017632580344,0-2-2-7,0-0-2-2-7
sequence_50991,0,-8.436912109982138,2-1-1-9,0-2-1-1-9
sequence_32177,1,-8.394682697575568,1-0-0-6,1-1-0-0-6
sequence_51176,0,-6.977819960699303,0-2-2-7,0-0-2-2-7
sequence_32123,1,-5.794704758333088,1-0-0-1,1-1-0-0-1
sequence_51032,2,-8.147653535627581,2-1-1-0,2-2-1-1-0
sequence_51126,0,-6.8444229718282426,0-2-2-17,0-0-2-2-17
sequence_32175,1,-7.447858237543301,1-0-0-11,1-1-0-0-11
sequence_51004,0,-4.72181656291134,2-1-1-15,0-2-1-1-15
sequence_32150,1,-7.3196132933177775,1-0-0-6,1-1-0-0-6
sequence_50967,2,-5.218809117262096,2-1-1-0,2-2-1-1-0
sequence_32153,0,-7.7527305527290675,1-0-0-1,0-1-0-0-1
sequence_51042,1,-4.418679342702412,2-1-1-15,1-2-1-1-15
sequence_32115,1,-8.287149988801819,1-0-0-6,1-1-0-0-6
sequence_32136,1,-9.513216858041744,1-0-0-1,1-1-0-0-1
sequence_32154,1,-6.956779787785928,1-0-0-14,1-1-0-0-14
sequence_51187,0,-6.886468446878718,0-2-2-2,0-0-2-2-2
sequence_32122,1,-5.6780835220027175,1-0-0-1,1-1-0-0-1
sequence_50992,1,-7.440072608002367,2-1-1-9,1-2-1-1-9
sequence_32180,0,-7.4665305235863535,1-0-0-1,0-1-0-0-1
sequence_51011,2,-5.444562277270213,2-1-1-0,2-2-1-1-0
sequence_32160,1,-7.729750228413137,1-0-0-1,1-1-0-0-1
sequence_51169,0,-6.371702819572715,0-2-2-7,0-0-2-2-7
sequence_50978,2,-8.571060179872774,2-1-1-13,2-2-1-1-13
sequence_32117,1,-6.013942880307312,1-0-0-1,1-1-0-0-1
sequence_51149,0,-7.135845590862672,0-2-2-3,0-0-2-2-3
sequence_51031,2,-4.656133116104559,2-1-1-0,2-2-1-1-0
sequence_32130,1,-5.7157882520247325,1-0-0-1,1-1-0-0-1
sequence_51057,2,-7.239446757304117,2-1-1-15,2-2-1-1-15
sequence_50996,0,-8.359746838659895,2-1-1-4,0-2-1-1-4
sequence_51133,0,-5.587718813645618,0-2-2-17,0-0-2-2-17
sequence_51172,0,-6.315267818049118,0-2-2-7,0-0-2-2-7
sequence_51195,0,-4.719117050535875,0-2-2-8,0-0-2-2-8
sequence_50988,1,-7.682347412816437,2-1-1-10,1-2-1-1-10
sequence_51193,0,-5.950238637114008,0-2-2-8,0-0-2-2-8
sequence_51192,0,-5.696734269383801,0-2-2-2,0-0-2-2-2
sequence_51150,0,-7.330164570040457,0-2-2-3,0-0-2-2-3
sequence_32127,0,-5.3072183078974415,1-0-0-1,0-1-0-0-1
sequence_51036,2,-7.334007950928568,2-1-1-0,2-2-1-1-0
sequence_51018,2,-7.920386157149045,2-1-1-0,2-2-1-1-0
sequence_51033,1,-7.601809103963952,2-1-1-0,1-2-1-1-0
sequence_32133,1,-6.519779039196885,1-0-0-1,1-1-0-0-1
sequence_51015,2,-5.194006961724645,2-1-1-0,2-2-1-1-0
sequence_32144,1,-5.565961069145386,1-0-0-1,1-1-0-0-1
sequence_51028,2,-7.264425589948742,2-1-1-0,2-2-1-1-0
sequence_51163,0,-5.840652190889835,0-2-2-7,0-0-2-2-7
sequence_51190,0,-8.743963500717465,0-2-2-2,0-0-2-2-2
sequence_51029,2,-4.668263389644887,2-1-1-0,2-2-1-1-0
sequence_51020,2,-4.576447227967023,2-1-1-0,2-2-1-1-0
sequence_51034,0,-8.187646078101817,2-1-1-0,0-2-1-1-0
sequence_50990,2,-8.580398018436656,2-1-1-9,2-2-1-1-9
sequence_51178,0,-5.206388367343241,0-2-2-7,0-0-2-2-7
sequence_51130,0,-5.73331703632774,0-2-2-7,0-0-2-2-7
sequence_51022,2,-4.7007583685399,2-1-1-0,2-2-1-1-0
sequence_50977,0,-6.601103781309464,2-1-1-4,0-2-1-1-4
sequence_51016,0,-4.626935645431157,2-1-1-0,0-2-1-1-0
sequence_50999,2,-5.527187128279114,2-1-1-9,2-2-1-1-9
sequence_51024,2,-4.606670807697861,2-1-1-15,2-2-1-1-15
sequence_51185,0,-5.7929627601304565,0-2-2-17,0-0-2-2-17
sequence_51171,0,-5.988608431336485,0-2-2-7,0-0-2-2-7
sequence_32134,1,-6.086948143042816,1-0-0-1,1-1-0-0-1
sequence_51030,2,-4.598021987750988,2-1-1-0,2-2-1-1-0
sequence_51051,1,-8.47377823934988,2-1-1-0,1-2-1-1-0
sequence_50982,2,-5.477456019885743,2-1-1-9,2-2-1-1-9
sequence_51151,0,-7.50501562302166,0-2-2-3,0-0-2-2-3
sequence_51001,2,-8.53182220350879,2-1-1-9,2-2-1-1-9
sequence_51200,2,-4.040097249792159,0-2-2-16,2-0-2-2-16
sequence_51198,0,-7.041057436612152,0-2-2-8,0-0-2-2-8
sequence_50964,2,-5.326405663918352,2-1-1-13,2-2-1-1-13
sequence_32145,1,-7.251058911469951,1-0-0-1,1-1-0-0-1
sequence_32138,1,-6.781133718515557,1-0-0-1,1-1-0-0-1
sequence_51136,0,-5.335352191963125,0-2-2-17,0-0-2-2-17
sequence_51027,2,-8.905971381085486,2-1-1-0,2-2-1-1-0
sequence_51140,0,-6.732490772637745,0-2-2-7,0-0-2-2-7
sequence_32126,2,-5.968435149556656,1-0-0-1,2-1-0-0-1
sequence_32128,2,-5.684063700869746,1-0-0-1,2-1-0-0-1
sequence_32170,1,-8.156613556025587,1-0-0-11,1-1-0-0-11
sequence_51055,2,-6.073930941831184,2-1-1-0,2-2-1-1-0
sequence_32112,1,-8.51762382755167,1-0-0-5,1-1-0-0-5
sequence_50969,1,-7.993460215889013,2-1-1-15,1-2-1-1-15
sequence_51128,0,-7.354080449503878,0-2-2-17,0-0-2-2-17
sequence_50974,2,-4.78760150401719,2-1-1-13,2-2-1-1-13
sequence_51010,2,-5.965483650327768,2-1-1-0,2-2-1-1-0
sequence_50971,2,-6.926741159901643,2-1-1-15,2-2-1-1-15
sequence_51182,2,-5.384437728556348,0-2-2-8,2-0-2-2-8
sequence_51052,1,-7.931613379354088,2-1-1-4,1-2-1-1-4
sequence_32166,1,-7.342049413024209,1-0-0-11,1-1-0-0-11
sequence_51152,0,-6.5750272986407685,0-2-2-3,0-0-2-2-3
sequence_51196,2,-7.3141295128133885,0-2-2-2,2-0-2-2-2
sequence_51186,0,-5.749568986531335,0-2-2-3,0-0-2-2-3
sequence_51137,1,-8.113936450186205,0-2-2-3,1-0-2-2-3
sequence_51040,0,-5.1778216658610186,2-1-1-12,0-2-1-1-12
sequence_32125,2,-8.764202037648419,1-0-0-1,2-1-0-0-1
sequence_51201,0,-6.724658769791372,0-2-2-7,0-0-2-2-7
sequence_51139,0,-6.942655461209572,0-2-2-7,0-0-2-2-7
sequence_51175,0,-5.0920670419749925,0-2-2-7,0-0-2-2-7
sequence_32155,1,-8.338521820335119,1-0-0-14,1-1-0-0-14
sequence_32151,1,-7.450035379594821,1-0-0-1,1-1-0-0-1
sequence_51050,2,-4.353862895527104,2-1-1-0,2-2-1-1-0
sequence_32157,1,-7.7422371130498195,1-0-0-14,1-1-0-0-14
sequence_32137,1,-6.099982560129262,1-0-0-1,1-1-0-0-1
sequence_51143,0,-5.813377959587455,0-2-2-16,0-0-2-2-16
sequence_51043,2,-5.997333168034557,2-1-1-4,2-2-1-1-4
sequence_51053,2,-7.141996997362572,2-1-1-13,2-2-1-1-13
sequence_51138,0,-5.893746696133273,0-2-2-16,0-0-2-2-16
sequence_32121,1,-6.578239299103505,1-0-0-1,1-1-0-0-1
sequence_32119,1,-5.975586824902201,1-0-0-1,1-1-0-0-1
sequence_32109,1,-8.8749984685552,1-0-0-1,1-1-0-0-1
sequence_51134,2,-7.793345450173909,0-2-2-16,2-0-2-2-16
sequence_51132,0,-4.340049860624873,0-2-2-2,0-0-2-2-2
sequence_32161,1,-6.390606369080943,1-0-0-1,1-1-0-0-1
sequence_32140,1,-8.622125342490829,1-0-0-1,1-1-0-0-1
sequence_32148,1,-6.566272408536558,1-0-0-1,1-1-0-0-1
sequence_51023,2,-4.593912239723845,2-1-1-0,2-2-1-1-0
sequence_32152,2,-7.840763601366848,1-0-0-14,2-1-0-0-14
sequence_32179,1,-7.381695972507586,1-0-0-11,1-1-0-0-11
sequence_32116,1,-7.723165366142718,1-0-0-6,1-1-0-0-6
sequence_50961,2,-7.602871394879726,2-1-1-9,2-2-1-1-9
sequence_51025,2,-5.7112769943557415,2-1-1-0,2-2-1-1-0
sequence_32143,1,-6.164881645817131,1-0-0-1,1-1-0-0-1
sequence_50973,2,-6.794567628611167,2-1-1-9,2-2-1-1-9
sequence_32174,1,-6.886395745117742,1-0-0-1,1-1-0-0-1
