,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_40826,0,0,0,0,2,2,5,2,1,3,0,0,0,2,3,0,2,8,3,17,1,1,6,1,15,12,0,17
1,sequence_40787,0,0,0,0,2,4,0,0,7,7,2,2,5,0,0,3,4,7,7,7,8,21,7,2,4,4,26,6
2,sequence_40789,0,0,0,0,2,2,5,2,1,3,0,0,0,2,3,0,2,8,3,17,1,1,6,1,15,12,0,17
3,sequence_40794,0,0,0,0,2,4,0,0,7,7,2,2,5,0,0,3,4,7,7,7,8,2,7,19,4,21,5,16
4,sequence_40806,0,0,0,0,2,2,5,2,1,3,0,0,0,2,3,0,2,8,3,17,1,1,0,1,22,25,23,25
5,sequence_40807,0,0,0,0,2,2,5,2,1,3,0,0,0,2,3,0,2,8,3,17,1,1,6,1,15,12,0,17
6,sequence_40809,0,0,0,0,2,2,5,2,1,3,0,0,0,2,3,0,2,8,3,17,1,1,6,1,15,12,0,17
7,sequence_40811,0,0,0,0,2,2,5,2,1,3,0,0,0,2,3,0,2,8,3,17,1,20,6,23,15,24,0,17
8,sequence_40813,0,0,0,0,2,2,5,2,1,3,0,0,0,2,3,0,2,8,3,17,1,1,6,1,15,12,0,17
9,sequence_40814,0,0,0,0,2,2,3,2,1,9,8,10,8,9,1,9,11,13,8,10,7,6,11,17,9,9,8,8
10,sequence_40845,0,0,0,0,2,2,3,2,1,9,8,10,8,9,1,9,11,13,8,10,7,6,11,17,9,9,8,8
11,sequence_40855,0,0,0,0,2,2,5,2,1,3,0,0,0,2,3,0,2,8,3,17,1,1,6,1,15,12,0,17
12,sequence_40857,0,0,0,0,2,2,3,2,1,9,8,10,8,9,1,9,11,13,8,10,7,6,11,17,9,9,8,8
13,sequence_40840,0,0,0,0,2,2,5,2,1,3,0,0,0,2,3,0,2,8,3,17,1,1,6,1,15,12,0,17
14,sequence_40841,0,0,0,0,2,2,5,2,1,3,0,0,0,2,3,0,2,8,3,17,1,1,6,1,15,12,0,17
15,sequence_40842,0,0,0,0,2,2,5,2,1,3,0,0,0,2,3,0,2,8,3,17,1,22,6,1,25,12,0,27
16,sequence_40844,0,0,0,0,5,2,6,6,6,6,9,7,4,7,7,8,3,0,14,11,17,11,8,18,6,22,19,26
17,sequence_40838,0,0,0,0,2,2,5,2,1,3,0,0,0,2,3,0,2,8,3,17,1,1,3,1,15,12,0,17
18,sequence_40816,0,0,3,3,3,6,7,5,5,5,3,8,2,5,6,2,5,5,4,2,4,4,9,3,0,3,3,2
19,sequence_40817,0,0,0,0,2,2,5,2,1,3,0,0,0,2,3,0,2,8,3,17,1,1,6,1,15,12,0,17
20,sequence_40818,0,0,3,3,3,6,7,5,5,5,3,8,2,5,6,2,5,5,4,2,4,4,9,3,0,3,3,2
21,sequence_40827,0,0,0,0,2,2,5,2,3,3,6,0,0,2,3,0,0,18,1,8,9,3,12,9,23,11,20,11
22,sequence_40828,0,2,2,2,0,1,4,4,3,4,6,9,3,12,4,7,0,18,1,8,9,3,12,9,23,11,20,11
23,sequence_40829,0,2,2,2,0,1,4,7,4,4,4,3,3,4,9,4,8,1,18,6,12,9,4,12,8,0,2,4
24,sequence_40831,1,2,2,2,0,1,4,7,4,4,4,3,3,4,9,4,8,1,18,6,12,9,4,12,8,0,2,4
25,sequence_40856,1,1,1,1,1,0,1,1,0,1,1,1,7,13,12,15,10,16,13,15,0,12,13,11,12,18,14,14
26,sequence_40815,1,1,1,1,1,0,1,1,0,1,1,1,1,3,2,1,1,4,2,1,3,0,1,0,2,2,1,1
27,sequence_40851,1,1,1,1,5,0,6,6,6,6,9,7,4,7,7,8,15,0,6,16,6,5,8,7,14,6,7,9
28,sequence_40847,1,1,1,1,1,0,1,1,0,1,1,1,1,3,2,1,1,4,2,1,3,0,1,0,2,2,1,1
29,sequence_40858,1,1,1,1,1,0,1,1,0,1,1,1,1,3,2,1,1,4,2,1,3,0,1,0,2,2,1,1
30,sequence_40852,1,1,1,1,1,0,1,1,0,1,1,1,1,3,2,1,1,4,2,1,3,0,1,0,2,2,1,1
31,sequence_40843,1,1,1,1,1,0,1,1,0,1,1,1,7,13,12,15,10,16,13,15,0,12,13,11,12,18,14,14
32,sequence_40846,1,1,1,1,5,0,6,6,6,6,9,7,4,7,7,8,15,0,6,16,6,5,8,7,14,6,7,9
33,sequence_40791,1,1,1,1,1,0,1,1,9,10,7,12,10,1,8,5,7,14,5,9,10,10,14,6,10,13,12,10
34,sequence_40793,1,1,1,1,1,0,1,1,9,10,7,12,10,1,8,5,7,14,5,9,10,10,14,6,10,13,12,10
