,secuencia,birch-2,birch-3,birch-4,birch-5,birch-6,birch-7,birch-8,birch-9,birch-10,birch-11,birch-12,birch-13,birch-14,birch-15,birch-16,birch-17,birch-18,birch-19,birch-20,birch-21,birch-22,birch-23,birch-24,birch-25,birch-26,birch-27,birch-28,birch-29
0,sequence_40826,0,0,1,0,2,0,0,0,1,0,0,1,0,3,1,0,0,3,3,1,0,0,1,0,3,1,1,0
1,sequence_40787,0,0,1,0,2,0,0,0,1,0,0,1,0,3,1,0,0,3,3,1,0,0,1,0,3,1,1,0
2,sequence_40789,0,0,1,0,2,0,0,0,4,1,1,0,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,1
3,sequence_40794,0,0,1,0,2,0,0,0,4,1,1,0,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,1
4,sequence_40806,0,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,1,0,27,27
5,sequence_40807,0,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,1,0,11,11
6,sequence_40809,0,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,1,0,11,11
7,sequence_40811,0,0,1,0,2,0,0,0,1,0,0,1,0,3,1,0,0,3,3,1,0,0,2,2,2,2,0,28
8,sequence_40813,0,0,1,0,2,0,0,0,1,0,0,1,0,3,1,0,0,3,3,1,0,0,1,0,3,1,1,0
9,sequence_40814,1,1,0,4,4,4,4,4,9,9,9,9,4,4,4,4,4,4,1,0,16,16,16,16,16,7,7,7
10,sequence_40845,1,1,0,4,4,4,4,4,9,9,9,9,4,4,4,4,4,4,1,0,16,16,16,16,16,7,7,7
11,sequence_40855,0,0,1,0,2,0,0,0,1,0,0,1,0,3,1,0,0,3,3,1,0,0,1,0,3,1,1,0
12,sequence_40857,0,0,1,0,2,0,0,0,1,0,0,1,0,3,1,0,0,3,3,1,0,0,1,0,3,1,1,0
13,sequence_40840,0,0,1,0,2,0,0,0,1,0,0,1,0,3,1,0,8,8,8,8,8,8,8,8,8,8,8,8
14,sequence_40841,0,0,1,0,2,0,0,0,1,0,0,1,0,3,1,0,8,8,8,8,8,8,8,8,8,8,8,8
15,sequence_40842,0,0,1,0,2,0,0,0,1,0,0,1,0,3,1,0,8,8,8,8,8,8,8,8,8,8,8,8
16,sequence_40844,0,0,1,0,2,0,0,0,1,0,0,1,0,3,1,0,0,3,3,1,0,0,1,0,3,1,1,0
17,sequence_40838,0,0,1,0,2,0,0,0,1,0,0,1,0,3,1,0,0,3,3,1,0,0,1,0,3,1,1,0
18,sequence_40816,0,0,1,0,2,0,0,8,8,8,8,8,8,8,8,8,17,17,17,17,17,17,17,17,17,17,17,17
19,sequence_40817,0,0,1,0,2,0,0,0,1,0,0,1,0,3,1,0,0,3,3,1,0,0,1,0,3,1,1,0
20,sequence_40818,0,0,1,0,2,0,0,8,8,8,8,8,8,8,8,8,17,17,17,17,17,17,17,17,17,17,17,17
21,sequence_40827,0,0,1,0,2,0,3,3,3,3,3,3,3,1,0,16,16,16,16,16,7,7,7,7,7,3,3,3
22,sequence_40828,0,0,1,0,2,0,3,3,3,3,3,3,3,1,0,16,16,16,16,16,7,7,7,7,7,3,3,3
23,sequence_40829,0,0,1,0,0,5,5,5,5,5,11,11,11,11,11,11,11,11,11,11,11,11,23,23,23,23,23,23
24,sequence_40831,0,0,1,0,0,5,5,5,5,5,11,11,11,11,11,11,11,11,11,11,11,11,23,23,23,23,23,23
25,sequence_40856,0,0,1,0,0,5,5,5,5,5,11,11,11,11,11,11,11,11,11,11,11,11,23,23,23,23,23,23
26,sequence_40815,1,1,0,1,1,1,1,1,0,4,4,4,1,0,3,3,3,1,0,3,1,1,0,19,19,19,19,9
27,sequence_40851,1,1,0,4,4,4,4,4,9,9,9,9,4,4,4,4,4,4,1,0,10,10,10,10,10,10,10,10
