,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_51016,0,2,3,2,3,2,1,2,1,3,11,2,1,13,2,12,2,2,2,1,17,13,6,22,14,2,3,18
1,sequence_51170,1,0,1,1,4,3,6,3,2,4,5,3,2,11,3,5,3,1,3,11,1,1,13,5,15,1,12,25
2,sequence_32130,1,1,2,4,2,1,0,1,0,1,0,1,12,2,1,8,1,4,1,8,2,2,2,10,8,10,2,2
3,sequence_51136,1,0,1,1,0,4,2,4,9,6,3,4,8,8,4,1,4,9,18,9,4,14,14,15,18,8,9,16
4,sequence_51191,1,0,1,1,0,6,3,8,7,0,6,8,0,10,8,9,17,11,17,7,6,18,12,11,9,23,5,9
5,sequence_51140,1,0,1,1,4,3,6,3,2,4,5,3,2,11,3,5,3,1,3,11,1,1,13,5,15,1,14,25
6,sequence_51149,1,0,1,1,4,3,6,3,2,4,5,3,2,11,3,5,3,1,3,11,1,1,13,5,15,1,12,25
7,sequence_51181,1,0,1,1,4,3,6,3,2,4,5,3,2,11,3,5,3,1,3,11,1,1,5,5,15,1,12,25
8,sequence_51159,1,0,1,1,4,3,6,3,2,4,5,3,2,11,3,5,3,1,3,11,1,1,13,5,10,1,12,13
9,sequence_51175,1,0,1,1,4,3,6,3,2,4,5,3,2,11,3,5,3,1,3,2,1,1,13,5,15,1,12,23
10,sequence_51174,1,0,1,1,4,3,6,3,2,4,5,3,2,11,3,5,3,1,3,11,1,1,13,5,15,1,12,25
11,sequence_51169,1,0,1,1,4,3,6,3,2,4,5,3,2,1,3,5,3,1,3,11,13,1,13,3,15,1,22,1
12,sequence_51199,1,0,1,1,4,3,6,3,2,4,5,3,2,11,3,5,3,1,3,11,1,1,13,5,15,1,14,25
13,sequence_51144,1,0,1,1,4,3,6,3,2,4,5,3,2,11,3,5,3,1,3,11,1,1,13,5,15,1,12,25
14,sequence_51183,1,0,1,1,4,3,6,3,2,4,5,3,2,11,3,5,3,1,3,11,1,1,5,5,15,1,12,25
15,sequence_51157,1,0,1,1,4,3,6,3,2,4,5,3,2,11,3,5,3,1,3,11,1,1,13,5,15,1,12,25
16,sequence_51163,1,0,1,1,4,3,6,3,2,4,5,3,2,11,3,5,3,1,3,2,1,1,13,5,15,1,12,23
17,sequence_51173,1,0,1,1,4,3,6,3,2,4,5,3,2,11,3,5,3,1,3,11,1,1,13,5,15,1,12,25
18,sequence_51168,1,0,1,1,4,3,6,3,2,4,5,3,2,11,3,5,3,18,3,11,19,1,13,5,0,14,12,25
19,sequence_51171,1,0,1,1,4,3,6,3,2,4,5,3,2,11,3,5,3,1,3,11,1,1,13,5,15,1,12,1
20,sequence_51182,1,0,1,1,0,6,3,8,7,0,6,8,0,10,8,9,17,18,19,2,6,20,0,11,0,14,1,23
21,sequence_51131,1,0,1,1,0,4,3,4,7,0,6,4,8,10,4,9,4,16,4,16,4,16,10,15,6,13,15,6
22,sequence_51138,1,0,1,1,0,4,2,4,9,6,3,4,13,1,15,1,15,9,18,18,14,14,7,3,5,11,22,10
23,sequence_51196,1,0,1,1,0,4,3,4,7,0,6,4,8,10,4,9,4,16,4,16,19,16,10,11,6,13,15,23
24,sequence_51202,1,0,1,1,0,4,3,4,9,6,6,4,13,1,4,1,4,16,4,2,19,16,0,3,0,13,22,23
25,sequence_51192,1,0,1,1,0,4,3,4,7,6,6,4,0,8,4,1,4,16,4,16,14,16,7,0,6,11,24,6
26,sequence_51147,1,0,1,1,0,6,3,4,7,0,6,4,0,10,4,1,4,6,4,16,6,16,0,11,6,13,1,23
27,sequence_51151,1,0,1,1,4,3,6,3,2,4,5,3,2,11,3,5,3,1,15,11,1,22,5,5,10,17,1,13
28,sequence_51145,1,0,1,1,0,6,3,8,7,0,6,8,0,10,8,9,17,11,17,7,6,18,12,11,9,23,5,9
29,sequence_51187,1,0,1,1,0,6,3,8,7,0,6,8,0,10,8,9,8,11,8,7,6,7,12,11,9,4,5,9
30,sequence_51148,1,0,1,1,0,4,2,4,9,6,3,4,13,1,15,1,15,9,18,18,13,14,7,3,5,17,22,22
31,sequence_51141,1,0,1,1,4,3,6,3,2,4,5,3,2,7,3,5,3,18,19,20,19,20,13,5,0,14,14,27
32,sequence_51137,1,0,1,1,0,4,2,4,9,6,3,4,13,1,15,1,15,9,15,18,14,22,0,0,5,17,1,22
33,sequence_32151,1,1,2,4,2,1,0,1,0,1,0,1,12,2,1,8,1,4,1,8,2,2,2,10,8,10,2,2
34,sequence_32148,1,1,2,4,2,1,0,1,0,1,0,1,12,2,1,8,1,4,1,8,2,2,2,10,8,10,2,2
35,sequence_32117,1,1,2,4,2,1,0,1,0,1,0,1,12,2,1,8,1,4,1,8,2,2,2,10,8,10,2,2
36,sequence_32141,1,1,2,4,2,1,0,1,0,1,0,1,12,2,1,8,1,4,1,8,2,2,2,23,8,20,2,2
37,sequence_32124,1,1,2,4,2,1,0,1,0,1,0,1,12,2,1,8,1,4,1,8,2,2,2,10,8,10,2,2
38,sequence_32126,1,1,2,4,2,1,0,1,0,1,0,9,4,5,9,2,9,4,9,10,12,10,22,2,22,24,17,26
39,sequence_32127,1,1,2,4,2,1,0,1,0,1,0,1,12,2,1,8,1,4,1,8,2,2,2,10,8,10,2,2
40,sequence_32133,1,1,2,4,2,1,0,1,0,1,0,1,12,2,1,8,1,4,1,8,2,2,2,10,8,10,2,2
41,sequence_32131,1,1,2,4,2,1,0,1,0,1,0,1,12,2,1,8,1,4,1,8,2,2,19,4,24,0,26,28
42,sequence_32174,1,1,2,4,2,1,0,1,0,1,0,1,12,2,1,8,1,4,1,8,2,2,2,10,8,10,2,2
43,sequence_32114,1,1,2,4,2,1,0,1,0,1,0,1,12,2,1,8,1,4,1,8,2,2,2,23,8,10,2,2
44,sequence_32147,1,1,2,4,2,1,0,1,0,1,0,1,12,2,1,8,1,4,1,8,2,2,2,10,8,10,2,2
45,sequence_32119,1,1,2,4,2,1,0,1,0,1,0,1,12,2,1,8,1,4,1,8,2,2,2,23,8,20,2,2
