id,label,target,labels,profile
sequence_51160,1,-7.359947635110199,2-2-2-1,1-2-2-2-1
sequence_51144,1,-7.6062267387969245,2-2-2-1,1-2-2-2-1
sequence_51142,1,-7.121316080640148,2-2-2-4,1-2-2-2-4
sequence_51188,1,-7.477058965090089,2-2-2-3,1-2-2-2-3
sequence_51191,1,-4.187052068679792,2-2-2-3,1-2-2-2-3
sequence_51174,1,-8.191804956045784,2-2-2-1,1-2-2-2-1
sequence_51005,1,-5.462621475453159,1-1-1-0,1-1-1-1-0
sequence_32131,0,-6.7244621963556055,0-0-0-2,0-0-0-0-2
sequence_32142,0,-5.589646359982146,0-0-0-2,0-0-0-0-2
sequence_51006,0,-4.088195248253983,1-1-1-0,0-1-1-1-0
sequence_32178,1,-7.97958130655809,0-0-0-6,1-0-0-0-6
sequence_50963,0,-4.781440038086389,1-1-1-7,0-1-1-1-7
sequence_32171,0,-6.784871272007103,0-0-0-6,0-0-0-0-6
sequence_32162,1,-7.3445848975979535,0-0-0-8,1-0-0-0-8
sequence_51194,1,-5.951019832085327,2-2-2-3,1-2-2-2-3
sequence_51189,1,-4.558817450583756,2-2-2-3,1-2-2-2-3
sequence_32129,0,-8.31556501084656,0-0-0-2,0-0-0-0-2
sequence_32159,0,-6.970724932862983,0-0-0-2,0-0-0-0-2
sequence_51131,1,-7.774340977997347,2-2-2-4,1-2-2-2-4
sequence_50979,1,-6.9793484717108525,1-1-1-7,1-1-1-1-7
sequence_32149,0,-7.516758509933092,0-0-0-8,0-0-0-0-8
sequence_50998,0,-5.944204158002268,1-1-1-7,0-1-1-1-7
sequence_32173,0,-7.412850678006673,0-0-0-2,0-0-0-0-2
sequence_32176,0,-7.495966273349671,0-0-0-2,0-0-0-0-2
sequence_51003,1,-4.688170977244142,1-1-1-0,1-1-1-1-0
sequence_51153,1,-7.196744445638808,2-2-2-1,1-2-2-2-1
sequence_51164,1,-5.675591751285612,2-2-2-1,1-2-2-2-1
sequence_51054,1,-5.902809074204358,1-1-1-0,1-1-1-1-0
sequence_32113,0,-9.174039097210208,0-0-0-6,0-0-0-0-6
sequence_51145,1,-7.832019468805971,2-2-2-3,1-2-2-2-3
sequence_51009,1,-4.573850042256471,1-1-1-0,1-1-1-1-0
sequence_50981,1,-7.512823751591346,1-1-1-7,1-1-1-1-7
sequence_50997,1,-7.490956320392341,1-1-1-5,1-1-1-1-5
sequence_32141,0,-5.887274565323308,0-0-0-2,0-0-0-0-2
sequence_51008,0,-4.585620137449986,1-1-1-0,0-1-1-1-0
sequence_51038,1,-5.012320997946479,1-1-1-0,1-1-1-1-0
sequence_51049,0,-5.345308323514202,1-1-1-0,0-1-1-1-0
sequence_51173,1,-7.430867304520878,2-2-2-1,1-2-2-2-1
sequence_51168,1,-7.697662542801202,2-2-2-1,1-2-2-2-1
sequence_51014,0,-4.875093284104756,1-1-1-0,0-1-1-1-0
sequence_50966,0,-7.12754277570154,1-1-1-5,0-1-1-1-5
sequence_51159,1,-5.319842748072733,2-2-2-1,1-2-2-2-1
sequence_51199,1,-6.996026362092827,2-2-2-1,1-2-2-2-1
sequence_51129,1,-8.402091964503104,2-2-2-1,1-2-2-2-1
sequence_50976,0,-7.644636157990131,1-1-1-7,0-1-1-1-7
sequence_51180,1,-6.304185064160062,2-2-2-1,1-2-2-2-1
sequence_51019,0,-6.115112568237896,1-1-1-0,0-1-1-1-0
sequence_32118,0,-5.976481335612996,0-0-0-2,0-0-0-0-2
sequence_51157,1,-7.993079403043451,2-2-2-1,1-2-2-2-1
sequence_51135,1,-7.603076627631569,2-2-2-1,1-2-2-2-1
sequence_51044,1,-7.448598078099795,1-1-1-0,1-1-1-1-0
sequence_50986,1,-6.800648200608334,1-1-1-0,1-1-1-1-0
sequence_51165,1,-8.135108482126563,2-2-2-1,1-2-2-2-1
sequence_50987,1,-8.15482384172899,1-1-1-7,1-1-1-1-7
sequence_51167,1,-6.709785800218548,2-2-2-1,1-2-2-2-1
sequence_32124,0,-6.481163109642129,0-0-0-2,0-0-0-0-2
sequence_51197,1,-6.969794378455091,2-2-2-4,1-2-2-2-4
sequence_50965,0,-8.132680322148055,1-1-1-5,0-1-1-1-5
sequence_51035,1,-6.5243104484277685,1-1-1-0,1-1-1-1-0
sequence_50985,0,-4.308443704891928,1-1-1-0,0-1-1-1-0
sequence_51170,1,-5.599110392902725,2-2-2-1,1-2-2-2-1
sequence_51046,1,-7.53760401737095,1-1-1-7,1-1-1-1-7
sequence_50962,0,-7.232986764011962,1-1-1-5,0-1-1-1-5
sequence_51161,1,-8.29923749627917,2-2-2-1,1-2-2-2-1
sequence_51048,0,-8.515067054902179,1-1-1-0,0-1-1-1-0
sequence_51021,0,-5.061021415988704,1-1-1-0,0-1-1-1-0
sequence_51002,1,-5.509785716570097,1-1-1-0,1-1-1-1-0
sequence_51146,1,-3.958357370465748,2-2-2-3,1-2-2-2-3
sequence_50984,1,-4.153545460917198,1-1-1-0,1-1-1-1-0
sequence_32165,0,-6.872613250606912,0-0-0-6,0-0-0-0-6
sequence_51017,0,-7.84298595409709,1-1-1-0,0-1-1-1-0
sequence_51177,1,-6.222235866357328,2-2-2-1,1-2-2-2-1
sequence_32156,0,-7.327994265882848,0-0-0-8,0-0-0-0-8
sequence_32139,0,-6.187468874223483,0-0-0-2,0-0-0-0-2
sequence_50993,1,-7.312336322903731,1-1-1-5,1-1-1-1-5
sequence_51041,0,-6.943692311648196,1-1-1-0,0-1-1-1-0
sequence_51012,0,-5.769612631669962,1-1-1-0,0-1-1-1-0
sequence_50983,0,-7.874339064617118,1-1-1-5,0-1-1-1-5
sequence_51127,1,-4.999097941049065,2-2-2-1,1-2-2-2-1
sequence_32163,0,-6.436780987668787,0-0-0-6,0-0-0-0-6
sequence_51013,1,-4.687136967133388,1-1-1-0,1-1-1-1-0
