id,label,target,labels,profile
sequence_47777,2,11.0,0-0-12-0,2-0-0-12-0
sequence_47708,0,111.0,1-0-16-8,0-1-0-16-8
sequence_47743,0,63.0,0-0-3-6,0-0-0-3-6
sequence_47674,2,38.0,2-0-1-15,2-2-0-1-15
sequence_47741,2,102.0,0-0-3-6,2-0-0-3-6
sequence_47724,1,48.0,1-0-6-1,1-1-0-6-1
sequence_47683,0,75.0,1-0-6-8,0-1-0-6-8
sequence_47745,1,83.0,0-0-3-6,1-0-0-3-6
sequence_47727,2,45.0,0-0-22-17,2-0-0-22-17
sequence_47779,0,11.0,0-0-12-0,0-0-0-12-0
sequence_47739,1,35.0,2-0-27-14,1-2-0-27-14
sequence_47732,1,30.0,2-0-17-12,1-2-0-17-12
sequence_47666,2,69.0,0-0-10-6,2-0-0-10-6
sequence_47661,2,52.0,2-0-9-11,2-2-0-9-11
sequence_47738,2,55.0,0-0-3-6,2-0-0-3-6
sequence_47714,1,51.0,2-0-18-10,1-2-0-18-10
sequence_47729,2,34.0,0-0-15-2,2-0-0-15-2
sequence_47752,2,67.0,0-0-3-6,2-0-0-3-6
sequence_47702,0,69.0,1-0-5-7,0-1-0-5-7
sequence_47798,2,23.0,0-0-4-0,2-0-0-4-0
sequence_47788,2,5.0,1-0-24-0,2-1-0-24-0
sequence_47806,0,73.0,1-0-11-9,0-1-0-11-9
sequence_47769,0,25.0,2-0-26-1,0-2-0-26-1
sequence_47785,1,25.0,1-0-7-1,1-1-0-7-1
sequence_47676,0,56.0,2-0-1-15,0-2-0-1-15
sequence_47810,2,5.57,0-0-25-17,2-0-0-25-17
sequence_47719,1,66.0,2-0-28-14,1-2-0-28-14
sequence_47737,2,27.0,0-0-15-17,2-0-0-15-17
sequence_47805,2,22.0,0-0-13-16,2-0-0-13-16
sequence_47786,0,18.0,0-0-12-0,0-0-0-12-0
sequence_47688,1,90.0,2-0-0-4,1-2-0-0-4
sequence_47723,0,69.0,2-0-1-10,0-2-0-1-10
sequence_47796,0,20.0,0-0-4-0,0-0-0-4-0
sequence_47783,2,24.5,0-0-22-0,2-0-0-22-0
sequence_47663,2,36.0,0-0-21-2,2-0-0-21-2
sequence_47725,1,57.0,2-0-18-10,1-2-0-18-10
sequence_47764,0,118.0,1-0-11-9,0-1-0-11-9
sequence_47662,2,28.0,0-0-21-2,2-0-0-21-2
sequence_47740,1,158.0,2-0-27-14,1-2-0-27-14
sequence_47694,2,51.0,2-0-0-4,2-2-0-0-4
sequence_47731,2,32.0,2-0-17-12,2-2-0-17-12
sequence_47734,2,110.0,0-0-20-4,2-0-0-20-4
sequence_47791,0,4.0,0-0-25-0,0-0-0-25-0
sequence_47801,2,4.0,0-0-4-16,2-0-0-4-16
sequence_47768,2,17.0,0-0-13-0,2-0-0-13-0
