,secuencia,aglomerative-2,aglomerative-3,aglomerative-4,aglomerative-5,aglomerative-6,aglomerative-7,aglomerative-8,aglomerative-9,aglomerative-10,aglomerative-11,aglomerative-12,aglomerative-13,aglomerative-14,aglomerative-15,aglomerative-16,aglomerative-17,aglomerative-18,aglomerative-19,aglomerative-20,aglomerative-21,aglomerative-22,aglomerative-23,aglomerative-24,aglomerative-25,aglomerative-26,aglomerative-27,aglomerative-28,aglomerative-29
0,sequence_47787,0,1,1,0,5,5,5,5,5,2,0,5,5,5,5,2,0,10,10,10,10,10,10,10,10,4,4,1
1,sequence_47684,1,0,0,3,1,0,7,7,7,7,7,7,3,3,1,1,1,0,7,7,7,7,7,7,7,7,3,3
2,sequence_47789,0,1,1,0,3,3,3,1,0,5,5,2,2,2,2,0,17,17,17,17,17,17,17,17,17,17,17,17
3,sequence_47790,0,1,1,0,3,3,3,1,0,5,5,2,2,2,2,0,17,17,17,17,17,17,17,17,17,17,17,17
4,sequence_47781,0,1,1,0,5,5,5,5,5,2,0,12,12,12,12,5,2,2,2,2,0,14,14,14,14,14,14,14
5,sequence_47777,0,1,1,0,5,5,5,5,5,2,0,12,12,12,12,5,2,2,2,2,0,22,22,22,22,22,22,22
6,sequence_47779,0,1,1,0,5,5,5,5,5,2,0,12,12,12,12,5,2,2,2,2,0,22,22,22,22,22,22,22
7,sequence_47784,0,1,1,0,5,5,5,5,5,2,0,5,5,5,5,2,0,10,10,10,10,10,10,10,10,4,4,1
8,sequence_47786,0,1,1,0,5,5,5,5,5,2,0,12,12,12,12,5,2,2,2,2,0,22,22,22,22,22,22,22
9,sequence_47782,0,1,1,0,5,5,5,5,5,2,0,5,5,5,5,2,0,10,10,10,10,10,10,10,10,4,4,1
10,sequence_47772,0,1,1,0,5,5,5,5,5,2,0,5,5,5,5,2,0,10,10,10,10,10,10,10,10,4,4,1
11,sequence_47795,0,1,1,0,5,5,5,5,5,2,0,5,5,5,5,2,0,10,10,10,10,10,10,10,10,4,4,1
12,sequence_47776,0,1,1,0,5,5,5,5,5,2,0,5,5,5,5,2,0,10,10,10,10,10,10,10,10,4,4,1
13,sequence_47685,1,0,0,3,1,0,7,7,7,7,7,7,3,3,1,1,1,0,7,7,7,7,7,7,7,7,3,3
14,sequence_47679,1,0,0,4,4,4,4,4,1,1,1,1,0,4,4,4,4,1,0,19,19,19,19,19,19,19,19,9
15,sequence_47695,1,0,0,3,1,0,7,7,7,7,7,7,3,3,1,1,1,0,7,7,7,7,7,7,7,7,3,3
16,sequence_47710,1,0,0,3,1,0,7,7,7,7,7,7,3,3,1,1,1,0,7,7,7,7,7,7,7,7,3,3
17,sequence_47686,1,0,0,3,1,0,7,7,7,7,7,7,3,3,1,1,1,0,7,7,7,7,7,7,7,7,3,3
18,sequence_47778,0,1,1,0,3,3,3,1,0,10,10,10,10,10,10,10,10,4,4,1,1,1,1,1,1,0,7,7
19,sequence_47780,0,1,1,0,3,3,3,1,0,10,10,10,10,10,10,10,10,4,4,1,1,1,1,1,1,0,7,7
20,sequence_47785,0,1,1,0,3,3,3,1,0,5,5,2,2,2,2,0,11,11,11,11,11,11,5,2,0,21,21,21
21,sequence_47803,0,1,1,0,3,3,3,1,0,5,5,2,2,2,2,0,17,17,17,17,17,17,17,17,17,17,17,17
22,sequence_47663,1,0,3,1,0,6,6,6,6,6,2,0,7,7,3,3,3,3,1,0,14,6,6,6,6,6,6,6
23,sequence_47757,1,0,3,1,0,1,1,0,4,4,4,4,4,1,0,12,12,12,12,12,12,12,12,5,2,2,2,2
24,sequence_47783,0,1,1,0,3,3,3,1,0,10,10,10,10,10,10,10,10,4,4,1,1,1,1,1,1,0,27,27
25,sequence_47796,0,1,1,0,5,5,5,5,5,2,0,5,5,5,5,2,0,10,10,10,10,10,10,10,10,4,4,1
26,sequence_47750,1,0,3,1,0,1,1,0,4,4,4,4,4,1,0,12,12,12,12,12,12,12,12,5,2,2,2,2
27,sequence_47760,1,0,3,1,0,6,6,6,6,6,2,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
28,sequence_47773,0,1,1,0,3,3,3,1,0,5,5,2,2,2,2,0,17,17,17,17,17,17,17,17,17,17,17,17
29,sequence_47768,0,1,1,0,5,5,5,5,5,2,0,12,12,12,12,5,2,2,2,2,0,22,22,22,22,22,22,22
30,sequence_47771,0,1,1,0,5,5,5,5,5,2,0,12,12,12,12,5,2,2,2,2,0,14,14,14,14,14,14,14
31,sequence_47681,1,0,0,4,4,4,4,4,1,1,1,1,0,4,4,4,4,1,0,19,19,19,19,19,19,19,19,9
32,sequence_47696,1,0,0,3,1,0,7,7,7,7,7,7,3,3,1,1,1,0,7,7,7,7,7,7,7,7,3,3
33,sequence_47680,1,0,0,4,4,4,4,4,1,1,1,1,0,4,4,4,4,1,0,19,19,19,19,19,19,19,19,9
34,sequence_47673,1,0,0,4,4,4,4,4,1,1,1,1,0,4,4,4,4,1,0,20,20,20,20,20,20,20,20,20
35,sequence_47700,1,0,0,4,4,4,4,4,1,1,1,1,0,4,4,4,4,1,0,19,19,19,19,19,19,19,19,9
