,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_47787,0,1,3,1,5,3,6,7,2,10,5,8,7,12,2,1,9,14,19,6,19,2,9,9,24,2,25,1
1,sequence_47684,1,0,0,3,1,4,7,4,7,8,8,4,11,5,8,13,8,0,7,18,3,5,17,5,18,6,16,0
2,sequence_47789,0,1,3,1,5,1,2,6,2,1,9,2,0,4,2,15,6,4,4,11,12,16,5,2,16,10,2,15
3,sequence_47790,0,1,3,1,5,1,2,6,2,1,9,2,0,4,2,15,6,4,4,11,12,16,5,2,16,10,2,15
4,sequence_47781,0,1,3,1,5,3,6,7,2,10,5,5,2,3,9,1,0,2,5,7,18,18,3,17,15,16,19,13
5,sequence_47777,0,1,3,1,5,3,4,7,8,10,5,5,2,3,9,10,0,2,5,17,18,9,3,15,22,25,19,23
6,sequence_47779,0,1,3,1,2,6,4,7,8,7,1,5,5,3,11,10,10,5,5,17,18,9,11,11,22,25,6,23
7,sequence_47784,0,1,3,1,5,3,6,7,2,10,5,8,7,12,2,1,9,14,5,2,19,12,16,9,1,23,6,13
8,sequence_47786,0,1,3,1,5,3,6,7,2,10,5,5,2,3,9,1,0,2,5,7,18,18,3,15,22,16,19,13
9,sequence_47782,0,1,3,1,5,3,6,7,2,10,5,5,7,3,9,1,0,2,5,7,19,12,16,17,1,23,6,13
10,sequence_47772,0,1,3,1,5,3,6,7,2,10,5,8,7,12,2,1,9,14,19,6,10,2,9,9,24,2,25,1
11,sequence_47795,0,1,3,1,5,3,6,7,2,10,5,8,7,12,2,1,9,14,19,6,19,2,9,9,24,2,25,1
12,sequence_47776,0,1,3,1,5,3,6,7,2,10,5,8,7,12,2,1,9,14,19,6,19,2,9,9,24,2,25,1
13,sequence_47685,1,0,1,0,0,4,7,4,7,8,8,4,11,5,8,5,8,0,7,18,3,5,17,5,18,6,16,0
14,sequence_47679,1,2,0,2,3,0,5,2,1,4,3,1,4,7,1,2,5,3,8,14,7,6,14,24,9,9,9,12
15,sequence_47695,1,0,1,0,0,4,7,4,7,8,8,4,11,5,8,5,8,0,7,18,3,5,17,5,18,6,16,0
16,sequence_47710,1,0,1,0,0,4,7,4,7,8,8,4,11,5,8,5,8,0,7,18,3,5,17,5,18,6,16,0
17,sequence_47686,1,0,1,0,0,4,7,4,7,8,8,4,11,5,6,5,8,0,13,4,3,15,10,22,3,6,14,0
18,sequence_47778,0,1,2,4,2,6,4,0,8,7,1,7,5,10,11,10,10,12,9,17,0,21,11,11,4,5,17,8
19,sequence_47780,0,1,2,4,2,6,4,0,8,7,1,2,5,4,11,10,10,12,9,17,0,13,11,11,4,5,17,8
20,sequence_47785,0,1,3,1,5,1,2,6,2,1,9,12,0,9,10,7,4,18,4,15,11,7,12,12,8,19,12,4
21,sequence_47803,0,1,3,1,5,1,2,6,2,1,9,2,0,4,2,15,6,4,4,11,12,16,5,2,16,10,2,15
22,sequence_47663,1,2,0,3,1,2,0,3,4,2,2,6,3,11,3,14,3,1,6,3,2,0,2,3,5,14,18,3
23,sequence_47757,1,0,0,3,1,2,0,3,4,2,2,6,3,11,12,13,12,17,6,16,6,0,8,20,5,12,1,3
24,sequence_47783,0,1,3,1,2,6,4,0,8,7,1,2,5,4,2,10,10,5,5,17,19,13,11,11,1,23,6,28
