,secuencia,affinity-0.5,affinity-0.55,affinity-0.6000000000000001,affinity-0.6500000000000001,affinity-0.7000000000000002,affinity-0.7500000000000002,affinity-0.8000000000000003,affinity-0.8500000000000003,affinity-0.9000000000000004,affinity-0.9500000000000004
0,sequence_47787,2,2,2,2,2,2,2,2,2,2
1,sequence_47684,0,0,0,0,0,0,0,0,0,0
2,sequence_47789,3,3,3,3,3,3,3,3,3,3
3,sequence_47790,3,3,3,3,3,3,3,3,3,3
4,sequence_47781,16,17,16,16,16,16,18,18,18,18
5,sequence_47777,1,1,1,1,1,1,1,1,1,1
6,sequence_47779,2,2,2,2,2,2,2,2,2,2
7,sequence_47784,2,2,2,2,2,2,2,2,2,2
8,sequence_47786,16,17,16,16,16,16,18,18,18,18
9,sequence_47782,2,2,2,2,2,2,2,2,2,2
10,sequence_47772,2,2,2,2,2,2,2,2,2,2
11,sequence_47795,2,2,2,2,2,2,2,2,2,2
12,sequence_47776,2,2,2,2,2,2,2,2,2,2
13,sequence_47685,0,5,0,0,0,0,0,0,0,0
14,sequence_47679,7,4,7,7,7,7,4,4,4,4
15,sequence_47695,0,0,0,0,0,0,0,0,0,0
16,sequence_47710,0,0,0,0,0,0,0,0,0,0
17,sequence_47686,10,5,10,10,10,10,11,11,11,11
18,sequence_47778,1,1,1,1,1,1,1,1,1,1
19,sequence_47780,1,1,1,1,1,1,1,1,1,1
20,sequence_47785,4,7,4,4,4,4,6,6,6,6
21,sequence_47803,3,3,3,3,3,3,3,3,3,3
22,sequence_47663,17,18,17,17,17,17,19,19,19,19
23,sequence_47757,6,9,6,6,6,6,8,8,8,8
24,sequence_47783,2,2,2,2,2,2,2,2,2,2
25,sequence_47796,2,2,2,2,2,2,2,2,2,2
26,sequence_47750,6,9,6,6,6,6,8,8,8,8
27,sequence_47760,17,18,17,17,17,17,19,19,19,19
28,sequence_47773,3,3,3,3,3,3,3,3,3,3
29,sequence_47768,16,17,16,16,16,16,18,18,18,18
30,sequence_47771,16,17,16,16,16,16,18,18,18,18
31,sequence_47681,7,4,7,7,7,7,4,4,4,4
32,sequence_47696,0,5,0,0,0,0,0,0,0,0
33,sequence_47680,7,4,7,7,7,7,4,4,4,4
34,sequence_47673,15,4,15,15,15,15,4,4,4,4
35,sequence_47700,7,4,7,7,7,7,4,4,4,4
36,sequence_47689,0,0,0,0,0,0,0,0,0,0
37,sequence_47683,8,10,8,8,8,8,9,9,9,9
38,sequence_47697,10,5,10,10,10,10,11,11,11,11
39,sequence_47678,10,5,10,10,10,10,11,11,11,11
40,sequence_47682,7,6,7,7,7,7,5,5,5,5
41,sequence_47724,15,16,15,15,15,15,17,17,17,17
42,sequence_47806,1,1,1,1,1,1,1,1,1,1
43,sequence_47807,1,1,1,1,1,1,1,1,1,1
44,sequence_47804,4,7,4,4,4,4,6,6,6,6
45,sequence_47800,4,7,4,4,4,4,6,6,6,6
46,sequence_47799,1,1,1,1,1,1,1,1,1,1
47,sequence_47664,11,12,11,11,11,11,12,12,12,12
48,sequence_47666,11,12,11,11,11,11,12,12,12,12
49,sequence_47671,11,12,11,11,11,11,12,12,12,12
50,sequence_47727,2,2,2,2,2,2,2,2,2,2
51,sequence_47756,13,14,13,13,13,13,13,13,13,13
52,sequence_47775,2,2,2,2,2,2,2,2,2,2
53,sequence_47730,5,8,5,5,5,5,7,7,7,7
54,sequence_47758,6,9,6,6,6,6,8,8,8,8
55,sequence_47797,2,2,2,2,2,2,2,2,2,2
56,sequence_47798,2,2,2,2,2,2,2,2,2,2
57,sequence_47751,12,13,12,12,12,12,14,14,14,14
58,sequence_47741,6,9,6,6,6,6,8,8,8,8
59,sequence_47743,6,9,6,6,6,6,8,8,8,8
60,sequence_47752,6,9,6,6,6,6,8,8,8,8
61,sequence_47745,6,9,6,6,6,6,8,8,8,8
62,sequence_47747,6,9,6,6,6,6,8,8,8,8
63,sequence_47748,6,9,6,6,6,6,8,8,8,8
64,sequence_47749,12,13,12,12,12,12,14,14,14,14
65,sequence_47744,6,9,6,6,6,6,8,8,8,8
66,sequence_47721,14,15,14,14,14,14,16,16,16,16
67,sequence_47759,14,15,14,14,14,14,16,16,16,16
68,sequence_47774,4,7,4,4,4,4,6,6,6,6
69,sequence_47770,3,3,3,3,3,3,3,3,3,3
70,sequence_47713,15,16,15,15,15,15,17,17,17,17
71,sequence_47738,15,16,15,15,15,15,17,17,17,17
72,sequence_47769,1,1,1,1,1,1,1,1,1,1
73,sequence_47702,7,4,7,7,7,7,4,4,4,4
74,sequence_47672,7,4,7,7,7,7,4,4,4,4
75,sequence_47705,7,4,7,7,7,7,4,4,4,4
76,sequence_47694,0,5,0,0,0,0,0,0,0,0
77,sequence_47691,8,10,8,8,8,8,9,9,9,9
78,sequence_47701,7,4,7,7,7,7,4,4,4,4
79,sequence_47706,7,4,7,7,7,7,4,4,4,4
80,sequence_47675,15,6,15,15,15,15,5,5,5,5
81,sequence_47698,8,10,8,8,8,8,9,9,9,9
82,sequence_47688,10,6,10,10,10,10,11,11,11,11
83,sequence_47704,8,10,8,8,8,8,9,9,9,9
84,sequence_47708,8,10,8,8,8,8,9,9,9,9
85,sequence_47709,8,10,8,8,8,8,9,9,9,9
86,sequence_47677,8,10,8,8,8,8,9,9,9,9
87,sequence_47692,10,10,10,10,10,10,11,11,11,11
88,sequence_47703,7,6,7,7,7,7,5,5,5,5
89,sequence_47707,7,6,7,7,7,7,5,5,5,5
90,sequence_47762,9,11,9,9,9,9,10,10,10,10
91,sequence_47765,9,11,9,9,9,9,10,10,10,10
92,sequence_47767,9,11,9,9,9,9,10,10,10,10
93,sequence_47812,9,11,9,9,9,9,10,10,10,10
94,sequence_47761,9,11,9,9,9,9,10,10,10,10
95,sequence_47764,1,1,1,1,1,1,1,1,1,1
