,secuencia,aglomerative-2,aglomerative-3,aglomerative-4,aglomerative-5,aglomerative-6,aglomerative-7,aglomerative-8,aglomerative-9,aglomerative-10,aglomerative-11,aglomerative-12,aglomerative-13,aglomerative-14,aglomerative-15,aglomerative-16,aglomerative-17,aglomerative-18,aglomerative-19,aglomerative-20,aglomerative-21,aglomerative-22,aglomerative-23,aglomerative-24,aglomerative-25,aglomerative-26,aglomerative-27,aglomerative-28,aglomerative-29
0,sequence_40826,0,0,0,3,1,0,3,3,1,0,4,4,4,4,4,4,1,0,18,8,3,1,0,5,2,2,2,2
1,sequence_40787,0,0,0,4,4,4,4,4,4,4,1,0,3,3,3,3,3,1,0,9,9,9,9,9,9,9,9,9
2,sequence_40789,0,0,0,4,4,4,4,4,4,4,1,0,3,3,3,3,3,1,0,18,8,8,3,3,3,1,0,28
3,sequence_40794,0,0,3,1,0,3,7,7,3,1,0,2,2,0,5,2,2,2,2,2,2,2,2,0,25,25,25,25
4,sequence_40806,0,0,0,3,1,0,3,3,1,0,4,4,4,4,4,4,1,0,18,8,3,1,0,5,2,2,2,2
5,sequence_40807,0,0,3,1,0,3,7,7,3,1,0,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
6,sequence_40809,0,0,0,3,1,0,1,1,0,3,3,3,1,1,1,1,0,8,3,1,0,7,7,7,7,7,7,7
7,sequence_40811,0,0,0,3,1,0,3,3,1,0,4,4,4,4,4,4,1,0,18,8,3,1,0,5,2,2,2,2
8,sequence_40813,0,0,0,3,1,0,3,3,1,0,4,4,4,4,4,4,1,0,18,8,3,1,0,5,2,2,2,2
9,sequence_40814,0,0,0,3,1,0,1,1,0,3,3,3,1,1,1,1,0,8,3,1,0,7,7,7,7,7,7,7
10,sequence_40845,0,0,0,3,1,0,3,3,1,0,4,4,4,4,4,4,1,0,18,8,3,1,0,24,24,24,24,24
11,sequence_40855,0,0,0,3,1,0,1,1,0,3,3,3,1,1,1,1,0,8,3,1,0,7,7,7,7,7,7,7
12,sequence_40857,0,0,0,3,1,0,3,3,1,0,4,4,4,4,4,4,1,0,18,8,3,1,0,24,24,24,24,24
13,sequence_40840,1,1,1,0,3,1,0,0,9,9,9,9,9,9,9,9,9,9,19,19,19,19,19,19,19,19,19,19
14,sequence_40841,1,1,1,0,3,1,0,0,9,9,9,9,9,9,9,9,9,9,19,19,19,19,19,19,19,19,19,19
15,sequence_40842,0,0,0,3,1,0,1,1,0,3,3,3,1,1,1,1,0,3,1,0,18,18,18,18,18,18,8,8
16,sequence_40844,1,1,1,0,5,5,5,5,5,5,5,12,12,5,2,0,4,4,4,4,10,10,10,10,10,10,10,10
17,sequence_40838,0,0,0,3,1,0,1,1,0,3,3,3,1,1,1,1,0,8,3,1,0,22,22,22,22,22,22,22
18,sequence_40816,0,0,0,3,1,0,3,3,1,0,4,4,4,4,4,4,1,0,18,8,3,1,0,5,2,2,2,2
19,sequence_40817,0,0,0,3,1,0,3,3,1,0,4,4,4,4,4,4,1,0,18,8,3,1,0,5,2,2,2,2
20,sequence_40818,0,0,0,3,1,0,1,1,0,3,3,3,1,1,1,1,0,3,1,0,18,18,18,18,18,18,8,8
21,sequence_40827,0,2,2,2,2,2,2,2,2,2,2,5,5,2,0,5,5,5,5,5,5,5,5,2,0,5,5,5
22,sequence_40828,0,0,3,1,0,3,7,7,3,1,0,2,2,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15
23,sequence_40829,0,0,0,3,1,0,3,3,1,0,4,4,4,4,4,4,1,0,18,8,3,1,0,5,2,2,2,2
24,sequence_40831,0,0,0,3,1,0,1,1,0,3,3,3,1,1,1,1,0,8,3,1,0,7,7,7,7,7,7,7
25,sequence_40856,1,1,1,0,3,1,0,8,8,8,8,8,8,8,8,8,8,18,8,3,1,0,11,11,5,12,12,12
26,sequence_40815,1,1,1,0,3,1,0,8,8,8,8,8,8,8,8,8,8,18,8,3,1,0,8,8,8,3,1,0
27,sequence_40851,1,1,1,0,5,5,5,5,5,5,5,12,12,5,2,0,17,17,17,17,17,17,17,17,17,17,17,17
28,sequence_40847,1,1,1,0,3,1,0,8,8,8,8,8,8,8,8,8,8,18,8,3,1,0,11,11,5,12,12,12
29,sequence_40858,1,1,1,0,3,1,0,8,8,8,8,8,8,8,8,8,8,18,8,3,1,0,11,11,5,12,12,12
30,sequence_40852,1,1,1,0,3,1,0,8,8,8,8,8,8,8,8,8,8,18,8,3,1,0,8,8,8,3,1,0
31,sequence_40843,1,1,1,0,3,1,0,8,8,8,8,8,8,8,8,8,8,18,8,3,1,0,11,11,5,12,12,12
32,sequence_40846,1,1,1,0,5,5,5,5,5,5,5,12,12,5,2,0,17,17,17,17,17,17,17,17,17,17,17,17
33,sequence_40791,1,1,1,0,3,1,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,3,1,1,1,0,18,18
34,sequence_40793,1,1,1,0,3,1,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,3,1,1,1,0,18,18
35,sequence_40861,1,1,1,0,3,1,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,3,1,1,1,0,27,27
36,sequence_40812,1,1,1,0,3,1,0,8,8,8,8,8,8,8,8,8,8,18,8,3,1,0,11,11,5,12,12,12
37,sequence_40854,1,1,1,0,3,1,0,8,8,8,8,8,8,8,8,8,8,18,8,3,1,0,8,8,8,3,1,0
38,sequence_40853,1,1,1,0,3,1,0,8,8,8,8,8,8,8,8,8,8,18,8,3,1,0,8,8,8,3,1,0
39,sequence_40848,1,1,1,0,3,1,0,8,8,8,8,8,8,8,8,8,8,18,8,3,1,0,8,8,8,3,1,0
40,sequence_40849,1,1,1,0,3,1,0,8,8,8,8,8,8,8,8,8,8,18,8,3,1,0,8,8,8,3,1,0
41,sequence_40850,1,1,1,0,3,1,0,8,8,8,8,8,8,8,8,8,8,18,8,3,1,0,8,8,8,3,1,0
42,sequence_40792,0,0,0,4,4,4,4,4,4,4,1,0,3,3,3,3,3,1,0,9,9,9,9,9,9,9,9,9
43,sequence_40790,0,0,0,4,4,4,4,4,4,4,1,0,3,3,3,3,3,1,0,9,9,9,9,9,9,9,9,9
44,sequence_40860,0,0,0,4,4,4,4,4,4,4,1,0,3,3,3,3,3,1,0,18,8,8,3,3,3,1,0,1
45,sequence_40839,0,0,0,3,1,0,1,1,0,3,3,3,1,1,1,1,0,8,3,1,0,22,22,22,22,22,22,22
46,sequence_40835,0,0,0,4,4,4,4,4,4,4,1,0,3,3,3,3,3,1,0,18,8,8,3,3,3,1,0,1
47,sequence_40819,0,0,0,4,4,4,4,4,4,4,1,0,3,3,3,3,3,1,0,18,8,8,3,3,3,1,0,1
48,sequence_40824,0,0,0,3,1,0,1,1,0,3,3,3,1,1,1,1,0,3,1,0,4,4,4,4,4,4,4,4
49,sequence_40825,0,0,0,3,1,0,1,1,0,3,3,3,1,1,1,1,0,3,1,0,4,4,4,4,4,4,4,4
