id,label
sequence_47777,0
sequence_47708,0
sequence_47743,2
sequence_47674,1
sequence_47741,2
sequence_47724,2
sequence_47683,2
sequence_47745,1
sequence_47727,2
sequence_47779,1
sequence_47739,0
sequence_47732,2
sequence_47666,1
sequence_47661,2
sequence_47738,0
sequence_47714,0
sequence_47729,1
sequence_47752,1
sequence_47702,0
sequence_47798,0
sequence_47788,2
sequence_47806,0
sequence_47769,2
sequence_47785,2
sequence_47676,1
sequence_47810,2
sequence_47719,1
sequence_47737,1
sequence_47805,2
sequence_47786,0
sequence_47688,1
sequence_47723,0
sequence_47796,1
sequence_47783,2
sequence_47663,1
sequence_47725,0
sequence_47764,0
sequence_47662,1
sequence_47740,1
sequence_47694,1
sequence_47731,2
sequence_47734,1
sequence_47791,2
sequence_47801,2
sequence_47768,2
sequence_47755,1
sequence_47697,0
sequence_47733,2
sequence_47735,1
sequence_47811,2
sequence_47797,1
sequence_47770,2
sequence_47689,2
sequence_47765,0
sequence_47760,1
sequence_47790,0
sequence_47808,2
sequence_47670,1
sequence_47716,1
sequence_47677,0
sequence_47690,0
sequence_47700,0
sequence_47664,2
sequence_47668,1
sequence_47762,0
sequence_47704,0
sequence_47713,0
sequence_47773,0
sequence_47722,0
sequence_47799,2
sequence_47758,1
sequence_47761,0
sequence_47665,1
sequence_47749,1
sequence_47728,1
sequence_47804,2
sequence_47693,0
sequence_47778,0
sequence_47671,1
sequence_47699,0
sequence_47679,0
sequence_47730,2
sequence_47691,2
sequence_47794,2
sequence_47774,2
sequence_47687,0
sequence_47775,2
sequence_47803,0
sequence_47789,0
sequence_47795,2
sequence_47720,1
sequence_47709,0
sequence_47742,1
sequence_47751,1
sequence_47754,2
sequence_47772,1
sequence_47726,1
sequence_47748,2
sequence_47707,0
sequence_47812,0
sequence_47782,1
sequence_47747,1
sequence_47692,0
sequence_47681,2
sequence_47767,0
sequence_47718,1
sequence_47809,2
sequence_47763,0
sequence_47780,2
sequence_47807,0
sequence_47756,1
sequence_47744,1
sequence_47721,2
sequence_47771,1
sequence_47750,1
sequence_47787,2
sequence_47793,2
sequence_47746,1
sequence_47757,2
sequence_47802,2
sequence_47667,0
sequence_47675,0
sequence_47736,1
sequence_47684,0
sequence_47669,1
sequence_47672,0
sequence_47759,2
sequence_47712,0
sequence_47703,0
sequence_47753,2
sequence_47678,2
sequence_47680,1
sequence_47698,1
sequence_47711,1
sequence_47784,1
sequence_47685,1
sequence_47710,0
sequence_47673,0
sequence_47717,1
sequence_47715,1
sequence_47792,2
sequence_47696,1
sequence_47706,0
sequence_47766,2
sequence_47705,0
sequence_47701,0
sequence_47682,2
sequence_47800,2
sequence_47781,0
sequence_47695,1
sequence_47776,2
sequence_47686,0
