,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_51016,1,1,1,1,3,4,4,1,6,7,6,12,3,11,3,7,5,16,6,1,1,21,22,17,1,14,23,4
1,sequence_51170,0,2,2,0,5,5,1,3,1,6,2,9,2,14,11,1,15,3,18,2,3,8,7,9,4,18,9,12
2,sequence_32130,0,0,3,2,4,1,0,2,2,2,5,2,4,6,8,8,17,6,7,0,7,20,1,19,10,9,6,2
3,sequence_51136,0,2,2,0,0,3,5,7,9,3,7,8,6,8,5,4,14,10,19,9,11,14,8,12,15,12,10,0
4,sequence_51191,0,2,2,0,0,0,7,0,4,0,3,5,8,9,13,9,8,7,3,3,16,11,12,23,16,5,11,21
5,sequence_51140,0,2,2,0,5,5,1,3,1,6,2,9,2,14,11,1,15,3,18,2,3,8,7,9,4,18,9,6
6,sequence_51149,0,2,2,0,5,5,1,3,1,6,2,1,2,5,11,1,2,0,0,2,3,13,7,4,7,0,21,17
7,sequence_51181,0,2,2,0,5,5,1,3,1,6,2,9,2,14,11,1,15,3,18,2,3,8,7,9,4,18,9,12
8,sequence_51159,0,2,2,0,5,5,1,3,1,6,2,9,2,14,11,1,15,3,18,2,3,8,7,9,4,18,9,12
9,sequence_51175,0,2,2,0,5,5,1,3,1,6,2,9,2,7,11,1,15,3,18,2,3,8,7,9,4,18,9,12
10,sequence_51174,0,2,2,0,5,5,1,3,1,6,2,9,2,14,11,1,15,3,18,2,3,0,7,2,4,18,2,12
11,sequence_51169,0,2,2,0,5,5,1,3,1,6,2,9,2,14,11,1,15,14,11,2,0,8,7,22,4,18,9,12
12,sequence_51199,0,2,2,0,5,5,1,3,1,6,2,9,2,14,11,1,15,3,18,2,3,8,7,9,4,18,9,12
13,sequence_51144,0,2,2,0,5,5,1,3,1,6,2,1,2,5,11,1,2,0,0,2,3,13,7,4,7,0,21,17
14,sequence_51183,0,2,2,0,5,5,1,3,1,6,2,9,2,14,11,1,15,3,18,2,3,8,7,9,4,18,9,12
15,sequence_51157,0,2,2,0,5,5,1,3,1,6,2,9,2,14,11,1,15,3,18,2,3,8,7,9,4,18,9,12
16,sequence_51163,0,2,2,0,5,5,1,3,1,6,2,9,2,7,0,1,15,3,18,2,3,8,7,9,4,18,9,12
17,sequence_51173,0,2,2,0,5,5,1,3,1,6,2,9,2,14,11,1,15,3,18,2,3,8,7,9,4,18,9,12
18,sequence_51168,0,2,2,0,5,5,1,3,1,6,2,9,2,14,11,1,15,3,18,2,3,8,7,9,4,18,9,12
