id,label,target,labels,profile
sequence_19347,0,58.9,0-1-1-31,0-0-1-1-31
sequence_19511,0,62.4,0-1-1-27,0-0-1-1-27
sequence_19445,2,45.5,0-1-1-6,2-0-1-1-6
sequence_19351,1,60.9,0-1-1-27,1-0-1-1-27
sequence_53065,3,44.8,1-0-0-20,3-1-0-0-20
sequence_19426,3,56.3,1-0-0-28,3-1-0-0-28
sequence_19517,0,61.6,1-0-0-26,0-1-0-0-26
sequence_19410,1,49.9,1-0-0-7,1-1-0-0-7
sequence_19447,3,51.0,1-0-0-7,3-1-0-0-7
sequence_20040,3,47.2,1-0-0-8,3-1-0-0-8
sequence_19526,3,49.3,1-0-0-18,3-1-0-0-18
sequence_19437,3,46.7,1-0-0-10,3-1-0-0-10
sequence_19529,3,48.8,1-0-0-17,3-1-0-0-17
sequence_19470,0,61.0,1-0-0-29,0-1-0-0-29
sequence_19472,0,59.9,1-0-0-25,0-1-0-0-25
sequence_19403,1,50.9,0-1-1-32,1-0-1-1-32
sequence_20062,3,57.9,1-0-0-12,3-1-0-0-12
sequence_19429,2,50.9,0-1-1-6,2-0-1-1-6
sequence_19524,3,46.4,1-0-0-3,3-1-0-0-3
sequence_19459,0,59.2,0-1-1-27,0-0-1-1-27
sequence_19478,3,60.1,1-0-0-25,3-1-0-0-25
sequence_19467,0,64.4,1-0-0-28,0-1-0-0-28
sequence_20057,3,51.9,1-0-0-15,3-1-0-0-15
sequence_19432,2,51.0,1-0-0-13,2-1-0-0-13
sequence_53062,2,49.1,0-1-1-32,2-0-1-1-32
sequence_19353,1,64.3,1-0-0-28,1-1-0-0-28
sequence_19422,3,46.6,1-0-0-17,3-1-0-0-17
sequence_19378,3,52.4,1-0-0-10,3-1-0-0-10
sequence_19452,3,44.2,1-0-0-22,3-1-0-0-22
sequence_19417,3,47.9,1-0-0-3,3-1-0-0-3
sequence_19497,0,54.9,1-0-0-29,0-1-0-0-29
sequence_19488,3,51.3,1-0-0-18,3-1-0-0-18
sequence_19380,1,48.1,0-1-1-32,1-0-1-1-32
sequence_20048,0,39.8,1-0-0-8,0-1-0-0-8
sequence_19402,3,43.0,1-0-0-1,3-1-0-0-1
sequence_20073,3,51.0,1-0-0-15,3-1-0-0-15
sequence_19424,3,50.9,1-0-0-7,3-1-0-0-7
sequence_20066,3,49.9,1-0-0-12,3-1-0-0-12
sequence_19446,3,39.5,1-0-0-11,3-1-0-0-11
sequence_53098,3,42.0,1-0-0-30,3-1-0-0-30
