,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_40826,0,0,0,0,1,0,1,1,5,5,5,5,4,1,10,5,2,4,0,2,2,2,2,3,2,1,2,2
1,sequence_40787,0,0,0,0,1,0,1,1,5,5,5,5,4,1,10,5,2,4,0,2,2,2,2,3,2,1,2,2
2,sequence_40789,0,0,0,0,1,0,1,1,5,5,5,5,4,1,10,5,2,4,0,2,2,0,2,0,20,25,27,27
3,sequence_40794,0,0,0,0,1,0,1,1,5,5,5,5,4,1,10,5,2,4,0,2,2,0,2,0,20,25,27,27
4,sequence_40806,0,0,0,0,1,0,1,1,5,5,5,5,4,1,10,5,2,4,0,2,2,2,0,21,2,23,23,23
5,sequence_40807,0,0,3,4,4,3,4,5,2,2,2,2,3,4,3,3,4,5,3,5,5,6,6,4,4,6,5,5
6,sequence_40809,0,0,3,4,1,0,1,1,5,5,5,5,4,1,10,5,2,4,0,2,2,2,0,21,2,23,23,23
7,sequence_40811,0,0,0,0,1,0,1,1,5,5,5,5,4,1,10,5,2,4,0,20,20,22,23,22,22,19,20,20
8,sequence_40813,0,0,0,0,1,0,1,1,5,5,5,5,4,1,10,5,2,4,0,2,2,2,2,3,2,1,2,2
9,sequence_40814,1,1,1,2,2,4,3,7,8,8,8,8,8,11,8,13,11,15,9,9,9,8,4,12,5,5,9,9
10,sequence_40845,1,1,1,2,2,4,3,7,8,8,8,8,8,11,8,13,11,15,9,9,9,8,4,12,5,5,9,9
11,sequence_40855,0,0,0,0,1,0,1,1,5,5,5,5,4,1,10,5,2,4,0,2,2,2,2,3,2,1,2,2
12,sequence_40857,0,0,0,0,1,0,1,1,5,5,5,5,4,1,10,5,2,4,0,2,2,2,2,3,2,1,2,2
13,sequence_40840,0,0,0,0,1,0,1,1,5,5,5,5,4,1,10,5,2,4,0,2,2,2,2,3,2,1,2,2
14,sequence_40841,0,0,0,0,1,0,1,1,5,5,5,5,4,1,10,5,2,4,0,2,2,2,2,3,2,1,2,2
15,sequence_40842,0,0,0,0,1,0,1,1,5,5,5,5,4,1,10,5,2,4,0,2,2,2,2,3,2,1,2,2
16,sequence_40844,0,0,0,0,1,6,7,8,9,9,5,5,6,5,9,8,12,2,6,7,7,4,11,9,10,9,7,7
17,sequence_40838,0,0,0,0,1,0,1,1,5,5,5,5,4,1,10,5,2,4,0,2,2,2,2,3,2,1,2,2
18,sequence_40816,0,0,0,0,1,0,1,1,5,5,5,5,4,1,10,5,2,14,19,18,18,19,22,13,14,17,18,18
19,sequence_40817,0,0,0,0,1,0,1,1,5,5,5,5,4,1,10,5,2,4,0,2,2,2,2,3,2,1,2,2
20,sequence_40818,0,0,0,0,1,0,1,1,5,5,5,5,4,1,10,5,2,14,19,18,18,19,22,13,14,17,18,18
21,sequence_40827,0,2,2,1,5,5,0,6,4,4,4,4,5,2,4,10,0,0,16,13,13,9,3,18,3,13,13,13
22,sequence_40828,0,2,2,1,5,5,0,6,4,4,4,4,5,2,4,10,0,0,16,13,13,9,3,18,3,13,13,13
23,sequence_40829,0,0,0,0,1,6,7,1,9,9,9,9,4,1,10,5,8,4,0,2,21,18,9,23,17,20,21,21
24,sequence_40831,0,0,0,0,1,6,7,1,9,9,9,9,4,1,10,5,8,4,0,2,21,18,9,23,17,20,21,21
25,sequence_40856,0,0,0,0,1,6,7,8,9,9,9,9,6,5,9,8,12,2,6,7,7,4,11,9,10,9,7,7
26,sequence_40815,1,1,1,2,2,1,2,3,1,1,1,1,1,3,11,1,1,1,1,1,1,1,1,1,1,11,1,1
27,sequence_40851,1,1,1,2,2,4,3,7,8,8,8,12,7,6,12,6,5,6,8,4,4,5,12,6,11,14,4,4
28,sequence_40847,1,1,1,2,2,1,2,3,1,1,1,1,1,3,11,1,1,1,1,1,1,1,1,1,1,11,1,1
29,sequence_40858,0,0,0,0,1,6,7,8,9,9,9,9,6,5,9,8,12,2,6,7,7,4,11,9,10,9,7,7
30,sequence_40852,1,1,1,2,2,1,2,3,1,1,1,1,1,3,11,1,1,1,1,1,1,1,1,1,1,11,1,1
