,id,target,labels
0,sequence_40826,539,3
1,sequence_40787,510,3
2,sequence_40789,510,9
3,sequence_40794,519,9
4,sequence_40806,525,24
5,sequence_40807,528,18
6,sequence_40809,528,24
7,sequence_40811,534,19
8,sequence_40813,528,3
9,sequence_40814,510,14
10,sequence_40845,495,14
11,sequence_40855,522,3
12,sequence_40857,522,3
13,sequence_40840,528,3
14,sequence_40841,528,3
15,sequence_40842,522,10
16,sequence_40844,519,10
17,sequence_40838,531,3
18,sequence_40816,531,6
19,sequence_40817,528,3
20,sequence_40818,522,6
21,sequence_40827,525,4
22,sequence_40828,519,4
23,sequence_40829,528,21
24,sequence_40831,525,21
25,sequence_40856,498,13
26,sequence_40815,498,0
27,sequence_40851,477,8
28,sequence_40847,486,0
29,sequence_40858,495,13
30,sequence_40852,474,0
31,sequence_40843,495,13
32,sequence_40846,483,8
33,sequence_40791,454,12
34,sequence_40793,456,12
35,sequence_40861,464,0
36,sequence_40812,464,15
37,sequence_40854,465,0
38,sequence_40853,463,17
39,sequence_40848,461,0
40,sequence_40849,464,0
41,sequence_40850,462,0
42,sequence_40792,517,20
43,sequence_40790,523,20
44,sequence_40860,535,1
45,sequence_40839,538,3
46,sequence_40835,535,27
47,sequence_40819,532,3
48,sequence_40824,523,3
49,sequence_40825,532,28
50,sequence_40797,558,11
51,sequence_40800,558,11
52,sequence_40803,549,7
53,sequence_40804,561,11
54,sequence_40805,564,11
55,sequence_40864,549,7
56,sequence_40808,543,18
57,sequence_40810,549,3
58,sequence_40862,546,1
59,sequence_40859,543,16
60,sequence_40836,543,3
61,sequence_40837,543,3
62,sequence_40820,543,5
63,sequence_40821,549,5
64,sequence_40822,549,3
65,sequence_40823,546,3
66,sequence_40834,546,23
67,sequence_40832,555,3
68,sequence_40833,549,25
69,sequence_40830,558,4
70,sequence_40798,579,2
71,sequence_40865,580,4
72,sequence_40863,566,26
73,sequence_40801,561,2
74,sequence_40802,560,1
75,sequence_40796,567,22
76,sequence_40795,562,5
77,sequence_40866,620,2
78,sequence_40799,597,2
79,sequence_40788,510,2
80,sequence_40867,622,2
