,secuencia,affinity-0.5,affinity-0.55,affinity-0.6000000000000001,affinity-0.6500000000000001,affinity-0.7000000000000002,affinity-0.7500000000000002,affinity-0.8000000000000003,affinity-0.8500000000000003,affinity-0.9000000000000004,affinity-0.9500000000000004
0,sequence_51016,0,0,0,0,0,0,0,0,0,0
1,sequence_51170,1,1,1,1,1,1,1,1,1,1
2,sequence_32130,2,2,2,2,2,2,2,2,2,2
3,sequence_51136,12,12,13,13,13,13,13,13,13,12
4,sequence_51191,3,3,3,3,3,3,3,3,3,3
5,sequence_51140,1,1,1,1,1,1,1,1,1,1
6,sequence_51149,7,7,7,7,7,7,7,7,7,6
7,sequence_51181,1,1,1,1,1,1,1,1,1,1
8,sequence_51159,1,1,1,1,1,1,1,1,1,1
9,sequence_51175,1,1,1,1,1,1,1,1,1,1
10,sequence_51174,1,1,1,1,1,1,1,1,1,1
11,sequence_51169,4,4,4,4,4,4,4,4,4,1
12,sequence_51199,1,1,1,1,1,1,1,1,1,1
13,sequence_51144,7,7,7,7,7,7,7,7,7,6
14,sequence_51183,1,1,1,1,1,1,1,1,1,1
15,sequence_51157,1,1,1,1,1,1,1,1,1,1
16,sequence_51163,1,1,1,1,1,1,1,1,1,1
17,sequence_51173,1,1,1,1,1,1,1,1,1,1
18,sequence_51168,1,1,1,1,1,1,1,1,1,1
19,sequence_51171,1,1,1,1,1,1,1,1,1,1
20,sequence_51182,1,1,1,1,1,1,1,1,1,1
21,sequence_51131,12,12,13,13,13,13,13,13,13,12
22,sequence_51138,12,12,13,13,13,13,13,13,13,12
23,sequence_51196,3,3,3,3,3,3,3,3,3,3
24,sequence_51202,4,4,4,4,4,4,4,4,4,12
25,sequence_51192,12,12,13,13,13,13,13,13,13,12
26,sequence_51147,12,12,13,13,13,13,13,13,13,12
27,sequence_51151,7,7,7,7,7,7,7,7,7,6
28,sequence_51145,3,3,3,3,3,3,3,3,3,3
29,sequence_51187,3,3,3,3,3,3,3,3,3,3
30,sequence_51148,7,7,7,7,7,7,7,7,7,6
31,sequence_51141,1,1,1,1,1,1,1,1,1,1
32,sequence_51137,7,7,7,7,7,7,7,7,7,6
33,sequence_32151,2,2,2,2,2,2,2,2,2,2
