,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_51016,1,1,1,4,4,1,3,2,8,8,11,8,8,8,8,8,8,8,8,19,16,13,2,13,15,2,9,4
1,sequence_51170,1,2,2,2,2,2,4,1,2,2,5,2,2,2,2,2,2,2,2,7,12,1,15,2,3,1,3,2
2,sequence_32130,0,0,3,0,3,3,2,3,9,9,0,9,6,9,9,9,9,9,9,12,0,4,1,1,16,21,14,20
3,sequence_51136,1,2,2,1,5,4,5,5,3,3,6,3,5,3,3,3,17,17,17,17,7,9,14,22,7,15,7,14
4,sequence_51191,1,2,2,2,5,5,7,8,7,7,3,7,12,14,14,14,14,14,14,1,4,10,7,24,23,8,8,17
5,sequence_51140,1,2,2,2,2,2,4,1,2,2,5,2,2,2,2,2,2,2,2,7,12,1,15,2,3,1,3,2
6,sequence_51149,1,2,2,2,2,5,4,8,2,2,3,2,2,13,13,13,13,13,13,7,18,12,3,10,21,25,13,25
7,sequence_51181,1,2,2,2,2,2,4,1,2,2,5,2,2,2,2,2,2,2,2,7,12,1,15,2,3,1,3,2
8,sequence_51159,1,2,2,2,2,2,4,1,2,2,5,2,2,2,2,2,2,2,2,7,12,1,15,2,3,1,3,2
9,sequence_51175,1,2,2,2,2,2,4,1,2,2,5,2,2,2,2,2,2,2,2,7,12,1,15,2,3,1,3,2
10,sequence_51174,1,2,2,2,2,2,4,1,2,2,5,2,2,2,2,2,2,2,2,7,12,1,15,2,3,1,3,2
11,sequence_51169,1,2,2,2,2,2,4,1,2,2,5,2,2,2,2,2,2,18,19,20,14,5,8,4,13,17,11,18
12,sequence_51199,1,2,2,2,2,2,4,1,2,2,5,2,2,2,2,2,2,2,2,7,12,1,15,2,3,1,3,2
13,sequence_51144,1,2,2,2,2,5,4,8,2,2,5,2,2,13,13,13,13,13,13,7,12,12,15,2,3,1,3,25
14,sequence_51183,1,2,2,2,2,2,4,1,2,2,5,2,2,2,2,2,2,2,2,7,12,1,15,2,3,1,3,2
15,sequence_51157,1,2,2,2,2,2,4,1,2,2,5,2,2,2,2,2,2,2,2,7,12,1,15,2,3,1,3,2
16,sequence_51163,1,2,2,2,2,2,4,1,2,2,5,2,2,2,2,2,2,2,2,7,12,1,15,2,3,1,3,2
17,sequence_51173,1,2,2,2,2,2,4,1,2,2,5,2,2,2,2,2,2,2,2,7,12,1,15,2,3,1,3,2
18,sequence_51168,1,2,2,2,2,2,4,1,2,2,5,2,2,2,2,2,2,2,2,7,12,1,15,2,3,1,3,2
19,sequence_51171,1,2,2,2,2,2,4,1,2,2,5,2,2,2,2,2,2,2,2,7,12,1,10,2,3,1,3,2
20,sequence_51182,1,2,2,2,2,2,4,1,2,2,5,2,12,14,14,14,14,14,14,1,1,1,15,2,3,1,3,2
21,sequence_51131,1,2,2,1,5,4,5,5,3,3,6,3,5,7,7,7,17,17,17,6,7,19,14,22,25,7,7,14
22,sequence_51138,1,2,2,1,5,4,5,5,3,3,6,3,5,3,3,3,17,18,18,20,7,9,14,22,7,9,11,18
