,secuencia,aglomerative-2,aglomerative-3,aglomerative-4,aglomerative-5,aglomerative-6,aglomerative-7,aglomerative-8,aglomerative-9,aglomerative-10,aglomerative-11,aglomerative-12,aglomerative-13,aglomerative-14,aglomerative-15,aglomerative-16,aglomerative-17,aglomerative-18,aglomerative-19,aglomerative-20,aglomerative-21,aglomerative-22,aglomerative-23,aglomerative-24,aglomerative-25,aglomerative-26,aglomerative-27,aglomerative-28,aglomerative-29
0,sequence_51016,0,2,2,2,2,2,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1,sequence_51170,0,0,3,3,1,0,7,7,7,7,7,7,7,7,15,15,15,15,15,15,15,7,7,7,7,7,7,7
2,sequence_32130,1,1,0,1,0,1,1,1,1,0,4,4,4,4,4,4,4,4,1,0,5,5,5,5,5,5,5,5
3,sequence_51136,0,0,1,0,5,5,5,5,2,2,2,2,2,0,1,1,1,1,0,10,10,10,10,10,4,1,1,0
4,sequence_51191,0,0,3,3,1,0,2,0,9,9,9,9,9,9,9,9,9,9,4,1,1,0,11,24,24,24,24,24
5,sequence_51140,0,0,3,3,1,0,7,7,7,7,7,7,7,7,15,15,15,15,15,15,15,7,7,7,7,7,7,7
6,sequence_51149,0,0,3,3,1,0,2,0,5,5,5,5,5,2,2,0,17,17,17,17,17,17,17,17,17,17,17,17
7,sequence_51181,0,0,3,3,1,0,7,7,7,7,7,7,7,7,15,15,15,15,15,15,15,7,7,7,7,7,7,7
8,sequence_51159,0,0,3,3,1,0,7,7,7,7,7,7,7,7,15,15,15,15,15,15,15,7,7,7,7,7,7,7
9,sequence_51175,0,0,3,3,1,0,7,7,7,7,7,7,7,7,15,15,15,15,15,15,15,7,7,7,7,7,7,7
10,sequence_51174,0,0,3,3,1,0,7,7,7,7,7,7,7,7,15,15,15,15,15,15,15,7,7,7,7,7,7,7
11,sequence_51169,0,0,1,0,5,5,5,5,2,2,2,2,2,0,7,7,7,7,7,7,7,3,3,3,3,3,3,3
12,sequence_51199,0,0,3,3,1,0,7,7,7,7,7,7,7,7,15,15,15,15,15,15,15,7,7,7,7,7,7,7
13,sequence_51144,0,0,3,3,1,0,7,7,7,7,7,7,7,7,15,15,15,15,15,15,15,7,7,7,7,7,7,7
14,sequence_51183,0,0,3,3,1,0,7,7,7,7,7,7,7,7,15,15,15,15,15,15,15,7,7,7,7,7,7,7
15,sequence_51157,0,0,3,3,1,0,7,7,7,7,7,7,7,7,15,15,15,15,15,15,15,7,7,7,7,7,7,7
16,sequence_51163,0,0,3,3,1,0,2,0,9,9,9,9,9,9,9,9,9,9,4,1,1,0,6,2,2,2,0,4
17,sequence_51173,0,0,3,3,1,0,7,7,7,7,7,7,7,7,15,15,15,15,15,15,15,7,7,7,7,7,7,7
18,sequence_51168,0,0,3,3,1,0,7,7,7,7,7,7,7,7,15,15,15,15,15,15,15,7,7,7,7,7,7,7
19,sequence_51171,0,0,3,3,1,0,7,7,7,7,7,7,7,7,15,15,15,15,15,15,15,7,7,7,7,7,7,7
20,sequence_51182,0,0,3,3,1,0,2,0,9,9,9,9,9,9,9,9,9,9,4,1,1,0,6,2,2,2,0,4
21,sequence_51131,0,0,1,0,5,5,5,5,2,2,2,2,2,0,1,1,1,1,0,20,20,20,20,20,20,20,20,20
22,sequence_51138,0,0,1,0,5,5,5,5,2,2,2,2,2,0,1,1,1,1,0,10,10,10,10,10,4,1,1,0
23,sequence_51196,0,0,3,3,1,0,2,0,9,9,9,9,9,9,9,9,9,9,4,1,1,0,6,2,2,2,0,4
24,sequence_51202,0,0,1,0,5,5,5,5,2,2,2,2,2,0,7,7,7,7,7,7,7,3,3,3,3,3,3,3
25,sequence_51192,0,0,1,0,5,5,5,5,2,2,2,2,2,0,1,1,1,1,0,10,10,10,10,10,4,1,1,0
26,sequence_51147,0,0,3,3,1,0,2,0,5,5,5,5,5,2,2,0,12,12,12,12,12,12,12,12,12,12,12,12
27,sequence_51151,0,0,3,3,1,0,2,0,5,5,5,5,5,2,2,0,17,17,17,17,17,17,17,17,17,17,17,17
