,secuencia,affinity-0.5,affinity-0.55,affinity-0.6000000000000001,affinity-0.6500000000000001,affinity-0.7000000000000002,affinity-0.7500000000000002,affinity-0.8000000000000003,affinity-0.8500000000000003,affinity-0.9000000000000004,affinity-0.9500000000000004
0,sequence_47787,0,0,0,0,0,0,0,0,0,0
1,sequence_47684,17,18,18,18,18,18,18,18,18,18
2,sequence_47789,1,1,1,1,1,1,1,1,1,1
3,sequence_47790,1,1,1,1,1,1,1,1,1,1
4,sequence_47781,2,2,2,2,2,2,2,2,2,2
5,sequence_47777,2,2,2,2,2,2,2,2,2,2
6,sequence_47779,3,3,3,3,3,3,3,3,3,3
7,sequence_47784,4,4,4,4,4,4,4,4,4,4
8,sequence_47786,2,2,2,2,2,2,2,2,2,2
9,sequence_47782,16,17,17,17,17,17,17,17,17,17
10,sequence_47772,0,0,0,0,0,0,0,0,0,0
11,sequence_47795,0,0,0,0,0,0,0,0,0,0
12,sequence_47776,0,0,0,0,0,0,0,0,0,0
13,sequence_47685,5,5,5,5,5,5,5,5,5,5
14,sequence_47679,15,16,16,16,16,16,16,16,16,16
15,sequence_47695,5,5,5,5,5,5,5,5,5,5
16,sequence_47710,5,5,5,5,5,5,5,5,5,5
17,sequence_47686,5,5,5,5,5,5,5,5,5,5
18,sequence_47778,2,2,2,2,2,2,2,2,2,2
19,sequence_47780,2,2,2,2,2,2,2,2,2,2
20,sequence_47785,6,6,6,6,6,6,6,6,6,6
21,sequence_47803,1,1,1,1,1,1,1,1,1,1
22,sequence_47663,3,3,3,3,3,3,3,3,3,3
23,sequence_47757,8,8,8,8,8,8,8,8,8,8
24,sequence_47783,7,7,7,7,7,7,7,7,7,7
25,sequence_47796,4,4,4,4,4,4,4,4,4,4
26,sequence_47750,17,18,18,18,18,18,18,18,18,18
27,sequence_47760,17,18,18,18,18,18,18,18,18,18
28,sequence_47773,1,1,1,1,1,1,1,1,1,1
29,sequence_47768,2,2,2,2,2,2,2,2,2,2
30,sequence_47771,2,2,2,2,2,2,2,2,2,2
31,sequence_47681,15,16,16,16,16,16,16,16,16,16
32,sequence_47696,5,5,5,5,5,5,5,5,5,5
33,sequence_47680,15,16,16,16,16,16,16,16,16,16
34,sequence_47673,15,16,16,16,16,16,16,16,16,16
35,sequence_47700,9,9,9,9,9,9,9,9,9,9
36,sequence_47689,15,16,16,16,16,16,16,16,16,16
37,sequence_47683,11,11,11,11,11,11,11,11,11,11
38,sequence_47697,5,5,5,5,5,5,5,5,5,5
39,sequence_47678,5,5,5,5,5,5,5,5,5,5
40,sequence_47682,15,16,16,16,16,16,16,16,16,16
41,sequence_47724,15,16,16,16,16,16,16,16,16,16
42,sequence_47806,10,10,10,10,10,10,10,10,10,10
43,sequence_47807,2,2,2,2,2,2,2,2,2,2
44,sequence_47804,6,6,6,6,6,6,6,6,6,6
45,sequence_47800,6,6,6,6,6,6,6,6,6,6
46,sequence_47799,16,17,17,17,17,17,17,17,17,17
47,sequence_47664,12,13,13,13,13,13,13,13,13,13
48,sequence_47666,3,3,3,3,3,3,3,3,3,3
49,sequence_47671,3,3,3,3,3,3,3,3,3,3
50,sequence_47727,7,7,7,7,7,7,7,7,7,7
51,sequence_47756,7,7,7,7,7,7,7,7,7,7
52,sequence_47775,7,7,7,7,7,7,7,7,7,7
53,sequence_47730,4,4,4,4,4,4,4,4,4,4
54,sequence_47758,8,8,8,8,8,8,8,8,8,8
55,sequence_47797,4,4,4,4,4,4,4,4,4,4
56,sequence_47798,4,4,4,4,4,4,4,4,4,4
57,sequence_47751,13,14,14,14,14,14,14,14,14,14
58,sequence_47741,3,3,3,3,3,3,3,3,3,3
59,sequence_47743,8,8,8,8,8,8,8,8,8,8
60,sequence_47752,8,8,8,8,8,8,8,8,8,8
61,sequence_47745,8,8,8,8,8,8,8,8,8,8
62,sequence_47747,8,8,8,8,8,8,8,8,8,8
63,sequence_47748,8,8,8,8,8,8,8,8,8,8
64,sequence_47749,8,8,8,8,8,8,8,8,8,8
65,sequence_47744,9,9,9,9,9,9,9,9,9,9
66,sequence_47721,13,14,14,14,14,14,14,14,14,14
67,sequence_47759,5,12,12,12,12,12,12,12,12,12
68,sequence_47774,6,6,6,6,6,6,6,6,6,6
69,sequence_47770,6,6,6,6,6,6,6,6,6,6
70,sequence_47713,3,3,3,3,3,3,3,3,3,3
71,sequence_47738,3,3,3,3,3,3,3,3,3,3
72,sequence_47769,2,2,2,2,2,2,2,2,2,2
73,sequence_47702,9,9,9,9,9,9,9,9,9,9
74,sequence_47672,9,9,9,9,9,9,9,9,9,9
75,sequence_47705,9,9,9,9,9,9,9,9,9,9
76,sequence_47694,5,5,5,5,5,5,5,5,5,5
77,sequence_47691,11,11,11,11,11,11,11,11,11,11
78,sequence_47701,9,9,9,9,9,9,9,9,9,9
79,sequence_47706,9,9,9,9,9,9,9,9,9,9
80,sequence_47675,15,16,16,16,16,16,16,16,16,16
81,sequence_47698,11,11,11,11,11,11,11,11,11,11
82,sequence_47688,9,9,9,9,9,9,9,9,9,9
83,sequence_47704,11,11,11,11,11,11,11,11,11,11
84,sequence_47708,11,11,11,11,11,11,11,11,11,11
85,sequence_47709,11,11,11,11,11,11,11,11,11,11
86,sequence_47677,11,11,11,11,11,11,11,11,11,11
87,sequence_47692,11,11,11,11,11,11,11,11,11,11
88,sequence_47703,9,9,9,9,9,9,9,9,9,9
89,sequence_47707,9,9,9,9,9,9,9,9,9,9
90,sequence_47762,10,10,10,10,10,10,10,10,10,10
91,sequence_47765,10,10,10,10,10,10,10,10,10,10
92,sequence_47767,10,10,10,10,10,10,10,10,10,10
93,sequence_47812,10,10,10,10,10,10,10,10,10,10
94,sequence_47761,10,10,10,10,10,10,10,10,10,10
95,sequence_47764,10,10,10,10,10,10,10,10,10,10
96,sequence_47763,10,10,10,10,10,10,10,10,10,10
97,sequence_47699,11,11,11,11,11,11,11,11,11,11
98,sequence_47687,11,11,11,11,11,11,11,11,11,11
99,sequence_47693,11,11,11,11,11,11,11,11,11,11
100,sequence_47690,11,11,11,11,11,11,11,11,11,11
101,sequence_47712,11,12,12,12,12,12,12,12,12,12
102,sequence_47714,11,12,12,12,12,12,12,12,12,12
103,sequence_47725,11,12,12,12,12,12,12,12,12,12
104,sequence_47669,12,13,13,13,13,13,13,13,13,13
105,sequence_47668,12,13,13,13,13,13,13,13,13,13
106,sequence_47670,12,13,13,13,13,13,13,13,13,13
107,sequence_47665,12,13,13,13,13,13,13,13,13,13
108,sequence_47661,12,13,13,13,13,13,13,13,13,13
109,sequence_47667,3,3,3,3,3,3,3,3,3,3
110,sequence_47726,7,7,7,7,7,7,7,7,7,7
111,sequence_47734,7,7,7,7,7,7,7,7,7,7
112,sequence_47811,7,7,7,7,7,7,7,7,7,7
113,sequence_47662,3,3,3,3,3,3,3,3,3,3
114,sequence_47731,4,4,4,4,4,4,4,4,4,4
115,sequence_47733,4,4,4,4,4,4,4,4,4,4
116,sequence_47732,4,4,4,4,4,4,4,4,4,4
117,sequence_47755,13,14,14,14,14,14,14,14,14,14
118,sequence_47746,13,14,14,14,14,14,14,14,14,14
119,sequence_47754,13,14,14,14,14,14,14,14,14,14
120,sequence_47753,13,14,14,14,14,14,14,14,14,14
121,sequence_47740,9,9,9,9,9,9,9,9,9,9
122,sequence_47742,8,8,8,8,8,8,8,8,8,8
123,sequence_47715,8,8,8,8,8,8,8,8,8,8
124,sequence_47718,14,15,15,15,15,15,15,15,15,15
125,sequence_47717,14,15,15,15,15,15,15,15,15,15
126,sequence_47720,14,15,15,15,15,15,15,15,15,15
127,sequence_47716,14,15,15,15,15,15,15,15,15,15
128,sequence_47719,14,12,12,12,12,12,12,12,12,12
129,sequence_47723,11,12,12,12,12,12,12,12,12,12
130,sequence_47722,14,15,15,15,15,15,15,15,15,15
131,sequence_47674,15,16,16,16,16,16,16,16,16,16
132,sequence_47676,15,16,16,16,16,16,16,16,16,16
133,sequence_47711,15,16,16,16,16,16,16,16,16,16
134,sequence_47739,8,8,8,8,8,8,8,8,8,8
135,sequence_47735,15,16,16,16,16,16,16,16,16,16
136,sequence_47793,16,17,17,17,17,17,17,17,17,17
137,sequence_47801,0,0,0,0,0,0,0,0,0,0
138,sequence_47805,16,17,17,17,17,17,17,17,17,17
139,sequence_47802,1,1,1,1,1,1,1,1,1,1
140,sequence_47794,16,17,17,17,17,17,17,17,17,17
141,sequence_47728,0,0,0,0,0,0,0,0,0,0
142,sequence_47808,17,18,18,18,18,18,18,18,18,18
143,sequence_47792,16,17,17,17,17,17,17,17,17,17
144,sequence_47791,0,0,0,0,0,0,0,0,0,0
145,sequence_47788,1,1,1,1,1,1,1,1,1,1
146,sequence_47729,16,17,17,17,17,17,17,17,17,17
147,sequence_47809,16,17,17,17,17,17,17,17,17,17
148,sequence_47737,12,13,13,13,13,13,13,13,13,13
149,sequence_47810,17,18,18,18,18,18,18,18,18,18
150,sequence_47766,17,18,18,18,18,18,18,18,18,18
151,sequence_47736,17,18,18,18,18,18,18,18,18,18
