,secuencia,aglomerative-2,aglomerative-3,aglomerative-4,aglomerative-5,aglomerative-6,aglomerative-7,aglomerative-8,aglomerative-9,aglomerative-10,aglomerative-11,aglomerative-12,aglomerative-13,aglomerative-14,aglomerative-15,aglomerative-16,aglomerative-17,aglomerative-18,aglomerative-19,aglomerative-20,aglomerative-21,aglomerative-22,aglomerative-23,aglomerative-24,aglomerative-25,aglomerative-26,aglomerative-27,aglomerative-28,aglomerative-29
0,sequence_47787,1,0,1,0,2,2,2,0,4,4,4,4,4,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16
1,sequence_47684,1,0,1,0,5,5,5,5,5,5,5,12,12,12,12,12,12,12,12,5,5,5,2,0,25,25,25,25
2,sequence_47789,1,0,1,0,2,2,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
3,sequence_47790,1,0,1,0,2,2,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4,sequence_47781,1,0,3,1,1,0,1,1,0,0,2,2,2,2,2,2,2,0,5,2,2,2,0,13,13,13,13,13
5,sequence_47777,1,0,3,1,1,0,1,1,0,0,2,2,2,2,2,2,2,0,19,19,19,19,19,19,19,19,19,19
6,sequence_47779,1,0,3,1,1,0,1,1,0,0,2,2,2,2,2,2,2,0,19,19,19,19,19,19,19,19,19,19
7,sequence_47784,1,0,3,1,1,0,1,1,0,0,2,2,2,2,2,2,2,0,5,2,2,2,0,13,13,13,13,13
8,sequence_47786,1,0,3,1,1,0,1,1,0,0,2,2,2,2,2,2,2,0,5,2,2,2,0,13,13,13,13,13
9,sequence_47782,1,0,3,1,1,0,1,1,0,10,10,10,10,10,10,10,10,10,10,10,4,4,4,4,1,1,1,1
10,sequence_47772,1,0,1,0,2,2,2,0,4,4,4,4,4,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16
11,sequence_47795,1,0,1,0,2,2,2,0,4,4,4,4,4,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16
12,sequence_47776,1,0,1,0,2,2,2,0,4,4,4,4,4,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16
13,sequence_47685,1,0,1,0,5,5,5,5,5,5,5,12,12,12,12,12,12,12,12,5,5,5,2,0,21,21,21,21
14,sequence_47679,0,1,0,4,4,4,4,4,1,1,1,0,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6
15,sequence_47695,1,0,1,0,5,5,5,5,5,5,5,12,12,12,12,12,12,12,12,5,5,5,2,0,25,25,25,25
16,sequence_47710,1,0,1,0,5,5,5,5,5,5,5,12,12,12,12,12,12,12,12,5,5,5,2,0,25,25,25,25
17,sequence_47686,1,0,1,0,5,5,5,5,5,5,5,12,12,12,12,12,12,12,12,5,5,5,2,0,21,21,21,21
18,sequence_47778,1,0,3,1,1,0,1,1,0,0,2,2,2,2,2,2,2,0,5,2,2,2,0,13,13,13,13,13
19,sequence_47780,1,0,3,1,1,0,1,1,0,0,2,2,2,2,2,2,2,0,5,2,2,2,0,24,24,24,24,24
