,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_40826,0,1,0,0,0,0,1,0,1,8,1,8,0,1,3,5,1,3,1,0,12,11,3,9,9,1,2,17
1,sequence_40787,0,1,3,3,0,5,5,2,6,1,0,3,8,5,0,3,5,15,2,7,8,5,7,23,22,23,0,6
2,sequence_40789,0,1,0,0,0,0,1,0,1,8,1,8,0,1,3,5,1,3,1,0,12,11,3,9,9,1,2,17
3,sequence_40794,0,1,0,0,0,0,1,0,1,8,1,8,0,1,3,5,1,3,1,0,12,11,3,9,9,1,2,17
4,sequence_40806,0,1,0,0,0,0,1,0,1,3,1,8,0,1,3,5,1,10,17,0,11,10,3,1,9,1,2,17
5,sequence_40807,0,1,0,0,0,0,1,0,1,3,9,10,0,14,13,4,10,10,17,15,11,10,11,1,8,19,13,19
6,sequence_40809,0,1,0,0,0,0,1,0,1,8,1,8,0,1,3,5,1,3,1,0,12,11,3,9,9,1,2,17
7,sequence_40811,0,1,0,0,0,0,1,0,1,8,1,8,0,1,3,5,1,3,1,0,12,11,3,9,9,1,2,17
8,sequence_40813,0,1,0,0,0,0,1,0,1,8,1,8,0,1,3,5,1,3,1,0,12,11,3,9,9,1,2,17
9,sequence_40814,0,1,0,0,0,6,1,7,0,9,11,9,5,7,7,7,9,14,7,8,7,8,9,7,10,11,8,8
10,sequence_40845,0,1,0,0,0,6,1,7,0,9,11,9,5,7,7,7,9,14,7,8,7,8,9,7,10,11,8,8
11,sequence_40855,0,1,0,0,0,0,1,0,1,8,1,8,0,1,3,5,1,3,1,0,12,11,3,9,9,1,2,17
12,sequence_40857,0,1,0,0,0,0,1,0,1,8,1,8,0,1,3,5,1,3,1,0,12,11,3,9,9,1,2,17
13,sequence_40840,0,1,0,0,0,0,1,0,1,8,1,8,0,1,3,5,1,3,1,0,12,11,3,9,9,1,23,17
14,sequence_40841,0,1,0,0,0,0,1,0,1,8,1,8,0,1,3,5,1,3,1,0,12,11,3,9,9,1,2,17
15,sequence_40842,0,1,0,0,0,0,1,0,1,8,1,8,0,1,3,5,1,3,1,0,12,11,3,9,9,1,2,17
16,sequence_40844,1,0,1,1,2,3,3,5,3,7,4,5,2,6,6,0,7,7,5,3,3,4,23,5,21,22,25,27
17,sequence_40838,0,1,0,0,0,0,1,0,1,8,1,8,0,1,3,5,1,3,1,0,12,11,3,9,9,1,2,17
18,sequence_40816,0,1,0,0,0,0,1,0,1,8,1,8,7,11,9,15,13,0,19,13,15,16,17,17,13,13,12,12
19,sequence_40817,0,1,0,0,0,0,1,0,1,8,1,8,0,1,3,5,1,3,1,0,12,11,3,9,9,1,2,17
20,sequence_40818,0,1,0,0,0,0,1,0,1,8,1,8,7,11,9,15,13,0,19,13,15,16,17,17,13,13,12,12
21,sequence_40827,0,1,0,0,0,0,1,0,1,8,1,8,0,1,3,16,1,3,18,20,0,17,19,21,23,20,19,15
22,sequence_40828,0,1,0,0,0,0,1,0,1,8,1,8,0,1,3,16,1,3,18,20,0,17,19,21,23,20,19,15
23,sequence_40829,0,1,0,0,0,0,1,0,1,8,1,8,0,1,12,5,1,17,14,16,19,19,22,18,18,21,16,14
24,sequence_40831,0,1,0,0,0,0,1,0,1,8,1,8,0,1,12,5,1,17,14,16,19,19,22,18,18,21,16,14
25,sequence_40856,1,0,1,1,2,3,3,5,3,7,4,5,2,6,6,0,7,7,5,3,3,4,6,12,7,5,7,3
26,sequence_40815,1,0,1,1,1,1,2,1,2,2,2,1,1,2,1,6,2,1,0,2,6,1,2,0,1,3,1,1
27,sequence_40851,1,0,1,1,1,1,2,1,2,2,7,11,10,12,11,13,0,11,8,11,9,9,1,11,15,8,6,10
28,sequence_40847,1,0,1,1,1,1,2,1,2,2,2,1,1,2,1,6,2,1,0,2,6,1,2,0,1,3,1,1
29,sequence_40858,1,0,1,1,2,3,3,5,3,7,4,5,2,6,6,0,7,7,5,3,3,4,6,12,7,5,7,3
30,sequence_40852,1,0,1,1,1,1,2,1,2,2,2,1,1,2,1,6,2,1,0,2,6,1,2,0,1,3,1,1
31,sequence_40843,1,0,1,1,2,3,3,5,3,7,4,5,2,6,6,0,7,7,5,3,3,4,6,12,7,5,7,3
32,sequence_40846,1,0,1,1,1,1,2,1,2,2,7,11,10,12,11,13,0,11,8,11,9,9,1,11,15,8,6,10
33,sequence_40791,1,0,1,1,4,4,6,6,9,6,6,6,6,0,4,9,6,8,9,1,4,7,8,6,6,0,9,5
34,sequence_40793,1,0,1,1,4,4,6,6,9,6,6,6,6,0,4,9,6,8,9,1,4,7,8,6,6,0,9,5
35,sequence_40861,1,0,1,1,1,1,2,1,2,2,2,1,1,13,1,6,16,13,0,17,17,21,13,16,16,18,17,24
36,sequence_40812,1,0,1,1,1,1,2,1,2,2,2,1,1,2,1,2,12,18,15,19,18,22,18,19,12,2,14,22
37,sequence_40854,1,0,1,1,1,1,2,1,2,2,2,1,1,2,1,6,2,1,0,2,6,1,2,0,1,3,1,1
38,sequence_40853,1,0,1,1,1,1,2,1,2,2,2,1,1,2,15,6,2,1,16,18,1,18,21,20,17,15,21,23
39,sequence_40848,1,0,1,1,1,1,2,1,2,2,2,1,1,2,1,6,2,1,0,2,6,1,2,0,1,3,1,1
40,sequence_40849,1,0,1,1,1,1,2,1,2,2,2,1,1,2,1,6,2,1,0,2,6,1,2,0,1,3,1,1
