,id,target,labels
0,sequence_53082,55.0,0
1,sequence_19402,43.0,3
2,sequence_20054,49.0,6
3,sequence_20048,39.8,6
4,sequence_20036,52.9,6
5,sequence_19525,48.8,11
6,sequence_20061,45.0,10
7,sequence_19496,48.3,8
8,sequence_19477,61.5,25
9,sequence_19363,54.6,3
10,sequence_19500,51.2,18
11,sequence_19453,47.3,23
12,sequence_53075,51.6,1
13,sequence_19522,45.4,18
14,sequence_19523,50.8,11
15,sequence_53078,43.3,1
16,sequence_20069,53.4,13
17,sequence_53062,49.1,31
18,sequence_20060,52.6,10
19,sequence_53066,39.2,21
20,sequence_19417,47.9,19
21,sequence_19391,46.8,7
22,sequence_19447,51.0,5
23,sequence_53079,47.8,18
24,sequence_20042,49.4,2
25,sequence_19419,53.3,15
26,sequence_19425,56.9,22
27,sequence_19450,46.0,12
28,sequence_53085,51.2,30
29,sequence_19509,50.6,11
30,sequence_53059,47.1,21
31,sequence_19430,45.7,23
32,sequence_20052,42.9,6
33,sequence_19369,47.9,14
34,sequence_53064,48.4,21
35,sequence_20072,48.7,10
36,sequence_20038,49.1,3
37,sequence_20039,52.6,2
38,sequence_19506,49.3,18
39,sequence_20064,47.3,24
40,sequence_19530,45.6,18
41,sequence_19498,63.2,25
42,sequence_19504,50.6,14
43,sequence_19386,50.7,3
44,sequence_19519,50.3,17
45,sequence_19404,51.3,31
46,sequence_19446,39.5,9
47,sequence_20063,48.9,13
48,sequence_20043,46.6,4
49,sequence_19497,54.9,28
50,sequence_19490,52.9,18
51,sequence_19376,53.0,7
52,sequence_19406,53.8,5
53,sequence_19405,48.7,19
54,sequence_19382,52.0,19
55,sequence_20067,50.8,13
56,sequence_19409,51.1,7
57,sequence_19354,60.0,5
58,sequence_20040,47.2,6
59,sequence_19370,51.7,14
60,sequence_19432,51.0,11
61,sequence_19371,49.0,19
62,sequence_19434,48.0,15
63,sequence_19505,42.4,17
64,sequence_53070,45.7,7
65,sequence_19392,50.5,15
66,sequence_19357,58.5,16
67,sequence_20056,56.9,27
68,sequence_19526,49.3,20
69,sequence_20046,47.4,2
70,sequence_19443,48.0,9
71,sequence_19410,49.9,5
72,sequence_19390,46.3,7
73,sequence_19439,49.5,23
74,sequence_20071,44.9,20
75,sequence_19451,51.0,29
76,sequence_20041,48.5,8
77,sequence_19415,52.8,12
78,sequence_20035,52.5,2
79,sequence_20051,42.5,21
80,sequence_19397,49.6,8
81,sequence_19394,45.4,3
82,sequence_19374,50.7,7
83,sequence_19378,52.4,8
84,sequence_19441,49.0,9
85,sequence_19433,50.1,23
86,sequence_20062,57.9,10
87,sequence_19393,53.7,29
88,sequence_20065,46.5,6
89,sequence_19383,50.5,9
90,sequence_19422,46.6,18
91,sequence_19495,58.9,11
92,sequence_19431,50.5,15
93,sequence_20058,54.9,13
94,sequence_19488,51.3,7
95,sequence_19375,49.9,8
96,sequence_19511,62.4,27
97,sequence_53065,44.8,21
98,sequence_53074,48.3,1
99,sequence_20050,47.9,19
100,sequence_19515,50.4,17
101,sequence_20057,51.9,13
102,sequence_19438,56.1,16
103,sequence_19486,54.2,11
104,sequence_19389,44.0,18
105,sequence_19468,54.8,17
106,sequence_20068,50.6,10
107,sequence_19420,40.6,8
108,sequence_20076,55.7,10
109,sequence_20070,51.8,26
