,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_53082,1,2,2,2,3,6,3,6,0,5,5,3,7,3,1,5,4,11,12,15,5,15,9,12,5,3,14,24
1,sequence_19402,0,0,0,0,1,3,1,5,9,10,9,9,3,7,8,13,11,3,6,19,21,3,5,10,20,6,24,21
2,sequence_20054,0,1,1,4,0,5,4,8,5,3,3,0,6,0,0,11,13,17,19,17,13,17,20,9,10,16,0,13
3,sequence_20048,0,0,0,4,0,5,4,2,5,0,0,11,6,4,10,11,13,10,7,8,10,0,20,9,10,25,11,10
4,sequence_20036,0,1,1,4,0,5,4,8,5,0,3,0,6,0,13,11,13,17,7,17,3,17,20,9,10,16,21,3
5,sequence_19525,0,1,1,1,4,4,2,0,3,3,3,8,9,12,0,1,2,15,19,10,13,12,0,6,18,24,0,22
6,sequence_20061,0,1,1,4,0,5,2,8,5,0,8,0,6,0,13,12,6,18,11,2,3,13,12,14,15,23,8,3
7,sequence_19496,0,1,1,1,4,4,0,4,2,3,10,5,9,12,14,1,2,15,19,10,13,8,17,20,11,10,17,26
8,sequence_19477,0,1,1,1,4,2,2,4,7,1,10,5,0,1,11,7,16,1,3,0,9,16,17,0,1,5,3,9
9,sequence_19363,0,0,0,0,1,3,1,2,1,10,6,9,3,14,7,3,7,3,6,19,21,3,5,10,20,6,24,21
10,sequence_19500,0,0,0,0,1,3,1,5,1,10,9,1,3,13,7,15,5,3,8,12,0,10,11,3,2,21,5,15
11,sequence_19453,0,0,3,3,2,1,7,3,4,7,11,4,11,2,12,8,3,16,0,6,4,5,6,18,13,20,25,4
12,sequence_53075,0,1,1,4,0,5,2,8,8,8,8,10,8,0,4,16,15,9,1,16,19,18,18,22,16,0,13,19
13,sequence_19522,0,0,0,0,1,3,1,5,9,10,9,1,10,13,8,0,5,12,4,9,0,11,11,17,2,7,5,0
14,sequence_19523,0,1,1,1,4,4,0,0,3,3,3,8,9,12,4,1,2,15,13,0,13,12,0,6,18,24,0,22
15,sequence_53078,0,1,1,4,0,5,2,8,8,8,8,10,8,0,0,16,15,9,1,16,19,18,18,22,16,0,13,19
16,sequence_20069,0,1,0,4,0,5,4,2,5,0,0,11,6,14,10,12,6,10,11,8,10,9,13,14,7,25,11,10
17,sequence_53062,1,2,2,2,5,0,5,1,6,9,7,2,1,10,6,4,0,4,18,11,11,6,14,5,3,13,19,11
18,sequence_20060,0,1,1,4,0,5,2,8,5,0,8,0,6,0,13,12,6,18,11,2,3,13,12,14,15,23,8,3
19,sequence_53066,0,0,0,4,1,5,1,2,8,8,0,12,8,14,10,16,12,9,1,16,8,18,21,11,19,17,12,8
20,sequence_19417,0,0,0,0,1,3,1,5,9,10,6,9,10,4,8,0,1,0,16,5,18,0,0,2,12,6,16,18
21,sequence_19391,0,0,3,3,2,1,7,3,2,7,11,4,11,6,12,9,3,16,9,6,4,5,6,13,9,15,27,4
22,sequence_19447,0,1,1,1,4,2,0,0,3,3,10,5,13,8,11,7,9,6,15,13,2,4,3,24,22,2,23,2
23,sequence_53079,0,0,0,0,1,3,1,5,8,4,9,12,12,13,8,16,5,12,17,18,0,11,11,17,2,7,12,0
24,sequence_20042,0,0,3,4,0,5,4,3,2,6,0,11,2,6,12,10,3,7,0,1,12,17,20,4,24,11,18,12
25,sequence_19419,0,0,3,3,2,1,7,3,2,6,2,4,2,6,12,9,3,7,0,1,14,22,23,13,13,1,4,14
26,sequence_19425,0,0,3,3,2,1,6,7,4,7,4,6,5,2,3,8,8,13,14,12,7,2,19,18,25,8,15,7
27,sequence_19450,0,1,1,1,4,2,0,4,7,1,10,5,0,1,11,7,7,6,3,13,2,16,17,16,1,14,23,2
28,sequence_53085,0,0,3,3,2,1,6,7,8,4,4,10,12,9,15,14,17,13,17,18,19,2,8,23,0,0,9,19
29,sequence_19509,0,1,1,1,4,4,2,4,2,3,10,8,9,12,14,1,2,15,19,10,13,8,0,20,18,24,17,22
30,sequence_53059,0,1,1,4,0,5,4,8,8,8,8,10,8,0,14,16,15,9,1,16,19,18,18,22,16,0,13,19
31,sequence_19430,0,0,3,3,2,1,6,7,4,7,11,6,11,2,12,8,8,16,9,6,4,5,6,19,9,20,25,4
32,sequence_20052,0,1,1,4,0,5,4,8,5,0,8,0,6,0,13,10,6,18,19,17,3,17,20,9,24,16,21,3
33,sequence_19369,1,2,2,2,5,0,5,1,6,9,7,7,1,5,5,4,10,4,10,3,11,21,4,5,14,12,10,25
34,sequence_53064,0,0,0,4,0,5,1,2,8,8,0,12,8,14,10,16,12,9,1,16,8,18,21,11,19,17,12,8
35,sequence_20072,0,1,1,4,0,5,2,8,5,0,8,0,6,0,13,12,6,18,11,2,3,16,12,14,15,23,8,3
36,sequence_20038,0,1,0,4,0,5,4,2,5,0,0,11,6,14,10,12,6,10,11,8,10,9,13,14,7,25,21,10
37,sequence_20039,0,0,3,4,0,5,4,3,5,0,0,11,4,11,9,10,13,5,5,7,12,17,20,4,24,11,18,12
38,sequence_19506,0,0,0,0,1,3,1,5,9,10,9,1,3,7,8,13,5,12,16,9,0,11,0,17,2,26,16,0
39,sequence_20064,1,2,2,2,5,0,5,1,6,2,1,7,1,5,5,4,0,2,2,4,20,6,10,21,23,4,1,20
40,sequence_19530,0,0,0,0,1,3,1,5,9,10,9,1,3,7,8,13,5,12,6,9,0,11,5,17,2,26,16,0
41,sequence_19498,0,1,1,1,4,2,2,4,7,1,10,8,0,1,4,6,16,1,3,2,9,20,1,0,17,5,3,9
