,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_40826,0,0,2,0,0,0,0,2,7,10,1,4,1,0,1,4,1,10,5,8,12,12,4,11,12,12,0,7
1,sequence_40787,0,0,2,3,0,0,6,7,6,7,7,11,4,6,6,8,8,7,8,17,19,19,5,16,19,19,8,11
2,sequence_40789,0,0,2,0,0,0,0,2,7,10,1,4,1,0,1,4,1,10,5,8,12,12,4,11,12,12,0,7
3,sequence_40794,0,0,2,3,0,0,6,7,6,7,7,11,4,6,6,11,14,7,8,5,6,6,17,3,6,6,12,14
4,sequence_40806,0,0,2,0,0,0,0,2,7,10,1,4,1,0,1,4,1,10,5,8,12,12,4,11,12,12,0,7
5,sequence_40807,0,0,2,0,0,6,0,2,7,10,1,4,1,9,1,0,1,9,5,2,16,16,20,11,16,16,26,2
6,sequence_40809,0,0,2,0,0,6,0,2,7,10,1,4,1,9,1,0,1,9,5,2,16,16,20,11,16,16,26,2
7,sequence_40811,0,0,2,0,0,0,0,2,7,10,1,4,1,14,1,14,1,11,19,18,18,18,16,19,18,18,15,23
8,sequence_40813,0,0,2,0,0,0,0,2,7,10,1,4,1,0,1,4,1,10,5,8,12,12,4,11,12,12,0,7
9,sequence_40814,0,0,2,0,0,0,0,2,0,10,1,4,1,0,1,4,16,18,17,7,17,17,14,8,17,17,7,22
10,sequence_40845,0,0,2,0,0,0,0,2,0,10,1,4,1,0,1,4,16,18,17,7,17,17,14,8,17,17,7,22
11,sequence_40855,0,0,2,0,0,0,0,2,7,10,1,4,1,9,1,4,1,10,5,8,12,12,4,11,12,12,0,7
12,sequence_40857,0,0,2,0,0,0,0,2,0,10,1,4,1,0,1,4,16,18,17,7,17,17,14,8,17,17,7,22
13,sequence_40840,0,0,2,0,0,0,0,2,7,10,1,4,1,0,1,4,1,10,1,8,12,12,4,23,23,23,23,7
14,sequence_40841,0,0,2,0,0,0,0,2,7,10,1,4,1,0,1,4,1,10,1,8,12,12,4,23,23,23,23,7
15,sequence_40842,0,0,2,0,0,0,0,2,7,10,1,12,1,0,15,16,1,14,18,20,20,20,12,22,20,20,10,20
16,sequence_40844,0,0,2,0,4,4,4,6,5,5,5,7,8,4,7,5,10,0,1,6,4,4,6,23,23,23,23,0
17,sequence_40838,0,0,2,0,0,0,0,2,7,10,1,4,1,0,1,4,1,10,5,8,12,12,4,11,12,12,0,7
18,sequence_40816,0,0,3,4,3,3,2,5,4,6,3,5,3,5,4,3,2,4,6,0,2,2,2,5,2,2,3,4
19,sequence_40817,0,0,2,0,0,0,0,2,7,10,1,4,1,0,1,4,1,10,5,8,12,12,4,11,12,12,0,7
20,sequence_40818,0,0,3,4,3,3,2,5,4,6,3,5,3,5,4,3,2,4,6,0,2,2,2,5,2,2,3,4
21,sequence_40827,0,2,0,2,2,5,3,3,2,4,4,9,13,3,3,2,13,15,5,1,3,3,0,13,3,3,2,15
22,sequence_40828,0,2,0,2,2,5,3,3,2,4,4,9,13,3,3,2,5,15,3,1,3,3,0,13,3,3,2,15
23,sequence_40829,0,2,0,2,2,5,3,3,2,4,4,9,13,3,3,2,5,15,3,1,3,3,0,13,3,3,2,15
24,sequence_40831,1,2,0,2,2,5,3,3,2,4,4,9,13,3,3,2,5,15,3,15,3,3,23,21,24,24,21,10
25,sequence_40856,1,1,1,1,1,1,1,4,3,1,10,8,9,12,8,9,6,16,15,11,10,10,18,14,10,10,11,17
26,sequence_40815,1,1,1,1,1,1,1,4,3,1,10,8,9,12,14,9,3,13,4,16,8,8,3,18,8,8,16,1
27,sequence_40851,0,1,1,1,4,4,4,6,5,5,5,7,8,4,7,5,10,0,10,6,4,4,6,6,4,4,5,21
28,sequence_40847,1,1,1,1,1,1,1,4,3,1,10,8,9,12,14,9,3,13,4,16,8,8,3,18,8,8,16,1
29,sequence_40858,1,1,1,1,1,1,1,4,3,1,10,8,9,12,14,9,3,13,4,16,8,8,3,18,8,8,16,1
30,sequence_40852,1,1,1,1,1,1,1,0,1,1,0,1,2,1,0,1,0,3,7,3,1,1,8,1,1,1,1,8
31,sequence_40843,1,1,1,1,1,1,1,4,3,1,10,8,9,12,14,9,6,16,15,11,10,10,3,14,10,10,11,17
32,sequence_40846,0,1,1,1,4,4,4,6,5,5,5,7,8,4,7,5,10,0,10,6,4,4,6,6,4,4,5,21
33,sequence_40791,1,1,1,1,1,1,1,0,1,1,0,1,12,1,12,1,0,3,7,3,15,15,21,20,15,15,24,18
34,sequence_40793,1,1,1,1,1,1,1,0,1,1,0,1,12,1,12,1,0,3,7,3,15,15,21,20,15,15,24,18
35,sequence_40861,1,1,1,1,1,1,1,0,1,1,0,1,2,1,0,1,0,3,7,3,1,1,8,1,1,1,1,8
36,sequence_40812,1,1,1,1,1,1,1,0,1,1,0,1,2,1,0,1,0,3,7,3,1,1,8,1,1,1,1,8
37,sequence_40854,1,1,1,1,1,1,1,0,1,1,0,1,2,1,0,1,0,3,7,3,1,1,8,1,1,1,27,8
38,sequence_40853,1,1,1,1,1,1,1,0,1,1,0,1,0,1,13,1,17,3,2,19,1,1,13,17,25,25,22,19
39,sequence_40848,1,1,1,1,1,1,1,0,1,1,0,1,2,1,0,1,0,3,7,3,1,1,8,1,1,1,1,8
