,secuencia,meanshift2,meanshift3,meanshift4,meanshift5,meanshift6,meanshift7,meanshift8,meanshift9,meanshift10,meanshift11,meanshift12,meanshift13,meanshift14,meanshift15,meanshift16,meanshift17,meanshift18,meanshift19,meanshift20,meanshift21,meanshift22,meanshift23,meanshift24,meanshift25,meanshift26,meanshift27,meanshift28,meanshift29
0,sequence_40826,48,48,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,sequence_40787,2,2,6,6,11,11,11,11,16,17,16,16,16,20,21,21,20,20,20,20,20,20,20,19,19,19,18,18
2,sequence_40789,9,9,13,13,18,18,18,18,19,20,18,18,18,22,23,23,22,22,22,0,0,0,0,0,0,0,0,0
3,sequence_40794,3,3,7,7,12,12,12,12,17,18,1,2,2,2,2,2,2,2,2,2,3,1,1,1,2,2,2,2
4,sequence_40806,19,19,23,23,22,22,22,22,23,24,22,22,22,26,26,26,25,25,25,23,23,23,23,22,22,22,21,21
5,sequence_40807,75,75,1,1,6,0,0,0,1,1,2,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9
6,sequence_40809,74,74,1,1,6,0,0,0,1,1,2,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9
7,sequence_40811,21,21,25,25,24,24,24,24,25,26,24,24,24,28,28,28,27,27,27,25,25,25,25,24,24,24,23,23
8,sequence_40813,22,22,26,26,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,sequence_40814,25,25,29,29,4,5,5,5,8,8,8,8,8,8,8,8,8,8,8,5,6,6,6,6,6,6,6,6
10,sequence_40845,27,27,31,31,26,26,26,26,26,27,25,25,25,29,29,29,28,28,28,5,6,6,6,6,6,6,6,6
11,sequence_40855,66,66,67,67,62,62,62,62,55,55,53,53,53,51,50,50,49,49,49,44,44,44,44,42,40,40,39,39
12,sequence_40857,23,23,27,27,4,5,5,5,8,8,8,8,8,8,8,8,8,8,8,5,6,6,6,6,6,6,6,6
13,sequence_40840,62,62,63,63,58,58,58,58,12,13,12,12,12,15,15,15,15,15,15,16,16,16,16,15,15,15,14,14
14,sequence_40841,63,63,64,64,59,59,59,59,12,13,12,12,12,15,15,15,15,15,15,16,16,16,16,15,15,15,14,14
15,sequence_40842,37,37,41,41,36,36,36,36,36,37,35,35,35,37,36,36,35,35,35,31,31,31,31,30,29,29,28,28
16,sequence_40844,65,65,66,66,61,61,61,61,54,54,52,52,52,50,49,49,48,48,48,43,43,43,43,41,39,39,38,38
17,sequence_40838,38,38,42,42,37,37,37,37,37,38,36,36,36,38,37,37,36,36,36,32,32,32,32,0,0,0,0,0
18,sequence_40816,40,40,44,44,39,39,39,39,39,40,38,38,38,40,39,39,38,38,38,34,34,34,34,32,31,31,30,30
19,sequence_40817,41,41,45,45,40,40,40,40,40,41,39,39,39,41,40,40,39,39,39,35,35,35,35,33,32,32,31,31
20,sequence_40818,39,39,43,43,38,38,38,38,38,39,37,37,37,39,38,38,37,37,37,33,33,33,33,31,30,30,29,29
21,sequence_40827,49,49,51,51,46,46,46,46,44,45,43,43,43,45,44,44,43,43,43,39,39,39,39,37,35,35,34,34
22,sequence_40828,51,51,52,52,47,47,47,47,2,11,3,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3
23,sequence_40829,52,52,53,53,48,48,48,48,45,11,3,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3
24,sequence_40831,53,53,54,54,49,49,49,49,46,46,44,44,44,46,45,45,44,44,44,40,40,40,40,38,36,36,35,35
25,sequence_40856,67,67,68,68,63,63,63,63,56,56,54,54,54,52,51,51,50,50,50,45,45,45,45,43,41,41,40,40
26,sequence_40815,26,26,30,30,5,6,6,6,9,9,9,9,9,9,9,9,9,9,9,6,7,7,7,7,7,7,7,7
27,sequence_40851,31,31,35,35,30,30,30,30,30,31,29,29,29,33,33,33,32,32,32,28,28,28,28,27,26,26,25,25
28,sequence_40847,29,29,33,33,28,28,28,28,28,29,27,27,27,31,31,31,30,30,30,6,7,7,7,7,7,7,7,7
29,sequence_40858,24,24,28,28,5,6,6,6,9,9,9,9,9,9,9,9,9,9,9,6,7,7,7,7,7,7,7,7
30,sequence_40852,32,32,36,36,31,31,31,31,31,32,30,30,30,34,16,16,16,16,16,8,1,2,2,2,1,1,1,1
31,sequence_40843,64,64,65,65,60,60,60,60,53,53,51,51,51,49,48,48,47,47,47,42,42,42,42,40,38,38,37,37
32,sequence_40846,28,28,32,32,27,27,27,27,27,28,26,26,26,30,30,30,29,29,29,26,26,26,26,25,25,25,24,24
33,sequence_40791,4,4,8,8,13,13,13,13,3,3,4,4,4,4,4,4,4,4,4,10,10,10,10,10,10,10,10,10
34,sequence_40793,6,6,10,10,15,15,15,15,3,3,4,4,4,4,4,4,4,4,4,10,10,10,10,10,10,10,10,10
35,sequence_40861,70,70,71,71,66,66,66,66,59,59,57,57,57,55,16,16,16,16,16,8,1,2,2,2,1,1,1,1
36,sequence_40812,69,69,70,70,65,65,65,65,58,58,56,56,56,54,53,53,52,52,52,8,1,2,2,2,1,1,1,1
37,sequence_40854,36,36,40,40,35,35,35,35,35,36,34,34,34,36,35,35,34,34,34,30,30,30,30,29,28,28,27,27
38,sequence_40853,35,35,39,39,34,34,34,34,34,35,33,33,33,35,34,34,33,33,33,29,29,29,29,28,27,27,26,26
39,sequence_40848,30,30,34,34,29,29,29,29,29,30,28,28,28,32,32,32,31,31,31,27,27,27,27,26,1,1,1,1
40,sequence_40849,34,34,38,38,33,33,33,33,33,34,32,32,32,10,10,10,10,10,10,12,12,12,12,2,1,1,1,1
41,sequence_40850,33,33,37,37,32,32,32,32,32,33,31,31,31,10,10,10,10,10,10,12,12,12,12,2,1,1,1,1
42,sequence_40792,7,7,11,11,16,16,16,16,4,4,1,2,2,2,2,2,2,2,2,2,3,1,1,1,2,2,2,2
43,sequence_40790,5,5,9,9,14,14,14,14,4,4,1,2,2,2,2,2,2,2,2,2,3,1,1,1,2,2,2,2
44,sequence_40860,71,71,72,72,67,67,67,67,60,60,58,58,58,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,sequence_40839,61,61,62,62,57,57,57,57,52,52,50,50,50,48,47,47,46,46,46,41,41,41,41,39,37,37,36,36
46,sequence_40835,59,59,60,60,55,55,55,55,50,50,48,48,48,14,14,14,14,14,14,7,8,8,8,8,8,8,8,8
47,sequence_40819,42,42,46,46,41,41,41,41,41,42,40,40,40,42,41,41,40,40,40,36,36,36,36,34,0,0,0,0
48,sequence_40824,55,55,56,56,51,51,51,51,48,48,46,46,46,12,12,12,12,12,12,14,14,14,14,13,13,13,0,0
49,sequence_40825,54,54,55,55,50,50,50,50,47,47,45,45,45,12,12,12,12,12,12,14,14,14,14,13,13,13,0,0
50,sequence_40797,15,15,19,19,2,3,3,3,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,5,5,5,5,5
51,sequence_40800,76,76,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,sequence_40803,79,79,74,74,69,68,68,68,61,0,0,0,0,17,18,18,0,0,0,0,0,0,0,0,0,0,0,0
53,sequence_40804,18,18,22,22,21,21,21,21,22,23,21,21,21,25,0,0,0,0,0,4,5,5,5,5,5,5,5,5
54,sequence_40805,80,80,75,75,70,69,69,69,62,61,59,59,59,17,18,18,0,0,0,0,0,0,0,0,0,0,0,0
55,sequence_40864,11,11,15,15,2,3,3,3,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,5,5,5,5,5
56,sequence_40808,73,73,73,73,68,0,0,0,1,1,2,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9
57,sequence_40810,20,20,24,24,23,23,23,23,24,25,23,23,23,27,27,27,26,26,26,24,24,24,24,23,23,23,22,22
58,sequence_40862,72,72,3,3,8,8,8,8,13,14,13,13,13,16,17,17,17,17,17,17,17,17,17,16,16,16,15,15
59,sequence_40859,68,68,69,69,64,64,64,64,57,57,55,55,55,53,52,52,51,51,51,46,46,46,46,44,42,42,41,41
60,sequence_40836,58,58,59,59,54,54,54,54,49,49,47,47,47,14,14,14,14,14,14,7,8,8,8,8,8,8,8,8
61,sequence_40837,60,60,61,61,56,56,56,56,51,51,49,49,49,47,46,46,45,45,45,7,8,8,8,8,8,8,8,8
62,sequence_40820,43,43,47,47,42,42,42,42,10,10,10,10,10,11,11,11,11,11,11,13,13,13,13,12,12,12,12,12
63,sequence_40821,44,44,48,48,43,43,43,43,10,10,10,10,10,11,11,11,11,11,11,13,13,13,13,12,12,12,12,12
64,sequence_40822,45,45,49,49,44,44,44,44,42,43,41,41,41,43,42,42,41,41,41,37,37,37,37,35,33,33,32,32
65,sequence_40823,56,56,57,57,52,52,52,52,11,12,11,11,11,13,13,13,13,13,13,15,15,15,15,14,14,14,13,13
66,sequence_40834,57,57,58,58,53,53,53,53,11,12,11,11,11,13,13,13,13,13,13,15,15,15,15,14,14,14,13,13
67,sequence_40832,46,46,50,50,45,45,45,45,43,44,42,42,42,44,43,43,42,42,42,38,38,38,38,36,34,34,33,33
68,sequence_40833,47,47,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,sequence_40830,50,50,2,2,7,7,7,7,2,2,3,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3
70,sequence_40798,16,16,20,20,3,4,4,4,7,7,7,7,7,7,7,7,7,7,7,3,4,4,4,4,4,4,4,4
71,sequence_40865,12,12,16,16,3,4,4,4,7,7,7,7,7,7,7,7,7,7,7,3,4,4,4,4,4,4,4,4
72,sequence_40863,10,10,14,14,1,2,2,2,5,5,5,5,5,5,5,5,5,5,5,11,11,11,11,11,11,11,11,11
73,sequence_40801,77,77,2,2,7,7,7,7,2,2,3,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3
74,sequence_40802,78,78,3,3,8,8,8,8,13,14,13,13,13,16,17,17,17,17,17,17,17,17,17,16,16,16,15,15
75,sequence_40796,14,14,18,18,19,19,19,19,20,21,19,19,19,23,24,24,23,23,23,21,21,21,21,20,20,20,19,19
76,sequence_40795,13,13,17,17,1,2,2,2,5,5,5,5,5,5,5,5,5,5,5,11,11,11,11,11,11,11,11,11
77,sequence_40866,0,0,4,4,9,9,9,9,14,15,14,14,14,18,19,19,18,18,18,18,18,18,18,17,17,17,16,16
78,sequence_40799,17,17,21,21,20,20,20,20,21,22,20,20,20,24,25,25,24,24,24,22,22,22,22,21,21,21,20,20
79,sequence_40788,8,8,12,12,17,17,17,17,18,19,17,17,17,21,22,22,21,21,21,3,4,4,4,4,4,4,4,4
80,sequence_40867,1,1,5,5,10,10,10,10,15,16,15,15,15,19,20,20,19,19,19,19,19,19,19,18,18,18,17,17
