,secuencia,aglomerative-2,aglomerative-3,aglomerative-4,aglomerative-5,aglomerative-6,aglomerative-7,aglomerative-8,aglomerative-9,aglomerative-10,aglomerative-11,aglomerative-12,aglomerative-13,aglomerative-14,aglomerative-15,aglomerative-16,aglomerative-17,aglomerative-18,aglomerative-19,aglomerative-20,aglomerative-21,aglomerative-22,aglomerative-23,aglomerative-24,aglomerative-25,aglomerative-26,aglomerative-27,aglomerative-28,aglomerative-29
0,sequence_53082,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,0,17,17,17,17
1,sequence_19402,0,0,0,4,4,4,1,1,0,4,1,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
2,sequence_20054,0,0,3,1,0,2,2,0,9,9,9,9,9,9,9,9,9,9,9,4,1,0,23,23,23,23,23,23
3,sequence_20048,0,0,3,1,0,2,2,0,4,1,0,6,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
4,sequence_20036,0,0,3,1,0,2,2,0,9,9,9,9,9,9,9,9,9,9,9,4,1,0,23,23,23,23,23,23
5,sequence_19525,0,0,0,3,1,1,0,2,2,2,2,0,8,8,8,8,8,18,18,18,18,18,8,8,3,3,1,0
6,sequence_20061,0,0,0,3,1,1,0,8,8,8,8,8,3,1,1,0,1,1,1,0,10,10,10,10,10,4,4,1
7,sequence_19496,0,0,0,3,1,1,0,8,8,8,8,8,3,1,1,0,17,17,17,17,17,17,17,17,8,8,8,8
8,sequence_19477,0,0,0,3,1,1,0,8,8,8,8,8,3,1,1,0,17,17,17,17,17,17,17,17,8,8,8,8
9,sequence_19363,0,0,0,4,4,4,1,1,0,4,1,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
10,sequence_19500,0,0,0,4,4,4,1,1,0,4,1,1,0,7,7,3,3,3,3,3,3,1,0,11,11,11,11,11
11,sequence_19453,0,2,2,2,2,0,3,3,3,3,3,3,1,0,2,2,2,2,0,9,9,9,9,9,9,9,9,4
12,sequence_53075,0,0,3,1,0,6,6,6,6,6,6,2,2,2,0,16,16,16,16,16,16,16,16,16,16,16,16,16
13,sequence_19522,0,0,0,4,4,4,1,1,0,4,1,1,0,7,7,3,3,3,3,3,3,1,0,11,11,11,11,11
14,sequence_19523,0,0,0,3,1,1,0,8,8,8,8,8,3,1,1,0,1,1,1,0,10,10,10,10,10,4,4,1
15,sequence_53078,0,0,3,1,0,6,6,6,6,6,6,2,2,2,0,16,16,16,16,16,16,16,16,16,16,16,16,16
16,sequence_20069,0,0,3,1,0,2,2,0,4,1,0,6,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
17,sequence_53062,1,1,1,0,3,3,7,7,7,7,7,7,7,3,3,1,0,0,19,19,19,19,19,19,19,19,19,19
18,sequence_20060,0,0,0,3,1,1,0,8,8,8,8,8,3,1,1,0,1,1,1,0,10,10,10,10,10,4,4,1
