,secuencia,birch-2,birch-3,birch-4,birch-5,birch-6,birch-7,birch-8,birch-9,birch-10,birch-11,birch-12,birch-13,birch-14,birch-15,birch-16,birch-17,birch-18,birch-19,birch-20,birch-21,birch-22,birch-23,birch-24,birch-25,birch-26,birch-27,birch-28,birch-29
0,sequence_47787,0,1,0,2,0,6,6,6,6,6,6,6,6,6,6,6,2,0,4,4,4,4,4,1,1,1,0,16
1,sequence_47684,0,2,2,0,2,2,2,0,9,9,4,4,4,4,4,1,1,1,0,8,8,8,8,8,8,8,8,8
2,sequence_47789,1,0,3,3,3,1,0,5,5,5,5,5,5,5,2,2,0,11,11,11,11,11,11,11,11,5,5,5
3,sequence_47790,1,0,3,3,3,1,0,5,5,5,5,5,5,5,2,2,0,11,11,11,11,11,11,11,11,5,5,5
4,sequence_47781,0,1,0,2,0,6,6,6,6,6,6,6,6,6,6,6,2,0,19,19,19,19,19,19,19,19,9,9
5,sequence_47777,0,1,0,2,0,6,6,6,6,6,6,6,6,6,6,6,2,0,19,19,19,19,19,19,19,19,9,9
6,sequence_47779,0,1,0,2,0,6,6,6,6,6,6,6,6,6,6,6,2,0,19,19,19,19,19,19,19,19,9,9
7,sequence_47784,0,1,0,2,0,3,1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
8,sequence_47786,0,1,0,2,0,6,6,6,6,6,6,6,6,6,6,6,2,0,4,4,4,4,4,1,1,1,0,13
9,sequence_47782,0,1,0,2,0,3,1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,sequence_47772,0,1,0,2,0,6,6,6,6,6,6,6,6,6,6,6,2,0,4,4,4,4,4,1,1,1,0,16
11,sequence_47795,0,1,0,2,0,3,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3
12,sequence_47776,0,1,0,2,0,6,6,6,6,6,6,6,6,6,6,6,2,0,4,4,4,4,4,1,1,1,0,16
13,sequence_47685,0,2,2,0,2,2,2,0,3,1,0,3,3,1,1,0,14,14,14,14,14,14,14,14,14,14,14,14
14,sequence_47679,0,2,2,0,2,2,2,0,9,9,4,4,4,4,4,1,1,1,0,20,20,20,20,20,20,20,20,20
15,sequence_47695,0,2,2,0,5,5,5,2,2,2,2,2,2,2,0,16,16,16,16,16,16,16,16,16,16,16,16,7
16,sequence_47710,0,2,2,0,5,5,5,2,2,2,2,2,2,2,0,16,16,16,16,16,16,16,16,16,16,16,16,7
17,sequence_47686,1,0,1,1,1,0,3,3,1,0,11,11,11,11,5,5,5,2,2,2,0,3,3,3,3,3,3,1
18,sequence_47778,1,0,3,3,3,1,0,5,5,5,5,5,5,5,2,2,0,18,18,18,18,18,18,18,18,18,18,18
19,sequence_47780,1,0,3,3,3,1,0,5,5,5,5,5,5,5,2,2,0,18,18,18,18,18,18,18,18,18,18,18
20,sequence_47785,1,0,3,3,3,1,0,5,5,5,5,5,5,5,2,2,0,11,11,11,11,11,11,11,11,5,5,5
21,sequence_47803,1,0,3,3,3,1,0,8,8,8,8,8,8,3,3,3,3,3,3,1,1,0,13,13,13,13,13,28
22,sequence_47663,0,2,2,0,2,2,2,0,9,9,4,4,4,4,4,1,1,1,0,8,8,8,8,8,8,8,8,8
23,sequence_47757,0,1,0,2,0,3,1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
24,sequence_47783,0,1,0,4,4,4,4,4,4,4,1,0,1,0,11,11,11,5,5,5,2,2,0,9,9,9,4,4
25,sequence_47796,0,1,0,2,0,3,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3
26,sequence_47750,0,1,0,2,0,6,6,6,6,6,6,6,6,6,6,6,2,0,4,4,4,4,4,1,1,1,0,16
27,sequence_47760,0,1,0,2,0,6,6,6,6,6,6,6,6,6,6,6,2,0,4,4,4,4,4,1,1,1,0,16
