,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_51016,1,2,2,1,1,1,0,3,1,5,0,11,13,11,0,14,2,6,6,9,3,4,1,4,1,1,1,1
1,sequence_51170,0,0,3,0,4,2,6,5,2,2,2,1,0,1,1,2,3,7,11,18,17,0,2,1,11,21,2,5
2,sequence_32130,0,1,1,4,2,3,7,6,4,1,1,2,10,2,9,5,11,17,5,1,0,8,16,23,3,6,9,24
3,sequence_51136,0,0,3,2,3,5,2,8,0,9,6,7,11,7,8,15,8,14,13,10,10,20,7,11,7,22,22,15
4,sequence_51191,0,0,3,2,3,4,5,1,7,4,7,4,5,4,4,4,10,11,14,5,14,11,9,10,13,4,7,6
5,sequence_51140,0,0,3,0,4,2,6,5,2,2,2,1,0,1,1,2,3,7,11,18,17,0,2,1,4,21,26,21
6,sequence_51149,0,0,3,0,4,2,6,5,2,10,2,1,8,1,1,10,15,4,10,2,21,21,11,20,2,7,13,27
7,sequence_51181,0,0,3,0,4,2,6,5,2,2,2,1,0,1,1,2,3,7,11,18,17,0,2,1,11,21,2,5
8,sequence_51159,0,0,3,0,4,2,6,5,2,2,2,1,0,1,1,2,3,7,11,18,17,0,2,1,11,21,2,5
9,sequence_51175,0,0,3,0,4,2,6,5,2,2,2,1,0,1,1,2,3,7,8,18,17,0,2,1,11,21,2,5
10,sequence_51174,0,0,3,0,4,2,6,5,2,2,2,1,0,1,1,2,3,7,11,18,17,0,2,1,11,21,2,5
11,sequence_51169,0,0,3,0,4,2,6,5,2,2,2,1,0,1,1,2,3,7,11,18,2,12,2,18,11,2,5,2
12,sequence_51199,0,0,3,0,4,2,6,5,2,2,2,1,0,1,1,2,3,7,11,18,17,0,2,1,4,21,26,21
13,sequence_51144,0,0,3,0,4,2,6,5,2,10,2,1,8,1,1,10,15,4,10,2,21,21,11,20,2,7,13,27
14,sequence_51183,0,0,3,0,4,2,6,5,2,2,2,1,0,1,1,2,3,7,11,18,17,0,2,1,11,21,2,5
15,sequence_51157,0,0,3,0,4,2,6,5,2,2,2,1,0,1,1,2,3,7,11,18,17,0,2,1,11,21,2,5
16,sequence_51163,0,0,3,0,4,2,6,5,2,2,2,1,0,1,1,2,3,7,8,18,17,0,2,1,11,21,2,5
17,sequence_51173,0,0,3,0,4,2,6,5,2,2,2,1,0,1,1,2,3,7,11,18,17,0,2,1,11,21,2,5
18,sequence_51168,0,0,3,0,4,2,6,5,2,8,2,1,0,1,1,2,0,7,11,16,17,15,15,9,11,21,21,5
19,sequence_51171,0,0,3,0,4,2,6,5,2,2,2,1,0,1,1,2,3,7,11,18,2,0,2,1,11,21,2,5
20,sequence_51182,0,0,3,2,3,4,5,1,7,8,7,4,5,13,4,9,0,2,8,16,14,11,15,9,5,4,7,6
21,sequence_51131,0,0,3,2,3,5,5,1,7,9,3,4,11,14,11,15,16,18,0,5,9,16,23,17,22,22,20,23
22,sequence_51138,0,0,3,2,3,5,2,8,0,9,6,7,12,13,8,16,8,13,8,13,16,14,17,5,12,15,14,28
23,sequence_51196,0,0,3,2,3,5,5,1,7,4,7,4,5,14,4,9,10,18,0,5,9,16,9,10,13,23,20,23
24,sequence_51202,0,0,3,2,3,5,5,1,7,4,7,4,5,13,4,9,0,2,4,5,5,6,15,8,5,14,7,2
25,sequence_51192,0,0,3,2,3,5,5,8,7,4,6,7,12,7,4,16,8,14,13,13,9,14,7,10,22,22,7,10
26,sequence_51147,0,0,3,2,3,5,5,8,7,10,6,7,8,7,12,10,14,2,8,17,4,17,11,20,17,7,22,27
