,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_47787,0,2,2,4,0,5,4,4,4,4,5,4,4,4,7,4,12,4,5,4,6,19,15,1,1,6,8,23
1,sequence_47684,0,2,2,4,5,5,6,6,6,1,1,1,6,6,13,16,1,12,1,13,4,0,3,8,15,8,24,17
2,sequence_47789,0,2,2,4,0,5,4,4,4,4,5,4,4,4,7,4,12,4,5,4,6,19,15,1,1,6,8,23
3,sequence_47790,0,2,2,4,0,5,4,4,4,4,5,4,4,4,7,4,12,4,5,4,6,19,15,1,1,6,8,23
4,sequence_47781,0,2,2,1,0,2,2,2,2,5,4,6,2,2,1,15,7,17,10,17,0,4,17,14,7,3,1,15
5,sequence_47777,0,2,2,1,0,2,2,2,2,5,4,6,2,2,1,15,7,17,10,17,0,4,17,14,7,3,1,15
6,sequence_47779,0,2,2,1,0,2,2,2,2,5,4,6,2,2,1,15,7,17,10,17,0,4,17,14,7,3,1,15
7,sequence_47784,0,1,0,0,2,0,0,0,0,0,2,5,0,0,4,0,2,0,3,0,2,17,0,6,3,10,0,7
8,sequence_47786,0,2,2,4,0,5,4,4,4,4,5,4,4,4,15,4,12,4,19,4,6,19,8,1,18,24,20,27
9,sequence_47782,0,1,0,0,2,0,0,0,0,0,2,5,0,0,4,0,2,0,3,0,2,17,0,6,3,10,0,7
10,sequence_47772,0,2,2,4,0,5,4,4,4,4,5,4,4,4,7,4,12,4,5,4,6,19,15,4,1,6,25,4
11,sequence_47795,0,2,2,4,0,5,4,4,4,4,5,4,4,4,7,4,12,4,5,4,6,19,15,1,1,6,8,23
12,sequence_47776,1,0,1,2,4,1,7,7,7,10,11,10,11,11,8,11,16,7,11,5,19,16,9,10,10,11,13,12
13,sequence_47685,0,2,2,4,5,5,6,6,6,1,1,1,6,6,13,16,1,12,1,13,4,0,3,8,15,8,24,17
14,sequence_47679,0,2,2,1,5,4,6,6,6,1,10,8,6,6,6,6,15,1,17,9,4,10,7,11,0,26,4,1
15,sequence_47695,0,2,2,4,5,5,6,6,6,1,1,1,6,6,13,16,1,12,1,13,4,0,3,8,15,8,24,17
16,sequence_47710,0,2,2,4,5,5,6,6,6,1,1,1,6,6,13,16,1,12,1,13,4,0,3,8,15,8,24,17
17,sequence_47686,0,2,2,4,5,5,6,6,6,1,1,1,6,6,13,16,1,12,1,13,4,0,3,8,15,8,24,17
18,sequence_47778,0,2,2,1,0,2,2,2,2,5,4,6,2,2,1,15,7,17,10,17,0,4,17,14,7,3,1,15
19,sequence_47780,0,2,2,1,0,2,2,2,2,5,4,6,2,2,1,15,7,17,10,17,0,4,17,14,7,3,1,15
20,sequence_47785,0,2,2,1,0,2,2,2,2,5,4,6,2,2,1,15,7,17,10,17,0,4,17,14,7,3,1,15
21,sequence_47803,0,2,2,4,0,5,4,4,4,4,5,4,4,4,7,4,12,4,5,4,6,19,15,1,1,6,8,23
22,sequence_47663,0,1,0,0,2,0,0,0,0,0,2,5,0,0,4,0,2,0,3,0,2,17,0,6,3,10,0,7
