,secuencia,affinity-0.5,affinity-0.55,affinity-0.6000000000000001,affinity-0.6500000000000001,affinity-0.7000000000000002,affinity-0.7500000000000002,affinity-0.8000000000000003,affinity-0.8500000000000003,affinity-0.9000000000000004,affinity-0.9500000000000004
0,sequence_40826,0,0,0,0,0,0,0,0,0,0
1,sequence_40787,1,1,1,1,1,1,1,1,1,0
2,sequence_40789,1,1,1,1,1,1,1,1,1,0
3,sequence_40794,1,1,1,1,1,1,1,1,1,0
4,sequence_40806,0,0,0,0,0,0,0,0,0,0
5,sequence_40807,0,0,0,0,0,0,0,0,0,0
6,sequence_40809,0,0,0,0,0,0,0,0,0,0
7,sequence_40811,0,0,0,0,0,0,0,0,0,0
8,sequence_40813,0,0,0,0,0,0,0,0,0,0
9,sequence_40814,2,2,2,2,2,2,2,2,2,0
10,sequence_40845,2,2,2,2,2,2,2,2,2,0
11,sequence_40855,2,2,2,2,2,2,2,2,2,0
12,sequence_40857,2,2,2,2,2,2,2,2,2,0
13,sequence_40840,0,0,0,0,0,0,0,0,0,0
14,sequence_40841,0,0,0,0,0,0,0,0,0,0
15,sequence_40842,0,0,0,0,0,0,0,0,0,0
16,sequence_40844,0,0,0,0,0,0,0,0,0,0
17,sequence_40838,0,0,0,0,0,0,0,0,0,0
18,sequence_40816,0,0,0,0,0,0,0,0,0,0
19,sequence_40817,0,0,0,0,0,0,0,0,0,0
20,sequence_40818,0,0,0,0,0,0,0,0,0,0
21,sequence_40827,6,6,6,6,6,6,6,6,6,2
22,sequence_40828,0,0,0,0,0,0,0,0,0,0
23,sequence_40829,0,0,0,0,0,0,0,0,0,0
24,sequence_40831,0,0,0,0,0,0,0,0,0,0
25,sequence_40856,3,3,3,3,3,3,3,3,3,1
26,sequence_40815,3,3,3,3,3,3,3,3,3,1
27,sequence_40851,4,4,4,4,4,4,4,4,4,1
28,sequence_40847,3,3,3,3,3,3,3,3,3,1
29,sequence_40858,3,3,3,3,3,3,3,3,3,1
30,sequence_40852,4,4,4,4,4,4,4,4,4,1
31,sequence_40843,3,3,3,3,3,3,3,3,3,1
32,sequence_40846,3,3,3,3,3,3,3,3,3,1
33,sequence_40791,4,4,4,4,4,4,4,4,4,1
34,sequence_40793,4,4,4,4,4,4,4,4,4,1
35,sequence_40861,4,4,4,4,4,4,4,4,4,1
36,sequence_40812,4,4,4,4,4,4,4,4,4,1
37,sequence_40854,4,4,4,4,4,4,4,4,4,1
38,sequence_40853,4,4,4,4,4,4,4,4,4,1
39,sequence_40848,4,4,4,4,4,4,4,4,4,1
40,sequence_40849,4,4,4,4,4,4,4,4,4,1
41,sequence_40850,4,4,4,4,4,4,4,4,4,1
42,sequence_40792,1,1,1,1,1,1,1,1,1,0
43,sequence_40790,1,1,1,1,1,1,1,1,1,0
44,sequence_40860,0,0,0,0,0,0,0,0,0,0
45,sequence_40839,0,0,0,0,0,0,0,0,0,0
46,sequence_40835,0,0,0,0,0,0,0,0,0,0
47,sequence_40819,0,0,0,0,0,0,0,0,0,0
48,sequence_40824,0,0,0,0,0,0,0,0,0,0
49,sequence_40825,0,0,0,0,0,0,0,0,0,0
50,sequence_40797,6,6,6,6,6,6,6,6,6,2
51,sequence_40800,0,0,0,0,0,0,0,0,0,0
52,sequence_40803,0,0,0,0,0,0,0,0,0,0
53,sequence_40804,0,0,0,0,0,0,0,0,0,0
54,sequence_40805,0,0,0,0,0,0,0,0,0,0
55,sequence_40864,0,0,0,0,0,0,0,0,0,0
56,sequence_40808,0,0,0,0,0,0,0,0,0,0
57,sequence_40810,0,0,0,0,0,0,0,0,0,0
58,sequence_40862,0,0,0,0,0,0,0,0,0,0
59,sequence_40859,0,0,0,0,0,0,0,0,0,0
60,sequence_40836,0,0,0,0,0,0,0,0,0,0
61,sequence_40837,0,0,0,0,0,0,0,0,0,0
62,sequence_40820,5,5,5,5,5,5,5,5,5,0
63,sequence_40821,5,5,5,5,5,5,5,5,5,0
64,sequence_40822,0,0,0,0,0,0,0,0,0,0
65,sequence_40823,0,0,0,0,0,0,0,0,0,0
66,sequence_40834,0,0,0,0,0,0,0,0,0,0
67,sequence_40832,0,0,0,0,0,0,0,0,0,0
68,sequence_40833,0,0,0,0,0,0,0,0,0,0
69,sequence_40830,0,0,0,0,0,0,0,0,0,0
70,sequence_40798,6,6,6,6,6,6,6,6,6,2
71,sequence_40865,6,6,6,6,6,6,6,6,6,2
72,sequence_40863,5,5,5,5,5,5,5,5,5,0
73,sequence_40801,0,0,0,0,0,0,0,0,0,0
74,sequence_40802,0,0,0,0,0,0,0,0,0,0
75,sequence_40796,6,6,6,6,6,6,6,6,6,2
76,sequence_40795,5,5,5,5,5,5,5,5,5,2
77,sequence_40866,6,6,6,6,6,6,6,6,6,2
78,sequence_40799,6,6,6,6,6,6,6,6,6,2
79,sequence_40788,6,6,6,6,6,6,6,6,6,2
80,sequence_40867,6,6,6,6,6,6,6,6,6,2
