,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_40826,1,0,1,1,4,3,4,5,0,3,10,4,3,3,1,10,7,7,11,16,13,15,21,3,2,9,3,3
1,sequence_40787,1,0,1,3,5,3,4,1,7,7,0,8,6,13,12,3,6,0,8,0,7,9,11,0,5,8,6,6
2,sequence_40789,1,0,1,3,5,3,4,1,7,7,0,8,6,13,12,3,6,0,8,0,7,9,11,0,5,8,6,6
3,sequence_40794,1,0,1,3,5,3,4,1,7,7,0,8,6,13,12,3,6,0,8,0,7,9,11,0,5,8,6,6
4,sequence_40806,1,0,1,1,0,3,4,5,0,7,10,4,3,7,2,10,7,7,2,16,13,15,3,23,2,9,22,22
5,sequence_40807,1,0,1,3,0,6,2,5,0,7,10,4,3,7,2,10,7,5,2,16,13,15,3,23,6,9,22,22
6,sequence_40809,1,0,1,3,0,3,4,5,0,7,10,4,3,7,2,10,7,6,2,16,13,15,3,17,2,9,22,22
7,sequence_40811,1,0,1,1,0,3,4,5,0,3,10,4,5,12,1,10,7,10,6,16,12,15,21,3,23,9,23,23
8,sequence_40813,1,0,1,1,4,3,4,5,0,3,10,4,5,3,1,10,7,10,6,16,12,15,21,3,23,9,23,23
9,sequence_40814,1,0,2,1,2,1,5,7,8,8,9,9,8,8,8,8,16,12,18,11,10,20,8,19,16,23,20,20
10,sequence_40845,1,0,2,1,4,1,5,7,8,8,9,9,8,8,8,8,16,12,18,11,10,6,8,9,9,15,7,7
11,sequence_40855,1,0,2,1,4,1,5,7,8,8,9,9,8,8,8,8,16,12,18,11,10,6,8,9,9,15,7,7
12,sequence_40857,1,0,2,1,4,1,5,7,8,8,9,9,8,8,8,8,16,12,18,11,10,6,8,9,9,15,7,7
13,sequence_40840,1,0,1,1,4,3,7,8,9,9,5,7,9,9,5,12,9,11,16,14,5,19,18,12,17,10,17,17
14,sequence_40841,1,0,1,1,4,3,7,8,9,9,5,7,9,9,5,12,9,11,16,14,5,19,18,12,17,10,17,17
15,sequence_40842,1,0,1,1,4,3,7,8,9,9,5,7,9,9,5,12,9,11,16,14,5,19,18,12,17,10,17,17
16,sequence_40844,0,1,3,4,1,4,7,8,9,9,5,2,9,9,13,12,9,11,1,9,5,12,12,12,15,7,17,28
17,sequence_40838,1,0,1,3,5,5,4,5,0,3,10,10,10,3,2,13,14,10,2,15,16,0,15,15,25,13,14,14
18,sequence_40816,1,0,1,1,4,3,2,5,0,4,10,7,5,4,1,10,7,7,6,16,19,14,17,11,13,26,18,18
19,sequence_40817,1,0,1,1,4,3,2,5,0,4,10,7,5,4,1,5,7,7,6,2,19,14,17,11,13,26,18,18
20,sequence_40818,1,0,1,1,4,3,4,5,0,3,10,7,5,3,1,16,7,7,6,5,19,14,17,11,13,26,18,18
21,sequence_40827,1,2,0,0,2,0,3,0,6,1,7,4,1,11,11,7,1,2,17,13,9,4,10,6,12,5,16,16
22,sequence_40828,1,0,1,3,0,3,4,0,6,7,11,4,1,7,11,14,1,2,10,6,9,8,10,6,12,14,21,21
23,sequence_40829,1,0,1,1,4,3,2,0,6,7,3,4,1,7,11,14,1,2,10,6,9,8,10,6,12,14,21,21
24,sequence_40831,1,0,1,3,0,3,4,0,6,7,3,4,1,7,11,14,1,2,10,6,9,8,10,6,12,14,21,21
25,sequence_40856,0,1,3,4,1,4,1,6,4,10,8,2,7,10,13,1,3,3,3,20,11,10,9,4,1,12,8,8
26,sequence_40815,0,1,3,4,1,4,1,6,4,10,6,11,7,10,3,11,3,3,3,7,20,10,4,13,18,3,24,24
27,sequence_40851,0,1,3,4,3,2,6,2,3,2,6,11,13,2,3,11,17,16,15,7,4,7,4,13,10,3,25,25
28,sequence_40847,0,1,3,4,1,4,1,6,4,10,8,2,7,10,13,1,3,3,3,20,11,10,9,4,1,12,8,8
29,sequence_40858,0,1,3,4,1,4,1,6,4,10,8,2,7,10,13,1,3,3,3,20,11,10,9,4,1,12,8,8
30,sequence_40852,0,1,3,2,3,2,6,2,3,2,1,5,2,2,7,6,17,8,7,1,21,11,2,8,7,0,2,2
31,sequence_40843,0,1,3,4,1,4,1,6,4,10,8,2,7,10,13,1,3,3,1,9,11,12,12,4,15,7,8,28
32,sequence_40846,0,1,3,4,1,4,1,6,4,10,6,11,13,10,3,11,3,16,15,7,4,7,4,13,10,3,25,25
33,sequence_40791,0,1,3,2,3,2,6,2,1,2,1,5,2,2,9,6,15,14,14,8,21,21,6,22,19,21,26,26
34,sequence_40793,0,1,3,2,3,2,6,2,1,2,1,5,2,2,9,6,15,14,14,8,21,21,6,22,19,21,26,26
35,sequence_40861,0,1,3,2,3,2,6,2,3,2,1,5,2,2,0,6,2,1,7,1,21,11,2,8,7,0,2,2
36,sequence_40812,0,1,3,2,3,2,6,2,3,2,1,5,2,2,7,6,17,8,7,1,21,1,2,1,7,0,2,2
37,sequence_40854,0,1,3,2,3,2,6,2,1,2,1,5,2,2,7,6,15,14,14,8,21,11,19,8,22,22,2,2
38,sequence_40853,0,1,3,2,3,2,6,2,3,2,1,5,2,2,7,6,2,1,7,1,21,11,2,16,7,24,2,2
39,sequence_40848,0,1,3,2,3,2,6,2,3,2,1,5,2,2,7,6,2,1,7,1,21,11,2,16,7,24,2,2
40,sequence_40849,0,1,3,2,3,2,6,2,3,2,1,5,2,2,7,6,17,8,7,1,1,11,2,8,7,0,2,2
41,sequence_40850,0,1,3,2,3,2,6,2,3,2,1,5,2,2,7,6,17,8,7,1,1,11,2,8,7,0,2,2
42,sequence_40792,1,0,1,3,5,3,4,1,7,6,0,8,6,13,12,3,6,0,8,0,7,9,11,0,5,8,6,6
43,sequence_40790,1,0,1,3,5,3,4,1,7,7,0,8,6,13,12,3,6,0,8,0,7,9,11,0,5,8,6,6
44,sequence_40860,1,0,1,3,0,3,4,1,0,0,3,4,0,0,2,0,0,13,11,18,6,5,20,14,21,17,0,0
45,sequence_40839,1,0,1,3,5,5,4,5,0,3,10,10,10,3,2,13,14,10,11,15,16,0,15,15,25,13,14,14
46,sequence_40835,1,0,1,1,0,3,4,5,0,7,3,0,3,12,1,16,11,17,19,17,17,3,14,7,11,18,12,12
47,sequence_40819,1,0,1,1,0,3,4,5,0,3,10,0,5,12,1,16,11,17,19,17,17,3,14,7,11,18,12,12
48,sequence_40824,1,0,1,1,4,3,4,5,0,4,10,7,5,12,1,14,7,7,11,5,0,14,1,20,24,11,10,10
49,sequence_40825,1,0,1,1,4,3,4,5,0,3,10,7,5,12,1,14,7,7,11,5,0,14,1,20,24,11,10,10
50,sequence_40797,1,2,0,0,2,0,3,4,2,4,7,1,11,14,6,7,8,9,17,2,3,4,5,2,8,5,19,19
51,sequence_40800,1,0,1,3,0,6,0,0,0,7,10,4,3,7,2,5,10,5,2,2,13,16,3,23,6,6,22,22
52,sequence_40803,1,0,1,1,4,6,2,8,0,4,10,1,3,4,10,5,7,5,5,2,8,2,5,5,6,1,5,5
53,sequence_40804,1,0,1,1,4,6,2,8,0,4,10,1,5,4,10,5,7,5,5,2,8,2,5,5,23,1,5,5
54,sequence_40805,1,0,1,3,0,6,2,0,0,7,10,4,3,7,2,9,7,5,2,2,13,15,3,23,6,6,22,22
55,sequence_40864,1,0,1,1,4,6,2,8,0,4,10,1,5,4,10,5,7,5,5,2,8,2,5,5,13,1,5,5
56,sequence_40808,1,0,1,3,4,6,2,5,0,7,10,4,3,7,2,9,7,5,2,16,13,15,3,5,2,9,22,22
57,sequence_40810,1,0,1,3,0,3,4,1,7,0,3,4,0,0,2,0,0,13,2,6,6,5,20,14,21,17,0,0
58,sequence_40862,1,0,1,1,0,3,0,5,0,0,10,12,0,0,1,0,10,13,13,18,18,16,13,21,13,16,13,13
59,sequence_40859,1,0,1,3,0,3,4,5,0,7,10,4,3,12,2,14,7,10,11,5,12,5,3,3,24,4,10,10
60,sequence_40836,1,0,1,1,0,3,4,5,0,3,3,0,3,12,2,16,11,6,19,17,17,3,14,7,11,18,12,12
61,sequence_40837,1,0,1,1,4,3,2,5,0,4,10,0,5,4,1,16,11,17,19,17,0,3,14,7,11,18,12,12
62,sequence_40820,1,0,1,3,5,3,4,1,5,6,0,4,3,6,12,15,5,15,12,3,14,17,16,10,4,20,27,27
63,sequence_40821,1,0,1,3,5,3,4,4,5,6,0,6,11,6,12,15,5,15,12,3,14,17,16,10,4,20,27,27
64,sequence_40822,1,0,1,1,4,3,4,5,0,4,10,7,5,12,1,10,7,7,11,16,0,15,1,20,0,9,10,10
65,sequence_40823,1,0,1,1,4,3,2,8,0,7,3,4,3,7,15,2,13,18,0,12,13,22,22,3,20,25,15,15
66,sequence_40834,1,0,1,1,4,3,2,1,0,4,3,4,1,4,15,2,13,18,0,12,8,22,22,3,20,25,15,15
67,sequence_40832,1,0,1,1,4,3,4,5,0,3,3,4,3,3,1,10,7,7,2,16,13,15,21,11,2,9,3,3
68,sequence_40833,1,0,1,1,4,3,4,8,0,3,3,7,5,3,1,14,7,7,11,5,0,14,21,20,24,11,3,3
69,sequence_40830,1,0,1,1,4,3,2,0,6,1,11,4,1,1,11,9,1,2,10,13,9,8,10,6,12,14,1,1
70,sequence_40798,1,2,0,0,2,0,3,3,2,5,7,3,4,5,6,7,4,9,17,10,3,4,7,2,14,5,19,19
71,sequence_40865,1,0,1,1,4,6,2,0,6,1,11,1,1,1,11,9,1,2,5,13,9,2,10,6,12,1,1,1
72,sequence_40863,1,0,1,3,5,6,2,4,5,6,2,6,11,6,10,15,5,15,12,3,14,17,16,10,4,1,11,11
73,sequence_40801,1,0,1,3,0,6,2,0,6,1,11,4,1,1,11,9,1,2,10,13,9,8,10,6,12,6,1,1
74,sequence_40802,1,0,1,3,0,6,0,0,0,0,10,12,0,0,2,5,10,13,13,18,18,16,13,21,6,16,13,13
75,sequence_40796,1,2,0,0,2,0,3,4,2,5,2,3,11,14,4,4,8,9,4,4,2,13,0,18,8,2,11,11
76,sequence_40795,1,2,0,0,2,0,3,4,5,6,2,6,11,14,6,4,8,15,4,4,2,13,0,18,8,2,11,11
77,sequence_40866,1,2,0,0,2,0,3,3,2,5,7,3,4,5,4,7,4,9,17,10,3,4,7,2,14,5,4,4
78,sequence_40799,1,2,0,0,2,0,3,3,2,5,4,3,12,11,14,7,12,4,9,19,15,18,23,24,3,19,9,9
79,sequence_40788,1,2,0,0,2,0,3,3,2,5,7,3,4,5,4,7,4,9,17,10,3,4,7,2,14,5,4,4
80,sequence_40867,1,2,0,0,2,0,3,3,2,5,4,3,12,11,14,7,12,4,9,19,15,18,23,24,3,19,9,9
