,secuencia,aglomerative-2,aglomerative-3,aglomerative-4,aglomerative-5,aglomerative-6,aglomerative-7,aglomerative-8,aglomerative-9,aglomerative-10,aglomerative-11,aglomerative-12,aglomerative-13,aglomerative-14,aglomerative-15,aglomerative-16,aglomerative-17,aglomerative-18,aglomerative-19,aglomerative-20,aglomerative-21,aglomerative-22,aglomerative-23,aglomerative-24,aglomerative-25,aglomerative-26,aglomerative-27,aglomerative-28,aglomerative-29
0,sequence_40826,0,1,0,1,0,0,0,4,1,1,1,0,0,3,3,3,1,0,3,3,3,3,3,3,3,3,1,1
1,sequence_40787,0,1,0,0,4,4,4,1,0,10,10,10,10,10,10,10,10,10,10,10,10,22,22,22,22,22,22,22
2,sequence_40789,0,1,0,0,4,4,4,1,0,10,10,10,10,10,10,10,10,10,10,10,10,22,22,22,22,22,22,22
3,sequence_40794,0,1,0,0,4,4,4,1,0,10,10,10,10,10,10,10,10,10,10,10,10,22,22,22,22,22,22,22
4,sequence_40806,0,1,0,1,0,0,0,4,1,1,1,0,0,3,3,3,1,0,3,3,3,3,3,3,3,3,1,1
5,sequence_40807,0,1,0,1,0,0,0,4,1,1,1,0,0,3,3,3,1,0,3,3,3,3,3,3,3,3,1,1
6,sequence_40809,0,1,0,1,0,0,0,4,1,1,1,0,0,3,3,3,1,0,3,3,3,3,3,3,3,3,1,1
7,sequence_40811,0,1,0,1,0,0,0,4,1,1,1,0,2,2,0,6,6,6,6,6,6,2,0,2,2,0,27,27
8,sequence_40813,0,1,0,1,0,0,0,4,1,1,1,0,2,2,0,6,6,6,6,6,6,2,0,2,2,0,27,27
9,sequence_40814,0,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,0,23,23,23,23,23,23
10,sequence_40845,0,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,0,13,13,13,13,13,13
11,sequence_40855,0,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,0,13,13,13,13,13,13
12,sequence_40857,0,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,0,13,13,13,13,13,13
13,sequence_40840,0,1,0,1,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
14,sequence_40841,0,1,0,1,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
15,sequence_40842,0,1,0,1,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
