,secuencia,affinity-0.5,affinity-0.55,affinity-0.6000000000000001,affinity-0.6500000000000001,affinity-0.7000000000000002,affinity-0.7500000000000002,affinity-0.8000000000000003,affinity-0.8500000000000003,affinity-0.9000000000000004,affinity-0.9500000000000004
0,sequence_53082,0,0,0,0,0,0,0,0,0,0
1,sequence_19402,11,11,11,11,11,12,11,11,12,12
2,sequence_20054,4,4,4,4,4,4,4,4,5,5
3,sequence_20048,4,4,4,4,4,4,4,4,5,5
4,sequence_20036,4,4,4,4,4,4,4,4,5,5
5,sequence_19525,6,6,6,6,6,6,6,6,7,7
6,sequence_20061,10,10,10,10,10,10,10,10,11,11
7,sequence_19496,8,8,8,8,8,8,8,8,9,9
8,sequence_19477,23,24,24,24,24,24,24,24,24,24
9,sequence_19363,11,11,11,11,11,12,11,11,12,12
10,sequence_19500,20,17,17,17,17,18,17,17,18,18
11,sequence_19453,21,22,22,22,22,22,22,22,2,2
12,sequence_53075,1,1,1,1,1,1,1,1,1,1
13,sequence_19522,20,17,17,17,17,18,17,17,18,18
14,sequence_19523,26,27,27,27,27,27,27,27,27,27
15,sequence_53078,1,1,1,1,1,1,1,1,1,1
16,sequence_20069,12,12,12,12,12,13,12,12,13,13
17,sequence_53062,14,14,14,14,14,15,14,14,15,15
18,sequence_20060,10,10,10,10,10,10,10,10,11,11
19,sequence_53066,18,20,20,20,20,11,20,20,21,21
20,sequence_19417,16,18,18,18,18,19,18,18,19,19
21,sequence_19391,7,7,7,7,7,7,7,7,8,8
22,sequence_19447,3,3,3,3,3,3,3,3,4,4
23,sequence_53079,18,20,20,20,20,11,20,20,21,21
24,sequence_20042,2,2,2,2,2,2,2,2,3,3
25,sequence_19419,13,13,13,13,13,14,13,13,14,14
26,sequence_19425,19,21,21,21,21,21,21,21,22,22
27,sequence_19450,3,3,3,3,3,3,3,3,4,4
28,sequence_53085,29,30,30,30,30,30,30,30,29,29
29,sequence_19509,25,26,26,26,26,26,26,26,26,26
30,sequence_53059,1,1,1,1,1,1,1,1,1,1
31,sequence_19430,21,22,22,22,22,22,22,22,2,2
32,sequence_20052,4,4,4,4,4,4,4,4,5,5
33,sequence_19369,5,5,5,5,5,5,5,5,6,6
34,sequence_53064,18,20,20,20,20,11,20,20,21,21
35,sequence_20072,15,16,16,16,16,17,16,16,17,17
36,sequence_20038,15,16,16,16,16,17,16,16,17,17
37,sequence_20039,2,2,2,2,2,2,2,2,3,3
38,sequence_19506,20,17,17,17,17,18,17,17,18,18
39,sequence_20064,22,23,23,23,23,23,23,23,23,23
40,sequence_19530,11,11,11,11,11,12,11,11,12,12
41,sequence_19498,23,24,24,24,24,24,24,24,24,24
42,sequence_19504,24,25,25,25,25,25,25,25,25,25
43,sequence_19386,11,11,11,11,11,12,11,11,12,12
44,sequence_19519,20,15,15,15,15,16,15,15,16,16
45,sequence_19404,5,5,5,5,5,5,5,5,6,6
46,sequence_19446,9,9,9,9,9,9,9,9,10,10
47,sequence_20063,12,12,12,12,12,13,12,12,13,13
48,sequence_20043,14,14,14,14,14,15,14,14,15,15
49,sequence_19497,27,28,28,28,28,28,28,28,28,28
50,sequence_19490,20,17,17,17,17,18,17,17,18,18
51,sequence_19376,7,7,7,7,7,7,7,7,8,8
52,sequence_19406,3,3,3,3,3,3,3,3,4,4
53,sequence_19405,16,18,18,18,18,19,18,18,19,19
54,sequence_19382,16,18,18,18,18,19,18,18,19,19
55,sequence_20067,12,12,12,12,12,13,12,12,13,13
56,sequence_19409,7,7,7,7,7,7,7,7,8,8
57,sequence_19354,3,3,3,3,3,3,3,3,4,4
58,sequence_20040,4,4,4,4,4,4,4,4,5,5
59,sequence_19370,5,5,5,5,5,5,5,5,6,6
60,sequence_19432,6,6,6,6,6,6,6,6,7,7
61,sequence_19371,16,18,18,18,18,19,18,18,19,19
62,sequence_19434,13,13,13,13,13,14,13,13,14,14
63,sequence_19505,20,15,15,15,15,16,15,15,16,16
64,sequence_53070,7,7,7,7,7,7,7,7,8,8
65,sequence_19392,17,19,19,19,19,20,19,19,20,20
66,sequence_19357,6,6,6,6,6,6,6,6,7,7
67,sequence_20056,24,25,25,25,25,25,25,25,25,25
68,sequence_19526,17,19,19,19,19,20,19,19,20,20
69,sequence_20046,2,2,2,2,2,2,2,2,3,3
70,sequence_19443,9,9,9,9,9,9,9,9,10,10
71,sequence_19410,3,3,3,3,3,3,3,3,4,4
72,sequence_19390,7,7,7,7,7,7,7,7,8,8
73,sequence_19439,21,22,22,22,22,22,22,22,2,2
74,sequence_20071,17,19,19,19,19,20,19,19,20,20
75,sequence_19451,25,26,26,26,26,26,26,26,26,26
76,sequence_20041,15,16,16,16,16,17,16,16,17,17
77,sequence_19415,8,8,8,8,8,8,8,8,9,9
78,sequence_20035,2,2,2,2,2,2,2,2,3,3
79,sequence_20051,12,12,12,12,12,13,12,12,13,13
80,sequence_19397,8,8,8,8,8,8,8,8,9,9
81,sequence_19394,11,11,11,11,11,12,11,11,12,12
82,sequence_19374,7,7,7,7,7,7,7,7,8,8
83,sequence_19378,8,8,8,8,8,8,8,8,9,9
84,sequence_19441,9,9,9,9,9,9,9,9,10,10
85,sequence_19433,6,6,6,6,6,6,6,6,7,7
86,sequence_20062,10,10,10,10,10,10,10,10,11,11
87,sequence_19393,23,24,24,24,24,24,24,24,24,24
88,sequence_20065,4,4,4,4,4,4,4,4,5,5
89,sequence_19383,9,9,9,9,9,9,9,9,10,10
90,sequence_19422,11,17,17,17,17,18,17,17,18,18
91,sequence_19495,25,26,26,26,26,26,26,26,26,26
92,sequence_19431,13,13,13,13,13,14,13,13,14,14
93,sequence_20058,12,12,12,12,12,13,12,12,13,13
94,sequence_19488,17,19,19,19,19,20,19,19,20,20
95,sequence_19375,8,8,8,8,8,8,8,8,9,9
96,sequence_19511,24,25,25,25,25,25,25,25,25,25
97,sequence_53065,18,20,20,20,20,11,20,20,21,21
98,sequence_53074,1,1,1,1,1,1,1,1,1,1
99,sequence_20050,16,18,18,18,18,19,18,18,19,19
100,sequence_19515,3,15,15,15,15,16,15,15,16,16
101,sequence_20057,12,12,12,12,12,13,12,12,13,13
102,sequence_19438,26,27,27,27,27,27,27,27,27,27
103,sequence_19486,6,6,6,6,6,6,6,6,7,7
104,sequence_19389,9,9,9,9,9,9,9,9,10,10
105,sequence_19468,20,15,15,15,15,16,15,15,16,16
106,sequence_20068,10,10,10,10,10,10,10,10,11,11
107,sequence_19420,20,8,8,8,8,8,8,8,9,9
108,sequence_20076,10,10,10,10,10,10,10,10,11,11
109,sequence_20070,2,2,2,2,2,2,2,2,3,3
110,sequence_19399,11,11,11,11,11,12,11,11,12,12
111,sequence_19436,13,13,13,13,13,14,13,13,14,14
