id,label,target,labels,profile
sequence_19347,0,58.9,1-1-0-24,0-1-1-0-24
sequence_19511,1,62.4,1-1-0-18,1-1-1-0-18
sequence_19445,0,45.5,0-2-1-7,0-0-2-1-7
sequence_19351,1,60.9,1-1-0-18,1-1-1-0-18
sequence_53065,1,44.8,2-0-2-6,1-2-0-2-6
sequence_19426,0,56.3,1-1-0-19,0-1-1-0-19
sequence_19517,1,61.6,1-1-0-17,1-1-1-0-17
sequence_19410,1,49.9,1-1-0-21,1-1-1-0-21
sequence_19447,0,51.0,1-1-0-19,0-1-1-0-19
sequence_20040,0,47.2,0-2-1-7,0-0-2-1-7
sequence_19526,1,49.3,0-2-1-3,1-0-2-1-3
sequence_19437,1,46.7,0-2-1-0,1-0-2-1-0
sequence_19529,1,48.8,0-2-1-14,1-0-2-1-14
sequence_19470,0,61.0,1-1-0-16,0-1-1-0-16
sequence_19472,0,59.9,1-1-0-1,0-1-1-0-1
sequence_19403,0,50.9,1-1-0-1,0-1-1-0-1
sequence_20062,0,57.9,1-1-0-21,0-1-1-0-21
sequence_19429,1,50.9,0-2-1-11,1-0-2-1-11
sequence_19524,0,46.4,0-2-1-14,0-0-2-1-14
sequence_19459,1,59.2,1-1-0-18,1-1-1-0-18
sequence_19478,0,60.1,1-1-0-21,0-1-1-0-21
sequence_19467,0,64.4,1-1-0-19,0-1-1-0-19
sequence_20057,0,51.9,1-1-0-10,0-1-1-0-10
sequence_19432,1,51.0,0-2-1-7,1-0-2-1-7
sequence_53062,1,49.1,2-0-2-6,1-2-0-2-6
sequence_19353,1,64.3,1-1-0-19,1-1-1-0-19
sequence_19422,1,46.6,0-2-1-8,1-0-2-1-8
sequence_19378,1,52.4,0-2-1-0,1-0-2-1-0
sequence_19452,1,44.2,0-2-1-4,1-0-2-1-4
sequence_19417,0,47.9,0-2-1-14,0-0-2-1-14
sequence_19497,0,54.9,1-1-0-16,0-1-1-0-16
sequence_19488,1,51.3,0-2-1-7,1-0-2-1-7
sequence_19380,0,48.1,1-1-0-24,0-1-1-0-24
sequence_20048,0,39.8,0-2-1-14,0-0-2-1-14
sequence_19402,0,43.0,0-2-1-8,0-0-2-1-8
sequence_20073,0,51.0,1-1-0-12,0-1-1-0-12
sequence_19424,0,50.9,1-1-0-19,0-1-1-0-19
sequence_20066,1,49.9,0-2-1-0,1-0-2-1-0
sequence_19446,0,39.5,0-2-1-14,0-0-2-1-14
sequence_53098,1,42.0,2-0-2-23,1-2-0-2-23
sequence_19523,1,50.8,0-2-1-4,1-0-2-1-4
sequence_53083,0,51.0,2-0-2-22,0-2-0-2-22
sequence_19389,1,44.0,0-2-1-14,1-0-2-1-14
sequence_19480,1,62.8,1-1-0-16,1-1-1-0-16
sequence_19489,1,49.1,0-2-1-7,1-0-2-1-7
sequence_20051,1,42.5,0-2-1-8,1-0-2-1-8
sequence_53088,1,48.0,2-0-2-23,1-2-0-2-23
sequence_19431,0,50.5,0-1-1-11,0-0-1-1-11
sequence_20053,1,54.7,1-1-0-20,1-1-1-0-20
sequence_19428,0,49.3,1-1-0-16,0-1-1-0-16
sequence_53079,1,47.8,2-0-2-2,1-2-0-2-2
sequence_19439,0,49.5,1-1-0-18,0-1-1-0-18
sequence_19490,1,52.9,0-2-1-14,1-0-2-1-14
sequence_19408,1,51.1,1-1-0-5,1-1-1-0-5
sequence_19416,1,49.4,0-2-1-0,1-0-2-1-0
sequence_19430,1,45.7,0-2-1-4,1-0-2-1-4
sequence_19398,1,46.2,0-2-1-14,1-0-2-1-14
sequence_19360,1,63.5,1-1-0-20,1-1-1-0-20
sequence_20054,1,49.0,0-2-1-7,1-0-2-1-7
sequence_19469,0,50.5,1-1-0-10,0-1-1-0-10
sequence_53099,0,53.0,2-0-2-22,0-2-0-2-22
sequence_19451,0,51.0,1-1-0-21,0-1-1-0-21
sequence_19506,1,49.3,0-2-1-14,1-0-2-1-14
