,id,target,labels
0,sequence_53082,55.0,0
1,sequence_19402,43.0,14
2,sequence_20054,49.0,16
3,sequence_20048,39.8,15
4,sequence_20036,52.9,11
5,sequence_19525,48.8,6
6,sequence_20061,45.0,11
7,sequence_19496,48.3,10
8,sequence_19477,61.5,26
9,sequence_19363,54.6,1
10,sequence_19500,51.2,12
11,sequence_19453,47.3,23
12,sequence_53075,51.6,2
13,sequence_19522,45.4,19
14,sequence_19523,50.8,23
15,sequence_53078,43.3,2
16,sequence_20069,53.4,15
17,sequence_53062,49.1,21
18,sequence_20060,52.6,11
19,sequence_53066,39.2,22
20,sequence_19417,47.9,21
21,sequence_19391,46.8,9
22,sequence_19447,51.0,3
23,sequence_53079,47.8,19
24,sequence_20042,49.4,4
25,sequence_19419,53.3,7
26,sequence_19425,56.9,24
27,sequence_19450,46.0,3
28,sequence_53085,51.2,0
29,sequence_19509,50.6,6
30,sequence_53059,47.1,2
31,sequence_19430,45.7,23
32,sequence_20052,42.9,22
33,sequence_19369,47.9,17
34,sequence_53064,48.4,22
35,sequence_20072,48.7,20
36,sequence_20038,49.1,1
37,sequence_20039,52.6,4
38,sequence_19506,49.3,5
39,sequence_20064,47.3,13
40,sequence_19530,45.6,19
41,sequence_19498,63.2,26
42,sequence_19504,50.6,6
43,sequence_19386,50.7,1
44,sequence_19519,50.3,32
45,sequence_19404,51.3,8
46,sequence_19446,39.5,19
47,sequence_20063,48.9,15
48,sequence_20043,46.6,20
49,sequence_19497,54.9,29
50,sequence_19490,52.9,19
51,sequence_19376,53.0,9
52,sequence_19406,53.8,3
53,sequence_19405,48.7,21
54,sequence_19382,52.0,21
55,sequence_20067,50.8,15
56,sequence_19409,51.1,24
57,sequence_19354,60.0,3
58,sequence_20040,47.2,16
59,sequence_19370,51.7,10
60,sequence_19432,51.0,6
61,sequence_19371,49.0,5
62,sequence_19434,48.0,18
63,sequence_19505,42.4,5
64,sequence_53070,45.7,9
65,sequence_19392,50.5,18
66,sequence_19357,58.5,28
67,sequence_20056,56.9,11
68,sequence_19526,49.3,7
69,sequence_20046,47.4,4
70,sequence_19443,48.0,24
71,sequence_19410,49.9,8
72,sequence_19390,46.3,9
73,sequence_19439,49.5,24
74,sequence_20071,44.9,13
75,sequence_19451,51.0,28
76,sequence_20041,48.5,20
77,sequence_19415,52.8,8
78,sequence_20035,52.5,4
79,sequence_20051,42.5,22
80,sequence_19397,49.6,10
81,sequence_19394,45.4,14
82,sequence_19374,50.7,9
83,sequence_19378,52.4,10
84,sequence_19441,49.0,12
85,sequence_19433,50.1,6
86,sequence_20062,57.9,11
87,sequence_19393,53.7,25
88,sequence_20065,46.5,16
89,sequence_19383,50.5,21
90,sequence_19422,46.6,19
91,sequence_19495,58.9,6
92,sequence_19431,50.5,18
93,sequence_20058,54.9,15
94,sequence_19488,51.3,18
95,sequence_19375,49.9,10
96,sequence_19511,62.4,26
97,sequence_53065,44.8,22
98,sequence_53074,48.3,2
99,sequence_20050,47.9,21
100,sequence_19515,50.4,1
101,sequence_20057,51.9,15
102,sequence_19438,56.1,3
103,sequence_19486,54.2,6
104,sequence_19389,44.0,14
105,sequence_19468,54.8,12
106,sequence_20068,50.6,11
107,sequence_19420,40.6,17
108,sequence_20076,55.7,11
109,sequence_20070,51.8,13
110,sequence_19399,47.5,14
111,sequence_19436,46.4,18
112,sequence_19492,58.5,18
113,sequence_19445,45.5,6
114,sequence_19403,50.9,21
115,sequence_19428,49.3,24
116,sequence_19377,50.3,14
117,sequence_19427,53.8,3
118,sequence_19521,53.0,7
119,sequence_20045,48.8,15
120,sequence_19412,55.3,8
121,sequence_19508,49.5,5
122,sequence_53080,50.4,2
123,sequence_20073,51.0,15
124,sequence_19442,47.4,24
125,sequence_53077,43.5,19
126,sequence_19429,50.9,6
127,sequence_19416,49.4,10
128,sequence_20055,46.3,16
129,sequence_19388,48.4,10
130,sequence_20049,43.9,13
131,sequence_20059,52.3,20
132,sequence_19467,64.4,26
133,sequence_19373,53.1,9
134,sequence_19396,43.1,17
135,sequence_19527,50.1,7
136,sequence_19435,51.4,18
137,sequence_53069,50.9,2
138,sequence_19418,47.2,19
139,sequence_20075,54.9,13
