,secuencia,birch-2,birch-3,birch-4,birch-5,birch-6,birch-7,birch-8,birch-9,birch-10,birch-11,birch-12,birch-13,birch-14,birch-15,birch-16,birch-17,birch-18,birch-19,birch-20,birch-21,birch-22,birch-23,birch-24,birch-25,birch-26,birch-27,birch-28,birch-29
0,sequence_53082,0,0,2,2,0,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,0,5,2,2,2,0,8
1,sequence_19402,0,0,3,1,1,0,7,7,7,3,3,3,3,1,0,2,2,0,7,7,7,7,7,7,7,7,7,7
2,sequence_20054,0,2,0,3,3,1,1,0,3,1,1,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
3,sequence_20048,0,0,3,1,1,0,2,2,2,2,0,9,9,9,9,9,9,9,9,9,4,4,4,4,1,0,12,12
4,sequence_20036,0,2,0,3,3,1,1,0,3,1,1,0,4,4,1,1,0,6,6,6,6,6,6,6,6,6,6,6
5,sequence_19525,1,1,1,0,2,2,0,4,9,9,9,4,1,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15
6,sequence_20061,0,2,0,3,3,1,1,0,3,1,1,0,4,4,1,1,0,6,6,6,6,6,6,6,6,6,6,6
7,sequence_19496,1,1,1,0,2,2,0,4,9,9,9,4,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10
8,sequence_19477,0,2,0,4,4,4,4,1,0,10,10,10,10,10,4,4,4,4,4,1,0,5,2,0,25,25,25,25
9,sequence_19363,0,0,3,1,1,0,7,7,7,3,3,3,3,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16
10,sequence_19500,0,0,3,1,1,0,7,7,7,3,3,3,3,1,0,2,2,0,19,19,19,19,19,19,19,19,19,19
11,sequence_19453,1,1,1,0,2,2,0,8,8,8,8,8,8,3,3,3,1,1,0,20,9,9,9,9,4,4,4,4
12,sequence_53075,0,2,0,3,3,1,1,0,4,4,4,1,0,8,8,8,17,17,17,17,17,17,17,17,17,8,8,3
13,sequence_19522,1,1,1,0,5,5,5,5,5,5,2,2,2,2,2,0,8,8,8,8,8,8,8,8,8,3,3,1
14,sequence_19523,1,1,1,0,2,2,0,4,9,9,9,4,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10
15,sequence_53078,0,2,0,3,3,1,1,0,4,4,4,1,0,8,8,8,17,17,17,17,17,17,17,17,17,8,8,3
16,sequence_20069,0,0,3,1,1,0,2,2,2,2,0,9,9,9,9,9,9,9,9,9,4,4,4,4,1,0,27,27
17,sequence_53062,0,0,3,1,1,0,2,2,2,2,0,9,9,9,9,9,9,9,9,9,4,4,4,4,1,0,12,12
18,sequence_20060,0,2,0,3,3,1,1,0,3,1,1,0,4,4,1,1,0,6,6,6,6,6,6,6,6,6,6,6
19,sequence_53066,0,2,0,3,3,1,1,0,4,4,4,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
20,sequence_19417,1,1,1,0,5,5,5,5,5,5,2,2,2,2,2,0,7,7,3,3,3,3,3,3,3,1,1,0
21,sequence_19391,1,1,1,0,2,2,0,8,8,8,8,8,8,3,3,3,1,1,0,4,1,1,1,1,0,26,26,26
22,sequence_19447,0,2,0,4,4,4,4,1,0,10,10,10,10,10,4,4,4,4,4,1,0,5,2,0,25,25,25,25
23,sequence_53079,1,1,1,0,5,5,5,5,5,5,2,2,2,2,2,0,8,8,8,8,8,8,8,8,8,3,3,1
24,sequence_20042,0,0,3,1,1,0,2,2,2,2,0,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,2,2
25,sequence_19419,1,1,1,0,2,2,0,8,8,8,8,8,8,3,3,3,1,1,0,20,9,9,9,9,4,4,4,4
26,sequence_19425,0,0,2,2,0,3,3,3,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
27,sequence_19450,0,2,0,4,4,4,4,1,0,10,10,10,10,10,4,4,4,4,4,1,0,5,2,0,25,25,25,25
28,sequence_53085,0,0,2,2,0,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,0,23,23,23,23,23,23
29,sequence_19509,1,1,1,0,2,2,0,4,9,9,9,4,1,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15
30,sequence_53059,0,2,0,3,3,1,1,0,4,4,4,1,0,8,8,8,17,17,17,17,17,17,17,17,17,8,8,3
31,sequence_19430,1,1,1,0,2,2,0,8,8,8,8,8,8,3,3,3,1,1,0,4,1,1,1,1,0,17,17,17
32,sequence_20052,0,2,0,3,3,1,1,0,3,1,1,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
33,sequence_19369,1,1,1,0,2,2,0,4,9,9,9,4,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10
34,sequence_53064,0,2,0,3,3,1,1,0,4,4,4,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
35,sequence_20072,0,2,0,3,3,1,1,0,3,1,1,0,4,4,1,1,0,18,18,18,18,18,18,18,18,18,18,18
36,sequence_20038,0,2,0,3,3,1,1,0,3,1,1,0,4,4,1,1,0,18,18,18,18,18,18,18,18,18,18,18
37,sequence_20039,0,0,3,1,1,0,2,2,2,2,0,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,2,2
38,sequence_19506,1,1,1,0,5,5,5,5,5,5,2,2,2,2,2,0,8,8,8,8,8,8,8,8,8,3,3,1
39,sequence_20064,0,0,3,1,1,0,2,2,2,2,0,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,2,2
40,sequence_19530,1,1,1,0,5,5,5,5,5,5,2,2,2,2,2,0,7,7,3,3,3,3,3,3,3,1,1,0
41,sequence_19498,0,2,0,4,4,4,4,1,0,10,10,10,10,10,4,4,4,4,4,1,0,5,2,0,20,20,20,20
