,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_53082,0,2,2,3,3,5,6,2,5,8,8,11,6,4,13,4,13,12,18,7,9,9,16,4,8,22,25,8
1,sequence_19402,0,2,2,4,2,0,1,8,3,0,11,6,1,2,12,0,4,15,7,12,7,15,19,18,11,6,11,25
2,sequence_20054,1,0,1,1,5,3,2,0,8,9,9,10,13,0,3,10,9,10,17,15,8,12,18,12,23,16,23,28
3,sequence_20048,0,2,2,4,2,0,5,5,2,7,0,4,8,8,14,6,15,7,9,13,0,2,13,1,0,20,26,16
4,sequence_20036,0,2,2,4,2,0,5,5,2,3,9,4,8,11,1,6,2,10,19,6,18,12,4,22,0,16,14,11
5,sequence_19525,1,0,1,1,5,3,2,0,8,4,1,0,13,3,9,10,9,6,14,15,17,11,14,13,15,3,7,22
6,sequence_20061,0,2,2,4,2,5,5,7,6,9,9,12,3,6,8,11,7,9,13,16,10,8,1,23,7,8,12,11
7,sequence_19496,1,0,1,1,5,3,2,0,8,4,1,0,9,3,9,10,10,18,14,4,20,7,8,17,22,21,0,0
8,sequence_19477,1,1,3,0,0,2,3,3,9,10,10,5,2,1,2,12,0,1,0,1,5,10,21,0,6,14,9,3
9,sequence_19363,0,1,3,0,0,2,1,8,3,0,11,6,1,12,15,16,4,15,7,12,16,4,7,2,17,24,1,2
10,sequence_19500,0,2,2,4,2,0,1,8,3,0,11,6,1,2,12,0,5,9,2,2,6,14,22,14,10,19,18,27
11,sequence_19453,1,0,0,2,1,4,4,4,0,6,2,3,4,14,10,2,1,0,3,0,4,21,6,20,25,15,3,24
12,sequence_53075,0,1,3,0,0,2,3,7,6,3,3,10,0,9,0,14,8,13,10,19,19,22,12,10,16,25,8,9
13,sequence_19522,1,0,1,1,4,6,7,1,4,2,6,1,5,7,7,5,5,2,4,20,3,5,9,6,21,7,13,20
14,sequence_19523,1,0,1,1,5,3,2,0,8,4,1,0,9,3,9,5,10,18,14,4,17,7,14,17,19,3,13,23
15,sequence_53078,1,0,1,1,5,3,2,7,8,4,3,10,13,9,0,10,8,13,17,19,15,22,18,10,1,25,8,9
16,sequence_20069,0,2,2,4,2,0,5,8,2,7,0,8,8,8,14,11,15,9,9,13,0,20,13,8,13,20,5,16
17,sequence_53062,0,2,2,4,2,0,1,8,2,3,0,6,1,2,1,6,4,7,9,18,7,16,15,24,11,6,17,7
18,sequence_20060,0,2,2,4,2,0,5,5,2,9,9,4,8,11,8,11,7,10,13,6,18,12,1,22,23,8,14,11
19,sequence_53066,0,2,2,4,4,6,7,7,6,3,3,12,0,9,0,14,14,13,6,18,15,16,15,24,16,10,17,7
20,sequence_19417,1,0,1,1,4,6,7,1,3,2,11,1,5,7,7,8,14,3,4,8,3,13,10,18,4,5,21,5
21,sequence_19391,1,0,0,2,1,4,4,4,0,6,2,3,11,14,10,2,6,0,12,0,11,19,6,11,3,23,3,26
22,sequence_19447,1,1,3,0,0,2,3,3,9,10,10,5,2,1,2,12,12,8,0,1,5,10,20,0,6,14,19,19
23,sequence_53079,0,0,1,1,4,6,7,1,4,2,3,10,5,9,0,5,8,13,6,20,15,5,10,6,1,10,13,20
24,sequence_20042,0,0,0,2,1,4,5,5,0,9,2,4,8,11,3,6,2,10,19,6,18,2,4,12,0,4,27,18
25,sequence_19419,1,0,0,2,1,4,4,4,0,6,2,3,11,14,10,2,1,17,12,14,4,3,23,20,9,9,3,26
26,sequence_19425,1,1,0,2,1,1,0,6,7,5,4,7,10,5,4,13,16,4,16,17,21,6,0,9,5,26,24,21
27,sequence_19450,1,1,3,0,0,2,3,3,9,1,10,5,2,1,2,12,12,8,0,1,5,17,20,0,6,14,19,19
28,sequence_53085,0,2,2,3,3,5,6,7,6,8,3,11,0,9,13,14,8,12,10,7,9,9,16,10,8,22,10,8
29,sequence_19509,1,0,1,1,5,3,2,0,8,4,1,0,13,3,9,10,9,6,14,15,17,11,14,13,15,3,7,22
30,sequence_53059,1,0,3,1,5,3,2,7,6,3,3,10,0,9,0,14,8,13,10,19,15,22,12,10,16,25,8,9
31,sequence_19430,1,0,1,2,1,4,4,4,0,6,2,3,11,14,10,15,6,17,3,14,4,3,23,11,19,9,16,10
32,sequence_20052,0,2,1,1,5,3,5,5,6,9,9,4,3,6,3,6,2,10,13,6,8,12,1,12,23,16,14,18
33,sequence_19369,1,0,1,1,5,3,2,0,8,4,1,0,9,3,9,10,10,18,14,4,20,7,8,17,22,21,0,23
34,sequence_53064,0,2,2,4,2,0,1,7,6,3,3,12,0,6,15,14,4,13,6,18,16,16,15,24,16,10,17,7
35,sequence_20072,0,2,2,0,0,2,5,7,6,9,9,12,3,6,8,9,7,14,13,16,10,8,1,23,7,8,22,14
36,sequence_20038,0,2,2,4,2,0,1,8,2,7,0,8,3,8,8,9,7,14,13,16,16,4,7,8,17,24,5,14
37,sequence_20039,0,2,2,4,2,0,5,5,2,5,0,4,8,11,1,6,2,7,19,6,18,2,4,22,0,4,27,18
38,sequence_19506,1,0,1,1,4,6,7,1,4,2,6,1,5,7,7,5,5,2,4,20,3,5,9,16,21,7,4,6
39,sequence_20064,1,0,0,2,1,4,4,4,0,9,2,3,4,14,3,2,1,17,17,14,4,21,23,16,9,4,23,10
40,sequence_19530,1,0,1,1,4,6,7,1,4,2,6,1,5,7,7,8,14,3,4,5,3,5,10,18,21,7,21,2
41,sequence_19498,1,1,3,0,0,2,3,3,9,10,10,2,2,1,2,3,0,1,15,1,12,10,21,5,20,2,9,3
42,sequence_19504,1,0,1,1,5,3,2,0,8,4,1,0,13,3,9,10,9,6,14,15,17,11,14,13,15,3,7,22
