,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_47787,0,0,3,3,2,3,2,5,4,4,2,11,4,9,2,4,3,10,3,7,16,16,12,21,15,8,2,16
1,sequence_47684,0,0,3,3,2,3,2,5,4,4,2,2,11,9,2,14,7,0,11,10,3,3,22,3,1,25,24,0
2,sequence_47789,0,0,3,3,2,3,5,0,8,8,6,12,3,11,14,5,11,17,8,0,20,0,7,9,9,7,20,6
3,sequence_47790,0,0,3,3,2,3,5,0,8,8,6,12,3,11,14,5,11,17,8,0,20,0,7,9,9,7,20,6
4,sequence_47781,1,2,2,2,4,1,1,8,9,9,10,3,10,6,0,9,16,14,16,8,21,1,16,2,14,24,27,22
5,sequence_47777,1,2,2,2,4,1,1,8,9,9,10,3,10,6,9,9,16,14,16,8,21,1,16,5,14,1,5,22
6,sequence_47779,1,2,2,2,4,1,1,8,9,9,10,3,10,6,0,9,16,14,16,8,21,1,16,2,14,24,27,22
7,sequence_47784,0,0,0,0,1,4,4,3,0,10,1,4,1,3,15,16,1,3,17,3,17,17,2,2,7,2,12,4
8,sequence_47786,1,2,2,2,4,1,1,8,9,9,10,3,13,6,9,9,15,18,9,20,0,14,0,5,8,1,5,9
9,sequence_47782,0,2,2,2,4,1,1,8,9,9,10,3,10,3,0,9,16,14,16,8,21,1,16,2,14,24,27,22
10,sequence_47772,0,0,3,3,2,3,2,5,4,4,2,11,4,9,2,4,3,10,3,7,16,16,12,21,15,8,2,16
11,sequence_47795,0,0,3,3,2,3,2,5,4,4,2,11,4,9,2,4,3,10,3,7,16,16,3,21,17,8,25,16
12,sequence_47776,0,0,3,3,2,3,2,5,4,4,2,11,4,9,2,4,3,10,3,7,16,16,12,21,15,8,2,16
13,sequence_47685,0,0,3,3,2,3,2,5,4,4,2,2,11,1,2,11,7,0,11,10,3,3,18,17,1,3,16,23
14,sequence_47679,1,2,2,2,4,1,1,8,9,9,3,7,10,13,4,0,2,1,19,9,11,15,11,19,10,26,15,2
15,sequence_47695,0,0,3,3,2,3,2,5,4,4,2,2,11,9,2,14,7,0,11,10,3,3,22,3,1,25,24,0
16,sequence_47710,0,0,3,3,2,3,2,5,4,4,2,2,11,9,2,14,7,0,11,10,3,3,22,3,1,25,24,0
17,sequence_47686,0,0,3,3,2,3,5,0,8,8,6,12,3,11,14,5,11,17,8,0,9,0,7,9,9,7,20,14
18,sequence_47778,1,1,1,1,0,0,7,2,6,6,11,10,0,0,3,6,4,2,4,19,8,5,17,1,0,18,10,3
19,sequence_47780,1,1,1,1,0,0,7,2,6,6,11,10,0,0,3,6,4,2,4,19,8,5,17,1,0,18,21,3
20,sequence_47785,1,1,1,1,0,0,7,2,6,6,11,10,0,0,3,6,4,2,4,19,8,5,17,1,0,18,21,3
21,sequence_47803,0,0,3,3,2,3,5,0,8,8,6,12,3,11,14,5,11,17,8,0,20,0,7,9,9,7,20,6
22,sequence_47663,0,0,0,0,1,4,4,3,0,0,8,4,1,12,15,7,5,3,17,3,17,2,2,0,7,11,12,4
23,sequence_47757,0,0,0,0,1,4,4,3,0,10,1,4,1,3,15,1,1,3,17,3,17,17,2,22,7,2,12,4
