,secuencia,aglomerative-2,aglomerative-3,aglomerative-4,aglomerative-5,aglomerative-6,aglomerative-7,aglomerative-8,aglomerative-9,aglomerative-10,aglomerative-11,aglomerative-12,aglomerative-13,aglomerative-14,aglomerative-15,aglomerative-16,aglomerative-17,aglomerative-18,aglomerative-19,aglomerative-20,aglomerative-21,aglomerative-22,aglomerative-23,aglomerative-24,aglomerative-25,aglomerative-26,aglomerative-27,aglomerative-28,aglomerative-29
0,sequence_51016,0,2,0,4,4,4,1,0,4,4,1,0,13,13,13,13,6,6,2,2,2,0,23,23,23,23,23,23
1,sequence_51170,1,1,1,0,5,2,2,2,2,2,2,2,2,0,8,3,3,3,3,3,1,1,0,11,11,11,11,11
2,sequence_32130,0,0,3,3,3,3,7,7,7,7,7,3,1,1,0,8,8,8,8,8,3,3,3,3,1,0,4,4
3,sequence_51136,1,1,1,0,2,0,4,4,1,0,4,4,4,4,4,4,4,1,1,1,0,2,2,2,2,2,2,0
4,sequence_51191,1,1,1,0,2,0,3,3,3,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
5,sequence_51140,1,1,1,0,5,2,2,2,2,2,2,2,2,0,8,3,3,3,3,3,1,1,0,11,11,11,11,11
6,sequence_51149,1,1,1,0,5,2,2,2,2,2,2,2,2,0,8,3,3,3,3,3,1,1,0,1,0,22,22,22
7,sequence_51181,1,1,1,0,5,2,2,2,2,2,2,2,2,0,8,3,3,3,3,3,1,1,0,11,11,11,11,11
8,sequence_51159,1,1,1,0,5,2,2,2,2,2,2,2,2,0,8,3,3,3,3,3,1,1,0,11,11,11,11,11
9,sequence_51175,1,1,1,0,5,2,2,2,2,2,2,2,2,0,8,3,3,3,3,3,1,1,0,11,11,11,11,11
10,sequence_51174,1,1,1,0,5,2,2,2,2,2,2,2,2,0,8,3,3,3,3,3,1,1,0,1,0,26,26,26
11,sequence_51169,1,1,1,0,5,2,2,2,2,2,2,2,2,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15
12,sequence_51199,1,1,1,0,5,2,2,2,2,2,2,2,2,0,8,3,3,3,3,3,1,1,0,11,11,11,11,11
13,sequence_51144,1,1,1,0,5,2,2,2,2,2,2,2,2,0,8,3,3,3,3,3,1,1,0,1,0,22,22,22
