id,label,target,labels,profile
sequence_19347,2,58.9,1-0-0-21,2-1-0-0-21
sequence_19511,0,62.4,2-0-0-22,0-2-0-0-22
sequence_19445,2,45.5,2-0-0-5,2-2-0-0-5
sequence_19351,0,60.9,2-0-0-24,0-2-0-0-24
sequence_53065,1,44.8,0-1-1-12,1-0-1-1-12
sequence_19426,2,56.3,2-0-0-18,2-2-0-0-18
sequence_19517,2,61.6,1-0-0-21,2-1-0-0-21
sequence_19410,2,49.9,2-0-0-7,2-2-0-0-7
sequence_19447,2,51.0,2-0-0-18,2-2-0-0-18
sequence_20040,2,47.2,2-0-0-11,2-2-0-0-11
sequence_19526,0,49.3,1-0-0-6,0-1-0-0-6
sequence_19437,2,46.7,2-0-0-9,2-2-0-0-9
sequence_19529,0,48.8,0-1-1-19,0-0-1-1-19
sequence_19470,0,61.0,1-0-0-23,0-1-0-0-23
sequence_19472,1,59.9,0-1-1-14,1-0-1-1-14
sequence_19403,2,50.9,0-1-1-4,2-0-1-1-4
sequence_20062,1,57.9,2-0-0-11,1-2-0-0-11
sequence_19429,2,50.9,2-0-0-5,2-2-0-0-5
sequence_19524,1,46.4,0-1-1-14,1-0-1-1-14
sequence_19459,2,59.2,2-0-0-22,2-2-0-0-22
sequence_19478,0,60.1,2-0-0-22,0-2-0-0-22
sequence_19467,2,64.4,2-0-0-18,2-2-0-0-18
sequence_20057,1,51.9,0-1-1-15,1-0-1-1-15
sequence_19432,2,51.0,2-0-0-5,2-2-0-0-5
sequence_53062,1,49.1,0-1-1-12,1-0-1-1-12
sequence_19353,2,64.3,2-0-0-18,2-2-0-0-18
sequence_19422,1,46.6,0-1-1-19,1-0-1-1-19
sequence_19378,2,52.4,2-0-0-9,2-2-0-0-9
sequence_19452,0,44.2,1-0-0-8,0-1-0-0-8
sequence_19417,0,47.9,0-1-1-14,0-0-1-1-14
sequence_19497,1,54.9,1-0-0-23,1-1-0-0-23
sequence_19488,0,51.3,1-0-0-8,0-1-0-0-8
sequence_19380,1,48.1,0-1-1-13,1-0-1-1-13
sequence_20048,1,39.8,0-1-1-15,1-0-1-1-15
sequence_19402,1,43.0,0-1-1-14,1-0-1-1-14
sequence_20073,1,51.0,0-1-1-15,1-0-1-1-15
sequence_19424,2,50.9,2-0-0-18,2-2-0-0-18
sequence_20066,0,49.9,2-0-0-11,0-2-0-0-11
sequence_19446,1,39.5,0-1-1-10,1-0-1-1-10
sequence_53098,0,42.0,1-0-0-25,0-1-0-0-25
sequence_19523,2,50.8,2-0-0-5,2-2-0-0-5
sequence_53083,2,51.0,1-0-0-0,2-1-0-0-0
sequence_19389,1,44.0,0-1-1-19,1-0-1-1-19
sequence_19480,0,62.8,1-0-0-23,0-1-0-0-23
sequence_19489,2,49.1,2-0-0-5,2-2-0-0-5
sequence_20051,1,42.5,0-1-1-15,1-0-1-1-15
sequence_53088,0,48.0,1-0-0-25,0-1-0-0-25
sequence_19431,2,50.5,1-0-0-17,2-1-0-0-17
sequence_20053,0,54.7,2-0-0-20,0-2-0-0-20
sequence_19428,2,49.3,1-0-0-21,2-1-0-0-21
sequence_53079,1,47.8,0-1-1-2,1-0-1-1-2
sequence_19439,2,49.5,1-0-0-16,2-1-0-0-16
sequence_19490,1,52.9,0-1-1-19,1-0-1-1-19
sequence_19408,1,51.1,0-1-1-4,1-0-1-1-4
sequence_19416,2,49.4,2-0-0-7,2-2-0-0-7
sequence_19430,0,45.7,1-0-0-8,0-1-0-0-8
sequence_19398,1,46.2,0-1-1-19,1-0-1-1-19
sequence_19360,1,63.5,2-0-0-24,1-2-0-0-24
sequence_20054,2,49.0,2-0-0-11,2-2-0-0-11
sequence_19469,2,50.5,0-1-1-13,2-0-1-1-13
sequence_53099,2,53.0,1-0-0-0,2-1-0-0-0
sequence_19451,0,51.0,2-0-0-7,0-2-0-0-7
sequence_19506,1,49.3,0-1-1-14,1-0-1-1-14
sequence_19442,2,47.4,1-0-0-16,2-1-0-0-16
sequence_53084,0,39.0,1-0-0-0,0-1-0-0-0
sequence_19491,0,48.8,0-1-1-14,0-0-1-1-14
sequence_53069,2,50.9,2-0-0-1,2-2-0-0-1
sequence_20072,2,48.7,2-0-0-20,2-2-0-0-20
sequence_19433,2,50.1,2-0-0-5,2-2-0-0-5
sequence_19405,2,48.7,0-1-1-4,2-0-1-1-4
sequence_19392,0,50.5,1-0-0-17,0-1-0-0-17
sequence_19482,0,59.3,1-0-0-21,0-1-0-0-21
sequence_19421,0,53.0,1-0-0-17,0-1-0-0-17
sequence_19390,0,46.3,1-0-0-8,0-1-0-0-8
sequence_19453,2,47.3,1-0-0-21,2-1-0-0-21
sequence_20036,2,52.9,2-0-0-20,2-2-0-0-20
sequence_53067,1,40.9,0-1-1-2,1-0-1-1-2
sequence_19438,2,56.1,2-0-0-18,2-2-0-0-18
sequence_19525,0,48.8,2-0-0-5,0-2-0-0-5
sequence_53059,0,47.1,2-0-0-1,0-2-0-0-1
sequence_19498,0,63.2,2-0-0-24,0-2-0-0-24
sequence_19354,2,60.0,2-0-0-18,2-2-0-0-18
sequence_19457,2,43.6,2-0-0-9,2-2-0-0-9
sequence_19372,2,49.2,1-0-0-8,2-1-0-0-8
sequence_19407,2,49.2,1-0-0-21,2-1-0-0-21
sequence_19366,0,60.0,1-0-0-21,0-1-0-0-21
sequence_20037,1,57.8,2-0-0-20,1-2-0-0-20
sequence_19530,0,45.6,0-1-1-14,0-0-1-1-14
sequence_19456,0,48.0,1-0-0-17,0-1-0-0-17
sequence_20043,2,46.6,2-0-0-20,2-2-0-0-20
sequence_20047,1,49.9,2-0-0-20,1-2-0-0-20
sequence_19435,0,51.4,1-0-0-17,0-1-0-0-17
sequence_19386,1,50.7,0-1-1-4,1-0-1-1-4
sequence_19411,2,58.0,2-0-0-7,2-2-0-0-7
sequence_19364,1,57.1,2-0-0-24,1-2-0-0-24
sequence_19387,1,47.7,2-0-0-7,1-2-0-0-7
sequence_19465,2,62.9,2-0-0-22,2-2-0-0-22
sequence_19495,0,58.9,2-0-0-9,0-2-0-0-9
sequence_19521,0,53.0,1-0-0-6,0-1-0-0-6
sequence_20076,2,55.7,2-0-0-20,2-2-0-0-20
sequence_19492,0,58.5,1-0-0-17,0-1-0-0-17
sequence_19528,1,47.1,0-1-1-19,1-0-1-1-19
sequence_19476,2,62.2,2-0-0-22,2-2-0-0-22
sequence_19393,2,53.7,2-0-0-9,2-2-0-0-9
sequence_19464,2,62.2,1-0-0-23,2-1-0-0-23
sequence_19505,1,42.4,0-1-1-14,1-0-1-1-14
sequence_19448,1,46.3,0-1-1-10,1-0-1-1-10
sequence_19471,2,60.0,2-0-0-22,2-2-0-0-22
sequence_20064,0,47.3,1-0-0-3,0-1-0-0-3
sequence_19379,1,50.3,1-0-0-21,1-1-0-0-21
sequence_19377,1,50.3,0-1-1-14,1-0-1-1-14
sequence_19348,2,46.7,0-1-1-13,2-0-1-1-13
sequence_20056,2,56.9,2-0-0-11,2-2-0-0-11
sequence_53080,2,50.4,2-0-0-1,2-2-0-0-1
sequence_19369,0,47.9,2-0-0-9,0-2-0-0-9
sequence_19420,0,40.6,2-0-0-9,0-2-0-0-9
sequence_19395,0,49.7,1-0-0-6,0-1-0-0-6
sequence_19502,0,59.9,1-0-0-21,0-1-0-0-21
sequence_19409,2,51.1,1-0-0-16,2-1-0-0-16
sequence_19501,1,57.2,1-0-0-21,1-1-0-0-21
sequence_20041,0,48.5,2-0-0-11,0-2-0-0-11
sequence_20065,0,46.5,2-0-0-11,0-2-0-0-11
sequence_19412,2,55.3,2-0-0-7,2-2-0-0-7
sequence_19477,2,61.5,2-0-0-22,2-2-0-0-22
sequence_53064,1,48.4,0-1-1-12,1-0-1-1-12
sequence_19396,2,43.1,2-0-0-9,2-2-0-0-9
sequence_53073,2,53.8,2-0-0-1,2-2-0-0-1
sequence_19507,0,46.0,1-0-0-6,0-1-0-0-6
sequence_19461,2,61.2,2-0-0-22,2-2-0-0-22
sequence_53076,2,46.3,2-0-0-1,2-2-0-0-1
sequence_20052,0,42.9,2-0-0-11,0-2-0-0-11
sequence_20042,0,49.4,1-0-0-3,0-1-0-0-3
sequence_19440,1,48.5,0-1-1-10,1-0-1-1-10
sequence_19399,1,47.5,0-1-1-14,1-0-1-1-14
sequence_20063,1,48.9,0-1-1-15,1-0-1-1-15
sequence_20058,1,54.9,0-1-1-15,1-0-1-1-15
sequence_19463,0,62.7,2-0-0-22,0-2-0-0-22
sequence_20059,2,52.3,2-0-0-20,2-2-0-0-20
sequence_53074,2,48.3,2-0-0-1,2-2-0-0-1
sequence_53085,2,51.2,1-0-0-0,2-1-0-0-0
sequence_19509,0,50.6,2-0-0-9,0-2-0-0-9
sequence_19425,2,56.9,1-0-0-16,2-1-0-0-16
sequence_19500,1,51.2,0-1-1-19,1-0-1-1-19
sequence_20034,2,52.0,2-0-0-20,2-2-0-0-20
sequence_19520,0,58.7,2-0-0-24,0-2-0-0-24
sequence_20068,1,50.6,2-0-0-20,1-2-0-0-20
sequence_53061,2,50.6,2-0-0-1,2-2-0-0-1
sequence_19516,2,51.9,2-0-0-22,2-2-0-0-22
sequence_19362,2,61.0,2-0-0-18,2-2-0-0-18
sequence_20069,1,53.4,0-1-1-15,1-0-1-1-15
sequence_19449,2,54.3,2-0-0-7,2-2-0-0-7
sequence_19460,2,61.0,1-0-0-23,2-1-0-0-23
sequence_19487,0,55.9,1-0-0-8,0-1-0-0-8
sequence_19484,1,52.0,0-1-1-14,1-0-1-1-14
sequence_20050,1,47.9,0-1-1-15,1-0-1-1-15
sequence_19368,1,56.2,2-0-0-24,1-2-0-0-24
sequence_19455,0,44.5,1-0-0-6,0-1-0-0-6
sequence_19481,0,63.1,2-0-0-24,0-2-0-0-24
sequence_19365,1,53.0,1-0-0-21,1-1-0-0-21
sequence_53078,0,43.3,2-0-0-1,0-2-0-0-1
sequence_19418,1,47.2,0-1-1-19,1-0-1-1-19
sequence_19510,1,47.8,0-1-1-19,1-0-1-1-19
sequence_53058,2,51.2,1-0-0-1,2-1-0-0-1
sequence_53072,0,47.0,1-0-0-0,0-1-0-0-0
sequence_19515,2,50.4,0-1-1-13,2-0-1-1-13
sequence_19370,0,51.7,2-0-0-9,0-2-0-0-9
sequence_19363,2,54.6,0-1-1-13,2-0-1-1-13
sequence_19466,2,56.9,1-0-0-23,2-1-0-0-23
sequence_20055,2,46.3,2-0-0-11,2-2-0-0-11
sequence_19527,0,50.1,2-0-0-9,0-2-0-0-9
sequence_19359,2,59.3,1-0-0-21,2-1-0-0-21
sequence_19486,2,54.2,2-0-0-5,2-2-0-0-5
sequence_19518,0,61.6,2-0-0-22,0-2-0-0-22
sequence_19401,1,47.4,1-0-0-21,1-1-0-0-21
sequence_19355,1,58.8,0-1-1-4,1-0-1-1-4
sequence_19356,0,59.0,1-0-0-23,0-1-0-0-23
sequence_20071,0,44.9,1-0-0-3,0-1-0-0-3
sequence_53075,2,51.6,2-0-0-1,2-2-0-0-1
sequence_19458,2,62.9,1-0-0-23,2-1-0-0-23
sequence_19522,1,45.4,0-1-1-19,1-0-1-1-19
sequence_19349,0,58.9,1-0-0-23,0-1-0-0-23
sequence_20061,2,45.0,2-0-0-20,2-2-0-0-20
sequence_19419,0,53.3,1-0-0-6,0-1-0-0-6
sequence_20070,0,51.8,1-0-0-3,0-1-0-0-3
sequence_19361,1,55.6,1-0-0-21,1-1-0-0-21
sequence_53068,0,36.0,1-0-0-25,0-1-0-0-25
sequence_20074,1,47.1,0-1-1-15,1-0-1-1-15
sequence_19485,2,58.0,2-0-0-5,2-2-0-0-5
sequence_19475,0,59.1,1-0-0-23,0-1-0-0-23
sequence_19406,2,53.8,2-0-0-7,2-2-0-0-7
sequence_19503,1,60.0,2-0-0-24,1-2-0-0-24
sequence_20035,1,52.5,1-0-0-3,1-1-0-0-3
sequence_19350,2,60.1,2-0-0-22,2-2-0-0-22
sequence_19483,2,60.6,2-0-0-22,2-2-0-0-22
sequence_19391,0,46.8,1-0-0-8,0-1-0-0-8
sequence_20060,0,52.6,2-0-0-20,0-2-0-0-20
sequence_19383,1,50.5,0-1-1-10,1-0-1-1-10
sequence_19443,1,48.0,0-1-1-10,1-0-1-1-10
sequence_53066,1,39.2,0-1-1-2,1-0-1-1-2
sequence_19513,2,61.0,2-0-0-22,2-2-0-0-22
sequence_19504,2,50.6,2-0-0-9,2-2-0-0-9
sequence_53082,0,55.0,1-0-0-0,0-1-0-0-0
sequence_19404,2,51.3,2-0-0-7,2-2-0-0-7
sequence_19514,2,53.0,0-1-1-13,2-0-1-1-13
sequence_19414,1,54.7,1-0-0-21,1-1-0-0-21
sequence_20075,0,54.9,1-0-0-3,0-1-0-0-3
sequence_19473,0,60.6,1-0-0-23,0-1-0-0-23
sequence_19371,1,49.0,0-1-1-14,1-0-1-1-14
sequence_53086,0,40.0,1-0-0-25,0-1-0-0-25
sequence_19400,1,43.0,0-1-1-4,1-0-1-1-4
sequence_20044,2,48.4,2-0-0-20,2-2-0-0-20
sequence_19382,1,52.0,0-1-1-4,1-0-1-1-4
sequence_19519,0,50.3,0-1-1-13,0-0-1-1-13
sequence_20038,1,49.1,0-1-1-15,1-0-1-1-15
sequence_19512,2,54.4,2-0-0-22,2-2-0-0-22
sequence_19427,2,53.8,2-0-0-18,2-2-0-0-18
sequence_19434,0,48.0,1-0-0-17,0-1-0-0-17
sequence_19508,1,49.5,0-1-1-14,1-0-1-1-14
sequence_19499,2,53.3,1-0-0-21,2-1-0-0-21
sequence_19454,0,43.1,2-0-0-5,0-2-0-0-5
sequence_19357,2,58.5,2-0-0-24,2-2-0-0-24
sequence_53070,0,45.7,1-0-0-0,0-1-0-0-0
sequence_19444,1,50.7,1-0-0-16,1-1-0-0-16
sequence_19462,2,63.2,1-0-0-23,2-1-0-0-23
sequence_19376,0,53.0,1-0-0-8,0-1-0-0-8
sequence_20039,1,52.6,1-0-0-3,1-1-0-0-3
sequence_19394,1,45.4,0-1-1-14,1-0-1-1-14
sequence_19374,2,50.7,1-0-0-8,2-1-0-0-8
sequence_20045,1,48.8,0-1-1-15,1-0-1-1-15
sequence_53052,0,55.0,1-0-0-0,0-1-0-0-0
sequence_20049,0,43.9,1-0-0-3,0-1-0-0-3
sequence_19397,2,49.6,2-0-0-9,2-2-0-0-9
sequence_19384,2,50.8,2-0-0-7,2-2-0-0-7
sequence_53077,1,43.5,0-1-1-2,1-0-1-1-2
sequence_20046,1,47.4,1-0-0-3,1-1-0-0-3
sequence_19385,1,58.2,2-0-0-24,1-2-0-0-24
sequence_53087,0,52.0,1-0-0-0,0-1-0-0-0
sequence_19415,0,52.8,2-0-0-7,0-2-0-0-7
sequence_19388,2,48.4,2-0-0-9,2-2-0-0-9
sequence_19479,0,60.8,2-0-0-22,0-2-0-0-22
sequence_19358,2,59.1,0-1-1-4,2-0-1-1-4
sequence_19496,2,48.3,2-0-0-9,2-2-0-0-9
sequence_19468,1,54.8,0-1-1-13,1-0-1-1-13
sequence_19381,1,50.0,0-1-1-13,1-0-1-1-13
sequence_19373,0,53.1,1-0-0-8,0-1-0-0-8
sequence_19352,2,58.5,1-0-0-23,2-1-0-0-23
sequence_19436,0,46.4,1-0-0-17,0-1-0-0-17
sequence_53063,1,44.0,0-1-1-12,1-0-1-1-12
sequence_19493,1,50.4,0-1-1-19,1-0-1-1-19
sequence_19413,0,58.7,2-0-0-7,0-2-0-0-7
sequence_19423,2,61.2,2-0-0-18,2-2-0-0-18
sequence_53060,2,47.9,2-0-0-1,2-2-0-0-1
sequence_19367,1,61.0,2-0-0-24,1-2-0-0-24
sequence_19450,2,46.0,2-0-0-7,2-2-0-0-7
sequence_19441,1,49.0,0-1-1-10,1-0-1-1-10
sequence_19494,0,60.0,1-0-0-17,0-1-0-0-17
sequence_53081,0,53.0,1-0-0-0,0-1-0-0-0
sequence_19474,2,64.4,2-0-0-22,2-2-0-0-22
