,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_51016,1,2,2,3,5,3,1,1,4,0,3,8,3,6,2,8,2,10,5,2,10,16,3,21,3,3,4,10
1,sequence_51170,0,1,1,0,3,4,6,2,2,3,1,6,0,3,11,0,15,2,13,3,12,11,18,1,21,6,14,12
2,sequence_32130,0,0,3,4,1,6,2,4,1,1,2,2,9,2,1,1,7,7,4,7,4,7,1,3,19,7,0,4
3,sequence_51136,0,1,1,0,2,2,0,3,9,9,9,3,13,8,13,6,4,12,14,17,19,8,8,7,6,9,12,19
4,sequence_51191,1,2,2,3,5,3,4,7,7,2,11,1,6,1,14,4,11,8,15,12,14,0,7,8,20,0,22,14
5,sequence_51140,0,1,1,0,3,4,6,2,2,3,1,6,0,3,11,0,15,2,13,3,12,11,18,1,21,6,14,12
6,sequence_51149,0,1,1,0,3,4,6,2,2,3,1,3,8,3,6,0,3,2,2,3,12,12,15,1,21,25,2,12
7,sequence_51181,0,1,1,0,3,4,6,2,2,3,1,6,0,3,11,0,15,2,13,3,12,11,18,1,21,6,14,12
8,sequence_51159,0,1,1,0,3,4,6,2,2,3,1,6,0,3,11,0,15,2,13,3,12,11,18,1,21,6,14,12
9,sequence_51175,0,1,1,0,3,4,6,2,2,3,1,6,0,3,11,0,15,2,13,3,12,2,18,1,21,6,14,12
10,sequence_51174,0,1,1,0,3,4,6,2,2,3,1,6,0,3,11,0,15,2,13,3,12,11,18,1,21,6,14,12
11,sequence_51169,0,1,1,0,3,4,6,2,2,3,1,6,0,3,11,0,15,2,13,3,11,11,2,1,2,6,26,11
12,sequence_51199,0,1,1,0,3,4,6,2,2,3,1,6,0,3,11,0,15,2,13,3,12,11,18,1,21,6,14,12
13,sequence_51144,0,1,1,0,3,4,6,2,2,3,1,3,8,3,6,0,3,2,2,3,12,12,15,1,21,25,2,12
14,sequence_51183,0,1,1,0,3,4,6,2,2,3,1,6,0,3,11,0,15,2,13,3,12,11,18,1,21,6,14,12
15,sequence_51157,0,1,1,0,3,4,6,2,2,3,1,6,0,3,11,0,15,2,13,3,12,11,18,1,21,6,14,12
16,sequence_51163,0,1,1,0,3,4,6,2,2,3,1,6,0,3,0,0,15,2,13,20,12,11,18,1,2,6,14,12
17,sequence_51173,0,1,1,0,3,4,6,2,2,3,1,6,0,3,11,0,15,2,13,3,12,11,18,1,21,6,14,12
18,sequence_51168,0,1,1,0,3,4,6,2,2,3,1,6,0,3,11,0,15,2,13,3,12,11,18,1,21,6,14,12
19,sequence_51171,0,1,1,0,3,4,6,2,2,3,1,6,0,3,11,0,14,2,12,9,8,11,6,13,11,4,13,23
20,sequence_51182,0,1,1,0,2,2,4,2,7,2,4,11,12,11,0,12,0,13,3,20,3,15,22,17,2,23,10,28
21,sequence_51131,0,1,1,0,2,2,0,3,9,9,9,11,12,8,13,6,4,13,14,1,1,8,8,17,22,19,9,1
22,sequence_51138,0,1,1,0,2,2,0,3,9,9,4,11,13,11,7,6,4,16,3,20,1,15,8,17,12,15,20,28
23,sequence_51196,0,1,1,0,2,2,4,7,7,2,11,1,6,1,14,4,11,8,15,12,14,0,7,8,20,20,22,14
24,sequence_51202,0,1,1,0,2,2,0,3,9,2,4,11,12,11,0,12,0,13,3,1,11,15,22,17,22,19,9,28
25,sequence_51192,0,1,1,0,2,2,0,3,9,9,9,11,13,8,13,6,4,12,3,1,1,8,8,24,22,9,9,1
26,sequence_51147,0,1,1,0,3,4,6,2,2,3,1,3,8,3,6,0,3,2,2,3,12,2,15,1,2,25,2,12
27,sequence_51151,0,1,1,0,3,4,6,2,2,3,1,3,8,3,6,0,3,2,2,3,12,12,15,1,21,25,2,12
28,sequence_51145,0,1,1,0,2,2,0,3,9,2,4,11,12,11,7,4,0,13,3,20,16,15,22,17,22,19,10,28
29,sequence_51187,0,1,1,0,2,2,4,7,7,2,11,1,6,1,14,4,11,8,15,12,14,0,7,8,20,0,22,27
30,sequence_51148,0,1,1,0,3,4,6,2,2,3,1,3,8,3,6,10,3,2,2,3,11,12,15,1,2,25,2,11
31,sequence_51141,0,1,1,0,3,4,6,2,2,3,1,6,0,3,11,0,15,2,13,3,3,11,18,1,21,6,14,3
32,sequence_51137,0,1,1,0,3,2,4,2,7,9,4,3,8,3,6,10,3,2,2,17,16,12,15,7,2,25,2,16
33,sequence_32151,0,0,3,4,1,6,2,4,1,1,2,2,9,2,1,1,7,7,4,7,4,7,1,11,19,7,0,4
34,sequence_32148,0,0,3,4,1,6,2,4,1,1,2,2,9,2,1,1,7,7,4,7,4,7,1,11,19,7,0,4
35,sequence_32117,0,0,3,4,1,6,2,4,1,1,2,2,9,2,1,1,7,7,4,7,4,7,1,11,19,7,0,4
36,sequence_32141,0,0,3,4,1,6,2,4,1,1,2,2,9,2,1,1,7,7,4,7,4,7,1,3,19,7,0,4
37,sequence_32124,0,0,3,4,1,6,2,4,1,1,2,2,9,2,1,1,7,7,4,7,4,7,1,3,19,7,0,4
38,sequence_32126,0,0,3,4,1,6,2,4,1,1,2,2,2,2,1,1,7,0,4,7,4,7,1,3,19,7,25,4
39,sequence_32127,0,0,3,4,1,6,2,4,1,1,2,2,9,2,1,1,7,7,4,7,4,7,1,3,19,7,0,4
40,sequence_32133,0,0,3,4,1,6,2,4,1,1,2,2,9,2,1,1,7,7,4,7,4,7,1,3,19,7,0,4
41,sequence_32131,0,0,3,4,1,6,2,4,1,1,2,2,9,2,1,1,7,14,19,4,4,1,1,11,19,21,0,25
42,sequence_32174,0,0,3,4,1,6,2,4,1,1,2,2,9,2,1,1,7,7,4,7,4,7,1,11,19,7,0,4
43,sequence_32114,0,0,3,4,1,6,2,4,1,1,2,2,2,2,1,1,7,7,4,7,4,7,1,3,19,7,0,4
44,sequence_32147,0,0,3,4,1,6,2,4,1,1,2,2,9,2,1,1,7,7,4,7,4,7,1,11,19,7,0,4
45,sequence_32119,0,0,3,4,1,6,2,4,1,1,2,2,9,2,1,1,7,7,4,7,4,7,1,3,19,7,0,4
46,sequence_32122,0,0,3,4,1,6,2,4,1,1,2,2,2,2,1,1,7,7,4,7,4,7,1,3,19,7,0,4
47,sequence_32125,0,0,3,4,1,6,2,4,1,1,2,2,2,2,1,1,7,0,4,7,4,7,1,3,19,7,25,4
48,sequence_32128,0,0,3,4,1,6,2,4,1,1,2,2,9,2,1,1,7,7,4,7,4,7,1,3,19,7,0,4
49,sequence_32129,0,0,3,4,1,6,2,4,1,1,2,2,9,2,1,1,7,7,4,7,4,7,1,3,19,7,0,4
50,sequence_32132,0,0,3,4,1,6,2,4,1,1,2,2,9,2,1,14,1,14,19,4,5,1,1,15,18,21,21,25
51,sequence_32167,1,0,0,2,4,1,3,0,3,4,5,12,7,10,4,5,10,9,6,15,17,6,13,6,15,24,5,17
52,sequence_50970,1,2,2,3,5,3,1,1,4,0,3,8,3,6,2,8,2,10,5,2,10,16,3,21,3,3,4,10
53,sequence_51045,1,2,2,3,5,3,1,1,4,0,3,8,3,6,2,2,2,10,5,2,6,3,9,5,16,3,8,6
54,sequence_51003,1,2,2,3,5,3,1,1,4,0,3,8,3,6,2,8,2,10,5,2,10,16,3,21,3,3,4,10
55,sequence_51032,1,2,2,3,5,3,1,1,4,0,3,8,3,6,2,8,2,10,5,2,10,16,3,21,3,3,4,10
56,sequence_51028,1,2,2,3,5,3,1,1,4,0,3,8,3,6,2,2,2,10,5,2,6,16,3,5,16,3,8,6
57,sequence_51025,1,2,2,3,5,3,1,1,4,0,3,8,3,6,2,8,2,10,5,2,10,16,3,0,3,3,4,10
