,secuencia,aglomerative-2,aglomerative-3,aglomerative-4,aglomerative-5,aglomerative-6,aglomerative-7,aglomerative-8,aglomerative-9,aglomerative-10,aglomerative-11,aglomerative-12,aglomerative-13,aglomerative-14,aglomerative-15,aglomerative-16,aglomerative-17,aglomerative-18,aglomerative-19,aglomerative-20,aglomerative-21,aglomerative-22,aglomerative-23,aglomerative-24,aglomerative-25,aglomerative-26,aglomerative-27,aglomerative-28,aglomerative-29
0,sequence_51016,0,1,0,4,4,4,4,4,4,4,4,4,4,1,1,1,0,7,3,3,1,0,23,23,23,23,23,23
1,sequence_51170,0,2,2,0,5,5,5,5,5,5,5,5,5,5,2,0,4,4,4,1,0,18,18,18,18,18,18,18
2,sequence_32130,1,0,3,3,3,3,3,8,3,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2
3,sequence_51136,0,2,2,0,1,0,7,7,7,7,3,3,1,0,5,2,2,2,2,2,2,2,0,5,5,5,5,5
4,sequence_51191,0,2,2,0,1,0,2,2,2,2,2,0,8,8,8,8,8,8,8,8,8,3,3,3,1,0,10,10
5,sequence_51140,0,2,2,0,5,5,5,5,5,5,5,5,5,5,2,0,4,4,4,1,0,18,18,18,18,18,18,18
6,sequence_51149,0,2,2,0,5,5,5,5,5,5,5,5,5,5,2,0,17,17,17,17,17,17,17,17,17,17,17,17
7,sequence_51181,0,2,2,0,5,5,5,5,5,5,5,5,5,5,2,0,4,4,4,1,0,18,18,18,18,18,18,18
8,sequence_51159,0,2,2,0,5,5,5,5,5,5,5,5,5,5,2,0,4,4,4,1,0,18,18,18,18,18,18,18
9,sequence_51175,0,2,2,0,5,5,5,5,5,5,5,5,5,5,2,0,4,4,4,1,0,18,18,18,18,18,18,18
10,sequence_51174,0,2,2,0,5,5,5,5,5,5,5,5,5,5,2,0,4,4,4,1,0,18,18,18,18,18,18,18
11,sequence_51169,0,2,2,0,5,5,5,5,5,5,5,5,5,5,2,0,4,4,4,1,0,22,22,22,22,22,22,22
12,sequence_51199,0,2,2,0,5,5,5,5,5,5,5,5,5,5,2,0,4,4,4,1,0,18,18,18,18,18,18,18
13,sequence_51144,0,2,2,0,5,5,5,5,5,5,5,5,5,5,2,0,17,17,17,17,17,17,17,17,17,17,17,17
14,sequence_51183,0,2,2,0,5,5,5,5,5,5,5,5,5,5,2,0,4,4,4,1,0,18,18,18,18,18,18,18
15,sequence_51157,0,2,2,0,5,5,5,5,5,5,5,5,5,5,2,0,4,4,4,1,0,18,18,18,18,18,18,18
16,sequence_51163,0,2,2,0,5,5,5,5,5,5,5,5,5,5,2,0,4,4,4,1,0,18,18,18,18,18,18,18
17,sequence_51173,0,2,2,0,5,5,5,5,5,5,5,5,5,5,2,0,4,4,4,1,0,18,18,18,18,18,18,18
18,sequence_51168,0,2,2,0,5,5,5,5,5,5,5,5,5,5,2,0,4,4,4,1,0,18,18,18,18,18,18,18
19,sequence_51171,0,2,2,0,1,0,2,2,2,2,2,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
20,sequence_51182,0,2,2,0,1,0,7,7,7,7,3,3,1,0,15,15,15,15,7,7,3,1,1,1,0,26,26,26
21,sequence_51131,0,2,2,0,1,0,7,7,7,7,3,3,1,0,5,2,2,2,2,2,2,2,0,24,24,24,24,24
22,sequence_51138,0,2,2,0,1,0,7,7,7,7,3,3,1,0,15,15,15,15,7,7,3,1,1,1,0,15,15,15
23,sequence_51196,0,2,2,0,1,0,2,2,2,2,2,0,8,8,8,8,8,8,8,8,8,3,3,3,1,0,10,10
24,sequence_51202,0,2,2,0,1,0,7,7,7,7,3,3,1,0,5,2,2,2,2,2,2,2,0,24,24,24,24,24
25,sequence_51192,0,2,2,0,1,0,7,7,7,7,3,3,1,0,5,2,2,2,2,2,2,2,0,24,24,24,24,24
26,sequence_51147,0,2,2,0,5,5,5,5,5,5,5,5,5,5,2,0,17,17,17,17,17,17,17,17,17,17,17,17
27,sequence_51151,0,2,2,0,5,5,5,5,5,5,5,5,5,5,2,0,17,17,17,17,17,17,17,17,17,17,17,17
28,sequence_51145,0,2,2,0,1,0,7,7,7,7,3,3,1,0,15,15,15,15,7,7,3,1,1,1,0,26,26,26
29,sequence_51187,0,2,2,0,1,0,2,2,2,2,2,0,8,8,8,8,8,8,8,8,8,3,3,3,1,0,10,10
30,sequence_51148,0,2,2,0,5,5,5,5,5,5,5,5,5,5,2,0,4,4,4,1,0,22,22,22,22,22,22,22
31,sequence_51141,0,2,2,0,5,5,5,5,5,5,5,5,5,5,2,0,4,4,4,1,0,18,18,18,18,18,18,18
32,sequence_51137,0,2,2,0,5,5,5,5,5,5,5,5,5,5,2,0,17,17,17,17,17,17,17,17,17,17,17,17
33,sequence_32151,1,0,3,3,3,3,3,8,3,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2
34,sequence_32148,1,0,3,3,3,3,3,8,3,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2
35,sequence_32117,1,0,3,3,3,3,3,8,3,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2
36,sequence_32141,1,0,3,3,3,3,3,8,3,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2
37,sequence_32124,1,0,3,3,3,3,3,8,3,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2
38,sequence_32126,1,0,3,3,3,3,3,8,3,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2
39,sequence_32127,1,0,3,3,3,3,3,8,3,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2
40,sequence_32133,1,0,3,3,3,3,3,8,3,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2
41,sequence_32131,1,0,3,3,3,3,3,8,3,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,25,25,25,25
42,sequence_32174,1,0,3,3,3,3,3,8,3,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2
43,sequence_32114,1,0,3,3,3,3,3,8,3,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2
44,sequence_32147,1,0,3,3,3,3,3,8,3,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2
45,sequence_32119,1,0,3,3,3,3,3,8,3,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2
46,sequence_32122,1,0,3,3,3,3,3,8,3,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2
47,sequence_32125,1,0,3,3,3,3,3,8,3,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2
48,sequence_32128,1,0,3,3,3,3,3,8,3,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2
49,sequence_32129,1,0,3,3,3,3,3,8,3,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2
50,sequence_32132,1,0,3,3,3,3,3,8,3,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,25,25,25,25
51,sequence_32167,1,0,1,1,0,6,6,6,6,6,6,2,2,2,0,5,5,5,5,5,5,5,2,0,3,1,0,6
52,sequence_50970,0,1,0,4,4,4,4,4,4,4,4,4,4,1,1,1,0,7,3,3,1,0,23,23,23,23,23,23
53,sequence_51045,0,1,0,4,4,4,4,4,4,4,4,4,4,1,1,1,0,7,3,3,1,0,11,11,11,11,11,11
54,sequence_51003,0,1,0,4,4,4,4,4,4,4,4,4,4,1,1,1,0,7,3,3,1,0,23,23,23,23,23,23
55,sequence_51032,0,1,0,4,4,4,4,4,4,4,4,4,4,1,1,1,0,7,3,3,1,0,23,23,23,23,23,23
56,sequence_51028,0,1,0,4,4,4,4,4,4,4,4,4,4,1,1,1,0,7,3,3,1,0,11,11,11,11,11,11
57,sequence_51025,0,1,0,4,4,4,4,4,4,4,4,4,4,1,1,1,0,7,3,3,1,0,23,23,23,23,23,23
58,sequence_51019,0,1,0,4,4,4,4,4,4,4,4,4,4,1,1,1,0,7,3,3,1,0,23,23,23,23,23,23
59,sequence_51017,0,1,0,4,4,4,4,4,4,4,4,4,4,1,1,1,0,18,18,18,18,8,8,8,8,8,8,8
60,sequence_51014,0,1,0,2,2,2,0,1,0,10,10,10,10,4,4,4,1,0,19,19,19,19,19,19,19,19,19,19
61,sequence_50984,0,1,0,4,4,4,4,4,4,4,4,4,4,1,1,1,0,7,3,3,1,0,23,23,23,23,23,23
62,sequence_51054,0,1,0,4,4,4,4,4,4,4,4,4,4,1,1,1,0,7,3,3,1,0,11,11,11,11,11,11
63,sequence_51002,0,1,0,4,4,4,4,4,4,4,4,4,4,1,1,1,0,7,3,3,1,0,23,23,23,23,23,23
64,sequence_51033,0,1,0,4,4,4,4,4,4,4,4,4,4,1,1,1,0,7,3,3,1,0,23,23,23,23,23,23
65,sequence_51027,0,1,0,4,4,4,4,4,4,4,4,4,4,1,1,1,0,7,3,3,1,0,11,11,11,11,11,11
66,sequence_51023,0,1,0,4,4,4,4,4,4,4,4,4,4,1,1,1,0,7,3,3,1,0,23,23,23,23,23,23
67,sequence_51012,0,1,0,4,4,4,4,4,4,4,4,4,4,1,1,1,0,7,3,3,1,0,23,23,23,23,23,23
68,sequence_51018,0,1,0,4,4,4,4,4,4,4,4,4,4,1,1,1,0,18,18,18,18,8,8,8,8,8,8,8
69,sequence_51015,0,1,0,2,2,2,0,1,0,10,10,10,10,4,4,4,1,0,19,19,19,19,19,19,19,19,19,19
70,sequence_50973,0,1,0,2,2,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
71,sequence_32112,1,0,1,1,0,6,6,6,6,6,6,2,2,2,0,5,5,5,5,5,5,5,2,0,3,1,0,28
