,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_40826,0,0,1,4,0,4,1,3,5,0,0,1,0,13,12,1,1,3,1,0,7,8,6,0,13,1,0,18
1,sequence_40787,1,2,3,1,3,2,5,1,3,2,4,2,2,3,2,3,2,1,8,13,2,13,2,2,4,21,15,2
2,sequence_40789,1,2,3,1,3,2,5,1,3,2,4,2,2,3,2,3,2,1,8,13,2,13,2,2,4,21,15,2
3,sequence_40794,0,2,3,1,3,2,5,1,3,8,4,2,2,3,8,3,17,1,4,3,19,5,15,18,16,2,27,25
4,sequence_40806,0,0,1,4,0,4,1,3,5,0,0,1,0,13,12,1,1,3,1,0,7,8,6,0,13,1,0,18
5,sequence_40807,1,1,0,0,1,3,0,8,0,5,11,5,10,2,5,12,11,8,6,11,10,15,11,14,12,19,11,12
6,sequence_40809,0,0,1,4,0,4,1,3,5,0,0,1,0,13,12,1,1,3,1,0,7,8,6,0,13,3,0,18
7,sequence_40811,0,0,1,4,0,0,1,0,2,0,0,7,11,14,0,15,5,0,1,2,0,14,19,13,3,3,22,1
8,sequence_40813,0,0,1,4,0,4,1,3,5,0,0,1,0,13,12,1,1,3,1,0,7,8,6,0,13,1,0,28
9,sequence_40814,0,0,1,4,0,4,1,3,5,3,10,11,0,1,3,16,9,11,16,14,4,4,18,9,19,12,10,14
10,sequence_40845,1,1,2,0,2,3,6,0,1,7,1,4,8,4,14,6,13,9,11,10,14,20,22,4,23,8,1,23
11,sequence_40855,0,0,1,4,0,4,1,3,5,0,0,1,0,13,12,1,1,3,1,0,7,8,6,0,13,1,0,18
12,sequence_40857,0,0,2,0,2,0,6,0,2,7,1,4,3,14,7,15,0,9,12,10,14,20,22,6,23,8,25,23
13,sequence_40840,0,0,2,0,2,0,6,0,2,7,1,4,6,14,7,15,14,9,19,8,13,1,0,3,1,14,4,23
14,sequence_40841,0,0,2,4,2,4,1,0,2,7,0,4,6,14,15,15,14,12,19,8,13,1,0,3,1,14,4,11
15,sequence_40842,0,0,1,4,0,0,1,0,2,0,0,7,11,14,0,15,14,12,19,2,13,14,19,13,3,3,22,1
16,sequence_40844,0,0,1,4,0,4,1,3,5,0,0,1,6,13,15,4,14,12,19,8,13,1,0,3,1,14,16,11
17,sequence_40838,0,0,2,0,2,0,6,0,2,7,7,4,3,14,7,15,0,9,12,2,14,14,22,6,23,8,25,23
18,sequence_40816,0,0,1,4,0,4,1,3,5,0,0,1,0,13,12,1,1,3,1,0,7,8,6,0,13,1,0,18
19,sequence_40817,0,0,1,4,0,4,1,3,5,0,0,1,0,13,12,1,1,3,1,0,7,8,6,0,13,1,0,28
20,sequence_40818,0,0,2,0,2,0,6,0,2,7,7,7,11,14,0,5,5,0,7,16,5,14,19,13,3,10,12,16
21,sequence_40827,0,0,1,4,0,4,1,3,5,3,10,1,0,1,3,16,1,11,1,14,4,4,6,9,6,12,10,27
22,sequence_40828,0,0,2,0,2,0,6,0,2,7,7,7,11,14,7,5,5,0,12,16,17,21,21,21,21,22,20,21
23,sequence_40829,0,0,1,4,0,4,1,3,5,0,0,1,0,13,12,1,1,3,1,0,7,8,6,0,13,1,0,18
24,sequence_40831,0,0,1,4,0,4,1,3,5,0,0,1,0,13,12,1,1,3,1,0,7,8,6,0,13,1,0,18
25,sequence_40856,0,0,2,4,2,4,1,0,2,7,0,4,6,14,15,4,14,12,19,8,13,1,0,3,1,14,16,11
26,sequence_40815,0,0,1,4,0,4,1,3,5,3,10,11,6,1,15,4,9,11,16,8,4,4,18,9,19,24,23,14
27,sequence_40851,1,1,0,3,1,1,4,2,1,1,9,3,8,4,14,6,13,2,9,19,21,9,23,19,25,15,21,24
28,sequence_40847,1,1,0,3,1,1,4,2,1,1,1,3,8,4,14,6,13,2,11,1,1,10,8,4,14,0,1,4
29,sequence_40858,1,1,0,3,1,1,4,2,1,1,1,3,8,4,14,6,13,2,11,1,1,20,8,4,14,0,1,4
30,sequence_40852,1,1,0,3,1,1,4,2,1,1,1,3,8,4,14,6,13,2,11,1,1,10,8,4,14,0,1,4
31,sequence_40843,0,0,1,4,0,4,1,3,5,0,0,1,6,13,15,4,14,12,19,8,13,1,0,3,1,14,16,11
32,sequence_40846,1,1,0,3,1,1,4,2,1,1,9,3,8,4,14,6,13,2,9,19,21,9,23,19,25,15,21,24
33,sequence_40791,1,2,3,2,4,5,2,4,6,2,5,6,5,0,13,7,7,4,10,18,8,17,7,8,9,6,2,7
34,sequence_40793,1,2,3,2,4,5,2,4,6,2,5,6,5,0,13,7,7,4,10,18,8,17,7,8,9,6,2,7
35,sequence_40861,1,1,0,3,1,1,4,2,7,1,2,12,1,6,1,0,3,10,2,15,12,3,1,1,2,23,24,0
36,sequence_40812,1,1,0,3,1,1,4,2,1,1,1,3,8,4,14,6,13,2,11,1,1,10,8,4,14,0,9,4
37,sequence_40854,1,1,0,3,1,1,4,2,1,1,2,3,8,4,1,6,3,10,11,1,1,10,1,24,2,0,9,4
38,sequence_40853,1,1,0,3,1,1,4,2,7,1,2,12,1,6,1,0,3,10,2,15,12,3,1,1,2,23,24,0
39,sequence_40848,1,1,0,3,1,1,4,2,7,1,2,12,1,6,1,0,3,10,2,15,12,3,1,1,2,23,24,0
