,secuencia,birch-2,birch-3,birch-4,birch-5,birch-6,birch-7,birch-8,birch-9,birch-10,birch-11,birch-12,birch-13,birch-14,birch-15,birch-16,birch-17,birch-18,birch-19,birch-20,birch-21,birch-22,birch-23,birch-24,birch-25,birch-26,birch-27,birch-28,birch-29
0,sequence_40826,1,0,3,3,3,1,0,3,1,0,5,5,2,2,2,2,2,2,2,2,0,10,10,10,10,4,4,4
1,sequence_40787,0,1,1,0,0,3,7,7,7,7,7,7,7,7,7,3,1,0,9,9,9,9,9,9,9,9,9,9
2,sequence_40789,0,1,1,0,0,3,7,7,7,7,7,7,7,7,7,3,1,0,9,9,9,9,9,9,9,9,9,9
3,sequence_40794,0,1,1,0,0,3,7,7,7,7,7,7,7,7,7,3,1,0,3,3,3,3,1,0,25,25,25,25
4,sequence_40806,1,0,3,3,3,1,0,3,1,0,5,5,2,2,2,2,2,2,2,2,0,10,10,10,10,4,4,4
5,sequence_40807,1,0,0,1,1,0,1,0,3,3,3,1,1,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15
6,sequence_40809,1,0,3,3,3,1,0,3,1,0,5,5,2,2,2,2,2,2,2,2,0,10,10,10,10,4,4,4
7,sequence_40811,1,0,3,3,3,1,0,3,1,0,5,5,2,2,2,2,2,2,2,2,0,2,2,2,0,10,10,10
8,sequence_40813,1,0,3,3,3,1,0,3,1,0,5,5,2,2,2,2,2,2,2,2,0,10,10,10,10,4,4,4
9,sequence_40814,1,0,3,3,3,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,1,0,7,7
10,sequence_40845,1,0,0,1,1,0,3,1,0,4,4,4,4,1,0,7,3,1,0,4,4,4,4,4,4,1,0,28
11,sequence_40855,1,0,3,3,3,1,0,3,1,0,5,5,2,2,2,2,2,2,2,2,0,10,10,10,10,4,4,4
12,sequence_40857,1,0,0,1,1,0,3,1,0,4,4,4,4,1,0,7,3,1,0,4,4,4,4,4,4,1,0,28
13,sequence_40840,1,0,3,3,3,1,0,3,1,0,11,11,11,11,11,11,11,11,11,11,5,5,5,5,2,2,2,2
14,sequence_40841,1,0,3,3,3,1,0,3,1,0,11,11,11,11,11,11,11,11,11,11,5,5,5,5,2,2,2,2
15,sequence_40842,1,0,3,3,3,1,0,3,1,0,5,5,2,2,2,2,2,2,2,2,0,2,2,2,0,10,10,10
16,sequence_40844,1,0,3,3,3,1,0,3,1,0,11,11,11,11,11,11,11,11,11,11,5,5,5,5,2,2,2,2
17,sequence_40838,1,0,0,1,1,0,3,1,0,4,4,4,4,1,0,7,3,1,0,4,4,4,4,4,4,1,0,8
18,sequence_40816,1,0,3,3,3,1,0,3,1,0,5,5,2,2,2,2,2,2,2,2,0,10,10,10,10,4,4,4
19,sequence_40817,1,0,3,3,3,1,0,3,1,0,5,5,2,2,2,2,2,2,2,2,0,10,10,10,10,4,4,4
20,sequence_40818,1,0,0,1,1,0,3,1,0,4,4,4,4,1,0,16,7,3,1,0,11,11,11,11,5,5,5,5
21,sequence_40827,1,0,3,3,3,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,1,0,13,13
22,sequence_40828,1,0,0,1,1,0,3,1,0,4,4,4,4,1,0,16,7,3,1,0,21,21,21,21,21,21,21,21
23,sequence_40829,1,0,3,3,3,1,0,3,1,0,5,5,2,2,2,2,2,2,2,2,0,10,10,10,10,4,4,4
24,sequence_40831,1,0,3,3,3,1,0,3,1,0,5,5,2,2,2,2,2,2,2,2,0,10,10,10,10,4,4,4
25,sequence_40856,1,0,3,3,3,1,0,3,1,0,11,11,11,11,11,11,11,11,11,11,5,5,5,5,2,2,2,2
26,sequence_40815,1,0,3,3,3,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,1,0,7,7
27,sequence_40851,0,2,2,2,2,2,2,2,2,2,0,3,3,3,3,1,0,18,18,18,18,18,18,18,18,18,18,18
28,sequence_40847,0,2,2,2,2,2,2,2,2,2,0,3,3,3,3,1,0,7,7,7,7,7,7,7,7,7,3,1
29,sequence_40858,0,2,2,2,2,2,2,2,2,2,0,3,3,3,3,1,0,7,7,7,7,7,7,7,7,7,3,1
30,sequence_40852,0,2,2,2,2,2,2,2,2,2,0,3,3,3,3,1,0,7,7,7,7,7,7,7,7,7,3,1
31,sequence_40843,1,0,3,3,3,1,0,3,1,0,11,11,11,11,11,11,11,11,11,11,5,5,5,5,2,2,2,2
32,sequence_40846,0,2,2,2,2,2,2,2,2,2,0,3,3,3,3,1,0,18,18,18,18,18,18,18,18,18,18,18
33,sequence_40791,0,1,1,0,5,5,5,5,5,5,2,2,0,10,10,10,10,10,10,10,10,22,22,22,22,22,22,22
34,sequence_40793,0,1,1,0,5,5,5,5,5,5,2,2,0,10,10,10,10,10,10,10,10,22,22,22,22,22,22,22
35,sequence_40861,0,2,2,2,2,2,2,2,2,2,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
36,sequence_40812,0,2,2,2,2,2,2,2,2,2,0,3,3,3,3,1,0,7,7,7,7,7,7,7,7,7,3,1
37,sequence_40854,0,2,2,2,2,2,2,2,2,2,0,3,3,3,3,1,0,7,7,7,7,7,7,7,7,7,3,1
38,sequence_40853,0,2,2,2,2,2,2,2,2,2,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
39,sequence_40848,0,2,2,2,2,2,2,2,2,2,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
40,sequence_40849,0,2,2,2,2,2,2,2,2,2,0,3,3,3,3,1,0,7,7,7,7,7,7,7,7,7,3,1
41,sequence_40850,0,2,2,2,2,2,2,2,2,2,0,3,3,3,3,1,0,7,7,7,7,7,7,7,7,7,3,1
42,sequence_40792,0,1,1,0,0,3,7,7,7,7,7,7,7,7,7,3,1,0,3,3,3,3,1,0,24,24,24,24
43,sequence_40790,0,1,1,0,0,3,7,7,7,7,7,7,7,7,7,3,1,0,3,3,3,3,1,0,24,24,24,24
44,sequence_40860,1,0,0,1,1,0,3,1,0,4,4,4,4,1,0,16,7,3,1,0,11,11,11,11,5,5,5,5
45,sequence_40839,1,0,3,3,3,1,0,3,1,0,5,5,2,2,2,2,2,2,2,2,0,10,10,10,10,4,4,4
46,sequence_40835,1,0,0,1,1,0,3,1,0,4,4,4,4,1,0,16,7,3,1,0,11,11,11,11,5,5,5,5
47,sequence_40819,1,0,0,1,1,0,3,1,0,4,4,4,4,1,0,16,7,3,1,0,11,11,11,11,5,5,5,5
48,sequence_40824,1,0,3,3,3,1,0,3,1,0,5,5,2,2,2,2,2,2,2,2,0,2,2,2,0,10,10,10
49,sequence_40825,1,0,3,3,3,1,0,3,1,0,5,5,2,2,2,2,2,2,2,2,0,2,2,2,0,10,10,10
50,sequence_40797,1,0,3,3,3,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,1,0,13,13
51,sequence_40800,1,0,0,1,1,0,1,0,9,9,9,9,9,9,4,4,4,4,4,1,1,1,0,24,11,11,11,11
52,sequence_40803,1,0,0,1,1,0,3,1,0,4,4,4,4,1,0,16,7,3,1,0,11,11,11,11,5,5,5,5
53,sequence_40804,1,0,3,3,3,1,0,3,1,0,5,5,2,2,2,2,2,2,2,2,0,10,10,10,10,4,4,4
54,sequence_40805,1,0,0,1,1,0,1,0,9,9,9,9,9,9,4,4,4,4,4,1,1,1,0,24,11,11,11,11
55,sequence_40864,1,0,3,3,3,1,0,3,1,0,5,5,2,2,2,2,2,2,2,2,0,10,10,10,10,4,4,4
56,sequence_40808,1,0,3,3,3,1,0,3,1,0,5,5,2,2,2,2,2,2,2,2,0,10,10,10,10,4,4,4
57,sequence_40810,1,0,0,1,1,0,1,0,3,3,3,1,1,0,9,9,9,9,19,19,19,19,19,19,19,19,19,19
58,sequence_40862,1,0,3,3,3,1,0,3,1,0,5,5,2,2,2,2,2,2,2,2,0,2,2,2,0,26,26,26
59,sequence_40859,1,0,3,3,3,1,0,3,1,0,5,5,2,2,2,2,2,2,2,2,0,10,10,10,10,4,4,4
60,sequence_40836,1,0,0,1,1,0,3,1,0,4,4,4,4,1,0,16,7,3,1,0,11,11,11,11,5,5,5,5
61,sequence_40837,1,0,3,3,3,1,0,3,1,0,5,5,2,2,2,2,2,2,2,2,0,2,2,2,0,10,10,10
62,sequence_40820,1,0,0,1,1,0,3,1,0,10,10,10,10,4,1,0,16,16,16,16,16,16,16,16,16,16,16,16
63,sequence_40821,1,0,0,1,1,0,3,1,0,10,10,10,10,4,1,0,16,16,16,16,16,16,16,16,16,16,16,16
64,sequence_40822,1,0,3,3,3,1,0,3,1,0,5,5,2,2,2,2,2,2,2,2,0,10,10,10,10,4,4,4
65,sequence_40823,1,0,0,1,1,0,3,1,0,10,10,10,10,4,1,0,17,17,17,17,17,17,17,17,17,17,17,17
66,sequence_40834,1,0,0,1,1,0,3,1,0,10,10,10,10,4,1,0,17,17,17,17,17,17,17,17,17,17,17,17
67,sequence_40832,1,0,0,1,1,0,3,1,0,4,4,4,4,1,0,7,3,1,0,20,20,20,20,20,20,20,20,20
68,sequence_40833,0,1,1,0,0,6,6,6,6,6,6,6,13,13,13,13,13,13,13,13,13,13,13,13,13,13,27,27
