,secuencia,affinity-0.5,affinity-0.55,affinity-0.6000000000000001,affinity-0.6500000000000001,affinity-0.7000000000000002,affinity-0.7500000000000002,affinity-0.8000000000000003,affinity-0.8500000000000003,affinity-0.9000000000000004,affinity-0.9500000000000004
0,sequence_40826,0,0,0,0,0,0,0,0,0,1
1,sequence_40787,4,4,4,4,4,4,4,4,4,0
2,sequence_40789,4,4,4,4,4,4,4,4,4,0
3,sequence_40794,4,4,4,4,4,4,4,4,4,0
4,sequence_40806,5,5,5,5,5,5,5,5,5,1
5,sequence_40807,1,1,1,1,1,1,1,1,1,1
6,sequence_40809,5,5,5,5,5,5,5,5,5,1
7,sequence_40811,5,5,5,5,5,5,5,5,5,1
8,sequence_40813,0,0,0,0,0,0,0,0,0,1
9,sequence_40814,6,6,6,6,6,6,6,6,0,1
10,sequence_40845,9,9,9,9,9,9,9,9,8,1
11,sequence_40855,0,0,0,0,0,0,0,0,0,1
12,sequence_40857,9,9,9,9,9,9,9,9,8,1
13,sequence_40840,9,9,9,9,9,9,9,9,8,1
14,sequence_40841,5,5,5,5,5,5,5,5,5,1
15,sequence_40842,5,5,5,5,5,5,5,5,5,1
16,sequence_40844,0,0,0,0,0,0,0,0,0,1
17,sequence_40838,9,9,9,9,9,9,9,9,8,1
18,sequence_40816,0,0,0,0,0,0,0,0,0,1
19,sequence_40817,0,0,0,0,0,0,0,0,0,1
20,sequence_40818,5,5,5,5,5,5,5,5,5,1
21,sequence_40827,6,6,6,6,6,6,6,6,0,1
22,sequence_40828,9,9,9,9,9,9,9,9,8,1
23,sequence_40829,0,0,0,0,0,0,0,0,0,1
24,sequence_40831,0,0,0,0,0,0,0,0,0,1
25,sequence_40856,5,5,5,5,5,5,5,5,5,1
26,sequence_40815,6,6,6,6,6,6,6,6,5,1
27,sequence_40851,3,3,3,3,3,3,3,3,3,1
28,sequence_40847,3,3,3,3,3,3,3,3,3,1
29,sequence_40858,3,3,3,3,3,3,3,3,3,1
30,sequence_40852,3,3,3,3,3,3,3,3,3,1
31,sequence_40843,0,0,0,0,0,0,0,0,0,1
32,sequence_40846,3,3,3,3,3,3,3,3,3,1
33,sequence_40791,2,2,2,2,2,2,2,2,2,0
34,sequence_40793,2,2,2,2,2,2,2,2,2,0
35,sequence_40861,3,3,3,3,3,3,3,3,3,1
36,sequence_40812,3,3,3,3,3,3,3,3,3,1
37,sequence_40854,3,3,3,3,3,3,3,3,3,1
38,sequence_40853,3,3,3,3,3,3,3,3,3,1
39,sequence_40848,3,3,3,3,3,3,3,3,3,1
40,sequence_40849,3,3,3,3,3,3,3,3,3,1
41,sequence_40850,3,3,3,3,3,3,3,3,3,1
42,sequence_40792,4,4,4,4,4,4,4,4,4,0
43,sequence_40790,4,4,4,4,4,4,4,4,4,0
44,sequence_40860,5,5,5,5,5,5,5,5,5,1
45,sequence_40839,5,5,5,5,5,5,5,5,5,1
46,sequence_40835,5,5,5,5,5,5,5,5,5,1
47,sequence_40819,9,9,9,9,9,9,9,9,8,1
48,sequence_40824,5,5,5,5,5,5,5,5,5,1
49,sequence_40825,5,5,5,5,5,5,5,5,5,1
50,sequence_40797,6,6,6,6,6,6,6,6,0,1
51,sequence_40800,10,10,10,10,10,10,10,10,9,1
52,sequence_40803,5,5,5,5,5,5,5,5,5,1
53,sequence_40804,0,0,0,0,0,0,0,0,0,1
54,sequence_40805,0,0,0,0,0,0,0,0,0,1
55,sequence_40864,0,0,0,0,0,0,0,0,0,1
56,sequence_40808,0,0,0,0,0,0,0,0,0,1
57,sequence_40810,10,10,10,10,10,10,10,10,9,1
58,sequence_40862,0,0,0,0,0,0,0,0,0,1
59,sequence_40859,0,0,0,0,0,0,0,0,0,1
60,sequence_40836,5,5,5,5,5,5,5,5,5,1
61,sequence_40837,5,5,5,5,5,5,5,5,5,1
62,sequence_40820,7,7,7,7,7,7,7,7,6,1
63,sequence_40821,7,7,7,7,7,7,7,7,6,1
64,sequence_40822,0,0,0,0,0,0,0,0,0,1
65,sequence_40823,9,9,9,9,9,9,9,9,8,1
66,sequence_40834,9,9,9,9,9,9,9,9,8,1
67,sequence_40832,9,9,9,9,9,9,9,9,8,1
68,sequence_40833,8,8,8,8,8,8,8,8,7,0
69,sequence_40830,9,9,9,9,9,9,9,9,8,1
70,sequence_40798,9,9,9,9,9,9,9,9,8,1
71,sequence_40865,9,9,9,9,9,9,9,9,8,1
72,sequence_40863,7,7,7,7,7,7,7,7,6,1
73,sequence_40801,10,10,10,10,10,10,10,10,9,1
74,sequence_40802,10,10,10,10,10,10,10,10,9,1
75,sequence_40796,11,11,11,11,11,11,11,11,10,1
76,sequence_40795,7,7,7,7,7,7,7,7,6,1
77,sequence_40866,9,9,9,9,9,9,9,9,8,1
78,sequence_40799,11,11,11,11,11,11,11,11,10,1
79,sequence_40788,12,12,12,12,12,12,12,12,11,0
80,sequence_40867,11,11,11,11,11,11,11,11,10,1
