,secuencia,aglomerative-2,aglomerative-3,aglomerative-4,aglomerative-5,aglomerative-6,aglomerative-7,aglomerative-8,aglomerative-9,aglomerative-10,aglomerative-11,aglomerative-12,aglomerative-13,aglomerative-14,aglomerative-15,aglomerative-16,aglomerative-17,aglomerative-18,aglomerative-19,aglomerative-20,aglomerative-21,aglomerative-22,aglomerative-23,aglomerative-24,aglomerative-25,aglomerative-26,aglomerative-27,aglomerative-28,aglomerative-29
0,sequence_40826,0,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,2,0,1,0,1,1,0,2,2,0,6
1,sequence_40787,0,0,0,1,1,0,3,8,8,8,8,8,8,8,8,8,8,18,18,18,8,8,8,8,8,8,8,8
2,sequence_40789,0,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,2,0,1,0,1,1,0,2,2,0,6
3,sequence_40794,0,0,0,1,1,0,3,8,8,8,8,8,8,8,8,8,8,18,18,18,8,8,8,8,8,8,8,8
4,sequence_40806,0,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,2,0,1,0,1,1,0,2,2,0,6
5,sequence_40807,0,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,2,0,1,0,1,1,0,2,2,0,6
6,sequence_40809,0,0,0,1,1,0,1,0,2,0,11,11,11,11,11,11,11,11,11,11,11,11,23,23,23,23,23,23
7,sequence_40811,0,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,1,1,0,21,21,21,21,21,21,21,21
8,sequence_40813,0,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,2,0,1,0,1,1,0,2,2,0,6
9,sequence_40814,0,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,2,0,1,0,1,1,0,2,2,0,6
10,sequence_40845,0,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,2,0,1,0,1,1,0,2,2,0,6
11,sequence_40855,0,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,2,0,1,0,1,1,0,1,0,27,27
12,sequence_40857,0,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,1,1,0,18,18,18,18,18,18,18,18
13,sequence_40840,0,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,2,0,1,0,1,1,0,2,2,0,6
14,sequence_40841,0,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,2,0,1,0,1,1,0,2,2,0,6
15,sequence_40842,0,0,0,1,1,0,1,0,2,0,0,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,28
16,sequence_40844,0,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,2,0,1,0,1,1,0,2,2,0,6
17,sequence_40838,0,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,2,0,9,9,9,9,9,9,9,9,9
18,sequence_40816,0,0,3,3,3,3,7,7,7,7,7,7,7,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15
19,sequence_40817,0,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,2,0,1,0,1,1,0,1,0,25,25
20,sequence_40818,0,0,3,3,3,3,7,7,7,7,7,7,7,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15
