,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_53082,1,2,2,2,0,2,3,4,0,4,8,11,4,5,11,1,16,7,11,9,12,14,5,3,5,16,10,5
1,sequence_19402,0,1,3,3,5,5,4,0,5,5,9,12,2,14,15,7,13,4,15,4,1,3,9,19,25,7,18,14
2,sequence_20054,0,1,1,4,4,3,0,8,3,6,5,5,10,0,8,9,9,9,8,1,7,10,8,14,18,8,5,8
3,sequence_20048,0,1,1,4,4,3,0,8,3,0,5,8,10,13,14,9,9,12,14,12,15,4,6,8,18,22,20,19
4,sequence_20036,0,1,1,4,4,3,0,8,3,6,5,5,10,0,8,9,9,9,8,1,7,10,8,14,18,20,3,8
5,sequence_19525,0,1,3,0,1,0,2,1,1,3,6,0,6,1,1,6,0,15,0,13,18,16,20,7,6,17,16,22
6,sequence_20061,0,1,1,4,4,3,0,8,3,6,11,5,11,0,8,3,15,3,8,1,7,22,8,4,15,20,25,4
7,sequence_19496,0,1,3,0,1,0,6,1,1,8,1,0,8,6,13,5,0,0,13,11,20,6,2,22,11,18,23,24
8,sequence_19477,0,1,3,0,1,0,6,1,1,8,1,9,8,6,10,5,2,0,10,11,20,1,0,5,19,18,9,25
9,sequence_19363,0,1,3,3,5,5,4,0,5,5,9,12,8,14,15,7,13,4,15,4,1,3,9,19,25,7,18,14
10,sequence_19500,0,1,3,3,5,5,4,0,4,5,7,2,2,4,12,16,3,8,12,20,9,9,10,13,22,12,4,15
11,sequence_19453,0,0,0,1,2,6,1,3,7,10,4,10,3,3,3,2,5,2,19,18,11,18,11,9,16,15,22,18
12,sequence_53075,0,1,1,4,4,3,0,5,8,6,10,5,7,0,5,8,8,9,5,15,6,13,19,15,14,10,13,8
13,sequence_19522,0,1,3,3,5,5,4,0,4,5,7,2,2,4,0,16,3,8,12,20,9,19,10,13,2,21,4,15
14,sequence_19523,0,1,3,0,1,0,2,1,1,3,6,0,6,7,10,11,12,15,0,0,14,16,20,7,19,17,16,15
15,sequence_53078,0,1,1,4,4,3,0,5,8,6,10,5,7,0,5,8,8,9,5,15,6,13,19,15,14,10,13,8
16,sequence_20069,0,1,1,4,4,3,0,8,3,0,5,8,10,13,14,3,15,3,14,12,15,4,6,18,7,22,20,19
17,sequence_53062,1,2,2,2,3,4,5,7,6,2,0,1,9,2,7,4,11,14,18,5,19,17,17,10,23,1,2,9
18,sequence_20060,0,1,1,4,4,3,0,8,3,6,11,5,11,0,8,3,15,3,8,1,7,22,8,4,15,20,3,4
19,sequence_53066,0,1,1,4,4,3,0,5,8,0,10,8,7,13,5,8,8,12,5,15,5,20,18,20,24,6,27,21
20,sequence_19417,0,1,3,3,5,5,4,0,5,5,9,2,2,4,0,0,14,13,0,10,8,15,23,24,13,2,11,10
21,sequence_19391,0,0,0,1,2,6,1,3,7,10,4,10,3,3,3,2,5,16,19,18,11,18,11,9,16,15,22,18
22,sequence_19447,0,1,3,0,1,0,6,1,1,8,1,9,8,7,10,11,12,0,10,11,14,1,0,5,10,9,0,25
23,sequence_53079,0,1,1,4,4,3,0,5,8,0,10,8,7,13,5,8,8,12,5,15,5,20,18,20,24,6,27,27
24,sequence_20042,0,0,0,1,2,1,1,2,2,9,5,3,12,12,2,9,6,17,2,6,16,7,7,12,18,14,26,16
25,sequence_19419,0,0,0,1,2,6,1,6,9,10,2,10,13,12,6,10,7,11,19,7,17,7,12,11,9,3,19,11
26,sequence_19425,0,0,0,1,2,6,7,3,7,1,4,4,5,8,3,12,10,16,3,3,0,2,3,17,12,23,7,0
27,sequence_19450,0,1,3,0,1,0,6,1,1,8,1,9,8,6,10,5,17,0,10,11,14,1,0,5,19,9,9,25
28,sequence_53085,0,0,0,1,2,1,7,2,2,7,10,3,12,11,2,15,6,10,17,14,5,12,7,16,0,25,12,17
29,sequence_19509,0,1,3,0,1,0,2,1,1,3,3,0,0,1,1,6,0,6,1,13,18,8,2,0,1,17,17,1
30,sequence_53059,0,1,1,4,4,3,0,5,8,6,10,5,7,0,5,8,8,9,5,15,6,13,19,15,14,10,13,21
31,sequence_19430,0,0,0,1,2,6,7,3,7,1,4,4,5,8,3,12,10,16,3,3,21,2,3,17,12,23,7,12
32,sequence_20052,0,1,1,4,4,3,0,8,3,6,5,5,10,0,8,9,9,3,8,1,7,10,8,14,18,20,3,4
33,sequence_19369,1,2,2,2,3,4,5,7,6,2,0,1,1,2,9,4,4,18,9,19,10,5,13,10,17,24,24,13
34,sequence_53064,0,1,1,4,4,3,0,5,8,0,10,8,7,13,5,8,8,12,5,15,5,20,18,20,24,6,27,21
35,sequence_20072,0,1,1,4,4,3,0,8,3,6,11,5,11,0,8,3,15,3,8,16,7,22,15,4,15,8,25,26
36,sequence_20038,0,1,1,4,4,3,0,8,3,0,11,8,11,13,14,3,15,3,14,16,15,22,15,8,7,22,25,26
37,sequence_20039,0,0,0,1,2,1,1,2,2,9,5,3,12,12,2,9,6,17,2,6,16,7,7,12,18,14,26,16
38,sequence_19506,0,1,3,3,5,5,4,0,4,5,9,12,2,9,15,16,13,8,15,10,1,15,10,18,2,7,4,10
39,sequence_20064,1,2,2,2,3,2,5,4,6,2,0,7,9,10,4,14,11,5,4,5,4,21,16,21,20,19,8,2
40,sequence_19530,0,1,3,3,5,5,4,0,4,5,9,12,2,14,15,7,13,8,15,4,1,3,10,19,2,7,18,14
41,sequence_19498,0,1,3,0,1,0,2,1,1,3,3,6,0,9,1,13,2,6,1,0,18,8,4,0,19,0,17,1
42,sequence_19504,1,2,2,2,3,4,5,7,6,2,0,1,1,2,9,4,4,18,18,19,10,5,1,1,8,24,8,13
43,sequence_19386,0,1,3,3,5,5,4,0,5,5,9,12,8,14,15,7,13,4,15,4,1,3,9,19,25,7,18,14
44,sequence_19519,0,1,3,3,5,5,4,0,4,5,9,12,8,14,15,7,13,4,15,4,9,9,9,13,22,12,18,14
45,sequence_19404,1,2,2,2,3,4,5,7,6,2,0,1,1,2,9,4,4,18,9,19,10,5,13,10,8,24,24,13
46,sequence_19446,0,1,3,3,5,5,4,0,5,5,7,2,2,4,0,0,3,13,16,17,8,19,14,6,21,21,11,3
47,sequence_20063,0,1,1,4,4,3,0,8,3,0,5,8,10,13,14,3,15,3,14,12,15,4,6,8,7,22,20,27
48,sequence_20043,1,2,2,2,3,4,5,7,6,2,0,1,1,2,7,4,11,14,7,5,19,5,17,21,3,13,24,23
49,sequence_19497,0,0,0,1,2,6,1,6,7,9,2,10,13,12,6,10,7,16,6,7,13,11,21,11,4,3,1,7
50,sequence_19490,0,1,3,3,5,5,4,0,4,5,7,2,2,4,12,16,3,8,12,20,9,19,10,18,2,12,4,15
51,sequence_19376,0,0,0,1,2,6,7,3,9,1,4,4,5,8,3,12,10,16,3,3,0,11,3,2,12,11,14,0
52,sequence_19406,0,1,3,0,1,0,6,1,1,8,1,9,8,7,10,11,12,0,10,11,14,1,0,5,10,9,0,25
53,sequence_19405,0,1,3,3,5,5,4,0,5,5,9,2,2,7,0,0,14,13,16,10,8,15,23,24,13,2,11,10
54,sequence_19382,0,1,3,3,5,5,4,0,5,5,9,2,2,4,0,0,14,13,16,10,8,15,23,24,13,2,11,10
55,sequence_20067,0,1,1,4,4,3,0,8,3,0,5,8,10,13,14,3,15,12,14,12,15,4,6,18,7,22,20,19
56,sequence_19409,0,0,0,1,2,6,7,3,7,1,4,4,5,8,3,12,10,16,3,3,0,11,3,2,12,11,14,0
57,sequence_19354,0,1,3,0,1,0,6,1,1,8,1,9,8,7,10,11,12,0,10,11,14,1,0,5,10,9,0,25
58,sequence_20040,0,1,1,4,4,3,0,8,3,6,5,5,10,0,8,9,9,9,8,1,7,10,8,14,18,20,3,8
59,sequence_19370,1,2,2,2,3,4,5,7,6,2,0,1,1,2,9,4,4,18,9,19,10,5,13,10,8,24,24,13
60,sequence_19432,0,1,3,0,1,0,2,1,1,3,6,0,6,1,1,6,0,15,0,13,18,16,20,7,6,5,5,22
61,sequence_19371,0,1,3,3,5,5,4,0,5,5,9,2,2,4,0,0,14,13,0,10,8,15,23,24,13,2,11,10
62,sequence_19434,0,0,0,1,2,6,1,6,9,10,2,10,13,12,6,10,7,11,19,7,17,7,12,11,9,3,19,11
63,sequence_19505,0,1,3,3,5,5,4,0,4,5,9,2,2,4,0,16,14,8,0,10,9,15,23,13,22,12,16,10
64,sequence_53070,0,0,0,1,2,1,7,2,2,7,10,3,12,11,2,15,6,10,17,14,5,12,7,16,0,25,12,17
65,sequence_19392,0,0,0,1,2,6,1,6,9,10,2,10,13,12,6,10,7,11,19,7,17,7,12,11,9,3,19,11
66,sequence_19357,0,1,3,0,1,0,2,1,1,3,6,0,6,1,1,6,12,15,1,13,2,16,20,7,6,26,21,22
67,sequence_20056,1,2,2,2,3,4,5,7,6,2,0,1,1,2,7,4,11,18,7,5,19,5,1,21,3,19,8,13
68,sequence_19526,0,0,0,1,2,6,1,6,9,10,2,10,13,3,6,10,5,11,19,18,11,18,11,9,16,15,22,18
69,sequence_20046,0,0,0,1,2,1,1,2,2,9,5,3,12,12,2,9,6,17,2,6,16,7,7,12,18,14,26,16
70,sequence_19443,0,1,3,3,5,5,4,0,5,5,7,2,2,4,12,16,3,13,16,17,9,19,14,6,21,21,4,3
71,sequence_19410,0,1,3,0,1,0,6,1,1,8,1,9,8,6,13,11,12,0,13,11,14,6,22,5,10,9,0,6
